股票代號,股票名稱,收盤價,K值,D值,RSI,DIF,MACD,柱狀圖,BB上軌,BB中軌,BB下軌,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,更新時間
2504,國產,37.1,82.67,70.87,74.58,0.01,-0.19,0.21,37.24,35.93,34.62,2554,2036,1.25,436.62,11.45,2.8,7.55,2026-02-28 15:38:40
2505,國揚,18.95,49.13,48.25,42.86,-0.16,-0.17,0.01,19.83,19.06,18.28,260,271,0.96,72.01,11.28,0.4,2.11,2026-02-28 15:38:41
2506,太設,9.04,60.76,64.85,66.67,-0.03,-0.05,0.02,9.12,9.0,8.88,321,195,1.65,32.68,,0.4,4.42,2026-02-28 15:38:43
2509,全坤建,14.55,40.35,37.84,29.41,-0.16,-0.17,0.01,15.15,14.76,14.36,400,249,1.6,32.67,,,,2026-02-28 15:38:44
2511,太子,8.27,21.34,19.41,24.39,-0.03,-0.01,-0.02,8.54,8.36,8.17,1176,1268,0.93,134.19,28.52,0.3,3.63,2026-02-28 15:38:45
2514,龍邦,15.0,76.87,56.84,50.0,-0.01,-0.02,0.01,15.24,14.87,14.5,116,136,0.86,53.72,9.15,,,2026-02-28 15:38:47
2515,中工,17.4,76.67,74.24,70.51,0.96,0.58,0.38,17.83,14.68,11.53,43551,65616,0.66,279.78,44.62,,,2026-02-28 15:38:48
2516,新建,15.0,71.37,63.24,68.0,0.03,-0.01,0.05,14.87,14.6,14.34,887,481,1.84,33.94,15.96,,,2026-02-28 15:38:49
2520,冠德,31.35,18.49,32.21,53.57,-0.33,-0.31,-0.02,33.28,31.95,30.63,1741,1687,1.03,186.73,9.01,3.1,9.89,2026-02-28 15:38:50
2524,京城,43.25,74.34,61.83,62.83,0.16,-0.1,0.27,43.29,41.58,39.88,116,182,0.64,158.29,6.31,,,2026-02-28 15:38:52
2527,宏璟,32.35,84.5,71.68,63.78,0.44,0.13,0.31,31.68,29.53,27.39,996,658,1.51,84.68,7.87,2.0,6.18,2026-02-28 15:38:53
2528,皇普,28.55,74.76,61.19,54.84,-0.38,-0.56,0.18,29.83,28.04,26.24,1184,1194,0.99,123.91,4.03,1.9,6.65,2026-02-28 15:38:54
2530,華建,26.7,68.06,50.89,48.86,-0.45,-0.6,0.15,28.05,26.31,24.56,980,1038,0.94,224.28,10.72,3.0,11.24,2026-02-28 15:38:55
2534,宏盛,19.95,50.99,50.42,45.24,-0.09,-0.1,0.01,20.29,20.01,19.74,414,629,0.66,94.36,8.04,1.0,5.01,2026-02-28 15:38:57
2535,達欣工,73.5,82.05,77.71,71.07,1.84,1.52,0.32,74.17,70.28,66.39,342,523,0.65,191.02,12.13,3.75,5.1,2026-02-28 15:38:58
2536,宏普,23.45,73.44,60.86,60.0,-0.38,-0.58,0.19,23.7,22.91,22.11,336,361,0.93,78.04,14.84,0.5,2.13,2026-02-28 15:38:59
2537,聯上發,10.45,40.45,41.89,40.91,-0.15,-0.18,0.02,10.81,10.56,10.32,833,784,1.06,31.41,19.0,,,2026-02-28 15:39:00
2538,基泰,10.75,69.96,51.8,50.0,-0.08,-0.11,0.03,10.96,10.7,10.45,548,380,1.44,47.84,12.22,0.7,6.51,2026-02-28 15:39:02
2539,櫻花建,49.0,79.65,80.06,59.09,0.33,0.16,0.18,49.95,48.15,46.36,958,1111,0.86,584.62,11.06,0.5,1.02,2026-02-28 15:39:03
2540,愛山林,46.5,30.5,36.07,46.31,-0.42,-0.4,-0.03,49.87,47.35,44.84,462,599,0.77,439.37,46.5,0.71,1.53,2026-02-28 15:39:04
2542,興富發,37.85,33.98,48.64,53.93,-0.14,-0.17,0.03,38.67,37.87,37.07,4774,5260,0.91,800.11,15.32,2.0,5.28,2026-02-28 15:39:05
2543,皇昌,61.4,41.52,35.19,32.99,-0.39,-0.2,-0.2,66.61,62.9,59.19,1136,1552,0.73,324.52,18.38,1.0,1.63,2026-02-28 15:39:07
2545,皇翔,37.7,68.7,62.37,56.25,-0.18,-0.28,0.11,37.99,37.33,36.66,387,311,1.24,143.16,9.95,4.5,11.94,2026-02-28 15:39:08
2546,根基,87.6,76.05,55.83,52.46,-0.33,-0.48,0.16,89.72,86.89,84.07,75,99,0.75,114.34,9.22,3.2,3.65,2026-02-28 15:39:09
2547,日勝生,11.0,55.17,49.26,56.0,0.03,0.0,0.03,11.17,10.86,10.56,2324,2648,0.88,113.86,3.72,0.58,5.27,2026-02-28 15:39:10
2548,華固,108.0,62.08,61.24,52.94,-0.02,-0.5,0.48,111.49,107.8,104.11,2538,1512,1.68,345.08,92.31,5.5,5.09,2026-02-28 15:39:12
2597,潤弘,174.0,63.29,60.11,55.77,0.49,-0.13,0.62,177.46,170.78,164.09,301,447,0.67,540.65,16.51,6.42,3.69,2026-02-28 15:39:13
2601,益航,5.4,28.86,24.55,24.64,-0.04,-0.03,-0.01,5.73,5.49,5.25,1348,1420,0.95,44.54,,,,2026-02-28 15:39:14
2603,長榮,197.0,77.34,60.81,59.26,0.66,-0.14,0.8,195.0,188.75,182.5,24799,14317,1.73,4265.13,4.7,32.5,16.5,2026-02-28 15:39:15
2605,新興,33.75,78.59,63.68,60.17,1.05,0.65,0.4,32.63,29.56,26.49,24798,17785,1.39,197.56,40.66,1.3,3.85,2026-02-28 15:39:16
2606,裕民,66.5,71.4,55.05,49.01,0.75,0.39,0.36,66.16,62.88,59.6,9672,6779,1.43,561.96,17.32,3.2,4.81,2026-02-28 15:39:18
2607,榮運,55.9,37.08,29.83,34.29,-0.51,-0.47,-0.04,58.6,56.6,54.61,730,759,0.96,298.27,8.27,10.0,17.89,2026-02-28 15:39:19
2608,嘉里大榮,31.55,18.42,29.03,25.86,-0.31,-0.22,-0.09,33.42,32.56,31.71,4069,1317,3.09,147.34,15.1,1.65,5.23,2026-02-28 15:39:20
2609,陽明,57.4,82.52,63.83,64.77,0.39,-0.06,0.45,57.16,54.1,51.04,32906,20791,1.58,2004.47,7.35,7.5,13.07,2026-02-28 15:39:21
2610,華航,21.0,20.43,35.04,29.73,0.12,0.39,-0.27,23.44,22.29,21.14,48336,56425,0.86,1277.19,8.64,0.8,3.81,2026-02-28 15:39:23
2611,志信,14.6,33.1,24.3,28.95,-0.13,-0.1,-0.03,15.45,14.8,14.16,410,354,1.16,27.59,76.84,1.64,11.23,2026-02-28 15:39:24
2612,中航,66.2,63.43,48.57,56.08,0.68,0.34,0.34,65.03,61.99,58.94,3428,1886,1.82,130.73,9.25,2.1,3.17,2026-02-28 15:39:25
2613,中櫃,24.9,43.02,34.25,50.0,0.12,0.09,0.03,25.05,24.42,23.79,465,362,1.28,34.18,29.64,1.0,4.02,2026-02-28 15:39:27
2614,東森,20.55,47.56,46.45,41.54,-0.34,-0.38,0.04,21.56,20.82,20.08,865,865,1.0,67.25,10.43,0.25,1.22,2026-02-28 15:39:28
2615,萬海,76.4,66.88,57.96,59.49,-0.41,-0.82,0.41,77.04,74.94,72.84,10732,6908,1.55,2143.9,6.28,3.5,4.58,2026-02-28 15:39:29
2616,山隆,13.6,43.25,46.94,39.13,-0.01,0.01,-0.02,13.91,13.68,13.45,114,201,0.57,18.49,,0.3,2.21,2026-02-28 15:39:31
2617,台航,31.2,58.42,40.46,40.24,-0.08,-0.1,0.02,31.91,30.79,29.68,1347,838,1.61,130.2,10.1,1.5,4.81,2026-02-28 15:39:32
2618,長榮航,38.0,32.73,47.24,48.53,0.31,0.45,-0.14,39.26,38.31,37.35,51363,37103,1.38,2052.17,7.97,2.4,6.32,2026-02-28 15:39:33
2630,亞航,52.9,74.43,59.01,50.0,-0.14,-0.48,0.35,56.97,51.72,46.46,998,1935,0.52,110.79,52.38,0.62,1.17,2026-02-28 15:39:34
2633,台灣高鐵,27.05,32.18,38.85,46.34,-0.09,-0.11,0.02,27.49,27.17,26.85,12457,7473,1.67,1522.45,23.94,1.05,3.88,2026-02-28 15:39:35
2634,漢翔,55.0,65.84,56.67,51.72,0.38,0.26,0.12,58.45,54.59,50.72,6185,10610,0.58,518.03,69.62,1.38,2.51,2026-02-28 15:39:37
2636,台驊控股,64.3,30.99,31.2,30.19,-0.57,-0.46,-0.11,67.92,65.51,63.09,356,356,1.0,88.07,7.86,6.0,9.33,2026-02-28 15:39:38
2637,慧洋-KY,72.8,71.32,58.04,50.69,0.52,0.35,0.17,73.62,70.96,68.3,4948,3300,1.5,543.39,17.84,5.0,6.87,2026-02-28 15:39:39
2642,宅配通,24.85,32.85,21.03,23.26,-0.35,-0.32,-0.03,26.42,25.25,24.09,54,71,0.76,23.72,34.51,0.5,2.01,2026-02-28 15:39:40
2645,長榮航太,177.5,77.63,60.74,59.29,4.69,3.84,0.84,182.04,167.5,152.96,4072,3310,1.23,664.86,33.68,4.5,2.54,2026-02-28 15:39:41
2646,星宇航空,22.9,47.66,44.5,43.75,-0.1,-0.11,0.01,23.42,23.02,22.63,7841,6397,1.23,689.0,458.0,,,2026-02-28 15:39:43
2701,萬企,11.1,80.24,69.56,52.94,0.02,-0.01,0.02,11.14,11.0,10.85,94,103,0.92,49.95,22.2,0.28,2.52,2026-02-28 15:39:44
2702,華園,11.95,33.58,30.23,50.0,0.03,0.01,0.02,12.05,11.87,11.7,41,68,0.6,18.72,,,,2026-02-28 15:39:45
2704,國賓,44.05,62.25,40.1,48.94,0.0,-0.05,0.05,44.76,43.43,42.1,181,191,0.95,161.63,119.05,0.5,1.14,2026-02-28 15:39:47
2705,六福,16.25,14.87,17.49,40.0,-0.07,-0.07,0.0,16.5,16.29,16.08,241,252,0.96,31.09,135.42,,,2026-02-28 15:39:48
2706,第一店,12.9,49.72,51.28,50.0,-0.0,-0.01,0.01,12.95,12.86,12.76,109,177,0.61,64.5,22.24,0.35,2.71,2026-02-28 15:39:49
2707,晶華,188.5,42.49,56.45,46.67,-0.15,-0.13,-0.02,191.0,188.95,186.9,160,129,1.23,240.15,17.06,14.36,7.62,2026-02-28 15:39:51
2712,遠雄來,17.3,46.86,43.73,42.22,-0.17,-0.19,0.03,17.79,17.44,17.1,25,49,0.51,18.16,,,,2026-02-28 15:39:52
2722,夏都,25.5,34.31,34.95,52.56,-0.04,-0.13,0.1,25.94,25.21,24.49,101,71,1.41,36.51,,0.15,0.59,2026-02-28 15:39:53
2723,美食-KY,71.6,18.62,29.19,29.9,0.1,0.84,-0.74,78.15,75.12,72.1,620,527,1.18,128.88,12.89,3.0,4.19,2026-02-28 15:39:55
2727,王品,219.0,68.12,65.72,54.55,0.37,-0.02,0.39,221.5,216.55,211.6,452,450,1.0,181.46,14.8,14.59,6.66,2026-02-28 15:39:56
2731,雄獅,175.5,47.03,54.17,54.02,1.74,1.75,-0.02,182.83,173.65,164.47,765,1274,0.6,163.7,11.37,7.5,4.27,2026-02-28 15:39:57
2739,寒舍,33.65,15.51,20.21,46.27,-0.3,-0.3,0.0,34.77,34.04,33.32,141,99,1.42,30.8,19.68,1.0,2.97,2026-02-28 15:39:58
2748,雲品,41.0,59.79,56.07,47.06,-0.26,-0.39,0.13,42.06,40.92,39.78,79,123,0.64,43.37,17.83,2.0,4.88,2026-02-28 15:39:59
2753,八方雲集,184.5,73.22,72.19,60.0,-0.37,-1.29,0.92,187.29,181.38,175.46,441,264,1.67,122.96,15.73,10.0,5.42,2026-02-28 15:40:01
2762,世界健身-KY,77.5,65.68,56.98,61.97,0.19,-0.45,0.64,77.66,74.22,70.78,96,171,0.56,84.65,20.72,5.5,7.1,2026-02-28 15:40:02
2801,彰銀,21.6,83.49,82.76,75.0,0.29,0.14,0.15,21.77,20.68,19.59,41193,35706,1.15,2541.47,14.3,0.5,2.31,2026-02-28 15:40:04
2812,台中銀,21.1,85.6,77.6,75.0,0.05,-0.07,0.12,21.06,20.42,19.77,16424,17099,0.96,1270.56,14.45,0.39,1.85,2026-02-28 15:40:05
2816,旺旺保,30.95,88.31,72.95,76.32,0.29,0.01,0.28,30.62,29.05,27.47,256,245,1.04,69.21,7.15,1.5,4.85,2026-02-28 15:40:06
2820,華票,17.15,73.84,77.96,70.0,0.2,0.09,0.11,17.47,16.6,15.72,1102,2352,0.47,230.32,13.61,0.78,4.55,2026-02-28 15:40:07
2832,台產,49.6,69.67,59.02,56.14,-0.19,-0.37,0.18,50.04,49.03,48.01,88,180,0.49,88.03,10.78,7.14,14.4,2026-02-28 15:40:09
2834,臺企銀,16.4,89.63,77.04,75.76,0.09,-0.03,0.11,16.31,15.67,15.03,50711,34562,1.47,1593.76,13.23,0.2,1.22,2026-02-28 15:40:10
2836,高雄銀,12.9,93.28,86.31,75.0,0.14,0.05,0.09,12.77,12.23,11.69,4914,4173,1.18,237.35,20.81,0.3,2.33,2026-02-28 15:40:11
2838,聯邦銀,20.25,84.02,84.07,79.31,0.3,0.11,0.19,20.34,19.0,17.66,3617,4071,0.89,878.96,18.08,0.35,1.73,2026-02-28 15:40:12
2845,遠東銀,12.95,82.9,67.4,65.22,0.02,-0.04,0.06,12.91,12.58,12.25,16476,12255,1.34,630.05,15.06,0.5,3.86,2026-02-28 15:40:13
2849,安泰銀,14.0,82.04,66.32,65.62,0.12,0.03,0.09,13.95,13.4,12.86,211,274,0.77,274.07,20.29,0.38,2.71,2026-02-28 15:40:15
2850,新產,115.5,79.11,73.1,60.0,-0.26,-0.6,0.34,116.74,114.3,111.86,345,320,1.08,364.94,10.49,7.15,6.19,2026-02-28 15:40:16
2851,中再保,27.65,76.1,78.22,72.34,0.25,0.19,0.06,27.86,27.11,26.36,714,1334,0.53,221.31,11.02,1.9,6.87,2026-02-28 15:40:17
2852,第一保,27.4,73.62,67.23,50.0,-0.1,-0.14,0.04,27.7,27.32,26.94,552,464,1.19,82.52,9.61,2.1,7.66,2026-02-28 15:40:18
2855,統一證,32.25,81.34,61.26,68.03,1.13,0.96,0.18,31.63,29.44,27.25,11087,11372,0.97,516.46,15.07,1.1,3.41,2026-02-28 15:40:20
2867,三商壽,8.26,87.04,85.75,71.43,0.09,0.06,0.03,8.23,7.98,7.73,32640,27722,1.18,487.3,137.67,,,2026-02-28 15:40:21
2880,華南金,38.1,95.04,90.65,83.33,1.27,0.84,0.43,37.57,34.23,30.9,39040,30595,1.28,5302.36,21.05,1.25,3.28,2026-02-28 15:40:23
2881,富邦金,94.2,57.3,63.81,56.3,-0.03,-0.26,0.23,95.69,93.1,90.52,34668,27688,1.25,13194.94,11.29,4.15,4.41,2026-02-28 15:40:24
2882,國泰金,79.7,64.17,66.22,63.45,1.01,0.85,0.17,79.69,76.68,73.68,67154,40090,1.68,11691.36,14.9,3.5,4.39,2026-02-28 15:40:25
2883,凱基金,21.95,94.08,89.69,94.32,0.89,0.56,0.33,21.29,18.83,16.38,153318,116526,1.32,3725.98,16.26,0.84,3.83,2026-02-28 15:40:26
2884,玉山金,35.1,87.59,87.18,74.24,0.48,0.35,0.13,35.03,33.88,32.72,95524,54509,1.75,5677.07,18.09,1.2,3.42,2026-02-28 15:40:28
2885,元大金,49.15,87.0,81.41,85.41,1.78,1.26,0.52,48.14,43.66,39.18,56704,38090,1.49,6552.26,18.48,1.5,3.05,2026-02-28 15:40:29
2886,兆豐金,40.55,82.95,82.39,68.25,0.12,-0.05,0.18,40.97,39.73,38.5,30597,26977,1.13,6035.21,17.79,1.6,3.95,2026-02-28 15:40:30
2887,台新新光金,25.6,86.79,85.86,80.22,0.99,0.82,0.17,25.62,23.42,21.21,182862,122634,1.49,6365.77,16.84,0.9,3.52,2026-02-28 15:40:31
2889,國票金,16.95,52.98,61.29,56.25,0.14,0.1,0.04,17.41,16.72,16.03,6299,9254,0.68,615.89,28.73,0.3,1.77,2026-02-28 15:40:33
2890,永豐金,33.2,93.31,89.73,89.72,1.01,0.6,0.41,33.11,30.01,26.91,55077,43308,1.27,4811.45,18.04,0.91,2.74,2026-02-28 15:40:34
2891,中信金,55.9,77.96,73.3,77.65,1.19,0.91,0.29,54.65,51.87,49.08,99118,58036,1.71,10999.9,14.95,2.3,4.11,2026-02-28 15:40:35
2892,第一金,29.9,90.14,83.83,66.67,0.16,0.05,0.1,30.03,29.25,28.47,69387,39811,1.74,4299.46,16.34,0.95,3.18,2026-02-28 15:40:36
2897,王道銀行,9.8,84.56,84.37,87.5,0.16,0.1,0.06,9.84,9.33,8.81,6911,9113,0.76,272.68,14.85,0.5,5.1,2026-02-28 15:40:37
2901,欣欣,23.95,26.45,32.06,36.23,-0.15,-0.1,-0.05,25.05,24.49,23.94,55,45,1.23,17.49,70.44,0.37,1.54,2026-02-28 15:40:39
2903,遠百,22.8,46.42,61.23,61.02,0.18,0.14,0.04,23.65,22.56,21.47,3238,3468,0.93,321.19,13.73,1.35,5.92,2026-02-28 15:40:40
2904,匯僑,17.25,62.29,54.5,60.0,0.01,-0.01,0.02,17.23,17.08,16.94,116,76,1.52,13.43,12.06,1.0,5.8,2026-02-28 15:40:41
2905,三商,16.5,85.77,75.85,73.33,0.09,-0.04,0.13,16.29,15.56,14.83,1685,1409,1.2,173.79,43.42,0.3,1.82,2026-02-28 15:40:43
2906,高林,12.7,81.18,67.23,53.85,-0.02,-0.06,0.04,12.71,12.49,12.27,161,170,0.95,26.56,33.42,0.6,4.72,2026-02-28 15:40:44
2908,特力,20.7,73.89,75.9,64.29,0.12,0.07,0.05,20.9,20.42,19.94,85,158,0.54,105.55,159.23,0.9,4.35,2026-02-28 15:40:45
2910,統領,23.15,69.38,69.92,85.48,0.44,0.21,0.23,22.81,21.34,19.86,21,37,0.56,40.61,19.29,0.95,4.1,2026-02-28 15:40:47
2911,麗嬰房,5.1,39.11,44.82,53.42,0.04,0.05,-0.01,5.28,5.13,4.98,48,52,0.91,5.36,,,,2026-02-28 15:40:48
2912,統一超,223.0,81.19,80.31,75.44,0.81,-0.33,1.14,227.2,217.15,207.1,5264,3115,1.69,2318.36,20.84,9.0,4.04,2026-02-28 15:40:49
2913,農林,13.05,54.18,49.19,41.67,-0.07,-0.1,0.03,13.49,13.07,12.64,1685,1479,1.14,103.09,,,,2026-02-28 15:40:50
2915,潤泰全,53.2,83.99,79.94,72.55,0.06,-0.31,0.37,53.69,51.67,49.64,2327,2413,0.96,568.03,6.2,2.5,4.7,2026-02-28 15:40:51
2923,鼎固-KY,28.0,92.93,83.26,80.52,1.47,0.62,0.85,26.66,21.34,16.02,238,312,0.76,487.28,46.67,0.24,0.86,2026-02-28 15:40:53
2929,淘帝-KY,7.49,15.8,21.56,23.86,-0.07,-0.05,-0.02,8.03,7.74,7.45,400,336,1.19,8.2,53.5,,,2026-02-28 15:40:54
2939,永邑-KY,24.0,86.61,84.4,69.59,0.38,0.07,0.31,25.66,22.61,19.55,13,23,0.56,10.93,,,,2026-02-28 15:40:56
2945,三商家購,42.7,56.61,54.54,55.88,0.97,0.97,0.0,44.72,41.7,38.68,21,38,0.55,28.82,21.46,1.5,3.51,2026-02-28 15:40:57
3002,歐格,22.3,68.07,56.17,48.91,-0.6,-0.79,0.18,23.43,21.91,20.39,752,445,1.69,22.6,51.86,0.7,3.14,2026-02-28 15:40:58
3003,健和興,50.6,84.54,72.96,57.07,0.49,0.21,0.28,51.45,48.8,46.16,350,455,0.77,78.76,34.9,2.0,3.95,2026-02-28 15:41:00
3004,豐達科,111.5,69.67,66.55,45.57,0.89,0.9,-0.01,120.4,113.3,106.2,881,478,1.84,71.32,18.22,2.95,2.65,2026-02-28 15:41:01
3005,神基,113.0,61.82,45.72,44.0,-1.24,-1.52,0.28,117.44,113.0,108.56,4485,3445,1.3,701.55,14.2,5.99,5.3,2026-02-28 15:41:02
3006,晶豪科,156.5,25.42,26.99,45.54,6.15,9.47,-3.33,189.36,161.72,134.09,10939,15929,0.69,426.75,1203.85,1.0,0.64,2026-02-28 15:41:03
3008,大立光,2520.0,74.34,56.49,57.02,8.97,-0.32,9.29,2519.91,2391.75,2263.59,1507,1084,1.39,3296.11,14.68,80.0,3.17,2026-02-28 15:41:04
3010,華立,129.5,78.98,69.34,57.14,3.02,2.45,0.57,129.46,121.67,113.89,2971,2423,1.23,335.97,15.75,5.3,4.09,2026-02-28 15:41:05
3011,今皓,12.9,29.88,28.79,32.26,-0.3,-0.26,-0.04,14.89,13.56,12.23,802,532,1.51,16.14,,,,2026-02-28 15:41:07
3013,晟銘電,113.0,71.81,57.81,43.1,-3.23,-3.87,0.64,121.52,113.05,104.58,2777,1930,1.44,231.81,29.12,0.6,0.53,2026-02-28 15:41:08
3014,聯陽,123.0,82.51,75.57,54.55,1.22,0.87,0.35,124.27,120.17,116.08,1051,793,1.33,204.2,12.99,9.0,7.32,2026-02-28 15:41:09
3015,全漢,55.4,76.98,66.11,55.04,0.37,0.03,0.34,56.95,53.57,50.19,433,591,0.73,103.74,32.02,3.0,5.42,2026-02-28 15:41:10
3016,嘉晶,63.0,60.06,42.4,42.3,0.0,0.33,-0.33,73.98,62.55,51.12,6306,2828,2.23,181.78,6300.0,0.5,0.79,2026-02-28 15:41:12
3017,奇鋐,1765.0,68.2,62.01,70.55,67.54,52.68,14.85,1783.82,1529.0,1274.18,10043,6223,1.61,6896.08,47.17,9.93,0.56,2026-02-28 15:41:13
3018,隆銘綠能,13.1,80.7,81.32,65.22,0.36,0.22,0.14,13.44,12.2,10.95,24,36,0.67,9.87,1.46,,,2026-02-28 15:41:14
3019,亞光,152.0,35.51,27.49,43.8,1.58,2.14,-0.56,161.72,151.88,142.03,8719,6504,1.34,424.45,22.42,4.0,2.63,2026-02-28 15:41:15
3021,鴻名,17.55,35.6,28.83,39.44,-0.21,-0.17,-0.04,18.84,17.76,16.69,113,115,0.98,16.65,45.0,0.3,1.71,2026-02-28 15:41:17
3022,威強電,60.1,11.38,12.37,17.65,-1.6,-1.18,-0.42,68.81,63.49,58.17,433,534,0.81,106.14,11.07,4.5,7.49,2026-02-28 15:41:18
3023,信邦,244.0,71.49,73.28,68.6,10.29,9.33,0.95,262.92,226.85,190.78,2084,1824,1.14,585.77,18.8,10.25,4.2,2026-02-28 15:41:19
3024,憶聲,10.5,60.31,53.34,37.5,-0.16,-0.17,0.01,11.35,10.62,9.9,738,627,1.18,29.1,13.29,0.4,3.81,2026-02-28 15:41:21
3025,星通,58.5,15.5,12.03,25.14,-3.28,-1.84,-1.44,81.12,65.28,49.44,1640,1033,1.59,33.19,28.26,3.3,5.64,2026-02-28 15:41:22
3026,禾伸堂,119.0,87.34,75.88,70.69,2.83,1.14,1.7,119.13,108.0,96.87,1723,3958,0.44,197.41,19.64,5.5,4.62,2026-02-28 15:41:23
3027,盛達,23.6,40.62,31.8,28.57,-0.39,-0.23,-0.15,27.18,24.58,21.98,343,284,1.2,27.11,54.88,,,2026-02-28 15:41:25
3028,增你強,55.5,71.54,58.48,66.91,3.07,2.25,0.81,56.75,46.12,35.5,27745,21322,1.3,131.67,19.34,2.1,3.78,2026-02-28 15:41:26
3029,零壹,121.5,73.84,61.81,62.26,0.84,0.06,0.78,118.37,112.67,106.98,5062,2295,2.21,202.91,19.41,5.0,4.12,2026-02-28 15:41:27
3030,德律,223.5,87.15,73.44,81.68,7.42,4.13,3.28,209.81,188.07,166.34,9950,5170,1.92,527.94,22.83,5.0,2.24,2026-02-28 15:41:28
3031,佰鴻,20.25,50.31,42.91,41.1,0.05,0.06,-0.01,20.96,20.2,19.43,445,373,1.19,35.07,20.05,1.0,4.94,2026-02-28 15:41:30
3032,偉訓,72.2,41.72,45.03,47.33,-0.6,-0.75,0.14,75.51,73.21,70.91,654,839,0.78,81.79,,2.73,3.78,2026-02-28 15:41:31
3033,威健,31.85,77.04,65.84,61.46,0.24,0.09,0.15,32.19,30.97,29.75,4446,4143,1.07,152.84,22.12,2.08,6.53,2026-02-28 15:41:32
3034,聯詠,393.0,86.31,69.59,50.0,0.54,-1.36,1.9,401.25,380.0,358.75,6230,3634,1.71,2391.45,13.7,28.0,7.12,2026-02-28 15:41:33
3035,智原,168.0,66.89,56.29,41.35,-0.97,-1.3,0.34,179.35,167.4,155.45,5907,4252,1.39,437.72,59.79,3.0,1.79,2026-02-28 15:41:35
3036,文曄,184.0,84.68,76.49,67.59,8.5,5.83,2.67,186.01,161.7,137.39,10407,10489,0.99,2326.84,17.86,6.0,3.26,2026-02-28 15:41:36
3037,欣興,481.5,89.13,78.22,69.79,44.97,37.25,7.72,462.02,374.38,286.73,83769,68221,1.23,7581.64,232.61,1.49,0.31,2026-02-28 15:41:37
3038,全台,23.25,40.08,32.69,41.1,-0.1,-0.0,-0.1,24.57,23.53,22.49,235,378,0.62,32.74,19.87,1.5,6.45,2026-02-28 15:41:38
3040,遠見,40.1,8.39,12.2,40.54,-3.12,-2.44,-0.68,55.81,46.46,37.11,726,289,2.5,24.0,77.12,1.0,2.49,2026-02-28 15:41:39
3041,揚智,24.9,29.31,25.92,27.52,-0.29,-0.14,-0.16,28.47,26.01,23.56,1096,981,1.12,34.92,25.67,,,2026-02-28 15:41:41
3042,晶技,91.8,81.55,73.0,54.84,1.72,1.34,0.38,92.41,88.38,84.35,2366,2125,1.11,312.11,16.63,5.2,5.66,2026-02-28 15:41:42
3043,科風,21.8,19.1,20.78,38.97,-0.1,0.03,-0.13,24.88,22.73,20.59,141,105,1.33,8.5,,,,2026-02-28 15:41:44
3044,健鼎,389.5,39.01,38.3,48.61,15.5,17.27,-1.77,425.35,381.45,337.55,4065,3579,1.14,2047.24,20.62,10.3,2.64,2026-02-28 15:41:45
3045,台灣大,107.5,76.24,64.7,60.0,0.11,-0.22,0.33,108.82,106.35,103.88,12444,9461,1.32,3251.35,23.47,4.5,4.19,2026-02-28 15:41:46
3046,建碁,49.1,13.32,14.65,25.93,-1.03,-0.6,-0.43,55.93,51.61,47.3,192,308,0.62,38.52,12.56,2.7,5.5,2026-02-28 15:41:48
3047,訊舟,17.8,41.19,34.49,36.67,-0.27,-0.21,-0.06,19.96,18.32,16.67,1357,1484,0.91,39.57,,0.3,1.69,2026-02-28 15:41:49
3048,益登,40.35,67.41,53.08,51.31,-0.4,-0.63,0.23,42.19,39.29,36.38,2368,1988,1.19,108.88,34.19,,,2026-02-28 15:41:50
3049,精金,10.4,59.66,43.85,63.72,0.45,0.47,-0.02,10.74,9.55,8.36,16482,6883,2.39,83.41,33.55,,,2026-02-28 15:41:51
3050,鈺德,13.7,45.98,33.83,43.82,-0.08,-0.04,-0.04,14.87,13.77,12.66,1025,926,1.11,21.23,,0.5,3.65,2026-02-28 15:41:53
3051,力特,23.15,25.69,18.57,31.9,0.18,0.55,-0.37,28.25,24.58,20.92,611,699,0.87,38.2,20.13,1.52,6.57,2026-02-28 15:41:54
3052,夆典,11.6,71.18,67.85,52.94,-0.03,-0.05,0.02,11.8,11.57,11.34,320,418,0.77,23.66,9.75,0.5,4.31,2026-02-28 15:41:56
3054,立萬利,37.95,81.42,67.9,87.24,1.19,0.73,0.46,35.08,31.45,27.82,256,172,1.49,30.61,61.21,,,2026-02-28 15:41:57
3055,蔚華科,69.1,47.12,34.29,43.41,-1.39,-1.53,0.14,74.5,68.55,62.6,629,506,1.24,77.14,,1.0,1.45,2026-02-28 15:41:58
3056,富華新,17.05,70.48,66.46,47.37,-0.16,-0.21,0.05,17.6,17.06,16.53,1115,1295,0.86,81.93,2.9,1.48,8.68,2026-02-28 15:42:00
3057,喬鼎,16.55,42.21,31.05,42.96,-0.67,-0.66,-0.01,19.24,17.12,15.0,120,152,0.79,9.98,41.37,,,2026-02-28 15:42:01
3058,立德,10.3,54.37,41.61,44.44,-0.03,-0.06,0.03,10.82,10.15,9.48,1463,1163,1.26,20.64,,,,2026-02-28 15:42:02
3059,華晶科,39.75,68.82,54.93,39.52,-0.43,-0.57,0.14,44.48,40.11,35.74,1673,2461,0.68,122.09,31.3,1.0,2.52,2026-02-28 15:42:03
3060,銘異,33.9,66.13,48.42,48.82,-0.16,-0.35,0.19,36.18,32.4,28.62,5355,4536,1.18,46.63,,0.35,1.03,2026-02-28 15:42:05
