股票代號,股票名稱,收盤價,K值,D值,RSI,DIF,MACD,柱狀圖,BB上軌,BB中軌,BB下軌,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,更新時間
6786,6786,76.4,32.87,31.35,42.61,1.83,3.12,-1.29,83.03,77.37,71.72,411,422,0.97,23.56,,,,2026-02-28 16:09:04
6787,6787,24.35,40.18,35.04,23.29,-0.02,0.08,-0.1,27.91,24.89,21.87,253,358,0.71,19.72,,,,2026-02-28 16:09:06
6788,華景電,353.0,70.63,53.22,64.0,1.34,-1.74,3.09,341.49,316.3,291.11,3323,1584,2.1,136.75,21.74,10.0,2.83,2026-02-28 16:09:08
6789,采鈺,342.0,81.09,69.29,69.96,10.32,6.15,4.17,322.07,290.05,258.03,9025,4700,1.92,1089.22,85.5,3.0,0.88,2026-02-28 16:09:10
6790,永豐實,40.15,75.39,61.02,74.03,0.27,0.03,0.24,39.67,38.31,36.94,324,393,0.82,107.25,14.19,2.55,6.35,2026-02-28 16:09:11
6791,虎門科技,104.5,33.07,25.33,51.06,-0.96,-0.69,-0.27,109.69,105.2,100.71,32,43,0.74,21.79,25.8,3.48,3.33,2026-02-28 16:09:13
6792,詠業,61.0,85.52,71.47,61.48,1.47,1.2,0.26,61.18,57.2,53.21,166,107,1.54,28.59,23.11,2.5,4.1,2026-02-28 16:09:15
6793,6793,6.6,56.94,56.47,55.21,0.3,0.31,-0.01,7.21,6.47,5.72,216,200,1.08,4.99,,,,2026-02-28 16:09:17
6794,向榮生技,86.1,56.02,59.67,41.38,0.61,0.73,-0.12,91.41,88.36,85.32,438,183,2.4,54.79,,,,2026-02-28 16:09:18
6796,晉弘,82.4,14.24,24.09,19.05,-2.03,-1.66,-0.38,91.09,87.03,82.96,133,102,1.31,33.15,316.92,0.49,0.59,2026-02-28 16:09:20
6797,6797,14.35,33.59,32.64,22.5,-0.25,-0.09,-0.17,17.76,15.74,13.72,34,68,0.5,4.31,,,,2026-02-28 16:09:22
6798,6798,38.7,19.76,23.25,9.88,-0.46,0.6,-1.07,51.73,44.16,36.59,15,8,1.79,7.57,,0.49,1.27,2026-02-28 16:09:24
6799,來頡,81.8,43.22,40.82,33.49,-0.58,-0.21,-0.37,90.66,84.96,79.25,401,197,2.03,34.97,27.82,1.99,2.43,2026-02-28 16:09:26
6803,崑鼎,299.5,56.59,58.2,43.75,-0.54,-0.23,-0.31,305.62,300.32,295.03,59,48,1.23,217.59,16.61,15.24,5.09,2026-02-28 16:09:28
6804,明係,16.7,36.81,31.76,24.24,-0.21,-0.2,-0.02,17.94,17.15,16.35,25,87,0.28,7.93,,0.98,5.87,2026-02-28 16:09:30
6805,富世達,1710.0,68.64,64.0,67.74,41.93,24.84,17.09,1672.16,1488.25,1304.34,3774,2099,1.8,1172.27,65.79,8.0,0.47,2026-02-28 16:09:31
6806,森崴能源,44.45,37.57,27.47,27.41,0.0,0.71,-0.71,55.06,47.99,40.91,5878,2815,2.09,122.08,6.23,1.23,2.77,2026-02-28 16:09:33
6807,峰源-KY,46.3,53.6,49.17,64.91,0.1,0.03,0.08,46.4,45.76,45.12,1,10,0.1,25.0,7.12,4.5,9.72,2026-02-28 16:09:34
6808,6808,40.35,18.88,17.0,14.41,-1.5,-1.34,-0.16,46.21,42.65,39.08,177,164,1.08,31.06,21.93,0.53,1.31,2026-02-28 16:09:36
6810,6810,19.4,52.05,54.35,48.51,-0.31,-0.39,0.08,20.63,19.89,19.15,47,47,1.0,9.59,,,,2026-02-28 16:09:38
6811,宏碁資訊,205.5,32.6,28.37,31.91,-1.71,-1.17,-0.54,218.16,207.25,196.34,172,208,0.83,85.18,15.09,9.5,4.62,2026-02-28 16:09:40
6812,6812,46.9,13.04,28.49,44.04,-0.55,-0.27,-0.28,51.62,48.87,46.12,122,165,0.74,14.36,31.27,,,2026-02-28 16:09:42
6814,6814,27.0,35.3,37.38,6.67,-0.66,-0.42,-0.24,31.58,29.07,26.57,3,20,0.14,11.37,,,,2026-02-28 16:09:44
6815,6815,52.0,21.78,23.48,29.34,-3.06,-1.95,-1.12,69.51,60.38,51.26,44,84,0.53,20.54,59.77,0.2,0.38,2026-02-28 16:09:46
6816,6816,38.35,50.51,58.28,41.29,-0.31,-0.18,-0.13,40.77,39.05,37.32,7,6,1.13,4.67,21.79,1.5,3.91,2026-02-28 16:09:48
6817,6817,83.4,57.54,54.64,46.02,-0.57,-0.85,0.28,86.42,83.45,80.48,7,15,0.47,15.36,11.49,7.0,8.39,2026-02-28 16:09:50
6818,6818,47.25,38.62,36.2,34.29,0.92,1.51,-0.59,57.73,48.86,39.99,44,34,1.3,12.05,17.12,1.5,3.17,2026-02-28 16:09:52
6819,6819,21.7,55.98,59.29,40.16,-0.21,-0.2,-0.0,23.44,22.11,20.77,61,28,2.13,7.37,,,,2026-02-28 16:09:54
6820,6820,82.9,55.15,42.59,51.4,1.98,1.54,0.44,83.85,75.1,66.36,120,88,1.36,17.95,23.48,2.0,2.41,2026-02-28 16:09:56
6821,聯寶,36.75,24.93,27.58,26.92,-0.09,0.07,-0.15,40.04,37.75,35.46,28,56,0.5,11.18,25.17,0.99,2.69,2026-02-28 16:09:58
6823,濾能,61.7,50.68,41.83,50.83,-2.86,-3.4,0.54,64.78,61.73,58.67,88,136,0.64,18.81,,,,2026-02-28 16:10:00
6825,6825,31.8,37.17,30.58,26.73,-1.08,-0.86,-0.22,37.36,33.87,30.37,26,77,0.34,9.06,18.07,0.15,0.47,2026-02-28 16:10:02
6826,6826,557.0,74.55,55.62,52.05,3.82,0.23,3.59,585.1,522.33,459.55,312,246,1.27,476.46,25.83,8.46,1.52,2026-02-28 16:10:04
6827,6827,12.05,35.26,25.92,45.59,-0.16,-0.15,-0.0,12.89,12.24,11.59,9,44,0.2,9.58,,,,2026-02-28 16:10:06
6829,千附精密,111.0,65.92,53.89,45.24,-0.19,-0.45,0.27,116.93,110.65,104.37,174,224,0.78,65.68,24.13,5.0,4.5,2026-02-28 16:10:08
6830,汎銓,285.0,93.08,86.47,80.76,20.25,12.63,7.62,268.33,205.43,142.52,3922,4289,0.91,147.58,58.28,1.0,0.35,2026-02-28 16:10:10
6831,邁科,290.5,82.54,80.42,71.94,10.88,5.46,5.42,304.55,258.05,211.55,1308,1785,0.73,196.7,78.73,1.25,0.43,2026-02-28 16:10:11
6832,6832,51.9,46.27,51.51,20.83,-0.08,0.53,-0.61,58.17,55.4,52.64,41,20,2.03,13.71,17.84,1.7,3.28,2026-02-28 16:10:13
6833,6833,25.0,43.83,63.95,59.45,1.0,1.01,-0.02,29.49,24.69,19.89,19,55,0.35,12.49,,,,2026-02-28 16:10:15
6834,天二科技,31.45,68.96,54.22,40.33,-0.04,0.01,-0.05,35.52,31.77,28.01,259,317,0.82,27.82,104.83,0.5,1.59,2026-02-28 16:10:16
6835,圓裕,41.5,77.26,73.76,64.95,0.37,0.18,0.18,41.13,39.29,37.44,246,179,1.37,27.28,17.01,2.0,4.82,2026-02-28 16:10:18
6838,台新藥,28.15,36.61,29.02,38.84,-0.08,-0.01,-0.07,31.22,28.62,26.03,150,289,0.52,42.5,,,,2026-02-28 16:10:19
6839,6839,11.7,22.31,32.48,44.9,-0.28,-0.2,-0.08,13.66,12.33,11.01,16,52,0.31,9.6,,0.21,1.79,2026-02-28 16:10:21
6840,東研信超,67.3,52.76,32.74,36.93,-0.66,-0.12,-0.54,80.48,68.62,56.76,313,245,1.28,20.4,69.38,0.3,0.45,2026-02-28 16:10:24
6841,長佳智能,64.6,17.83,22.98,35.93,-0.84,-0.48,-0.36,70.99,66.83,62.67,364,469,0.78,61.02,55.21,1.02,1.58,2026-02-28 16:10:26
6842,6842,64.6,75.92,69.13,77.71,3.3,2.58,0.72,65.18,55.37,45.56,786,406,1.94,14.86,70.99,,,2026-02-28 16:10:28
6843,進典,48.5,38.86,29.53,35.48,-1.29,-1.36,0.07,51.41,49.49,47.57,3,11,0.27,16.15,20.91,2.0,4.12,2026-02-28 16:10:30
6844,諾貝兒,63.0,10.17,17.64,20.75,-2.22,-1.94,-0.28,71.53,67.07,62.61,4,17,0.23,23.58,27.51,5.1,8.1,2026-02-28 16:10:32
6846,綠茵,71.2,17.46,21.91,14.89,-0.55,-0.26,-0.29,75.62,73.7,71.79,75,26,2.82,19.23,14.71,3.6,5.06,2026-02-28 16:10:34
6847,6847,74.1,45.18,43.11,50.29,0.11,0.45,-0.34,77.66,74.6,71.55,18,21,0.84,10.54,,,,2026-02-28 16:10:35
6848,6848,16.85,19.21,27.6,40.74,-0.11,-0.07,-0.04,17.1,16.58,16.06,24,22,1.05,2.41,12.39,0.3,1.78,2026-02-28 16:10:37
6849,6849,90.6,79.16,71.13,76.48,7.04,5.59,1.45,84.0,66.4,48.79,2006,1059,1.89,37.98,,,,2026-02-28 16:10:39
6850,6850,43.9,40.17,40.74,39.22,0.28,0.4,-0.13,45.56,44.2,42.83,42,37,1.11,14.53,68.59,0.3,0.68,2026-02-28 16:10:41
6854,錼創科技-KY創,151.5,79.72,67.18,67.13,3.4,-0.03,3.43,143.72,123.53,103.33,2104,1072,1.96,177.36,459.09,,,2026-02-28 16:10:42
6855,數泓科,119.0,70.66,59.12,56.67,1.58,1.76,-0.18,121.66,118.65,115.64,19,23,0.81,27.67,16.57,6.0,5.04,2026-02-28 16:10:44
6856,鑫傳,54.7,34.43,49.92,43.1,-0.17,-0.04,-0.14,57.64,55.68,53.73,18,9,1.84,15.43,23.99,3.4,6.22,2026-02-28 16:10:45
6857,6857,103.5,61.76,39.25,54.55,-1.34,-1.64,0.3,109.08,102.85,96.62,1,2,0.65,15.76,,,,2026-02-28 16:10:47
6858,6858,21.55,10.78,26.49,20.69,-0.61,-0.52,-0.08,25.03,23.34,21.65,15,27,0.55,5.87,,,,2026-02-28 16:10:49
6859,伯特光,115.5,70.54,60.43,61.67,0.96,0.05,0.91,117.31,110.45,103.59,64,111,0.58,47.9,38.5,2.5,2.16,2026-02-28 16:10:50
6861,睿生光電,114.0,94.16,84.11,88.58,9.33,4.82,4.51,103.39,74.08,44.77,458,1758,0.26,47.42,33.04,1.8,1.58,2026-02-28 16:10:52
6862,三集瑞-KY,220.0,70.65,51.19,64.53,5.78,3.37,2.4,214.32,189.7,165.08,2252,1334,1.69,110.0,24.69,6.0,2.73,2026-02-28 16:10:53
6863,永道-KY,107.5,69.32,68.07,41.1,-0.87,-1.43,0.56,120.97,111.67,102.38,839,281,2.98,80.5,17.39,5.5,5.12,2026-02-28 16:10:55
6864,6864,69.0,18.74,19.07,23.17,-2.29,-2.11,-0.18,76.74,71.47,66.2,35,52,0.67,25.88,,,,2026-02-28 16:10:57
6865,偉康科技,36.4,9.1,14.62,19.7,-1.93,-1.29,-0.64,49.01,43.64,38.28,334,92,3.63,5.69,15.83,0.93,2.55,2026-02-28 16:10:59
6867,6867,24.7,62.55,63.26,48.89,0.5,0.61,-0.11,25.8,24.52,23.24,14,15,0.93,8.65,,3.59,14.53,2026-02-28 16:11:01
6868,6868,25.2,61.2,65.96,59.72,-0.11,-0.18,0.07,25.79,24.98,24.17,0,12,0.0,6.31,25.71,1.2,4.76,2026-02-28 16:11:02
6869,雲豹能源,109.5,55.44,38.67,38.64,1.6,2.15,-0.55,120.72,109.47,98.23,3697,1747,2.12,146.09,12.05,5.01,4.58,2026-02-28 16:11:04
6870,騰雲,195.0,48.62,42.0,47.12,-5.47,-5.93,0.46,205.15,195.9,186.65,51,70,0.73,45.53,29.41,4.22,2.16,2026-02-28 16:11:06
6872,浩宇生醫,19.35,45.05,42.81,26.19,-0.22,-0.18,-0.04,20.48,19.81,19.13,46,35,1.31,13.69,,,,2026-02-28 16:11:08
6873,泓德能源,109.0,24.39,26.08,36.92,0.26,1.91,-1.65,124.2,115.05,105.9,636,808,0.79,153.97,17.96,4.61,4.23,2026-02-28 16:11:09
6874,倍力,69.8,60.16,53.89,63.35,0.34,-0.37,0.72,70.67,65.74,60.8,67,37,1.77,15.05,20.71,4.04,5.79,2026-02-28 16:11:11
6875,國邑*,40.05,25.44,21.95,12.78,-2.34,-2.23,-0.11,48.04,43.43,38.82,209,189,1.1,51.7,,,,2026-02-28 16:11:13
6876,6876,21.95,60.9,61.48,61.11,-0.1,-0.16,0.06,22.19,21.81,21.43,188,243,0.77,10.58,,,,2026-02-28 16:11:15
6877,鏵友益,96.0,65.87,44.62,62.61,0.2,-0.5,0.71,93.84,86.46,79.09,1631,561,2.91,44.7,162.71,0.1,0.1,2026-02-28 16:11:17
6878,6878,12.3,20.22,30.43,18.52,-0.45,-0.28,-0.17,14.84,13.6,12.37,57,47,1.21,8.93,,,,2026-02-28 16:11:19
6879,6879,38.2,47.05,47.04,52.76,0.58,0.53,0.05,40.14,37.36,34.59,0,2,0.0,10.11,28.3,2.0,5.24,2026-02-28 16:11:21
6881,潤德,228.0,40.0,37.02,47.37,-0.32,-0.4,0.07,230.9,227.55,224.2,14,7,1.84,34.2,13.19,15.0,6.58,2026-02-28 16:11:24
6882,6882,16.55,32.63,36.31,35.22,-0.06,0.26,-0.32,21.57,18.32,15.07,5,28,0.19,3.84,,0.5,3.02,2026-02-28 16:11:26
6883,6883,18.5,6.61,6.89,11.41,-5.28,-4.08,-1.21,43.83,29.92,16.01,36,86,0.43,14.11,,,,2026-02-28 16:11:28
6884,海柏特,35.55,28.65,33.05,48.78,-1.09,-1.4,0.31,37.54,35.95,34.36,13,23,0.55,6.54,18.52,1.5,4.22,2026-02-28 16:11:30
6885,全福生技,27.8,33.33,38.77,52.76,-0.02,-0.14,0.11,29.4,27.75,26.1,496,453,1.09,37.03,,,,2026-02-28 16:11:31
6886,6886,49.5,79.3,73.72,47.44,0.19,0.11,0.08,50.73,49.31,47.88,11,11,1.0,15.72,26.9,1.0,2.02,2026-02-28 16:11:33
6887,寶綠特-KY,47.2,17.57,20.36,8.42,-3.4,-2.36,-1.03,67.15,56.19,45.24,69,66,1.05,34.98,6.3,3.96,8.39,2026-02-28 16:11:34
6890,來億-KY,203.0,25.64,21.32,29.68,-11.72,-10.54,-1.18,251.26,220.05,188.84,412,972,0.42,506.28,14.47,9.0,4.43,2026-02-28 16:11:36
6891,6891,27.1,37.81,38.57,40.21,-0.25,-0.2,-0.05,28.77,27.73,26.7,68,138,0.5,54.22,,,,2026-02-28 16:11:38
6892,6892,29.0,45.25,43.15,45.88,0.09,0.16,-0.07,30.14,29.09,28.04,120,157,0.77,26.86,,,,2026-02-28 16:11:40
6894,衛司特,280.5,80.54,72.19,75.14,10.31,6.58,3.73,268.12,237.82,207.53,380,353,1.07,66.76,28.02,6.8,2.42,2026-02-28 16:11:41
6895,宏碩系統,175.5,43.22,31.48,26.92,-4.54,-4.56,0.02,203.04,183.1,163.16,167,104,1.6,59.85,45.7,2.3,1.31,2026-02-28 16:11:43
6898,6898,123.5,45.42,58.26,46.97,2.51,3.94,-1.44,136.22,127.5,118.78,33,34,0.96,35.83,22.87,3.46,2.8,2026-02-28 16:11:45
6899,創為精密,51.2,22.05,24.59,29.55,-0.54,-0.45,-0.09,53.66,52.13,50.6,6,8,0.75,21.45,14.63,2.43,4.75,2026-02-28 16:11:47
6901,鑽石投資,17.45,59.57,44.62,47.19,-0.01,-0.08,0.06,18.69,17.08,15.48,347,691,0.5,148.67,,,,2026-02-28 16:11:49
6902,GOGOLOOK,75.5,50.57,62.61,16.67,-0.04,0.35,-0.38,80.8,78.66,76.52,85,57,1.48,26.7,629.17,,,2026-02-28 16:11:50
6903,巨漢,315.5,88.4,72.62,66.39,12.0,8.51,3.49,303.76,267.05,230.34,3225,1799,1.79,207.75,44.82,8.0,2.54,2026-02-28 16:11:52
6904,伯鑫,124.0,63.25,61.58,38.6,1.22,1.74,-0.52,131.93,127.08,122.22,3,4,0.71,22.94,17.92,9.0,7.26,2026-02-28 16:11:54
6906,現觀科,75.4,58.78,45.67,43.37,-1.5,-1.59,0.09,83.21,76.84,70.46,76,165,0.46,24.31,31.16,3.33,4.42,2026-02-28 16:11:56
6908,6908,58.6,34.69,40.03,40.0,-0.66,-0.43,-0.23,63.58,61.11,58.63,0,0,0.2,20.51,35.52,1.2,2.05,2026-02-28 16:12:00
6909,創控,41.35,50.0,37.69,28.22,-0.9,-0.56,-0.34,47.67,42.92,38.17,550,411,1.34,27.8,42.19,1.0,2.42,2026-02-28 16:12:01
6910,德鴻,34.6,21.64,17.09,33.33,-0.84,-0.81,-0.03,38.02,35.38,32.73,142,111,1.28,10.56,14.85,1.5,4.34,2026-02-28 16:12:03
6911,6911,34.9,52.0,43.2,42.04,-0.75,-0.81,0.06,38.58,34.55,30.52,34,91,0.38,7.82,17.02,2.0,5.73,2026-02-28 16:12:05
6912,6912,18.05,39.78,41.99,49.12,0.14,0.22,-0.08,18.51,18.14,17.77,551,475,1.16,25.99,,,,2026-02-28 16:12:07
6913,鴻呈,119.0,68.44,65.04,48.84,0.36,0.07,0.29,121.62,117.85,114.08,173,167,1.04,52.18,,1.91,1.61,2026-02-28 16:12:09
6914,阜爾運通,142.5,49.97,51.82,48.57,-0.57,-0.78,0.21,145.18,142.12,139.07,74,70,1.06,94.37,15.36,6.0,4.21,2026-02-28 16:12:11
6915,6915,26.7,67.0,50.12,41.67,-0.25,-0.39,0.14,27.92,26.09,24.26,10,31,0.35,9.43,,,,2026-02-28 16:12:13
6916,華凌,18.85,52.49,39.18,57.14,-0.0,-0.07,0.07,19.59,18.46,17.32,88,85,1.04,12.72,,0.28,1.49,2026-02-28 16:12:14
6917,6917,22.85,29.19,38.13,37.63,-0.41,-0.43,0.02,24.16,23.32,22.49,142,137,1.04,12.63,,,,2026-02-28 16:12:16
6918,愛派司,84.1,45.4,45.38,58.33,0.12,-0.09,0.21,87.45,83.21,78.97,21,40,0.52,28.65,15.63,4.0,4.76,2026-02-28 16:12:18
6919,康霈*,164.5,53.6,50.21,50.0,1.17,1.74,-0.57,172.98,163.8,154.62,5630,6221,0.91,2554.65,69.7,,,2026-02-28 16:12:19
6920,6920,29.85,39.92,34.13,49.29,-0.33,-0.38,0.05,31.37,30.1,28.82,245,356,0.69,61.85,,,,2026-02-28 16:12:21
6921,嘉雨思-創,80.6,47.99,55.54,51.16,3.71,3.9,-0.19,90.21,77.65,65.09,58,96,0.6,25.66,116.81,,,2026-02-28 16:12:22
6922,宸曜,167.0,80.67,68.77,52.17,0.31,-1.27,1.58,170.68,161.2,151.72,81,87,0.93,45.35,22.57,4.79,2.87,2026-02-28 16:12:25
6923,中台,92.3,52.65,46.92,33.8,-1.88,-1.8,-0.08,100.28,95.32,90.35,169,204,0.83,84.44,32.05,4.02,4.36,2026-02-28 16:12:26
6924,榮惠-KY創,64.4,68.94,54.93,48.64,-1.42,-2.05,0.63,71.38,62.88,54.38,13,25,0.52,13.43,15.19,5.5,8.54,2026-02-28 16:12:28
6925,意藍,74.9,14.0,22.99,22.54,-3.62,-2.87,-0.76,94.95,84.14,73.33,159,93,1.7,14.98,25.65,2.0,2.67,2026-02-28 16:12:30
6926,6926,66.0,52.03,56.17,31.9,-0.5,-0.23,-0.27,71.08,69.07,67.07,39,23,1.68,32.87,,,,2026-02-28 16:12:32
6927,6927,41.4,47.98,41.74,32.08,-0.17,-0.02,-0.15,46.91,42.12,37.33,64,48,1.33,15.87,,0.25,0.6,2026-02-28 16:12:34
6928,攸泰科技,52.7,66.73,54.5,47.37,-0.11,-0.27,0.16,57.0,52.36,47.73,111,186,0.6,45.32,,0.5,0.95,2026-02-28 16:12:35
6929,佑全,31.95,15.96,25.94,20.0,-0.14,0.07,-0.21,35.97,33.11,30.25,2,8,0.24,14.33,,,,2026-02-28 16:12:38
6931,青松健康,54.5,35.47,29.38,29.89,-1.42,-1.59,0.17,57.89,55.38,52.87,47,99,0.47,36.05,53.43,0.72,1.32,2026-02-28 16:12:39
6932,6932,8.89,54.41,45.67,44.14,-0.06,-0.05,-0.01,9.92,8.97,8.02,450,526,0.86,36.76,,,,2026-02-28 16:12:41
6933,AMAX-KY,144.5,75.32,61.29,52.04,-1.77,-3.37,1.59,149.4,138.5,127.6,222,145,1.52,61.2,26.47,2.0,1.38,2026-02-28 16:12:43
6935,6935,29.3,32.17,28.74,46.67,-0.42,-0.32,-0.11,31.19,29.58,27.98,7,33,0.21,10.96,,,,2026-02-28 16:12:47
6936,永鴻生技,36.1,62.87,59.82,56.82,0.12,0.11,0.01,36.49,35.87,35.25,163,99,1.64,26.28,20.87,1.69,4.68,2026-02-28 16:12:48
6937,天虹,232.0,63.83,59.77,56.65,0.6,-0.84,1.44,235.16,219.72,204.29,686,355,1.93,156.36,57.14,2.1,0.91,2026-02-28 16:12:50
6938,6938,76.8,47.84,40.15,47.81,-1.53,-1.49,-0.03,83.21,77.64,72.07,10,27,0.37,9.65,11.2,5.0,6.51,2026-02-28 16:12:52
6939,6939,19.7,28.71,34.16,50.0,-0.23,-0.21,-0.02,20.69,19.98,19.26,0,32,0.0,6.9,,,,2026-02-28 16:12:54
6940,6940,21.95,19.6,24.39,10.45,-1.46,-1.04,-0.42,29.57,25.75,21.93,2019,2322,0.87,65.78,,,,2026-02-28 16:12:56
6944,兆聯實業,766.0,71.71,52.58,58.15,2.56,-0.91,3.47,763.61,709.2,654.79,1455,918,1.58,587.43,26.67,14.0,1.83,2026-02-28 16:12:57
6945,6945,177.0,61.32,51.69,70.0,1.77,1.57,0.19,176.6,170.3,164.0,779,521,1.49,151.46,,,,2026-02-28 16:12:59
6946,6946,11.1,22.16,17.51,28.28,-0.57,-0.26,-0.31,16.5,12.84,9.18,189,488,0.39,35.94,,,,2026-02-28 16:13:01
6947,6947,78.6,29.96,30.86,13.56,-0.32,0.05,-0.37,83.86,80.89,77.92,272,188,1.45,74.15,218.33,0.6,0.76,2026-02-28 16:13:03
6949,沛爾生醫-創,695.0,76.69,84.53,81.4,76.34,74.0,2.34,784.84,598.0,411.16,630,190,3.32,450.06,,,,2026-02-28 16:13:05
6951,青新-創,75.2,21.85,32.51,25.0,0.29,0.68,-0.38,79.3,76.8,74.29,204,124,1.64,34.59,13.24,3.8,5.05,2026-02-28 16:13:07
6952,大武山,43.65,29.57,27.55,51.54,0.14,0.16,-0.02,44.71,43.55,42.4,17,28,0.6,29.4,,2.0,4.58,2026-02-28 16:13:08
6953,家碩,235.5,64.39,48.37,38.51,-0.83,0.1,-0.93,257.57,234.8,212.03,55,53,1.03,70.68,30.78,6.0,2.55,2026-02-28 16:13:10
6955,邦睿生技-創,171.0,52.66,62.34,60.98,3.24,3.52,-0.28,179.33,168.05,156.77,6,8,0.81,42.41,43.51,1.3,0.76,2026-02-28 16:13:12
6957,裕慶-KY,181.0,41.23,39.24,43.82,-4.15,-3.99,-0.16,192.53,183.45,174.37,173,128,1.35,99.24,15.73,13.16,7.27,2026-02-28 16:13:13
6958,日盛台駿,17.75,80.68,68.19,78.16,0.53,0.17,0.36,17.97,15.75,13.52,117,225,0.52,78.68,,0.2,1.13,2026-02-28 16:13:15
6959,6959,69.5,39.59,30.05,23.04,-1.23,-0.52,-0.71,83.73,73.8,63.86,68,85,0.81,27.22,,,,2026-02-28 16:13:17
6961,旅天下,56.8,17.75,26.52,35.85,-3.56,-3.96,0.4,64.64,58.99,53.34,22,42,0.52,15.24,13.03,5.0,8.8,2026-02-28 16:13:19
6962,奕力-KY,36.05,16.33,17.74,20.28,-0.78,-0.5,-0.28,41.54,38.37,35.2,4514,2797,1.61,177.51,9.66,2.0,5.55,2026-02-28 16:13:20
6963,6963,29.45,39.7,38.26,32.9,-0.74,-0.64,-0.09,33.15,30.75,28.35,0,1,0.02,4.7,41.48,,,2026-02-28 16:13:23
6965,中傑-KY,82.7,51.32,53.82,38.6,-0.34,-0.38,0.05,85.83,83.27,80.7,47,84,0.56,129.31,13.99,6.0,7.26,2026-02-28 16:13:24
6967,汎瑋材料,69.5,52.31,35.47,36.81,-0.71,-0.48,-0.23,75.61,70.4,65.18,43,55,0.77,16.96,19.86,2.8,4.03,2026-02-28 16:13:26
6968,萬達寵物,49.2,42.08,41.92,36.89,-1.13,-1.28,0.15,52.74,49.9,47.07,37,73,0.51,24.33,20.16,1.0,2.03,2026-02-28 16:13:28
6969,成信實業*-創,31.2,37.69,34.49,32.14,-0.32,-0.19,-0.13,34.16,31.81,29.47,70,81,0.86,12.03,,,,2026-02-28 16:13:29
6971,惠民實業,30.05,33.36,31.77,42.42,-0.13,-0.17,0.03,30.53,30.07,29.62,35,46,0.76,11.62,12.63,,,2026-02-28 16:13:32
6972,6972,25.7,42.74,48.59,31.58,0.17,0.44,-0.27,28.03,26.66,25.28,9,8,1.05,5.89,,,,2026-02-28 16:13:34
6973,6973,33.45,21.0,21.18,25.21,-0.92,-0.83,-0.1,37.61,35.19,32.77,53,32,1.63,12.89,,,,2026-02-28 16:13:36
6976,6976,13.55,14.31,18.55,34.15,-0.34,-0.31,-0.02,14.58,13.98,13.39,478,645,0.74,78.76,,,,2026-02-28 16:13:38
6977,6977,179.0,79.78,72.27,54.55,-0.14,-1.03,0.89,183.42,174.4,165.38,152,79,1.92,24.35,19.12,2.0,1.12,2026-02-28 16:13:40
6979,6979,102.0,26.69,28.24,38.78,-0.47,0.11,-0.58,112.4,105.92,99.45,38,17,2.23,12.24,19.35,,,2026-02-28 16:13:42
6980,6980,141.5,63.08,63.06,53.7,8.47,10.17,-1.7,168.08,142.65,117.22,198,363,0.55,41.04,,,,2026-02-28 16:13:44
6982,大井泵浦,58.4,23.84,24.43,36.81,-1.21,-1.1,-0.11,63.94,60.43,56.92,98,115,0.85,23.74,71.22,2.1,3.6,2026-02-28 16:13:46
6983,6983,262.0,87.31,75.17,82.89,13.69,8.56,5.14,224.55,183.0,141.45,355,148,2.39,41.66,44.26,,,2026-02-28 16:13:48
6984,6984,27.0,58.72,66.34,59.29,0.23,0.15,0.09,28.27,26.83,25.39,255,56,4.55,5.19,225.0,,,2026-02-28 16:13:50
6986,6986,55.0,23.32,26.42,23.75,-1.25,-0.95,-0.31,61.63,58.55,55.46,55,79,0.7,25.3,22.54,,,2026-02-28 16:13:52
6987,6987,22.5,46.83,29.42,52.78,-0.28,-0.24,-0.04,23.53,21.31,19.09,289,249,1.16,49.93,32.14,0.52,2.31,2026-02-28 16:13:54
6988,威力暘-創,18.0,25.03,28.81,40.48,0.51,0.9,-0.39,20.78,19.09,17.39,169,103,1.63,8.36,,0.45,2.5,2026-02-28 16:13:56
6990,6990,21.4,27.84,25.82,33.33,-0.57,-0.43,-0.13,24.66,22.47,20.28,12,15,0.8,13.5,,,,2026-02-28 16:13:58
6994,富威電力,88.6,38.35,28.06,41.59,-2.43,-2.09,-0.34,98.37,88.93,79.49,567,569,1.0,62.46,50.34,0.95,1.07,2026-02-28 16:13:59
6995,6995,57.5,47.52,43.81,39.71,-0.46,-0.36,-0.09,59.91,58.3,56.68,77,41,1.89,14.57,42.91,0.15,0.26,2026-02-28 16:14:01
6996,力領科技,167.5,50.22,46.87,56.14,2.34,2.69,-0.35,170.17,165.68,161.18,77,65,1.17,70.36,15.89,12.65,7.55,2026-02-28 16:14:04
6997,博弘,87.2,33.79,43.02,40.54,-0.69,-0.49,-0.19,91.87,88.86,85.86,3,2,1.25,19.27,21.43,5.0,5.73,2026-02-28 16:14:06
6999,6999,33.45,75.61,57.97,42.42,-0.28,-0.28,0.0,34.59,33.57,32.54,0,1,0.0,7.36,30.69,0.6,1.79,2026-02-28 16:14:08
7610,聯友金屬-創,327.0,95.92,90.78,83.6,35.31,26.26,9.05,317.48,229.05,140.62,748,980,0.76,158.92,175.81,0.2,0.06,2026-02-28 16:14:09
7631,聚賢研發-創,121.0,73.33,66.98,30.77,-2.01,-2.18,0.17,124.14,121.7,119.26,16,21,0.75,24.37,24.59,3.18,2.63,2026-02-28 16:14:11
