股票代號,股票名稱,收盤價,K值,D值,KD狀態,RSI,DIF,MACD,柱狀圖,MACD狀態,BB上軌,BB中軌,BB下軌,BB位置,成交量張,5日均量張,量比,市值億,本益比,EPS,每股配息,殖利率,更新時間,交易日
3036,文曄,175.0,68.25,54.99,K>D,70.23,4.71,3.2,1.51,DIF>MACD,170.3,155.28,140.25,115.6,14094,8504,1.66,2124.55,16.99,10.3,6.0,3.43,2026-02-11 23:26:02,
3037,欣興,369.0,52.01,57.35,K<D,59.21,30.63,33.54,-2.91,DIF<MACD,414.81,341.43,268.04,68.8,46754,65304,0.72,5810.23,177.4,2.08,1.49,0.4,2026-02-11 23:26:03,
3038,全台,22.75,29.63,29.46,K>D,32.0,-0.03,0.13,-0.16,DIF<MACD,24.66,23.75,22.84,-4.7,615,415,1.48,33.08,19.44,1.17,1.5,6.59,2026-02-11 23:26:04,
3040,遠見,42.2,16.08,28.09,K<D,37.34,-2.43,-1.74,-0.69,DIF<MACD,55.98,48.42,40.86,8.9,110,557,0.2,25.26,81.15,0.52,1.0,2.37,2026-02-11 23:26:05,
3041,揚智,24.55,14.09,15.94,K<D,40.0,-0.23,0.03,-0.26,DIF<MACD,28.6,26.33,24.05,10.9,1387,589,2.35,34.42,25.31,,,,2026-02-11 23:26:07,
3042,晶技,88.1,57.59,44.4,K>D,47.06,0.97,1.04,-0.07,DIF<MACD,90.37,87.33,84.28,62.7,1232,1163,1.06,299.53,15.96,5.52,5.2,5.9,2026-02-11 23:26:08,
3043,科風,21.45,14.76,23.15,K<D,27.48,-0.07,0.14,-0.21,DIF<MACD,24.89,22.78,20.68,18.3,117,162,0.72,8.36,,,,,2026-02-11 23:26:09,
3044,健鼎,388.0,31.48,45.54,K<D,62.24,17.75,18.74,-0.98,DIF<MACD,433.66,366.4,299.14,66.1,5482,3920,1.4,2039.35,20.53,18.9,10.3,2.65,2026-02-11 23:26:10,
3045,台灣大,106.5,43.08,25.45,K>D,41.67,-0.5,-0.49,-0.0,DIF<MACD,108.91,106.38,103.84,52.5,6593,4995,1.32,3221.1,23.25,4.58,4.5,4.23,2026-02-11 23:26:11,
3046,建碁,48.7,16.27,24.98,K<D,14.29,-0.66,-0.1,-0.56,DIF<MACD,56.08,52.63,49.18,-7.0,523,443,1.18,38.2,12.46,3.91,2.7,5.54,2026-02-11 23:26:12,
3047,訊舟,17.4,14.31,14.88,K<D,25.3,-0.33,-0.14,-0.19,DIF<MACD,20.53,18.68,16.82,15.7,1266,1182,1.07,38.68,,,0.3,1.72,2026-02-11 23:26:14,
3048,益登,38.15,34.4,24.29,K>D,36.25,-0.88,-0.7,-0.18,DIF<MACD,43.29,39.68,36.07,28.8,1563,2827,0.55,102.94,32.33,1.18,,,2026-02-11 23:26:15,
3049,精金,9.25,35.1,36.93,K<D,35.83,0.43,0.53,-0.1,DIF<MACD,10.85,9.26,7.66,49.8,3096,4401,0.7,74.19,29.84,,,,2026-02-11 23:26:16,
3050,鈺德,12.95,16.33,21.42,K<D,32.26,-0.14,0.04,-0.18,DIF<MACD,15.31,14.0,12.69,9.8,506,1062,0.48,20.07,,,0.5,3.86,2026-02-11 23:26:17,
3051,力特,22.15,4.88,12.06,K<D,16.0,0.38,1.0,-0.62,DIF<MACD,28.6,24.74,20.88,16.4,605,873,0.69,36.55,19.26,1.15,1.52,6.86,2026-02-11 23:26:18,
3052,夆典,11.6,61.82,45.57,K>D,44.44,-0.07,-0.07,0.0,黃金交叉,11.88,11.59,11.3,51.3,445,389,1.14,23.66,9.75,1.19,0.5,4.31,2026-02-11 23:26:19,
3054,立萬利,30.85,49.02,53.94,K<D,55.37,0.5,0.64,-0.13,DIF<MACD,31.93,30.71,29.48,55.9,80,57,1.41,24.88,49.76,0.62,,,2026-02-11 23:26:20,
3055,蔚華科,64.6,16.58,18.91,K<D,38.39,-2.0,-1.42,-0.58,DIF<MACD,76.59,69.67,62.75,13.4,560,1240,0.45,72.12,,,1.0,1.55,2026-02-11 23:26:21,
3056,富華新,17.15,64.1,45.62,K>D,40.48,-0.25,-0.28,0.03,DIF>MACD,17.94,17.18,16.42,47.9,781,948,0.82,82.42,2.92,5.88,1.48,8.63,2026-02-11 23:26:23,
3057,喬鼎,16.0,9.99,12.12,K<D,29.79,-0.84,-0.62,-0.22,DIF<MACD,20.12,17.62,15.12,17.7,195,187,1.04,9.65,40.0,,,,2026-02-11 23:26:24,
3058,立德,9.75,15.77,17.86,K<D,45.71,-0.14,-0.08,-0.06,DIF<MACD,10.88,10.17,9.47,19.8,800,1166,0.69,19.54,,,,,2026-02-11 23:26:25,
3059,華晶科,38.4,20.54,17.14,黃金交叉,22.59,-0.89,-0.63,-0.27,DIF<MACD,44.56,40.19,35.81,29.6,1727,1536,1.12,117.94,30.24,1.27,1.0,2.6,2026-02-11 23:26:26,
3060,銘異,30.3,15.05,15.91,K<D,40.51,-0.81,-0.33,-0.48,DIF<MACD,37.79,32.95,28.11,22.6,2366,3719,0.64,41.68,,,0.35,1.16,2026-02-11 23:26:27,
3062,建漢,25.35,25.56,21.33,黃金交叉,45.45,-0.03,0.21,-0.24,DIF<MACD,27.35,25.66,23.96,40.9,6356,3208,1.98,83.18,17.98,1.41,,,2026-02-11 23:26:28,
3090,日電貿,92.9,41.8,29.6,K>D,29.13,-1.88,-1.37,-0.51,DIF<MACD,105.84,96.18,86.52,33.0,3361,2915,1.15,201.22,18.14,5.12,4.2,4.52,2026-02-11 23:26:29,
3092,鴻碩,23.15,16.74,15.71,黃金交叉,40.09,-0.07,0.5,-0.58,DIF<MACD,28.17,25.22,22.28,14.8,236,469,0.5,24.67,,,,,2026-02-11 23:26:31,
3094,聯傑,24.55,20.81,19.9,黃金交叉,42.6,-0.06,0.14,-0.2,DIF<MACD,27.54,25.54,23.54,25.2,221,192,1.15,20.41,94.42,0.26,0.17,0.69,2026-02-11 23:26:32,
3130,一零四,223.0,60.33,56.06,K>D,50.0,-0.15,-0.38,0.22,DIF>MACD,224.49,222.72,220.96,57.8,26,18,1.45,74.02,15.66,14.24,14.14,6.34,2026-02-11 23:26:33,
3135,凌航,114.5,40.93,30.85,K>D,37.63,4.21,6.77,-2.56,DIF<MACD,135.35,118.15,100.95,39.4,4313,2497,1.73,88.33,58.12,1.97,1.32,1.15,2026-02-11 23:26:34,
3138,耀登,155.5,24.4,39.97,K<D,42.11,10.6,15.25,-4.65,DIF<MACD,195.79,173.22,150.66,10.7,4970,7334,0.68,75.02,131.78,1.18,2.56,1.65,2026-02-11 23:26:35,
3149,正達,49.2,18.07,21.8,K<D,34.26,2.1,3.24,-1.15,DIF<MACD,61.42,52.58,43.73,30.9,6616,8157,0.81,111.31,,,,,2026-02-11 23:26:36,
3150,鈺寶-創,17.2,8.1,10.27,K<D,3.85,-0.67,-0.52,-0.15,DIF<MACD,20.76,18.67,16.58,14.8,111,51,2.17,7.63,114.67,0.15,1.0,5.81,2026-02-11 23:26:38,
3164,景岳,17.75,30.47,35.98,K<D,41.86,-0.11,-0.07,-0.04,DIF<MACD,18.45,18.06,17.67,10.0,62,89,0.7,15.27,45.51,0.39,0.8,4.51,2026-02-11 23:26:39,
3167,大量,271.5,78.55,60.71,K>D,69.05,7.19,1.47,5.72,DIF>MACD,266.45,228.6,190.75,106.7,9990,12581,0.79,240.29,43.58,6.23,1.0,0.37,2026-02-11 23:26:40,
3168,眾福科,39.95,41.39,24.23,K>D,41.74,-0.67,-0.66,-0.0,DIF<MACD,42.29,40.35,38.41,39.7,37,20,1.8,30.0,15.85,2.52,3.04,7.61,2026-02-11 23:26:41,
3189,景碩,265.5,71.98,74.06,K<D,68.69,23.34,22.36,0.98,DIF>MACD,285.83,228.4,170.97,82.3,36050,48453,0.74,1254.52,177.0,1.5,0.97,0.37,2026-02-11 23:26:42,
3209,全科,37.4,81.48,72.03,K>D,84.07,0.99,0.61,0.38,DIF>MACD,36.92,34.24,31.55,108.9,3228,3571,0.9,88.04,17.08,2.19,2.48,6.63,2026-02-11 23:26:44,
3229,晟鈦,20.85,27.53,30.27,K<D,30.15,-0.71,-0.44,-0.26,DIF<MACD,25.46,22.96,20.46,7.8,299,160,1.86,13.4,,,,,2026-02-11 23:26:45,
3231,緯創,131.5,47.75,31.81,K>D,39.47,-3.83,-3.94,0.11,黃金交叉,143.34,133.55,123.76,39.5,29207,28314,1.03,4182.24,16.13,8.15,3.8,2.89,2026-02-11 23:26:47,
3257,虹冠電,60.0,9.47,16.05,K<D,22.17,-1.48,-0.41,-1.07,DIF<MACD,74.16,66.7,59.24,5.1,267,611,0.44,47.74,21.9,2.74,2.0,3.33,2026-02-11 23:26:48,
3266,昇陽,14.05,45.68,29.38,黃金交叉,55.56,-0.07,-0.06,-0.0,DIF<MACD,14.12,13.78,13.44,89.8,111,83,1.34,49.5,8.22,1.71,0.75,5.34,2026-02-11 23:26:49,
3296,勝德,23.8,16.59,22.43,K<D,38.75,-0.01,0.16,-0.18,DIF<MACD,25.63,24.5,23.38,18.8,73,89,0.83,23.02,20.17,1.18,,,2026-02-11 23:26:50,
3305,昇貿,109.0,34.68,30.3,K>D,44.27,-0.9,0.4,-1.3,DIF<MACD,129.54,115.67,101.81,25.9,2107,4190,0.5,141.59,37.72,2.89,2.25,2.06,2026-02-11 23:26:51,
3308,聯德,21.35,49.58,51.69,K<D,44.55,0.64,0.95,-0.31,DIF<MACD,26.28,23.37,20.46,15.3,784,691,1.13,12.81,43.57,0.49,,,2026-02-11 23:26:52,
3311,閎暉,30.6,11.33,16.98,K<D,7.69,-0.34,-0.0,-0.34,DIF<MACD,35.03,32.74,30.46,3.1,208,162,1.29,30.6,17.89,1.71,0.3,0.98,2026-02-11 23:26:53,
3312,弘憶股,37.55,9.04,10.5,K<D,32.34,-0.52,-0.04,-0.47,DIF<MACD,43.55,40.06,36.57,14.0,669,585,1.14,68.58,29.34,1.28,1.39,3.7,2026-02-11 23:26:55,
3321,同泰,17.7,36.39,29.08,K>D,36.26,-0.4,-0.3,-0.11,DIF<MACD,20.97,18.58,16.18,31.7,291,404,0.72,15.24,,,,,2026-02-11 23:26:56,
3338,泰碩,52.2,37.89,28.31,K>D,37.43,0.27,0.53,-0.25,DIF<MACD,57.23,52.42,47.61,47.7,394,352,1.12,45.32,22.31,2.34,2.01,3.85,2026-02-11 23:26:57,
3346,麗清,20.75,9.26,17.16,K<D,36.56,0.22,0.47,-0.25,DIF<MACD,23.4,21.85,20.3,14.6,320,283,1.13,25.0,12.21,,1.21,5.83,2026-02-11 23:26:58,
3356,奇偶,46.5,14.09,16.91,K<D,35.52,-0.19,0.17,-0.36,DIF<MACD,51.24,48.77,46.3,4.1,343,243,1.41,37.17,8.81,5.28,4.0,8.6,2026-02-11 23:26:59,
3376,新日興,192.5,6.93,11.51,K<D,26.32,-4.92,-1.67,-3.24,DIF<MACD,238.77,213.38,187.98,8.9,2511,3750,0.67,376.85,70.51,2.73,6.0,3.12,2026-02-11 23:27:00,
3380,明泰,30.15,7.38,14.39,K<D,31.07,-0.6,-0.02,-0.58,DIF<MACD,36.92,33.23,29.55,8.2,1374,2196,0.63,163.33,33.5,,1.0,3.32,2026-02-11 23:27:02,
3406,玉晶光,429.5,16.4,27.16,K<D,32.99,-2.0,2.29,-4.29,DIF<MACD,478.72,454.45,430.18,-1.4,517,808,0.64,484.23,14.33,29.97,18.0,4.19,2026-02-11 23:27:03,
3413,京鼎,289.0,48.14,38.89,K>D,55.62,0.74,0.2,0.53,DIF>MACD,301.05,287.1,273.15,56.8,905,1271,0.71,313.6,13.56,21.31,14.42,4.99,2026-02-11 23:27:04,
3416,融程電,142.5,26.37,24.4,K>D,20.69,-1.8,-1.08,-0.72,DIF<MACD,157.43,148.28,139.12,18.5,149,164,0.9,113.64,20.77,6.86,5.5,3.86,2026-02-11 23:27:05,
3419,譁裕,15.3,74.81,69.2,黃金交叉,57.81,0.31,0.34,-0.02,DIF<MACD,15.24,14.71,14.17,105.3,383,276,1.39,18.43,28.87,,,,2026-02-11 23:27:06,
3432,台端,17.4,44.91,41.68,K>D,41.7,0.57,0.77,-0.2,DIF<MACD,20.57,18.24,15.9,32.1,366,470,0.78,7.35,,,,,2026-02-11 23:27:07,
3437,榮創,15.45,21.75,31.85,K<D,50.32,0.24,0.33,-0.09,DIF<MACD,16.75,15.76,14.77,34.3,704,2988,0.24,22.33,,,,,2026-02-11 23:27:09,
3443,創意,2475.0,34.33,33.19,黃金交叉,45.58,30.24,66.8,-36.56,DIF<MACD,2799.89,2574.75,2349.61,27.8,1311,2576,0.51,3316.77,88.2,28.06,16.0,0.65,2026-02-11 23:27:10,
3447,展達,40.35,6.51,11.66,K<D,26.92,-2.01,-1.58,-0.44,DIF<MACD,49.7,44.81,39.91,4.5,160,277,0.58,31.25,21.69,1.86,0.8,1.98,2026-02-11 23:27:11,
3450,聯鈞,243.0,26.02,31.42,K<D,41.77,-2.76,-1.71,-1.05,DIF<MACD,263.99,251.9,239.81,13.2,4160,10106,0.41,354.0,44.34,5.48,0.5,0.21,2026-02-11 23:27:12,
3454,晶睿,99.2,65.57,55.56,K>D,66.67,0.43,0.58,-0.15,DIF<MACD,99.2,99.03,98.87,100.8,108,98,1.1,85.88,81.31,1.22,2.3,2.32,2026-02-11 23:27:13,
3481,群創,21.95,32.85,28.07,黃金交叉,34.93,0.39,0.92,-0.53,DIF<MACD,28.37,23.49,18.62,34.2,269524,320727,0.84,1751.84,20.51,1.07,1.0,4.56,2026-02-11 23:27:15,
3494,誠研,8.9,37.58,29.69,K>D,16.45,-0.01,0.09,-0.1,DIF<MACD,10.55,9.38,8.21,29.6,308,162,1.9,8.44,,,,,2026-02-11 23:27:16,
3501,維熹,50.5,21.0,19.38,K>D,34.13,-0.04,0.45,-0.49,DIF<MACD,58.72,53.47,48.22,21.7,282,200,1.4,59.72,11.15,4.53,4.0,7.92,2026-02-11 23:27:17,
3504,揚明光,53.8,38.09,33.18,K>D,36.36,0.28,0.6,-0.33,DIF<MACD,58.67,55.55,52.43,21.9,231,323,0.72,61.36,215.2,,,,2026-02-11 23:27:18,
3515,華擎,221.5,52.88,41.67,K>D,41.33,-5.92,-6.56,0.64,DIF>MACD,235.07,223.5,211.93,41.4,1211,593,2.04,273.66,15.24,14.53,5.3,2.39,2026-02-11 23:27:19,
3518,柏騰,20.8,24.25,22.22,K>D,37.84,-0.14,-0.01,-0.14,DIF<MACD,23.25,21.64,20.02,24.1,226,145,1.56,20.86,,,,,2026-02-11 23:27:20,
3528,安馳,72.1,58.02,50.47,K>D,60.13,0.44,0.24,0.2,DIF>MACD,71.73,69.16,66.6,107.2,1235,376,3.28,48.04,66.76,1.08,3.0,4.16,2026-02-11 23:27:22,
3530,晶相光,62.9,16.6,11.46,K>D,23.35,-2.98,-2.01,-0.97,DIF<MACD,81.16,69.31,57.46,23.0,115,165,0.7,48.73,17.28,,,,2026-02-11 23:27:23,
3532,台勝科,148.0,63.88,47.0,K>D,59.35,7.17,8.21,-1.04,DIF<MACD,155.79,140.8,125.81,74.0,7613,5035,1.51,574.02,81.77,1.81,1.8,1.22,2026-02-11 23:27:24,
3533,嘉澤,1645.0,75.41,71.98,K>D,66.67,73.09,61.97,11.13,DIF>MACD,1698.26,1499.75,1301.24,86.6,1436,1961,0.73,1846.1,22.45,73.29,41.72,2.54,2026-02-11 23:27:25,
3535,晶彩科,103.5,55.63,55.68,K<D,52.39,3.06,3.11,-0.05,DIF<MACD,113.58,102.67,91.76,53.8,4451,15589,0.29,81.82,470.45,,0.5,0.48,2026-02-11 23:27:26,
3543,州巧,44.45,41.6,26.31,K>D,27.09,-0.48,-0.09,-0.39,DIF<MACD,51.21,45.49,39.77,40.9,1314,1750,0.75,48.57,,,0.48,1.08,2026-02-11 23:27:27,
3545,敦泰,51.1,24.22,26.52,K<D,27.68,-0.32,0.17,-0.5,DIF<MACD,58.0,54.28,50.56,7.2,909,979,0.93,111.25,21.65,2.36,1.74,3.41,2026-02-11 23:27:29,
3550,聯穎,19.6,67.35,66.22,K>D,73.2,1.22,0.85,0.37,DIF>MACD,20.24,16.79,13.34,90.8,10920,17651,0.62,21.08,,,,,2026-02-11 23:27:30,
3557,嘉威,34.35,37.46,22.24,K>D,30.09,-0.69,-0.56,-0.12,DIF<MACD,38.31,35.37,32.44,32.5,101,122,0.83,28.96,42.41,0.81,2.5,7.28,2026-02-11 23:27:31,
3563,牧德,485.0,40.68,39.34,K>D,48.51,-2.5,-2.75,0.25,DIF>MACD,506.16,488.1,470.04,41.4,528,1392,0.38,310.21,30.77,15.76,5.55,1.14,2026-02-11 23:27:32,
3576,聯合再生,15.15,76.8,79.72,K<D,78.92,1.53,1.22,0.31,DIF>MACD,15.94,12.15,8.35,89.6,45152,75648,0.6,246.45,11.65,,,,2026-02-11 23:27:33,
3583,辛耘,320.5,34.53,26.37,K>D,44.32,-4.02,-2.77,-1.26,DIF<MACD,344.87,326.12,307.38,35.0,312,314,0.99,257.47,25.76,12.44,4.5,1.4,2026-02-11 23:27:34,
3588,通嘉,52.0,32.96,29.38,K>D,47.66,0.37,0.76,-0.39,DIF<MACD,57.29,53.37,49.44,32.6,447,644,0.69,32.25,96.3,0.54,1.2,2.31,2026-02-11 23:27:36,
3591,艾笛森,19.2,39.66,31.41,K>D,36.21,0.01,0.12,-0.12,DIF<MACD,21.3,19.83,18.35,28.9,228,338,0.68,27.18,384.0,0.05,0.74,3.85,2026-02-11 23:27:37,
3592,瑞鼎,223.5,32.65,30.96,K>D,40.54,-0.29,1.04,-1.32,DIF<MACD,243.68,230.6,217.52,22.9,505,373,1.35,169.54,11.57,19.31,22.2,9.93,2026-02-11 23:27:38,
3593,力銘,11.9,27.21,35.89,K<D,38.57,-0.14,-0.11,-0.03,DIF<MACD,12.9,12.22,11.54,26.7,24,16,1.44,7.24,,,,,2026-02-11 23:27:39,
3596,智易,184.0,67.2,52.64,K>D,50.0,0.86,0.37,0.49,DIF>MACD,185.76,179.7,173.64,85.5,829,1076,0.77,405.45,15.08,12.2,7.5,4.08,2026-02-11 23:27:40,
3605,宏致,64.2,37.77,31.49,K>D,47.94,0.23,0.45,-0.22,DIF<MACD,68.05,64.04,60.03,52.0,3158,2259,1.4,104.23,15.14,4.24,0.72,1.12,2026-02-11 23:27:42,
3607,谷崧,13.65,9.43,16.08,K<D,27.12,-0.17,-0.03,-0.14,DIF<MACD,15.78,14.62,13.45,8.7,501,272,1.84,16.61,28.44,0.48,0.7,5.13,2026-02-11 23:27:43,
3617,碩天,192.0,61.08,54.91,K>D,48.0,-2.02,-2.59,0.57,DIF>MACD,197.07,190.93,184.78,58.7,134,168,0.8,180.8,10.29,18.66,15.0,7.81,2026-02-11 23:27:44,
3622,洋華,58.1,8.72,11.45,K<D,8.0,-1.62,-0.65,-0.97,DIF<MACD,72.44,65.32,58.19,-0.6,596,651,0.92,87.92,10.38,5.6,3.0,5.16,2026-02-11 23:27:45,
3645,達邁,55.6,7.89,13.83,K<D,31.01,-0.24,1.21,-1.44,DIF<MACD,73.53,62.93,52.34,15.4,2043,1922,1.06,76.04,49.64,1.12,1.19,2.14,2026-02-11 23:27:47,
3652,精聯,28.75,42.91,35.15,黃金交叉,52.86,-0.15,-0.13,-0.02,DIF<MACD,29.28,28.59,27.9,61.7,27,33,0.81,21.59,21.46,1.34,0.6,2.09,2026-02-11 23:27:48,
3653,健策,3205.0,82.43,81.46,K>D,71.57,155.26,104.89,50.37,DIF>MACD,3424.52,2816.0,2207.48,82.0,1735,1718,1.01,4643.09,93.8,34.17,14.5,0.45,2026-02-11 23:27:49,
3661,世芯-KY,3380.0,61.05,45.0,K>D,53.66,-31.77,-32.61,0.84,黃金交叉,3533.2,3316.0,3098.8,64.7,1908,1875,1.02,2738.31,46.77,72.27,36.74,1.09,2026-02-11 23:27:51,
3665,貿聯-KY,1365.0,39.87,33.23,K>D,46.04,-35.1,-37.79,2.69,黃金交叉,1485.27,1360.5,1235.73,51.8,7154,4383,1.63,2661.2,33.53,40.71,10.51,0.77,2026-02-11 23:27:52,
3669,圓展,32.75,14.23,14.97,K<D,26.91,-0.51,0.33,-0.84,DIF<MACD,42.2,37.16,32.12,6.2,194,231,0.84,30.43,65.5,0.5,1.7,5.19,2026-02-11 23:27:53,
3673,TPK-KY,38.85,32.82,21.74,K>D,29.05,-1.02,-0.8,-0.22,DIF<MACD,45.07,40.6,36.14,30.4,1867,1516,1.23,157.99,18.86,2.06,0.8,2.06,2026-02-11 23:27:54,
3679,新至陞,114.0,37.59,31.94,K>D,53.57,-0.14,-0.11,-0.03,DIF<MACD,116.17,114.12,112.08,46.9,66,41,1.6,71.85,10.19,11.19,10.0,8.77,2026-02-11 23:27:55,
3686,達能,18.9,26.53,45.53,K<D,49.75,0.4,0.53,-0.14,DIF<MACD,22.63,19.96,17.29,30.1,511,1543,0.33,14.46,,,,,2026-02-11 23:27:56,
3694,海華,60.5,36.7,24.66,K>D,47.98,-0.67,-0.48,-0.19,DIF<MACD,65.43,60.62,55.82,48.7,2364,1278,1.85,93.76,15.63,3.87,1.48,2.45,2026-02-11 23:27:57,
3701,大眾控,47.2,12.54,23.87,K<D,34.34,0.29,1.66,-1.37,DIF<MACD,60.34,53.97,47.6,-3.1,2255,3246,0.69,111.64,46.73,1.01,0.2,0.42,2026-02-11 23:27:59,
3702,大聯大,64.5,54.59,46.34,K>D,52.63,0.35,0.41,-0.07,DIF<MACD,65.45,64.08,62.71,65.3,5428,4057,1.34,1082.99,13.14,4.91,3.2,4.96,2026-02-11 23:28:00,
3703,欣陸,22.9,61.84,46.53,K>D,43.4,-0.03,-0.01,-0.02,DIF<MACD,23.81,23.03,22.26,41.4,2046,905,2.26,188.52,30.13,0.76,1.05,4.59,2026-02-11 23:28:01,
3704,合勤控,32.7,8.82,15.7,K<D,14.01,-0.22,0.4,-0.62,DIF<MACD,40.86,35.99,31.12,16.2,2892,2576,1.12,132.28,13.74,2.38,0.3,0.92,2026-02-11 23:28:02,
3705,永信,55.3,31.0,26.99,K>D,31.71,-0.4,-0.26,-0.14,DIF<MACD,57.93,56.31,54.7,18.6,239,281,0.85,147.3,15.28,3.62,3.0,5.42,2026-02-11 23:28:04,
3706,神達,78.4,42.07,28.81,K>D,32.95,-2.28,-2.2,-0.07,DIF<MACD,86.21,80.56,74.9,31.0,6796,8281,0.82,1040.53,17.7,4.43,1.0,1.28,2026-02-11 23:28:05,
3708,上緯投控,103.0,8.64,15.12,K<D,19.12,-2.61,-0.52,-2.09,DIF<MACD,131.38,116.7,102.02,3.3,553,847,0.65,100.19,64.78,1.59,2.35,2.28,2026-02-11 23:28:06,
3711,日月光投控,354.5,76.92,63.76,K>D,69.02,16.23,13.28,2.95,DIF>MACD,341.57,307.18,272.78,118.8,21114,35256,0.6,15506.14,39.92,8.88,5.3,1.5,2026-02-11 23:28:07,
3712,永崴投控,24.75,15.45,18.41,K<D,30.83,-0.25,-0.07,-0.18,DIF<MACD,28.25,26.33,24.41,8.9,970,533,1.82,60.94,,,3.0,12.12,2026-02-11 23:28:08,
3714,富采,35.7,34.63,36.86,K<D,53.85,0.34,0.48,-0.14,DIF<MACD,37.87,36.0,34.12,42.1,2804,3441,0.81,262.53,,,0.9,2.52,2026-02-11 23:28:09,
3715,定穎投控,141.0,33.54,42.9,K<D,52.9,4.02,5.1,-1.08,DIF<MACD,157.35,142.05,126.75,46.6,12560,21327,0.59,399.84,46.84,3.01,1.5,1.06,2026-02-11 23:28:10,
3716,中化控股,33.9,50.53,45.27,黃金交叉,50.0,0.03,0.04,-0.01,DIF<MACD,34.13,33.9,33.66,51.1,121,110,1.1,49.68,12.99,2.61,1.02,3.01,2026-02-11 23:28:11,
3717,聯嘉投控,17.3,29.08,23.85,K>D,25.0,-0.12,0.01,-0.12,DIF<MACD,20.11,18.19,16.27,26.8,366,369,0.99,35.96,,,0.3,1.73,2026-02-11 23:28:12,
4104,佳醫,77.7,48.38,36.2,K>D,40.62,-0.84,-0.82,-0.03,DIF<MACD,80.83,78.23,75.63,39.8,217,282,0.77,146.36,16.89,4.6,3.56,4.58,2026-02-11 23:28:14,
4106,雃博,23.1,44.07,40.52,黃金交叉,52.0,0.17,0.23,-0.06,DIF<MACD,23.58,23.15,22.73,43.5,63,50,1.26,23.31,16.86,1.37,0.8,3.46,2026-02-11 23:28:15,
4108,懷特,14.55,53.65,35.9,K>D,59.49,0.08,0.06,0.02,黃金交叉,14.8,14.08,13.35,82.6,324,179,1.81,28.9,,,,,2026-02-11 23:28:16,
4119,旭富,52.0,45.87,41.45,K>D,39.44,0.41,0.62,-0.21,DIF<MACD,54.55,52.81,51.06,27.0,138,125,1.1,62.14,54.17,0.96,1.5,2.88,2026-02-11 23:28:17,
4133,亞諾法,25.35,19.95,31.61,K<D,55.88,0.56,0.72,-0.16,DIF<MACD,28.26,25.37,22.48,49.7,200,162,1.24,15.35,633.75,0.04,0.9,3.55,2026-02-11 23:28:18,
4137,麗豐-KY,110.0,65.55,48.46,K>D,66.67,1.31,0.93,0.37,DIF>MACD,109.55,105.38,101.2,105.3,309,236,1.31,90.74,19.3,5.7,10.0,9.09,2026-02-11 23:28:19,
4142,國光生,18.05,8.16,7.55,黃金交叉,28.21,-0.41,-0.25,-0.16,DIF<MACD,21.04,19.3,17.56,14.2,2372,1565,1.52,76.08,5.34,,,,2026-02-11 23:28:20,
4148,全宇生技-KY,36.5,23.81,25.68,K<D,29.52,-0.5,-0.35,-0.15,DIF<MACD,39.6,38.07,36.54,-1.3,39,32,1.21,24.54,17.8,2.05,0.5,1.37,2026-02-11 23:28:22,
4155,訊映,14.15,10.15,13.61,K<D,27.27,-0.14,-0.09,-0.05,DIF<MACD,15.05,14.57,14.09,6.5,175,119,1.47,20.38,30.11,0.47,0.3,2.12,2026-02-11 23:28:23,
4164,承業醫,33.45,35.48,25.71,K>D,32.97,-1.02,-1.01,-0.01,DIF<MACD,36.59,34.31,32.02,31.3,692,662,1.05,65.33,37.17,0.9,1.36,4.07,2026-02-11 23:28:24,
4190,佐登-KY,28.95,6.68,7.04,K<D,15.38,-0.25,-0.2,-0.04,DIF<MACD,30.19,29.51,28.83,9.1,35,19,1.81,17.28,21.44,,0.5,1.73,2026-02-11 23:28:25,
4306,炎洲,13.5,31.05,21.5,黃金交叉,41.46,-0.17,-0.15,-0.03,DIF<MACD,14.29,13.71,13.12,32.6,709,677,1.05,88.83,61.36,0.22,1.0,7.41,2026-02-11 23:28:26,
4414,如興,10.2,25.88,19.75,K>D,38.46,-0.24,-0.23,-0.01,DIF<MACD,11.11,10.44,9.77,32.0,153,146,1.05,26.91,4.98,2.05,,,2026-02-11 23:28:28,
4426,利勤,9.21,25.1,24.06,黃金交叉,39.89,-0.06,-0.03,-0.03,DIF<MACD,9.99,9.46,8.93,26.8,170,130,1.31,15.9,,,,,2026-02-11 23:28:29,
4438,廣越,68.6,39.94,27.58,K>D,42.45,-1.9,-2.06,0.16,DIF>MACD,73.81,69.6,65.39,38.1,36,46,0.78,77.29,27.77,2.47,3.2,4.66,2026-02-11 23:28:30,
4439,冠星-KY,102.0,47.38,50.05,K<D,55.56,0.07,0.06,0.01,DIF>MACD,104.16,102.17,100.19,45.6,17,13,1.26,38.8,19.25,5.3,2.0,1.96,2026-02-11 23:28:31,
4440,宜新實業,17.35,45.96,36.11,K>D,44.0,-0.1,-0.11,0.01,黃金交叉,17.74,17.37,17.0,47.3,72,92,0.79,11.73,19.07,0.91,1.6,9.22,2026-02-11 23:28:32,
4441,振大環球,249.5,24.14,23.13,黃金交叉,29.79,-2.01,-0.03,-1.98,DIF<MACD,282.26,260.25,238.24,25.6,51,64,0.8,169.7,19.09,13.07,9.15,3.67,2026-02-11 23:28:34,
