股票代號,股票名稱,收盤價,K值,D值,KD狀態,RSI,DIF,MACD,柱狀圖,MACD狀態,BB上軌,BB中軌,BB下軌,BB位置,成交量張,5日均量張,量比,市值億,本益比,EPS,每股配息,殖利率,更新時間,交易日
4526,東台,32.55,39.22,41.98,K<D,37.31,0.16,0.54,-0.38,DIF<MACD,38.56,35.15,31.74,11.9,3345,9464,0.35,81.97,57.11,0.57,,,2026-02-11 23:28:35,
4532,瑞智,25.5,36.87,42.76,K<D,47.17,0.24,0.31,-0.07,DIF<MACD,26.24,25.61,24.97,41.7,730,766,0.95,123.67,12.44,2.05,1.5,5.88,2026-02-11 23:28:36,
4536,拓凱,165.0,57.11,43.19,K>D,48.89,-0.98,-1.01,0.03,黃金交叉,170.99,162.5,154.01,64.7,576,221,2.6,149.85,8.83,18.69,11.0,6.67,2026-02-11 23:28:37,
4540,全球傳動,47.85,44.76,37.44,黃金交叉,48.49,2.12,2.57,-0.45,DIF<MACD,53.51,46.71,39.91,58.4,3656,2610,1.4,55.12,,,,,2026-02-11 23:28:38,
4545,銘鈺,33.4,10.32,10.99,K<D,33.74,-1.08,-0.71,-0.37,DIF<MACD,39.76,35.96,32.16,16.3,165,158,1.04,25.72,334.0,0.1,1.65,4.94,2026-02-11 23:28:40,
4551,智伸科,122.0,68.23,56.99,K>D,48.0,0.73,0.64,0.09,DIF>MACD,127.61,121.0,114.39,57.6,221,421,0.52,140.57,16.99,7.18,4.2,3.44,2026-02-11 23:28:41,
4552,力達-KY,23.45,32.75,24.75,黃金交叉,27.5,-0.16,-0.08,-0.08,DIF<MACD,24.79,23.84,22.89,29.4,90,65,1.39,27.2,11.84,1.98,1.0,4.26,2026-02-11 23:28:42,
4555,氣立,38.2,28.89,24.1,K>D,38.55,-0.45,-0.25,-0.2,DIF<MACD,41.95,39.58,37.2,21.0,90,89,1.01,26.54,109.14,,0.5,1.31,2026-02-11 23:28:43,
4557,永新-KY,67.8,22.1,16.68,K>D,20.49,-2.43,-2.1,-0.33,DIF<MACD,79.33,71.62,63.92,25.2,56,95,0.59,32.52,233.79,0.29,6.5,9.59,2026-02-11 23:28:44,
4560,強信-KY,33.0,74.59,59.79,K>D,58.33,-0.06,-0.11,0.05,黃金交叉,33.21,32.36,31.52,87.6,297,255,1.16,22.47,11.54,2.86,1.2,3.64,2026-02-11 23:28:45,
4562,穎漢,36.55,18.04,16.39,黃金交叉,36.7,-0.43,0.1,-0.54,DIF<MACD,43.39,39.24,35.1,17.5,169,272,0.62,32.0,,,,,2026-02-11 23:28:47,
4564,元翎,16.45,35.96,44.79,K<D,45.83,-0.1,-0.04,-0.06,DIF<MACD,17.82,17.01,16.21,14.9,506,748,0.68,38.29,,,,,2026-02-11 23:28:48,
4566,時碩工業,58.2,41.59,36.61,K>D,40.65,-0.0,0.32,-0.32,DIF<MACD,62.86,59.26,55.67,35.2,352,497,0.71,63.99,121.25,0.48,1.5,2.58,2026-02-11 23:28:49,
4569,六方科-KY,146.5,38.22,26.74,K>D,44.44,-1.84,-1.78,-0.06,DIF<MACD,156.21,146.78,137.34,48.5,30,33,0.9,44.53,32.48,4.51,5.71,3.9,2026-02-11 23:28:50,
4571,鈞興-KY,172.0,17.32,27.05,K<D,52.14,1.8,3.5,-1.7,DIF<MACD,195.6,177.68,159.75,34.2,225,306,0.74,89.3,17.7,9.72,5.18,3.01,2026-02-11 23:28:52,
4572,駐龍,147.0,67.76,50.66,K>D,37.5,-1.36,-1.34,-0.02,DIF<MACD,152.36,147.85,143.34,40.6,27,24,1.11,58.8,40.95,3.59,4.74,3.22,2026-02-11 23:28:53,
4576,大銀微系統,113.5,32.1,27.06,黃金交叉,40.59,-0.02,1.23,-1.26,DIF<MACD,131.11,118.85,106.59,28.2,479,775,0.62,135.98,74.18,1.53,0.2,0.18,2026-02-11 23:28:54,
4581,光隆精密-KY,51.0,35.92,27.47,K>D,39.22,-0.3,-0.24,-0.05,DIF<MACD,53.0,51.47,49.95,34.5,12,12,1.01,17.29,11.36,4.49,3.2,6.27,2026-02-11 23:28:56,
4583,台灣精銳,689.0,16.16,18.63,K<D,36.6,-2.79,10.94,-13.73,DIF<MACD,830.12,741.4,652.68,20.5,124,216,0.57,552.38,61.52,11.2,12.0,1.74,2026-02-11 23:28:57,
4585,達明,337.0,10.45,22.52,K<D,52.44,2.02,6.06,-4.04,DIF<MACD,395.31,354.07,312.84,29.3,353,379,0.93,352.53,273.98,1.23,,,2026-02-11 23:28:58,
4588,玖鼎電力,65.0,15.53,17.02,K<D,25.81,0.27,0.92,-0.65,DIF<MACD,72.49,67.55,62.6,24.3,35,57,0.62,27.94,19.58,3.32,3.0,4.62,2026-02-11 23:28:59,
4590,富田-創,77.3,5.02,10.03,K<D,9.76,-3.18,-1.72,-1.45,DIF<MACD,99.83,87.0,74.17,12.2,276,168,1.64,42.39,118.92,0.65,3.0,3.88,2026-02-11 23:29:00,
4720,德淵,16.25,43.24,34.54,K>D,37.5,-0.07,0.05,-0.12,DIF<MACD,17.87,16.67,15.47,32.4,517,484,1.07,18.61,19.82,0.82,1.0,6.15,2026-02-11 23:29:01,
4722,國精化,170.0,66.15,49.95,K>D,52.83,-1.48,-2.61,1.13,DIF>MACD,174.46,163.1,151.74,80.4,2652,1278,2.07,173.15,97.14,1.75,1.4,0.82,2026-02-11 23:29:02,
4736,泰博,125.5,15.09,25.25,K<D,40.91,0.62,1.63,-1.01,DIF<MACD,137.09,129.9,122.71,19.4,239,230,1.04,119.69,8.29,15.13,10.0,7.97,2026-02-11 23:29:04,
4737,華廣,55.9,59.33,45.63,K>D,58.33,-0.65,-0.99,0.34,DIF>MACD,56.78,54.02,51.25,84.0,654,365,1.79,43.2,17.92,,,,2026-02-11 23:29:05,
4739,康普,68.0,41.37,28.78,K>D,33.33,-1.11,-0.59,-0.52,DIF<MACD,80.7,71.25,61.81,32.8,1078,1868,0.58,84.76,98.55,0.69,0.94,1.38,2026-02-11 23:29:06,
4746,台耀,56.7,30.66,30.35,K>D,48.17,-0.84,-0.72,-0.12,DIF<MACD,61.76,58.61,55.46,19.7,536,706,0.76,68.19,28.49,1.99,3.0,5.29,2026-02-11 23:29:07,
4755,三福化,125.0,53.79,54.15,K<D,44.12,3.16,3.82,-0.67,DIF<MACD,130.82,124.45,118.08,54.3,551,444,1.24,125.88,37.43,3.34,3.5,2.8,2026-02-11 23:29:08,
4763,材料*-KY,48.7,18.78,29.48,K<D,41.43,-0.62,-0.53,-0.08,DIF<MACD,53.03,50.65,48.27,9.0,3861,9782,0.39,481.71,6.38,7.63,5.41,11.11,2026-02-11 23:29:09,
4764,雙鍵,102.5,10.37,14.03,K<D,34.78,-2.61,0.35,-2.96,DIF<MACD,135.89,116.7,97.51,13.0,1355,1172,1.16,87.68,115.17,0.89,,,2026-02-11 23:29:11,
4766,南寶,318.5,63.42,42.29,K>D,51.76,-2.19,-2.59,0.39,黃金交叉,328.45,315.8,303.15,60.7,296,224,1.32,384.02,15.22,20.92,19.0,5.97,2026-02-11 23:29:12,
4770,上品,238.0,46.25,44.12,K>D,46.43,1.29,1.85,-0.55,DIF<MACD,255.63,239.68,223.72,44.7,555,420,1.32,190.34,17.51,13.59,12.0,5.04,2026-02-11 23:29:13,
4771,望隼,178.0,43.02,45.22,K<D,55.32,0.58,0.44,0.14,DIF>MACD,181.42,177.7,173.98,54.0,79,243,0.33,104.18,14.87,11.97,5.52,3.1,2026-02-11 23:29:14,
4807,日成-KY,17.65,6.09,10.9,K<D,42.5,-0.08,-0.05,-0.03,DIF<MACD,18.26,17.93,17.59,9.1,21,12,1.73,6.78,441.25,0.04,,,2026-02-11 23:29:16,
4904,遠傳,91.9,79.24,73.34,K>D,64.44,0.71,0.49,0.23,DIF>MACD,92.7,90.46,88.23,82.1,7055,6385,1.1,3314.86,24.25,3.79,3.56,3.87,2026-02-11 23:29:17,
4906,正文,25.7,15.82,26.75,K<D,28.71,-0.28,0.03,-0.3,DIF<MACD,29.45,27.76,26.06,-10.7,2582,4035,0.64,109.93,14.28,,1.5,5.84,2026-02-11 23:29:18,
4912,聯德控股-KY,87.8,20.73,22.45,K<D,38.73,-1.07,-0.11,-0.96,DIF<MACD,103.22,92.88,82.53,25.5,173,270,0.64,58.91,21.31,4.12,1.21,1.38,2026-02-11 23:29:19,
4915,致伸,81.3,62.44,52.4,K>D,58.27,0.3,0.0,0.29,DIF>MACD,81.87,79.35,76.82,88.7,1571,4444,0.35,383.07,14.21,5.72,4.2,5.17,2026-02-11 23:29:20,
4916,事欣科,60.2,28.42,28.28,K>D,44.24,0.73,1.61,-0.88,DIF<MACD,69.36,63.87,58.37,16.6,7436,6565,1.13,74.11,36.71,1.64,0.38,0.63,2026-02-11 23:29:21,
4919,新唐,60.3,33.0,27.47,黃金交叉,54.15,1.27,1.55,-0.28,DIF<MACD,64.14,59.45,54.76,59.1,5495,4323,1.27,253.12,20.58,,0.4,0.66,2026-02-11 23:29:22,
4927,泰鼎-KY,33.3,41.48,30.76,K>D,38.22,-0.39,-0.01,-0.38,DIF<MACD,39.19,34.28,29.37,40.0,7151,4992,1.43,88.22,4.16,,,,2026-02-11 23:29:23,
4930,燦星網,21.9,41.22,33.1,黃金交叉,38.89,-0.11,-0.09,-0.02,DIF<MACD,22.69,21.99,21.29,43.6,101,49,2.04,17.52,17.8,1.23,1.6,7.31,2026-02-11 23:29:25,
4934,太極,16.25,38.74,42.88,K<D,49.33,0.49,0.57,-0.08,DIF<MACD,18.17,16.1,14.03,53.6,1309,3719,0.35,36.56,,,,,2026-02-11 23:29:26,
4935,茂林-KY,38.7,14.84,14.43,黃金交叉,14.06,-0.61,-0.47,-0.14,DIF<MACD,41.83,39.89,37.94,19.5,68,70,0.98,49.87,18.52,2.09,2.2,5.68,2026-02-11 23:29:27,
4938,和碩,70.5,59.03,50.41,K>D,57.81,0.04,-0.03,0.07,DIF>MACD,71.55,70.13,68.7,63.2,8160,6291,1.3,1890.96,14.75,4.78,4.5,6.38,2026-02-11 23:29:28,
4942,嘉彰,37.6,54.4,41.33,K>D,40.3,-0.4,-0.4,-0.0,DIF<MACD,39.12,37.9,36.67,37.9,204,97,2.11,53.53,12.66,2.97,2.0,5.32,2026-02-11 23:29:29,
4943,康控-KY,11.8,36.19,31.07,黃金交叉,51.9,-0.33,-0.35,0.02,黃金交叉,12.53,11.86,11.19,45.7,30,21,1.42,14.95,0.97,,,,2026-02-11 23:29:31,
4949,有成精密,43.95,17.75,34.29,K<D,55.17,1.53,2.0,-0.47,DIF<MACD,51.54,45.19,38.83,40.3,888,2673,0.33,29.52,22.09,1.99,1.1,2.5,2026-02-11 23:29:32,
4952,凌通,40.85,51.85,45.48,黃金交叉,60.0,0.95,0.94,0.01,黃金交叉,42.29,39.26,36.23,76.2,497,434,1.15,44.45,38.54,1.06,2.25,5.51,2026-02-11 23:29:33,
4956,光鋐,24.25,54.64,65.02,K<D,65.18,1.13,0.89,0.25,DIF>MACD,26.7,22.71,18.71,69.3,3010,14644,0.21,24.35,14.18,,,,2026-02-11 23:29:34,
4958,臻鼎-KY,178.0,35.57,50.1,K<D,56.99,7.71,8.59,-0.87,DIF<MACD,197.86,176.3,154.74,53.9,9518,28069,0.34,1851.55,22.11,8.05,4.8,2.7,2026-02-11 23:29:35,
4960,誠美材,13.35,18.18,26.29,K<D,43.24,-0.01,0.04,-0.04,DIF<MACD,14.65,13.83,13.01,20.9,2308,9165,0.25,75.52,,,,,2026-02-11 23:29:36,
4961,天鈺,143.0,31.06,29.09,K>D,33.33,-0.63,0.28,-0.91,DIF<MACD,157.69,149.03,140.36,15.2,724,585,1.24,173.39,12.12,11.8,12.87,9.0,2026-02-11 23:29:37,
4967,十銓,199.5,12.3,25.37,K<D,47.53,6.07,12.29,-6.22,DIF<MACD,258.71,219.88,181.04,23.8,4848,7112,0.68,169.5,72.55,2.75,3.0,1.5,2026-02-11 23:29:39,
4968,立積,118.5,39.85,39.43,K>D,45.19,-2.11,-2.12,0.01,DIF>MACD,130.11,122.22,114.34,26.4,527,2006,0.26,109.27,55.37,2.14,1.1,0.93,2026-02-11 23:29:40,
4976,佳凌,30.2,28.81,27.79,K>D,46.1,-0.13,0.02,-0.15,DIF<MACD,33.71,31.35,28.99,25.6,665,792,0.84,42.39,20.0,,,,2026-02-11 23:29:41,
4977,眾達-KY,125.5,42.53,49.67,K<D,52.82,1.03,0.82,0.22,DIF>MACD,141.57,127.95,114.33,41.0,8408,9670,0.87,98.85,22.82,5.5,2.25,1.79,2026-02-11 23:29:42,
4989,榮科,50.2,14.57,12.1,黃金交叉,34.92,-1.47,0.11,-1.59,DIF<MACD,70.64,56.3,41.96,28.7,8181,8079,1.01,69.16,,,,,2026-02-11 23:29:43,
4994,傳奇,102.0,40.16,35.54,K>D,43.51,0.45,0.93,-0.48,DIF<MACD,106.0,103.04,100.08,32.5,34,17,2.0,67.71,36.69,2.78,9.0,8.82,2026-02-11 23:29:44,
4999,鑫禾,23.2,27.21,32.48,K<D,38.6,-0.06,0.02,-0.08,DIF<MACD,24.37,23.77,23.16,3.1,42,58,0.72,17.08,17.31,,1.0,4.31,2026-02-11 23:29:46,
5007,三星,59.2,56.45,53.78,黃金交叉,69.41,0.97,0.95,0.02,DIF>MACD,61.31,57.82,54.32,69.8,69,78,0.88,174.6,21.76,2.72,3.0,5.07,2026-02-11 23:29:47,
5203,訊連,76.2,11.87,17.32,K<D,21.97,-3.1,-2.25,-0.85,DIF<MACD,92.03,84.18,76.33,-0.8,273,509,0.54,60.34,21.11,3.61,3.9,5.12,2026-02-11 23:29:48,
5215,科嘉-KY,37.9,62.91,57.07,黃金交叉,48.44,0.35,0.45,-0.1,DIF<MACD,38.71,37.75,36.8,57.7,68,68,1.0,24.38,16.55,2.29,2.5,6.6,2026-02-11 23:29:49,
5222,全訊,133.5,17.68,19.53,K<D,34.44,-0.96,0.63,-1.58,DIF<MACD,153.87,140.25,126.63,25.2,649,698,0.93,121.41,46.84,2.85,3.64,2.73,2026-02-11 23:29:50,
5225,東科-KY,98.0,40.0,24.28,K>D,22.22,-1.68,-1.11,-0.57,DIF<MACD,111.8,101.82,91.84,30.9,205,249,0.82,76.53,8.36,11.72,10.39,10.6,2026-02-11 23:29:51,
5234,達興材料,388.5,78.83,65.75,K>D,80.95,5.73,0.66,5.07,DIF>MACD,380.75,347.43,314.1,111.6,2153,1887,1.14,399.05,55.11,7.05,5.0,1.29,2026-02-11 23:29:53,
5243,乙盛-KY,82.5,31.98,34.89,K<D,50.72,0.51,0.92,-0.42,DIF<MACD,89.28,84.37,79.46,31.0,2026,2716,0.75,139.04,19.01,4.34,1.5,1.82,2026-02-11 23:29:54,
5244,弘凱,36.85,17.27,20.57,K<D,35.14,-0.65,-0.51,-0.14,DIF<MACD,40.55,38.57,36.59,6.6,246,142,1.73,25.15,28.35,1.3,1.5,4.07,2026-02-11 23:29:55,
5258,虹堡,51.1,10.4,11.71,K<D,12.23,-3.2,-2.76,-0.44,DIF<MACD,66.22,58.83,51.44,-2.3,1395,516,2.7,55.99,15.58,3.28,2.52,4.93,2026-02-11 23:29:56,
5269,祥碩,1270.0,38.81,33.88,K>D,53.28,0.28,9.3,-9.02,DIF<MACD,1405.24,1299.25,1193.26,36.2,553,1033,0.54,949.67,19.58,64.87,30.0,2.36,2026-02-11 23:29:57,
5283,禾聯碩,59.2,19.4,28.57,K<D,43.08,-0.33,-0.25,-0.08,DIF<MACD,61.57,60.21,58.86,12.4,62,78,0.79,51.86,11.7,5.06,0.5,0.84,2026-02-11 23:29:58,
5284,jpp-KY,254.0,19.27,28.13,K<D,36.97,-6.35,-5.31,-1.04,DIF<MACD,280.76,266.05,251.34,9.0,343,620,0.55,133.59,23.72,10.71,1.48,0.58,2026-02-11 23:30:00,
5285,界霖,51.1,17.77,25.15,K<D,30.7,0.1,0.6,-0.5,DIF<MACD,56.98,53.42,49.86,17.4,203,201,1.01,52.14,27.77,1.84,2.0,3.91,2026-02-11 23:30:01,
5288,豐祥-KY,151.0,63.15,45.62,K>D,45.07,0.19,0.26,-0.07,DIF<MACD,162.15,147.68,133.2,61.5,192,186,1.04,105.32,10.32,14.63,8.51,5.64,2026-02-11 23:30:02,
5292,華懋,182.0,29.69,24.71,K>D,21.37,1.75,5.61,-3.86,DIF<MACD,222.91,197.38,171.84,19.9,150,374,0.4,76.64,18.76,9.7,4.09,2.25,2026-02-11 23:30:03,
5306,桂盟,95.0,55.86,42.46,K>D,48.52,0.43,0.5,-0.07,DIF<MACD,96.51,93.0,89.49,78.5,306,175,1.75,119.7,12.87,7.38,4.14,4.36,2026-02-11 23:30:04,
5388,中磊,82.2,25.55,32.88,K<D,48.43,0.55,0.72,-0.17,DIF<MACD,86.54,82.64,78.75,44.3,3181,3527,0.9,246.06,17.38,4.73,4.6,5.6,2026-02-11 23:30:05,
5434,崇越,321.0,46.85,48.92,K<D,44.19,3.25,5.0,-1.75,DIF<MACD,337.3,327.3,317.3,18.5,819,803,1.02,614.21,16.12,19.91,11.99,3.74,2026-02-11 23:30:07,
5469,瀚宇博,95.1,20.56,25.57,K<D,39.12,-0.5,0.4,-0.9,DIF<MACD,107.52,99.73,91.95,20.2,3661,4949,0.74,457.73,14.61,6.51,2.52,2.65,2026-02-11 23:30:08,
5471,松翰,38.8,53.53,42.68,K>D,55.93,0.98,0.84,0.14,DIF>MACD,39.76,36.28,32.79,86.2,1384,860,1.61,65.14,54.65,0.71,1.0,2.58,2026-02-11 23:30:09,
5484,慧友,37.8,10.95,14.27,K<D,40.06,-0.42,0.16,-0.58,DIF<MACD,45.61,40.73,35.86,19.9,167,172,0.98,25.25,54.78,,,,2026-02-11 23:30:11,
5515,建國,32.65,52.13,34.29,K>D,37.5,-0.61,-0.61,0.0,黃金交叉,34.52,32.91,31.29,42.0,271,285,0.95,65.82,8.55,3.82,2.15,6.58,2026-02-11 23:30:12,
5519,隆大,30.85,42.84,28.25,K>D,32.31,-0.48,-0.44,-0.04,DIF<MACD,32.67,31.22,29.77,37.2,361,265,1.36,67.62,4.91,6.28,3.0,9.72,2026-02-11 23:30:13,
5521,工信,20.5,24.1,19.17,K>D,21.62,-0.57,-0.19,-0.38,DIF<MACD,26.75,22.54,18.34,25.7,5549,4525,1.23,100.92,53.95,0.38,,,2026-02-11 23:30:14,
5522,遠雄,67.7,46.72,36.72,K>D,49.53,-0.85,-0.84,-0.01,DIF<MACD,69.54,67.12,64.71,61.9,888,494,1.8,529.14,25.84,2.62,3.1,4.58,2026-02-11 23:30:15,
5525,順天,26.1,66.06,51.15,K>D,47.37,-0.45,-0.56,0.11,DIF>MACD,27.02,25.95,24.87,57.2,128,62,2.06,80.39,43.5,0.6,0.75,2.87,2026-02-11 23:30:16,
5531,鄉林,9.01,65.11,61.67,K>D,51.43,-0.01,-0.02,0.01,DIF>MACD,9.06,9.0,8.93,59.5,415,340,1.22,88.08,36.04,0.25,,,2026-02-11 23:30:17,
5533,皇鼎,14.3,50.3,44.48,黃金交叉,61.54,-0.03,-0.04,0.0,黃金交叉,14.38,14.25,14.11,69.4,114,137,0.83,40.79,19.07,0.75,1.0,6.99,2026-02-11 23:30:19,
5534,長虹,76.8,36.48,34.13,K>D,32.91,-1.29,-1.23,-0.06,DIF<MACD,82.58,78.47,74.36,29.7,768,739,1.04,226.36,10.59,7.25,5.42,7.06,2026-02-11 23:30:20,
5538,東明-KY,31.3,29.99,19.13,K>D,42.34,-0.18,0.01,-0.19,DIF<MACD,33.62,31.75,29.88,37.9,51,69,0.74,62.98,11.55,2.71,1.5,4.79,2026-02-11 23:30:21,
5546,永固-KY,22.35,41.77,49.73,K<D,47.22,-0.07,-0.05,-0.02,DIF<MACD,23.3,22.55,21.79,37.0,35,17,2.01,18.41,,,2.0,8.95,2026-02-11 23:30:22,
5607,遠雄港,49.0,73.19,56.9,K>D,54.97,-0.17,-0.35,0.18,DIF>MACD,49.8,47.71,45.61,80.9,446,479,0.93,181.57,19.07,2.57,1.1,2.24,2026-02-11 23:30:23,
5608,四維航,17.75,35.49,29.83,K>D,50.0,-0.03,-0.01,-0.02,DIF<MACD,18.16,17.79,17.42,44.9,1500,1740,0.86,69.1,1.61,,,,2026-02-11 23:30:24,
5706,鳳凰,50.5,36.99,49.78,K<D,55.83,0.22,0.15,0.07,DIF>MACD,52.14,50.52,48.89,49.5,469,464,1.01,42.88,15.12,3.34,2.75,5.45,2026-02-11 23:30:25,
5871,中租-KY,107.0,75.39,60.79,K>D,58.33,0.23,0.05,0.18,DIF>MACD,107.16,104.92,102.69,96.5,7230,4403,1.64,1831.22,9.84,10.87,6.1,5.7,2026-02-11 23:30:26,
5876,上海商銀,40.15,76.65,69.92,K>D,61.11,0.04,-0.07,0.11,DIF>MACD,40.43,39.68,38.93,81.6,9601,6933,1.38,1947.36,12.71,3.16,1.8,4.48,2026-02-11 23:30:28,
5880,合庫金,23.9,75.29,60.39,K>D,56.25,-0.09,-0.13,0.04,DIF>MACD,24.1,23.75,23.4,71.8,23459,15684,1.5,3747.74,19.27,1.24,0.7,2.93,2026-02-11 23:30:29,
5906,台南-KY,52.0,55.56,46.05,K>D,55.43,-0.05,-0.05,-0.01,DIF<MACD,52.74,51.25,49.76,75.2,5,5,1.0,18.59,45.61,1.14,0.8,1.54,2026-02-11 23:30:30,
5907,大洋-KY,5.9,22.94,22.59,黃金交叉,50.77,0.05,0.06,-0.01,DIF<MACD,6.22,5.9,5.57,50.3,338,399,0.85,11.32,,,,,2026-02-11 23:30:31,
6005,群益證,29.3,31.53,28.61,黃金交叉,56.82,0.69,0.84,-0.14,DIF<MACD,30.22,28.71,27.2,69.6,8435,8271,1.02,636.08,12.52,2.34,1.5,5.12,2026-02-11 23:30:32,
6024,群益期,52.3,48.53,40.12,K>D,54.1,0.11,0.06,0.05,DIF>MACD,52.72,51.6,50.48,81.2,559,468,1.19,130.72,10.38,5.04,2.83,5.41,2026-02-11 23:30:33,
6108,競國,14.35,14.07,19.21,K<D,41.27,-0.1,0.04,-0.14,DIF<MACD,15.84,14.88,13.92,22.3,167,116,1.43,22.17,4.83,,1.0,6.97,2026-02-11 23:30:35,
6112,邁達特,43.8,28.62,22.58,K>D,31.77,-0.97,-0.73,-0.24,DIF<MACD,49.79,45.88,41.96,23.5,339,364,0.93,82.5,78.21,0.56,0.6,1.37,2026-02-11 23:30:36,
6115,鎰勝,47.25,46.63,33.58,K>D,50.0,-0.05,-0.09,0.04,DIF>MACD,47.89,46.98,46.06,65.0,95,116,0.82,88.67,15.49,3.05,3.2,6.77,2026-02-11 23:30:37,
6116,彩晶,8.49,25.51,20.34,黃金交叉,32.79,-0.17,-0.05,-0.12,DIF<MACD,10.59,9.0,7.41,33.9,25975,25057,1.04,242.7,31.44,,,,2026-02-11 23:30:38,
6117,迎廣,74.5,28.84,30.42,K<D,37.5,-1.39,-1.09,-0.3,DIF<MACD,82.23,77.73,73.23,14.1,286,331,0.86,69.45,23.21,3.21,2.17,2.91,2026-02-11 23:30:39,
6120,達運,12.6,19.88,23.68,K<D,47.37,-0.03,0.09,-0.12,DIF<MACD,14.01,13.15,12.28,18.4,1988,2646,0.75,67.93,50.4,0.25,0.28,2.22,2026-02-11 23:30:40,
6128,上福,25.1,44.08,39.26,黃金交叉,62.31,0.33,0.31,0.02,黃金交叉,25.17,23.71,22.24,97.5,317,140,2.26,32.02,,,2.5,9.96,2026-02-11 23:30:41,
6133,金橋,22.9,14.68,22.34,K<D,55.49,0.44,0.84,-0.39,DIF<MACD,27.96,24.01,20.06,36.0,2084,2135,0.98,26.79,41.64,0.55,0.3,1.31,2026-02-11 23:30:42,
6136,富爾特,24.1,66.98,50.13,K>D,44.12,-0.04,-0.04,0.01,黃金交叉,24.52,24.06,23.6,54.6,145,131,1.11,27.84,23.86,1.01,1.15,4.77,2026-02-11 23:30:44,
6139,亞翔,519.0,11.91,17.58,K<D,40.0,-9.35,-1.81,-7.54,DIF<MACD,615.49,560.5,505.51,12.3,2588,2227,1.16,1212.42,23.04,22.53,13.89,2.68,2026-02-11 23:30:45,
6141,柏承,10.7,13.03,14.49,K<D,25.93,-0.17,-0.06,-0.11,DIF<MACD,12.29,11.35,10.41,15.6,212,158,1.34,12.13,4.2,,,,2026-02-11 23:30:46,
6142,友勁,9.58,12.97,19.44,K<D,16.91,0.03,0.1,-0.07,DIF<MACD,10.6,9.97,9.34,19.1,415,395,1.05,31.69,,,,,2026-02-11 23:30:47,
6152,百一,15.2,59.16,59.55,K<D,57.21,1.02,0.97,0.05,DIF>MACD,16.56,14.25,11.94,70.5,3899,10505,0.37,25.5,,,,,2026-02-11 23:30:48,
6153,嘉聯益,15.7,16.74,15.95,黃金交叉,45.83,-0.0,0.13,-0.14,DIF<MACD,17.64,16.27,14.9,29.3,1775,3235,0.55,99.88,4.23,,,,2026-02-11 23:30:49,
6155,鈞寶,45.4,6.13,8.43,K<D,20.1,-1.01,0.65,-1.66,DIF<MACD,65.48,53.95,42.42,12.9,941,1473,0.64,39.96,90.8,0.5,1.0,2.2,2026-02-11 23:30:51,
6164,華興,12.05,20.28,28.14,K<D,36.84,0.01,0.11,-0.1,DIF<MACD,13.08,12.49,11.9,12.5,269,419,0.64,9.64,100.42,0.12,0.5,4.15,2026-02-11 23:30:52,
6165,浪凡,43.9,64.35,42.08,K>D,48.94,-1.04,-1.26,0.22,DIF>MACD,45.91,43.35,40.78,60.8,222,270,0.82,32.74,14.03,3.13,0.59,1.34,2026-02-11 23:30:53,
6166,凌華,62.1,33.41,26.54,黃金交叉,45.59,-0.81,-0.58,-0.23,DIF<MACD,66.39,62.59,58.79,43.6,353,293,1.2,135.19,26.54,2.34,0.93,1.5,2026-02-11 23:30:54,
6176,瑞儀,126.5,69.59,56.25,K>D,52.78,0.41,0.23,0.18,黃金交叉,127.61,123.9,120.19,85.1,2947,1818,1.62,582.97,11.27,11.22,10.61,8.39,2026-02-11 23:30:57,
6177,達麗,48.4,54.81,37.62,K>D,31.16,-0.8,-0.75,-0.05,DIF<MACD,52.19,48.83,45.47,43.6,1123,721,1.56,228.39,13.15,3.68,3.5,7.23,2026-02-11 23:30:58,
6183,關貿,95.2,31.45,21.57,K>D,42.42,-0.23,-0.19,-0.03,DIF<MACD,96.39,95.35,94.31,42.8,45,36,1.25,142.8,24.92,3.82,3.2,3.36,2026-02-11 23:30:59,
6184,大豐電,47.8,36.44,34.04,K>D,33.33,-0.08,-0.03,-0.05,DIF<MACD,48.9,48.22,47.54,19.4,70,35,2.01,72.76,16.09,2.97,3.19,6.67,2026-02-11 23:31:00,
6189,豐藝,46.35,35.16,46.25,K<D,51.3,0.89,0.92,-0.03,DIF<MACD,52.29,46.91,41.54,44.7,1303,3110,0.42,122.26,17.1,2.71,4.0,8.63,2026-02-11 23:31:01,
6191,精成科,104.0,19.01,21.4,K<D,31.51,-2.79,-1.99,-0.79,DIF<MACD,121.78,111.33,100.87,15.0,2788,4509,0.62,519.28,17.3,6.01,3.01,2.89,2026-02-11 23:31:03,
6192,巨路,122.0,67.01,56.07,K>D,44.44,2.33,2.82,-0.49,DIF<MACD,125.22,121.2,117.18,60.0,527,288,1.83,117.31,11.22,10.87,5.5,4.51,2026-02-11 23:31:04,
6196,帆宣,263.0,21.7,17.62,K>D,25.37,-3.97,0.27,-4.25,DIF<MACD,313.96,284.15,254.34,14.5,1484,1219,1.22,573.34,20.17,13.04,5.9,2.24,2026-02-11 23:31:05,
6197,佳必琪,143.5,32.95,38.69,K<D,41.82,0.51,0.99,-0.48,DIF<MACD,151.17,146.6,142.03,16.1,732,1924,0.38,175.19,18.61,7.71,7.0,4.88,2026-02-11 23:31:06,
