股票代號,股票名稱,收盤價,K值,D值,RSI,DIF,MACD,BB上軌,BB下軌,成交量張,量比,市值億,本益比,每股配息,殖利率,更新時間
2606,裕民,64.9,,,,,,,,,,,,,,2026-02-25
2607,榮運,56.0,,,,,,,,,,,,,,2026-02-25
2608,嘉里大榮,31.75,,,,,,,,,,,,,,2026-02-25
2609,陽明,56.3,,,,,,,,,,,,,,2026-02-25
2610,華航,21.1,,,,,,,,,,,,,,2026-02-25
2611,志信,14.5,,,,,,,,,,,,,,2026-02-25
2612,中航,64.4,,,,,,,,,,,,,,2026-02-25
2613,中櫃,24.65,,,,,,,,,,,,,,2026-02-25
2614,東森,20.6,,,,,,,,,,,,,,2026-02-25
2615,萬海,76.4,,,,,,,,,,,,,,2026-02-25
2616,山隆,13.5,,,,,,,,,,,,,,2026-02-25
2617,台航,30.75,,,,,,,,,,,,,,2026-02-25
2618,長榮航,37.95,,,,,,,,,,,,,,2026-02-25
2630,亞航,53.0,,,,,,,,,,,,,,2026-02-25
2633,台灣高鐵,27.1,,,,,,,,,,,,,,2026-02-25
2634,漢翔,55.5,,,,,,,,,,,,,,2026-02-25
2636,台驊控股,64.2,,,,,,,,,,,,,,2026-02-25
2637,慧洋-KY,72.2,,,,,,,,,,,,,,2026-02-25
2642,宅配通,24.8,,,,,,,,,,,,,,2026-02-25
2645,長榮航太,174.0,,,,,,,,,,,,,,2026-02-25
2646,星宇航空,23.1,,,,,,,,,,,,,,2026-02-25
2701,萬企,11.15,,,,,,,,,,,,,,2026-02-25
2702,華園,12.0,,,,,,,,,,,,,,2026-02-25
2704,國賓,43.5,,,,,,,,,,,,,,2026-02-25
2705,六福,16.2,,,,,,,,,,,,,,2026-02-25
2706,第一店,12.85,,,,,,,,,,,,,,2026-02-25
2707,晶華,188.0,,,,,,,,,,,,,,2026-02-25
2712,遠雄來,17.4,,,,,,,,,,,,,,2026-02-25
2722,夏都,25.6,,,,,,,,,,,,,,2026-02-25
2723,美食-KY,72.0,,,,,,,,,,,,,,2026-02-25
2727,王品,217.5,,,,,,,,,,,,,,2026-02-25
2731,雄獅,173.0,,,,,,,,,,,,,,2026-02-25
2739,寒舍,33.7,,,,,,,,,,,,,,2026-02-25
2748,雲品,41.35,,,,,,,,,,,,,,2026-02-25
2753,八方雲集,185.0,,,,,,,,,,,,,,2026-02-25
2762,世界健身-KY,76.7,,,,,,,,,,,,,,2026-02-25
2801,彰銀,21.65,,,,,,,,,,,,,,2026-02-25
2812,台中銀,21.0,,,,,,,,,,,,,,2026-02-25
2816,旺旺保,30.45,,,,,,,,,,,,,,2026-02-25
2820,華票,17.2,,,,,,,,,,,,,,2026-02-25
2832,台產,49.55,,,,,,,,,,,,,,2026-02-25
2834,臺企銀,16.15,,,,,,,,,,,,,,2026-02-25
2836,高雄銀,12.7,,,,,,,,,,,,,,2026-02-25
2838,聯邦銀,20.0,,,,,,,,,,,,,,2026-02-25
2845,遠東銀,12.75,,,,,,,,,,,,,,2026-02-25
2849,安泰銀,14.0,,,,,,,,,,,,,,2026-02-25
2850,新產,116.0,,,,,,,,,,,,,,2026-02-25
2851,中再保,27.6,,,,,,,,,,,,,,2026-02-25
2852,第一保,27.45,,,,,,,,,,,,,,2026-02-25
2855,統一證,31.5,,,,,,,,,,,,,,2026-02-25
2867,三商壽,8.21,,,,,,,,,,,,,,2026-02-25
2880,華南金,37.2,,,,,,,,,,,,,,2026-02-25
2881,富邦金,92.9,,,,,,,,,,,,,,2026-02-25
2882,國泰金,76.9,,,,,,,,,,,,,,2026-02-25
2883,凱基金,20.9,,,,,,,,,,,,,,2026-02-25
2884,玉山金,34.95,,,,,,,,,,,,,,2026-02-25
2885,元大金,47.25,,,,,,,,,,,,,,2026-02-25
2886,兆豐金,40.55,,,,,,,,,,,,,,2026-02-25
2887,台新新光金,24.9,,,,,,,,,,,,,,2026-02-25
2889,國票金,16.6,,,,,,,,,,,,,,2026-02-25
2890,永豐金,32.75,,,,,,,,,,,,,,2026-02-25
2891,中信金,53.5,,,,,,,,,,,,,,2026-02-25
2892,第一金,29.9,,,,,,,,,,,,,,2026-02-25
2897,王道銀行,9.72,,,,,,,,,,,,,,2026-02-25
2901,欣欣,24.35,,,,,,,,,,,,,,2026-02-25
2903,遠百,22.95,,,,,,,,,,,,,,2026-02-25
2904,匯僑,17.15,,,,,,,,,,,,,,2026-02-25
2905,三商,16.1,,,,,,,,,,,,,,2026-02-25
2906,高林,12.6,,,,,,,,,,,,,,2026-02-25
2908,特力,20.65,,,,,,,,,,,,,,2026-02-25
2910,統領,22.75,,,,,,,,,,,,,,2026-02-25
2911,麗嬰房,5.13,,,,,,,,,,,,,,2026-02-25
2912,統一超,222.5,,,,,,,,,,,,,,2026-02-25
2913,農林,13.15,,,,,,,,,,,,,,2026-02-25
2915,潤泰全,53.3,,,,,,,,,,,,,,2026-02-25
2923,鼎固-KY,26.45,,,,,,,,,,,,,,2026-02-25
2929,淘帝-KY,7.59,,,,,,,,,,,,,,2026-02-25
2939,永邑-KY,24.35,,,,,,,,,,,,,,2026-02-25
2945,三商家購,42.9,,,,,,,,,,,,,,2026-02-25
3002,歐格,21.35,,,,,,,,,,,,,,2026-02-25
3003,健和興,50.5,,,,,,,,,,,,,,2026-02-25
3004,豐達科,116.5,,,,,,,,,,,,,,2026-02-25
3005,神基,114.0,,,,,,,,,,,,,,2026-02-25
3006,晶豪科,159.0,,,,,,,,,,,,,,2026-02-25
3008,大立光,2415.0,,,,,,,,,,,,,,2026-02-25
3010,華立,128.0,,,,,,,,,,,,,,2026-02-25
3011,今皓,13.15,,,,,,,,,,,,,,2026-02-25
3013,晟銘電,113.0,,,,,,,,,,,,,,2026-02-25
3014,聯陽,123.5,,,,,,,,,,,,,,2026-02-25
3015,全漢,54.7,,,,,,,,,,,,,,2026-02-25
3016,嘉晶,58.6,,,,,,,,,,,,,,2026-02-25
3017,奇鋐,1675.0,,,,,,,,,,,,,,2026-02-25
3018,隆銘綠能,13.05,,,,,,,,,,,,,,2026-02-25
3019,亞光,150.5,,,,,,,,,,,,,,2026-02-25
3021,鴻名,17.4,,,,,,,,,,,,,,2026-02-25
3022,威強電,60.1,,,,,,,,,,,,,,2026-02-25
3023,信邦,244.0,,,,,,,,,,,,,,2026-02-25
3024,憶聲,10.5,,,,,,,,,,,,,,2026-02-25
3025,星通,54.9,,,,,,,,,,,,,,2026-02-25
3026,禾伸堂,120.0,,,,,,,,,,,,,,2026-02-25
3027,盛達,23.7,,,,,,,,,,,,,,2026-02-25
3028,增你強,54.8,,,,,,,,,,,,,,2026-02-25
3029,零壹,112.5,,,,,,,,,,,,,,2026-02-25
3030,德律,203.5,,,,,,,,,,,,,,2026-02-25
3031,佰鴻,20.05,,,,,,,,,,,,,,2026-02-25
3032,偉訓,72.4,,,,,,,,,,,,,,2026-02-25
3033,威健,31.75,,,,,,,,,,,,,,2026-02-25
3034,聯詠,387.0,,,,,,,,,,,,,,2026-02-25
3035,智原,167.5,,,,,,,,,,,,,,2026-02-25
3036,文曄,183.0,,,,,,,,,,,,,,2026-02-25
3037,欣興,458.5,,,,,,,,,,,,,,2026-02-25
3038,全台,23.15,,,,,,,,,,,,,,2026-02-25
3040,遠見,40.1,,,,,,,,,,,,,,2026-02-25
3041,揚智,25.0,,,,,,,,,,,,,,2026-02-25
3042,晶技,92.1,,,,,,,,,,,,,,2026-02-25
3043,科風,21.95,,,,,,,,,,,,,,2026-02-25
3044,健鼎,397.0,,,,,,,,,,,,,,2026-02-25
3045,台灣大,108.5,,,,,,,,,,,,,,2026-02-25
3046,建碁,48.55,,,,,,,,,,,,,,2026-02-25
3047,訊舟,17.55,,,,,,,,,,,,,,2026-02-25
3048,益登,39.5,,,,,,,,,,,,,,2026-02-25
3049,精金,9.49,,,,,,,,,,,,,,2026-02-25
3050,鈺德,13.7,,,,,,,,,,,,,,2026-02-25
3051,力特,23.3,,,,,,,,,,,,,,2026-02-25
3052,夆典,11.7,,,,,,,,,,,,,,2026-02-25
3054,立萬利,34.5,,,,,,,,,,,,,,2026-02-25
3055,蔚華科,67.1,,,,,,,,,,,,,,2026-02-25
3056,富華新,17.15,,,,,,,,,,,,,,2026-02-25
3057,喬鼎,16.45,,,,,,,,,,,,,,2026-02-25
3058,立德,10.3,,,,,,,,,,,,,,2026-02-25
3059,華晶科,39.75,,,,,,,,,,,,,,2026-02-25
3060,銘異,33.1,,,,,,,,,,,,,,2026-02-25
3062,建漢,26.1,,,,,,,,,,,,,,2026-02-25
3090,日電貿,102.5,,,,,,,,,,,,,,2026-02-25
3092,鴻碩,29.25,,,,,,,,,,,,,,2026-02-25
3094,聯傑,25.0,,,,,,,,,,,,,,2026-02-25
3130,一零四,224.5,,,,,,,,,,,,,,2026-02-25
3135,凌航,128.0,,,,,,,,,,,,,,2026-02-25
3138,耀登,180.0,,,,,,,,,,,,,,2026-02-25
3149,正達,53.2,,,,,,,,,,,,,,2026-02-25
3150,鈺寶-創,17.8,,,,,,,,,,,,,,2026-02-25
3164,景岳,17.9,,,,,,,,,,,,,,2026-02-25
3167,大量,295.0,,,,,,,,,,,,,,2026-02-25
3168,眾福科,40.7,,,,,,,,,,,,,,2026-02-25
3189,景碩,325.5,,,,,,,,,,,,,,2026-02-25
3209,全科,37.05,,,,,,,,,,,,,,2026-02-25
3229,晟鈦,22.3,,,,,,,,,,,,,,2026-02-25
3231,緯創,138.0,,,,,,,,,,,,,,2026-02-25
3257,虹冠電,60.2,,,,,,,,,,,,,,2026-02-25
3266,昇陽,14.15,,,,,,,,,,,,,,2026-02-25
3296,勝德,24.05,,,,,,,,,,,,,,2026-02-25
3305,昇貿,116.0,,,,,,,,,,,,,,2026-02-25
3308,聯德,25.7,,,,,,,,,,,,,,2026-02-25
3311,閎暉,32.5,,,,,,,,,,,,,,2026-02-25
3312,弘憶股,38.0,,,,,,,,,,,,,,2026-02-25
3321,同泰,18.6,,,,,,,,,,,,,,2026-02-25
3338,泰碩,56.7,,,,,,,,,,,,,,2026-02-25
3346,麗清,20.8,,,,,,,,,,,,,,2026-02-25
3356,奇偶,47.5,,,,,,,,,,,,,,2026-02-25
3376,新日興,201.5,,,,,,,,,,,,,,2026-02-25
3380,明泰,32.4,,,,,,,,,,,,,,2026-02-25
3406,玉晶光,438.5,,,,,,,,,,,,,,2026-02-25
3413,京鼎,314.0,,,,,,,,,,,,,,2026-02-25
3416,融程電,152.5,,,,,,,,,,,,,,2026-02-25
3419,譁裕,15.9,,,,,,,,,,,,,,2026-02-25
3432,台端,17.3,,,,,,,,,,,,,,2026-02-25
3437,榮創,15.45,,,,,,,,,,,,,,2026-02-25
3443,創意,2575.0,,,,,,,,,,,,,,2026-02-25
3447,展達,40.9,,,,,,,,,,,,,,2026-02-25
3450,聯鈞,281.5,,,,,,,,,,,,,,2026-02-25
3454,晶睿,99.3,,,,,,,,,,,,,,2026-02-25
3481,群創,24.6,,,,,,,,,,,,,,2026-02-25
3494,誠研,8.41,,,,,,,,,,,,,,2026-02-25
3501,維熹,52.1,,,,,,,,,,,,,,2026-02-25
3504,揚明光,61.1,,,,,,,,,,,,,,2026-02-25
3515,華擎,228.5,,,,,,,,,,,,,,2026-02-25
3518,柏騰,20.85,,,,,,,,,,,,,,2026-02-25
3528,安馳,72.0,,,,,,,,,,,,,,2026-02-25
3530,晶相光,62.8,,,,,,,,,,,,,,2026-02-25
3532,台勝科,138.0,,,,,,,,,,,,,,2026-02-25
3533,嘉澤,1795.0,,,,,,,,,,,,,,2026-02-25
3535,晶彩科,116.0,,,,,,,,,,,,,,2026-02-25
3543,州巧,55.1,,,,,,,,,,,,,,2026-02-25
3545,敦泰,52.6,,,,,,,,,,,,,,2026-02-25
3550,聯穎,18.3,,,,,,,,,,,,,,2026-02-25
3557,嘉威,34.15,,,,,,,,,,,,,,2026-02-25
3563,牧德,519.0,,,,,,,,,,,,,,2026-02-25
3576,聯合再生,20.1,,,,,,,,,,,,,,2026-02-25
3583,辛耘,360.0,,,,,,,,,,,,,,2026-02-25
3588,通嘉,52.0,,,,,,,,,,,,,,2026-02-25
3591,艾笛森,19.25,,,,,,,,,,,,,,2026-02-25
3592,瑞鼎,237.0,,,,,,,,,,,,,,2026-02-25
3593,力銘,11.95,,,,,,,,,,,,,,2026-02-25
3596,智易,186.5,,,,,,,,,,,,,,2026-02-25
3605,宏致,64.7,,,,,,,,,,,,,,2026-02-25
3607,谷崧,13.9,,,,,,,,,,,,,,2026-02-25
3617,碩天,194.5,,,,,,,,,,,,,,2026-02-25
3622,洋華,60.0,,,,,,,,,,,,,,2026-02-25
3645,達邁,59.4,,,,,,,,,,,,,,2026-02-25
3652,精聯,28.4,,,,,,,,,,,,,,2026-02-25
3653,健策,3130.0,,,,,,,,,,,,,,2026-02-25
3661,世芯-KY,3480.0,,,,,,,,,,,,,,2026-02-25
3665,貿聯-KY,1345.0,,,,,,,,,,,,,,2026-02-25
3669,圓展,33.9,,,,,,,,,,,,,,2026-02-25
3673,TPK-KY,41.95,,,,,,,,,,,,,,2026-02-25
3679,新至陞,119.0,,,,,,,,,,,,,,2026-02-25
3686,達能,19.6,,,,,,,,,,,,,,2026-02-25
3694,海華,62.1,,,,,,,,,,,,,,2026-02-25
3701,大眾控,59.5,,,,,,,,,,,,,,2026-02-25
3702,大聯大,68.5,,,,,,,,,,,,,,2026-02-25
3703,欣陸,22.55,,,,,,,,,,,,,,2026-02-25
3704,合勤控,34.05,,,,,,,,,,,,,,2026-02-25
3705,永信,55.0,,,,,,,,,,,,,,2026-02-25
3706,神達,81.5,,,,,,,,,,,,,,2026-02-25
3708,上緯投控,118.0,,,,,,,,,,,,,,2026-02-25
3711,日月光投控,389.0,,,,,,,,,,,,,,2026-02-25
3712,永崴投控,25.45,,,,,,,,,,,,,,2026-02-25
3714,富采,38.2,,,,,,,,,,,,,,2026-02-25
3715,定穎投控,153.0,,,,,,,,,,,,,,2026-02-25
3716,中化控股,34.35,,,,,,,,,,,,,,2026-02-25
3717,聯嘉投控,17.55,,,,,,,,,,,,,,2026-02-25
4104,佳醫,78.5,,,,,,,,,,,,,,2026-02-25
4106,雃博,22.85,,,,,,,,,,,,,,2026-02-25
4108,懷特,14.2,,,,,,,,,,,,,,2026-02-25
4119,旭富,53.1,,,,,,,,,,,,,,2026-02-25
4133,亞諾法,25.2,,,,,,,,,,,,,,2026-02-25
4137,麗豐-KY,110.5,,,,,,,,,,,,,,2026-02-25
4142,國光生,17.95,,,,,,,,,,,,,,2026-02-25
4148,全宇生技-KY,36.95,,,,,,,,,,,,,,2026-02-25
4155,訊映,14.3,,,,,,,,,,,,,,2026-02-25
4164,承業醫,32.95,,,,,,,,,,,,,,2026-02-25
4190,佐登-KY,29.0,,,,,,,,,,,,,,2026-02-25
4306,炎洲,13.7,,,,,,,,,,,,,,2026-02-25
4414,如興,10.35,,,,,,,,,,,,,,2026-02-25
4426,利勤,9.49,,,,,,,,,,,,,,2026-02-25
4438,廣越,68.9,,,,,,,,,,,,,,2026-02-25
4439,冠星-KY,102.5,,,,,,,,,,,,,,2026-02-25
4440,宜新實業,17.5,,,,,,,,,,,,,,2026-02-25
4441,振大環球,249.0,,,,,,,,,,,,,,2026-02-25
4526,東台,35.3,,,,,,,,,,,,,,2026-02-25
4532,瑞智,25.85,,,,,,,,,,,,,,2026-02-25
4536,拓凱,163.0,,,,,,,,,,,,,,2026-02-25
4540,全球傳動,50.5,,,,,,,,,,,,,,2026-02-25
4545,銘鈺,35.7,,,,,,,,,,,,,,2026-02-25
4551,智伸科,123.5,,,,,,,,,,,,,,2026-02-25
4552,力達-KY,23.7,,,,,,,,,,,,,,2026-02-25
4555,氣立,37.35,,,,,,,,,,,,,,2026-02-25
4557,永新-KY,66.6,,,,,,,,,,,,,,2026-02-25
4560,強信-KY,33.55,,,,,,,,,,,,,,2026-02-25
4562,穎漢,37.8,,,,,,,,,,,,,,2026-02-25
4564,元翎,19.15,,,,,,,,,,,,,,2026-02-25
4566,時碩工業,59.7,,,,,,,,,,,,,,2026-02-25
4569,六方科-KY,152.0,,,,,,,,,,,,,,2026-02-25
4571,鈞興-KY,175.5,,,,,,,,,,,,,,2026-02-25
4572,駐龍,149.5,,,,,,,,,,,,,,2026-02-25
4576,大銀微系統,115.5,,,,,,,,,,,,,,2026-02-25
4581,光隆精密-KY,51.0,,,,,,,,,,,,,,2026-02-25
4583,台灣精銳,702.0,,,,,,,,,,,,,,2026-02-25
4585,達明,342.0,,,,,,,,,,,,,,2026-02-25
4588,玖鼎電力,66.4,,,,,,,,,,,,,,2026-02-25
4590,富田-創,78.9,,,,,,,,,,,,,,2026-02-25
4720,德淵,16.65,,,,,,,,,,,,,,2026-02-25
4722,國精化,207.0,,,,,,,,,,,,,,2026-02-25
4736,泰博,124.0,,,,,,,,,,,,,,2026-02-25
4737,華廣,54.0,,,,,,,,,,,,,,2026-02-25
4739,康普,76.4,,,,,,,,,,,,,,2026-02-25
4746,台耀,57.3,,,,,,,,,,,,,,2026-02-25
4755,三福化,149.5,,,,,,,,,,,,,,2026-02-25
4763,材料*-KY,47.35,,,,,,,,,,,,,,2026-02-25
4764,雙鍵,135.5,,,,,,,,,,,,,,2026-02-25
4766,南寶,324.5,,,,,,,,,,,,,,2026-02-25
4770,上品,247.0,,,,,,,,,,,,,,2026-02-25
4771,望隼,180.0,,,,,,,,,,,,,,2026-02-25
4807,日成-KY,17.85,,,,,,,,,,,,,,2026-02-25
4904,遠傳,94.3,,,,,,,,,,,,,,2026-02-25
4906,正文,26.95,,,,,,,,,,,,,,2026-02-25
4912,聯德控股-KY,100.0,,,,,,,,,,,,,,2026-02-25
4915,致伸,82.2,,,,,,,,,,,,,,2026-02-25
4916,事欣科,63.6,,,,,,,,,,,,,,2026-02-25
4919,新唐,70.7,,,,,,,,,,,,,,2026-02-25
4927,泰鼎-KY,44.25,,,,,,,,,,,,,,2026-02-25
4930,燦星網,21.85,,,,,,,,,,,,,,2026-02-25
4934,太極,19.0,,,,,,,,,,,,,,2026-02-25
4935,茂林-KY,39.35,,,,,,,,,,,,,,2026-02-25
4938,和碩,73.1,,,,,,,,,,,,,,2026-02-25
4942,嘉彰,38.5,,,,,,,,,,,,,,2026-02-25
4943,康控-KY,11.35,,,,,,,,,,,,,,2026-02-25
4949,有成精密,47.2,,,,,,,,,,,,,,2026-02-25
4952,凌通,42.1,,,,,,,,,,,,,,2026-02-25
4956,光鋐,25.8,,,,,,,,,,,,,,2026-02-25
4958,臻鼎-KY,205.5,,,,,,,,,,,,,,2026-02-25
4960,誠美材,14.05,,,,,,,,,,,,,,2026-02-25
4961,天鈺,148.5,,,,,,,,,,,,,,2026-02-25
4967,十銓,219.0,,,,,,,,,,,,,,2026-02-25
4968,立積,122.5,,,,,,,,,,,,,,2026-02-25
4976,佳凌,31.35,,,,,,,,,,,,,,2026-02-25
4977,眾達-KY,157.5,,,,,,,,,,,,,,2026-02-25
4989,榮科,62.3,,,,,,,,,,,,,,2026-02-25
4994,傳奇,102.5,,,,,,,,,,,,,,2026-02-25
4999,鑫禾,23.1,,,,,,,,,,,,,,2026-02-25
5007,三星,61.2,,,,,,,,,,,,,,2026-02-25
5203,訊連,77.5,,,,,,,,,,,,,,2026-02-25
5215,科嘉-KY,40.05,,,,,,,,,,,,,,2026-02-25
5222,全訊,145.5,,,,,,,,,,,,,,2026-02-25
5225,東科-KY,99.5,,,,,,,,,,,,,,2026-02-25
5234,達興材料,450.0,,,,,,,,,,,,,,2026-02-25
5243,乙盛-KY,87.6,,,,,,,,,,,,,,2026-02-25
5244,弘凱,39.1,,,,,,,,,,,,,,2026-02-25
5258,虹堡,52.5,,,,,,,,,,,,,,2026-02-25
5269,祥碩,1315.0,,,,,,,,,,,,,,2026-02-25
5283,禾聯碩,60.2,,,,,,,,,,,,,,2026-02-25
5284,jpp-KY,267.5,,,,,,,,,,,,,,2026-02-25
5285,界霖,50.9,,,,,,,,,,,,,,2026-02-25
5288,豐祥-KY,146.0,,,,,,,,,,,,,,2026-02-25
5292,華懋,183.5,,,,,,,,,,,,,,2026-02-25
5306,桂盟,93.5,,,,,,,,,,,,,,2026-02-25
5388,中磊,82.9,,,,,,,,,,,,,,2026-02-25
5434,崇越,348.0,,,,,,,,,,,,,,2026-02-25
5469,瀚宇博,94.3,,,,,,,,,,,,,,2026-02-25
5471,松翰,42.4,,,,,,,,,,,,,,2026-02-25
5484,慧友,38.6,,,,,,,,,,,,,,2026-02-25
5515,建國,33.3,,,,,,,,,,,,,,2026-02-25
5519,隆大,32.05,,,,,,,,,,,,,,2026-02-25
5521,工信,23.8,,,,,,,,,,,,,,2026-02-25
5522,遠雄,67.9,,,,,,,,,,,,,,2026-02-25
5525,順天,26.35,,,,,,,,,,,,,,2026-02-25
5531,鄉林,9.0,,,,,,,,,,,,,,2026-02-25
5533,皇鼎,14.45,,,,,,,,,,,,,,2026-02-25
5534,長虹,76.4,,,,,,,,,,,,,,2026-02-25
5538,東明-KY,33.35,,,,,,,,,,,,,,2026-02-25
5546,永固-KY,21.65,,,,,,,,,,,,,,2026-02-25
5607,遠雄港,53.5,,,,,,,,,,,,,,2026-02-25
5608,四維航,17.55,,,,,,,,,,,,,,2026-02-25
5706,鳳凰,50.8,,,,,,,,,,,,,,2026-02-25
5871,中租-KY,105.5,,,,,,,,,,,,,,2026-02-25
5876,上海商銀,40.45,,,,,,,,,,,,,,2026-02-25
5880,合庫金,23.95,,,,,,,,,,,,,,2026-02-25
5906,台南-KY,52.5,,,,,,,,,,,,,,2026-02-25
5907,大洋-KY,5.92,,,,,,,,,,,,,,2026-02-25
6005,群益證,31.25,,,,,,,,,,,,,,2026-02-25
6024,群益期,52.7,,,,,,,,,,,,,,2026-02-25
6108,競國,14.8,,,,,,,,,,,,,,2026-02-25
6112,邁達特,44.05,,,,,,,,,,,,,,2026-02-25
6115,鎰勝,48.1,,,,,,,,,,,,,,2026-02-25
6116,彩晶,8.95,,,,,,,,,,,,,,2026-02-25
6117,迎廣,75.8,,,,,,,,,,,,,,2026-02-25
6120,達運,13.35,,,,,,,,,,,,,,2026-02-25
6128,上福,26.2,,,,,,,,,,,,,,2026-02-25
6133,金橋,23.1,,,,,,,,,,,,,,2026-02-25
6136,富爾特,24.0,,,,,,,,,,,,,,2026-02-25
6139,亞翔,557.0,,,,,,,,,,,,,,2026-02-25
6141,柏承,11.3,,,,,,,,,,,,,,2026-02-25
6142,友勁,9.86,,,,,,,,,,,,,,2026-02-25
6152,百一,16.65,,,,,,,,,,,,,,2026-02-25
6153,嘉聯益,15.95,,,,,,,,,,,,,,2026-02-25
6155,鈞寶,50.5,,,,,,,,,,,,,,2026-02-25
6164,華興,12.35,,,,,,,,,,,,,,2026-02-25
6165,浪凡,43.05,,,,,,,,,,,,,,2026-02-25
6166,凌華,65.0,,,,,,,,,,,,,,2026-02-25
6176,瑞儀,135.5,,,,,,,,,,,,,,2026-02-25
6177,達麗,48.0,,,,,,,,,,,,,,2026-02-25
6183,關貿,95.6,,,,,,,,,,,,,,2026-02-25
6184,大豐電,48.15,,,,,,,,,,,,,,2026-02-25
6189,豐藝,46.3,,,,,,,,,,,,,,2026-02-25
6191,精成科,107.0,,,,,,,,,,,,,,2026-02-25
6192,巨路,128.5,,,,,,,,,,,,,,2026-02-25
6196,帆宣,292.0,,,,,,,,,,,,,,2026-02-25
6197,佳必琪,150.5,,,,,,,,,,,,,,2026-02-25
6201,亞弘電,54.0,,,,,,,,,,,,,,2026-02-25
6202,盛群,62.0,,,,,,,,,,,,,,2026-02-25
6205,詮欣,49.55,,,,,,,,,,,,,,2026-02-25
6206,飛捷,94.2,,,,,,,,,,,,,,2026-02-25
6209,今國光,65.2,,,,,,,,,,,,,,2026-02-25
6213,聯茂,146.5,,,,,,,,,,,,,,2026-02-25
6214,精誠,110.0,,,,,,,,,,,,,,2026-02-25
6215,和椿,113.5,,,,,,,,,,,,,,2026-02-25
6216,居易,27.3,,,,,,,,,,,,,,2026-02-25
6224,聚鼎,43.15,,,,,,,,,,,,,,2026-02-25
6225,天瀚,18.4,,,,,,,,,,,,,,2026-02-25
6226,光鼎,8.94,,,,,,,,,,,,,,2026-02-25
6230,尼得科超眾,143.0,,,,,,,,,,,,,,2026-02-25
6235,華孚,58.5,,,,,,,,,,,,,,2026-02-25
6239,力成,258.0,,,,,,,,,,,,,,2026-02-25
6243,迅杰,34.4,,,,,,,,,,,,,,2026-02-25
6257,矽格,137.0,,,,,,,,,,,,,,2026-02-25
6269,台郡,65.6,,,,,,,,,,,,,,2026-02-25
6271,同欣電,189.0,,,,,,,,,,,,,,2026-02-25
6272,驊陞,40.1,,,,,,,,,,,,,,2026-02-25
6277,宏正,60.1,,,,,,,,,,,,,,2026-02-25
6278,台表科,101.0,,,,,,,,,,,,,,2026-02-25
6281,全國電,60.5,,,,,,,,,,,,,,2026-02-25
6282,康舒,51.3,,,,,,,,,,,,,,2026-02-25
6283,淳安,22.15,,,,,,,,,,,,,,2026-02-25
6285,啟碁,190.0,,,,,,,,,,,,,,2026-02-25
6405,悅城,34.9,,,,,,,,,,,,,,2026-02-25
6409,旭隼,920.0,,,,,,,,,,,,,,2026-02-25
6412,群電,92.0,,,,,,,,,,,,,,2026-02-25
6414,樺漢,285.0,,,,,,,,,,,,,,2026-02-25
6415,矽力*-KY,279.0,,,,,,,,,,,,,,2026-02-25
6416,瑞祺電通,81.2,,,,,,,,,,,,,,2026-02-25
6426,統新,177.0,,,,,,,,,,,,,,2026-02-25
6431,光麗-KY,25.55,,,,,,,,,,,,,,2026-02-25
6438,迅得,152.5,,,,,,,,,,,,,,2026-02-25
6442,光聖,2080.0,,,,,,,,,,,,,,2026-02-25
6443,元晶,41.0,,,,,,,,,,,,,,2026-02-25
6446,藥華藥,747.0,,,,,,,,,,,,,,2026-02-25
6449,鈺邦,179.0,,,,,,,,,,,,,,2026-02-25
6451,訊芯-KY,211.0,,,,,,,,,,,,,,2026-02-25
6456,GIS-KY,43.45,,,,,,,,,,,,,,2026-02-25
6464,台數科,80.0,,,,,,,,,,,,,,2026-02-25
6472,保瑞,510.0,,,,,,,,,,,,,,2026-02-25
6477,安集,36.15,,,,,,,,,,,,,,2026-02-25
6491,晶碩,294.5,,,,,,,,,,,,,,2026-02-25
6504,南六,42.0,,,,,,,,,,,,,,2026-02-25
6505,台塑化,56.0,,,,,,,,,,,,,,2026-02-25
6515,穎崴,5000.0,,,,,,,,,,,,,,2026-02-25
6525,捷敏-KY,81.4,,,,,,,,,,,,,,2026-02-25
6526,達發,470.0,,,,,,,,,,,,,,2026-02-25
6531,愛普*,427.5,,,,,,,,,,,,,,2026-02-25
6533,晶心科,217.5,,,,,,,,,,,,,,2026-02-25
6534,正瀚-創,82.2,,,,,,,,,,,,,,2026-02-25
6541,泰福-KY,49.0,,,,,,,,,,,,,,2026-02-25
6550,北極星藥業-KY,33.0,,,,,,,,,,,,,,2026-02-25
6552,易華電,30.0,,,,,,,,,,,,,,2026-02-25
6558,興能高,33.35,,,,,,,,,,,,,,2026-02-25
6573,虹揚-KY,14.5,,,,,,,,,,,,,,2026-02-25
6579,研揚,114.0,,,,,,,,,,,,,,2026-02-25
6581,鋼聯,110.0,,,,,,,,,,,,,,2026-02-25
6582,申豐,33.45,,,,,,,,,,,,,,2026-02-25
6585,鼎基,89.3,,,,,,,,,,,,,,2026-02-25
6589,台康生技,61.0,,,,,,,,,,,,,,2026-02-25
6591,動力-KY,66.2,,,,,,,,,,,,,,2026-02-25
6592,和潤企業,59.9,,,,,,,,,,,,,,2026-02-25
6598,ABC-KY,24.55,,,,,,,,,,,,,,2026-02-25
6605,帝寶,141.5,,,,,,,,,,,,,,2026-02-25
6606,建德工業,25.3,,,,,,,,,,,,,,2026-02-25
