股票代號,股票名稱,收盤價,K值,D值,RSI,DIF,MACD,BB上軌,BB下軌,成交量張,量比,市值億,本益比,每股配息,殖利率,更新時間
6614,資拓宏宇,45.6,,,,,,,,,,,,,,2026-02-25
6625,必應,80.9,,,,,,,,,,,,,,2026-02-25
6641,基士德-KY,21.85,,,,,,,,,,,,,,2026-02-25
6645,金萬林-創,17.6,,,,,,,,,,,,,,2026-02-25
6655,科定,131.0,,,,,,,,,,,,,,2026-02-25
6657,華安,48.1,,,,,,,,,,,,,,2026-02-25
6658,聯策,57.0,,,,,,,,,,,,,,2026-02-25
6666,羅麗芬-KY,44.35,,,,,,,,,,,,,,2026-02-25
6668,中揚光,37.2,,,,,,,,,,,,,,2026-02-25
6669,緯穎,4060.0,,,,,,,,,,,,,,2026-02-25
6670,復盛應用,265.5,,,,,,,,,,,,,,2026-02-25
6671,三能-KY,36.95,,,,,,,,,,,,,,2026-02-25
6672,騰輝電子-KY,101.0,,,,,,,,,,,,,,2026-02-25
6674,鋐寶科技,20.0,,,,,,,,,,,,,,2026-02-25
6689,伊雲谷,60.3,,,,,,,,,,,,,,2026-02-25
6691,洋基工程,621.0,,,,,,,,,,,,,,2026-02-25
6695,芯鼎,42.65,,,,,,,,,,,,,,2026-02-25
6698,旭暉應材,34.9,,,,,,,,,,,,,,2026-02-25
6706,惠特,121.5,,,,,,,,,,,,,,2026-02-25
6715,嘉基,175.5,,,,,,,,,,,,,,2026-02-25
6719,力智,185.0,,,,,,,,,,,,,,2026-02-25
6722,輝創,42.65,,,,,,,,,,,,,,2026-02-25
6742,澤米,43.6,,,,,,,,,,,,,,2026-02-25
6743,安普新,26.8,,,,,,,,,,,,,,2026-02-25
6753,龍德造船,152.0,,,,,,,,,,,,,,2026-02-25
6754,匯僑設計,44.0,,,,,,,,,,,,,,2026-02-25
6756,威鋒電子,80.6,,,,,,,,,,,,,,2026-02-25
6757,台灣虎航,63.7,,,,,,,,,,,,,,2026-02-25
6768,志強-KY,101.0,,,,,,,,,,,,,,2026-02-25
6770,力積電,76.8,,,,,,,,,,,,,,2026-02-25
6771,平和環保-創,44.55,,,,,,,,,,,,,,2026-02-25
6776,展碁國際,58.2,,,,,,,,,,,,,,2026-02-25
6781,AES-KY,1195.0,,,,,,,,,,,,,,2026-02-25
6782,視陽,181.0,,,,,,,,,,,,,,2026-02-25
6789,采鈺,311.0,,,,,,,,,,,,,,2026-02-25
6790,永豐實,39.9,,,,,,,,,,,,,,2026-02-25
6792,詠業,59.6,,,,,,,,,,,,,,2026-02-25
6794,向榮生技,92.0,,,,,,,,,,,,,,2026-02-25
6796,晉弘,83.5,,,,,,,,,,,,,,2026-02-25
6799,來頡,83.4,,,,,,,,,,,,,,2026-02-25
6805,富世達,1555.0,,,,,,,,,,,,,,2026-02-25
6806,森崴能源,46.5,,,,,,,,,,,,,,2026-02-25
6807,峰源-KY,46.3,,,,,,,,,,,,,,2026-02-25
6830,汎銓,259.5,,,,,,,,,,,,,,2026-02-25
6831,邁科,294.5,,,,,,,,,,,,,,2026-02-25
6834,天二科技,31.8,,,,,,,,,,,,,,2026-02-25
6835,圓裕,39.25,,,,,,,,,,,,,,2026-02-25
6838,台新藥,28.25,,,,,,,,,,,,,,2026-02-25
6854,錼創科技-KY創,145.0,,,,,,,,,,,,,,2026-02-25
6861,睿生光電,104.0,,,,,,,,,,,,,,2026-02-25
6862,三集瑞-KY,205.0,,,,,,,,,,,,,,2026-02-25
6863,永道-KY,118.0,,,,,,,,,,,,,,2026-02-25
6869,雲豹能源,113.5,,,,,,,,,,,,,,2026-02-25
6873,泓德能源,110.0,,,,,,,,,,,,,,2026-02-25
6885,全福生技,28.1,,,,,,,,,,,,,,2026-02-25
6887,寶綠特-KY,49.0,,,,,,,,,,,,,,2026-02-25
6890,來億-KY,197.5,,,,,,,,,,,,,,2026-02-25
6901,鑽石投資,17.3,,,,,,,,,,,,,,2026-02-25
6902,GOGOLOOK,76.8,,,,,,,,,,,,,,2026-02-25
6906,現觀科,74.8,,,,,,,,,,,,,,2026-02-25
6909,創控,41.1,,,,,,,,,,,,,,2026-02-25
6914,阜爾運通,142.0,,,,,,,,,,,,,,2026-02-25
6916,華凌,18.85,,,,,,,,,,,,,,2026-02-25
6918,愛派司,85.2,,,,,,,,,,,,,,2026-02-25
6919,康霈*,161.5,,,,,,,,,,,,,,2026-02-25
6921,嘉雨思-創,80.3,,,,,,,,,,,,,,2026-02-25
6923,中台,92.8,,,,,,,,,,,,,,2026-02-25
6924,榮惠-KY創,64.1,,,,,,,,,,,,,,2026-02-25
6928,攸泰科技,53.4,,,,,,,,,,,,,,2026-02-25
6931,青松健康,54.6,,,,,,,,,,,,,,2026-02-25
6933,AMAX-KY,147.0,,,,,,,,,,,,,,2026-02-25
6936,永鴻生技,36.05,,,,,,,,,,,,,,2026-02-25
6937,天虹,223.5,,,,,,,,,,,,,,2026-02-25
6944,兆聯實業,728.0,,,,,,,,,,,,,,2026-02-25
6949,沛爾生醫-創,690.0,,,,,,,,,,,,,,2026-02-25
6951,青新-創,75.6,,,,,,,,,,,,,,2026-02-25
6952,大武山,43.75,,,,,,,,,,,,,,2026-02-25
6955,邦睿生技-創,171.0,,,,,,,,,,,,,,2026-02-25
6957,裕慶-KY,176.0,,,,,,,,,,,,,,2026-02-25
6958,日盛台駿,18.05,,,,,,,,,,,,,,2026-02-25
6962,奕力-KY,36.15,,,,,,,,,,,,,,2026-02-25
6965,中傑-KY,82.5,,,,,,,,,,,,,,2026-02-25
6969,成信實業*-創,31.0,,,,,,,,,,,,,,2026-02-25
6988,威力暘-創,17.55,,,,,,,,,,,,,,2026-02-25
6994,富威電力,82.4,,,,,,,,,,,,,,2026-02-25
7610,聯友金屬-創,303.0,,,,,,,,,,,,,,2026-02-25
7631,聚賢研發-創,120.0,,,,,,,,,,,,,,2026-02-25
7705,三商餐飲,38.6,,,,,,,,,,,,,,2026-02-25
7711,永擎,239.5,,,,,,,,,,,,,,2026-02-25
7721,微程式,53.0,,,,,,,,,,,,,,2026-02-25
7722,LINEPAY,415.5,,,,,,,,,,,,,,2026-02-25
7730,暉盛-創,100.0,,,,,,,,,,,,,,2026-02-25
7732,金興精密,39.95,,,,,,,,,,,,,,2026-02-25
7736,虎山,89.9,,,,,,,,,,,,,,2026-02-25
7740,熙特爾-創,180.0,,,,,,,,,,,,,,2026-02-25
7749,意騰-KY,423.5,,,,,,,,,,,,,,2026-02-25
7750,新代,1300.0,,,,,,,,,,,,,,2026-02-25
7765,中華資安,258.0,,,,,,,,,,,,,,2026-02-25
7769,鴻勁,4815.0,,,,,,,,,,,,,,2026-02-25
7780,大研生醫*,24.9,,,,,,,,,,,,,,2026-02-25
7786,東方風能,162.0,,,,,,,,,,,,,,2026-02-25
7788,松川精密,188.0,,,,,,,,,,,,,,2026-02-25
7791,皇家可口,68.7,,,,,,,,,,,,,,2026-02-25
7795,長廣,415.0,,,,,,,,,,,,,,2026-02-25
7799,禾榮科,535.0,,,,,,,,,,,,,,2026-02-25
8011,台通,21.1,,,,,,,,,,,,,,2026-02-25
8016,矽創,196.0,,,,,,,,,,,,,,2026-02-25
8021,尖點,264.5,,,,,,,,,,,,,,2026-02-25
8028,昇陽半導體,183.0,,,,,,,,,,,,,,2026-02-25
8033,雷虎,159.0,,,,,,,,,,,,,,2026-02-25
8039,台虹,88.2,,,,,,,,,,,,,,2026-02-25
8045,達運光電,82.0,,,,,,,,,,,,,,2026-02-25
8046,南電,553.0,,,,,,,,,,,,,,2026-02-25
8070,長華*,43.05,,,,,,,,,,,,,,2026-02-25
8072,陞泰,31.2,,,,,,,,,,,,,,2026-02-25
8081,致新,246.0,,,,,,,,,,,,,,2026-02-25
8101,華冠,15.8,,,,,,,,,,,,,,2026-02-25
8103,瀚荃,96.7,,,,,,,,,,,,,,2026-02-25
8104,錸寶,37.9,,,,,,,,,,,,,,2026-02-25
8105,凌巨,12.7,,,,,,,,,,,,,,2026-02-25
8110,華東,63.5,,,,,,,,,,,,,,2026-02-25
8112,至上,73.9,,,,,,,,,,,,,,2026-02-25
8114,振樺電,175.5,,,,,,,,,,,,,,2026-02-25
8131,福懋科,70.5,,,,,,,,,,,,,,2026-02-25
8150,南茂,65.0,,,,,,,,,,,,,,2026-02-25
8162,微矽電子-創,38.1,,,,,,,,,,,,,,2026-02-25
8163,達方,30.95,,,,,,,,,,,,,,2026-02-25
8201,無敵,14.25,,,,,,,,,,,,,,2026-02-25
8210,勤誠,909.0,,,,,,,,,,,,,,2026-02-25
8213,志超,38.1,,,,,,,,,,,,,,2026-02-25
8215,明基材,20.8,,,,,,,,,,,,,,2026-02-25
8222,寶一,40.1,,,,,,,,,,,,,,2026-02-25
8249,菱光,60.1,,,,,,,,,,,,,,2026-02-25
8261,富鼎,95.5,,,,,,,,,,,,,,2026-02-25
8271,宇瞻,119.5,,,,,,,,,,,,,,2026-02-25
8341,日友,78.2,,,,,,,,,,,,,,2026-02-25
8367,建新國際,44.3,,,,,,,,,,,,,,2026-02-25
8374,羅昇,86.2,,,,,,,,,,,,,,2026-02-25
8404,百和興業-KY,23.6,,,,,,,,,,,,,,2026-02-25
8411,福貞-KY,12.4,,,,,,,,,,,,,,2026-02-25
8422,可寧衛*,34.45,,,,,,,,,,,,,,2026-02-25
8429,金麗-KY,7.37,,,,,,,,,,,,,,2026-02-25
8438,昶昕,63.1,,,,,,,,,,,,,,2026-02-25
8442,威宏-KY,67.4,,,,,,,,,,,,,,2026-02-25
8443,阿瘦,11.75,,,,,,,,,,,,,,2026-02-25
8454,富邦媒,191.0,,,,,,,,,,,,,,2026-02-25
8462,柏文,143.5,,,,,,,,,,,,,,2026-02-25
8463,潤泰材,27.35,,,,,,,,,,,,,,2026-02-25
8464,億豐,419.5,,,,,,,,,,,,,,2026-02-25
8466,美吉吉-KY,22.45,,,,,,,,,,,,,,2026-02-25
8467,波力-KY,174.5,,,,,,,,,,,,,,2026-02-25
8473,山林水,38.1,,,,,,,,,,,,,,2026-02-25
8476,台境*,19.35,,,,,,,,,,,,,,2026-02-25
8478,東哥遊艇,172.0,,,,,,,,,,,,,,2026-02-25
8481,政伸,41.8,,,,,,,,,,,,,,2026-02-25
8482,商億-KY,54.1,,,,,,,,,,,,,,2026-02-25
8487,愛爾達-創,82.3,,,,,,,,,,,,,,2026-02-25
8488,吉源-KY,10.1,,,,,,,,,,,,,,2026-02-25
8499,鼎炫-KY,283.0,,,,,,,,,,,,,,2026-02-25
8926,台汽電,47.0,,,,,,,,,,,,,,2026-02-25
8940,新天地,19.8,,,,,,,,,,,,,,2026-02-25
8996,高力,911.0,,,,,,,,,,,,,,2026-02-25
9103,美德醫療-DR,5.55,,,,,,,,,,,,,,2026-02-25
9105,泰金寶-DR,6.1,,,,,,,,,,,,,,2026-02-25
9110,越南控-DR,3.03,,,,,,,,,,,,,,2026-02-25
9136,巨騰-DR,7.51,,,,,,,,,,,,,,2026-02-25
9802,鈺齊-KY,94.8,,,,,,,,,,,,,,2026-02-25
9902,台火,16.55,,,,,,,,,,,,,,2026-02-25
9904,寶成,30.8,,,,,,,,,,,,,,2026-02-25
9905,大華,20.6,,,,,,,,,,,,,,2026-02-25
9906,欣巴巴,41.15,,,,,,,,,,,,,,2026-02-25
9907,統一實,19.5,,,,,,,,,,,,,,2026-02-25
9908,大台北,30.0,,,,,,,,,,,,,,2026-02-25
9910,豐泰,95.0,,,,,,,,,,,,,,2026-02-25
9911,櫻花,86.0,,,,,,,,,,,,,,2026-02-25
9912,偉聯,12.1,,,,,,,,,,,,,,2026-02-25
9914,美利達,76.2,,,,,,,,,,,,,,2026-02-25
9917,中保科,106.0,,,,,,,,,,,,,,2026-02-25
9918,欣天然,40.9,,,,,,,,,,,,,,2026-02-25
9919,康那香,16.55,,,,,,,,,,,,,,2026-02-25
9921,巨大,82.6,,,,,,,,,,,,,,2026-02-25
9924,福興,48.1,,,,,,,,,,,,,,2026-02-25
9925,新保,40.95,,,,,,,,,,,,,,2026-02-25
9926,新海,49.95,,,,,,,,,,,,,,2026-02-25
9927,泰銘,69.9,,,,,,,,,,,,,,2026-02-25
9928,中視,18.0,,,,,,,,,,,,,,2026-02-25
9929,秋雨,10.6,,,,,,,,,,,,,,2026-02-25
9930,中聯資源,70.9,,,,,,,,,,,,,,2026-02-25
9931,欣高,35.15,,,,,,,,,,,,,,2026-02-25
9933,中鼎,31.25,,,,,,,,,,,,,,2026-02-25
9934,成霖,9.92,,,,,,,,,,,,,,2026-02-25
9935,慶豐富,19.0,,,,,,,,,,,,,,2026-02-25
9937,全國,58.8,,,,,,,,,,,,,,2026-02-25
9938,百和,51.9,,,,,,,,,,,,,,2026-02-25
9939,宏全,123.5,,,,,,,,,,,,,,2026-02-25
9940,信義,22.0,,,,,,,,,,,,,,2026-02-25
9941,裕融,73.4,,,,,,,,,,,,,,2026-02-25
9942,茂順,117.0,,,,,,,,,,,,,,2026-02-25
9943,好樂迪,59.4,,,,,,,,,,,,,,2026-02-25
9944,新麗,16.95,,,,,,,,,,,,,,2026-02-25
9945,潤泰新,29.5,,,,,,,,,,,,,,2026-02-25
9946,三發地產,16.65,,,,,,,,,,,,,,2026-02-25
9955,佳龍,33.75,,,,,,,,,,,,,,2026-02-25
9958,世紀鋼,130.5,,,,,,,,,,,,,,2026-02-25
4102,永日,20.0,,,,,,,,,,,,,,2026-02-25
4105,東洋,84.2,,,,,,,,,,,,,,2026-02-25
4107,邦特,123.5,,,,,,,,,,,,,,2026-02-25
4109,加捷生醫,13.85,,,,,,,,,,,,,,2026-02-25
4111,濟生,30.0,,,,,,,,,,,,,,2026-02-25
4113,聯上,20.05,,,,,,,,,,,,,,2026-02-25
4114,健喬,32.35,,,,,,,,,,,,,,2026-02-25
4116,明基醫,42.95,,,,,,,,,,,,,,2026-02-25
4120,友華,44.0,,,,,,,,,,,,,,2026-02-25
4121,優盛,20.15,,,,,,,,,,,,,,2026-02-25
4123,晟德,43.8,,,,,,,,,,,,,,2026-02-25
4126,太醫,80.9,,,,,,,,,,,,,,2026-02-25
4127,天良,36.9,,,,,,,,,,,,,,2026-02-25
4128,中天,18.65,,,,,,,,,,,,,,2026-02-25
4129,聯合,108.5,,,,,,,,,,,,,,2026-02-25
4130,健亞,31.75,,,,,,,,,,,,,,2026-02-25
4131,浩泰,38.7,,,,,,,,,,,,,,2026-02-25
4138,曜亞,58.7,,,,,,,,,,,,,,2026-02-25
4139,馬光-KY,23.85,,,,,,,,,,,,,,2026-02-25
4147,中裕,51.4,,,,,,,,,,,,,,2026-02-25
4153,鈺緯,34.3,,,,,,,,,,,,,,2026-02-25
4154,樂威科-KY,11.95,,,,,,,,,,,,,,2026-02-25
4157,太景*-KY,12.35,,,,,,,,,,,,,,2026-02-25
4160,訊聯基因,49.9,,,,,,,,,,,,,,2026-02-25
4161,聿新科,27.0,,,,,,,,,,,,,,2026-02-25
4162,智擎,65.0,,,,,,,,,,,,,,2026-02-25
4163,鐿鈦,109.0,,,,,,,,,,,,,,2026-02-25
4166,友霖,26.1,,,,,,,,,,,,,,2026-02-25
4167,松瑞藥,18.95,,,,,,,,,,,,,,2026-02-25
4168,醣聯,26.2,,,,,,,,,,,,,,2026-02-25
4171,瑞基,20.35,,,,,,,,,,,,,,2026-02-25
4173,久裕,22.05,,,,,,,,,,,,,,2026-02-25
4174,浩鼎,41.8,,,,,,,,,,,,,,2026-02-25
4175,杏一,57.7,,,,,,,,,,,,,,2026-02-25
4183,福永生技,16.5,,,,,,,,,,,,,,2026-02-25
4188,安克,13.85,,,,,,,,,,,,,,2026-02-25
4192,杏國,22.35,,,,,,,,,,,,,,2026-02-25
4198,欣大健康,39.0,,,,,,,,,,,,,,2026-02-25
4205,中華食,77.5,,,,,,,,,,,,,,2026-02-25
4207,環泰,20.1,,,,,,,,,,,,,,2026-02-25
4303,信立,56.4,,,,,,,,,,,,,,2026-02-25
4304,勝昱,30.5,,,,,,,,,,,,,,2026-02-25
4401,東隆興,15.85,,,,,,,,,,,,,,2026-02-25
4402,郡都開發,19.6,,,,,,,,,,,,,,2026-02-25
4406,新昕纖,10.2,,,,,,,,,,,,,,2026-02-25
4413,飛寶企業,17.65,,,,,,,,,,,,,,2026-02-25
4416,三圓,24.8,,,,,,,,,,,,,,2026-02-25
4417,金洲,53.1,,,,,,,,,,,,,,2026-02-25
4419,皇家美食,44.8,,,,,,,,,,,,,,2026-02-25
4420,光明,51.4,,,,,,,,,,,,,,2026-02-25
4430,耀億,18.8,,,,,,,,,,,,,,2026-02-25
4432,銘旺實,15.8,,,,,,,,,,,,,,2026-02-25
4433,興采,21.0,,,,,,,,,,,,,,2026-02-25
4442,竣邦-KY,56.0,,,,,,,,,,,,,,2026-02-25
4502,健信,15.8,,,,,,,,,,,,,,2026-02-25
4503,金雨,38.3,,,,,,,,,,,,,,2026-02-25
4506,崇友,115.5,,,,,,,,,,,,,,2026-02-25
4510,高鋒,45.6,,,,,,,,,,,,,,2026-02-25
4513,福裕,18.65,,,,,,,,,,,,,,2026-02-25
4523,永彰,34.8,,,,,,,,,,,,,,2026-02-25
4527,方土霖,41.65,,,,,,,,,,,,,,2026-02-25
4528,江興鍛,19.05,,,,,,,,,,,,,,2026-02-25
4529,淳紳,3.38,,,,,,,,,,,,,,2026-02-25
4533,協易機,32.95,,,,,,,,,,,,,,2026-02-25
4534,慶騰,29.5,,,,,,,,,,,,,,2026-02-25
4535,至興,29.35,,,,,,,,,,,,,,2026-02-25
4538,大詠城,19.1,,,,,,,,,,,,,,2026-02-25
4541,晟田,46.65,,,,,,,,,,,,,,2026-02-25
4542,科嶠,161.0,,,,,,,,,,,,,,2026-02-25
4543,萬在,31.15,,,,,,,,,,,,,,2026-02-25
4549,桓達,105.0,,,,,,,,,,,,,,2026-02-25
4550,長佳,26.7,,,,,,,,,,,,,,2026-02-25
4554,橙的,26.9,,,,,,,,,,,,,,2026-02-25
4556,旭然,28.2,,,,,,,,,,,,,,2026-02-25
4558,寶緯,19.0,,,,,,,,,,,,,,2026-02-25
4561,健椿,41.0,,,,,,,,,,,,,,2026-02-25
4563,百德,52.0,,,,,,,,,,,,,,2026-02-25
4568,科際精密,43.7,,,,,,,,,,,,,,2026-02-25
4577,達航科技,86.4,,,,,,,,,,,,,,2026-02-25
4580,捷流閥業,82.6,,,,,,,,,,,,,,2026-02-25
4584,君帆,45.2,,,,,,,,,,,,,,2026-02-25
4609,唐鋒,5.21,,,,,,,,,,,,,,2026-02-25
4702,中美實,9.99,,,,,,,,,,,,,,2026-02-25
4706,大恭,30.6,,,,,,,,,,,,,,2026-02-25
4707,磐亞,10.35,,,,,,,,,,,,,,2026-02-25
4711,永純,15.05,,,,,,,,,,,,,,2026-02-25
4714,永捷,16.85,,,,,,,,,,,,,,2026-02-25
4716,大立,14.9,,,,,,,,,,,,,,2026-02-25
4721,美琪瑪,67.3,,,,,,,,,,,,,,2026-02-25
4726,永昕,33.0,,,,,,,,,,,,,,2026-02-25
4728,雙美,388.5,,,,,,,,,,,,,,2026-02-25
4729,熒茂,22.85,,,,,,,,,,,,,,2026-02-25
4735,豪展,32.2,,,,,,,,,,,,,,2026-02-25
4741,泓瀚,22.4,,,,,,,,,,,,,,2026-02-25
4743,合一,59.5,,,,,,,,,,,,,,2026-02-25
4744,皇將,32.1,,,,,,,,,,,,,,2026-02-25
4745,合富-KY,21.25,,,,,,,,,,,,,,2026-02-25
4747,強生,56.5,,,,,,,,,,,,,,2026-02-25
4749,新應材,911.0,,,,,,,,,,,,,,2026-02-25
4754,國碳科,38.6,,,,,,,,,,,,,,2026-02-25
4760,勤凱,197.5,,,,,,,,,,,,,,2026-02-25
4767,誠泰科技,24.95,,,,,,,,,,,,,,2026-02-25
4768,晶呈科技,465.0,,,,,,,,,,,,,,2026-02-25
4772,台特化,338.5,,,,,,,,,,,,,,2026-02-25
4804,大略-KY,5.88,,,,,,,,,,,,,,2026-02-25
4806,桂田文創,12.1,,,,,,,,,,,,,,2026-02-25
4903,聯光通,43.95,,,,,,,,,,,,,,2026-02-25
4905,台聯電,63.0,,,,,,,,,,,,,,2026-02-25
4907,富宇,41.6,,,,,,,,,,,,,,2026-02-25
4908,前鼎,87.1,,,,,,,,,,,,,,2026-02-25
4909,新復興,63.5,,,,,,,,,,,,,,2026-02-25
4911,德英,36.55,,,,,,,,,,,,,,2026-02-25
4923,力士,32.8,,,,,,,,,,,,,,2026-02-25
4924,欣厚-KY,11.2,,,,,,,,,,,,,,2026-02-25
4931,新盛力,150.5,,,,,,,,,,,,,,2026-02-25
4933,友輝,59.5,,,,,,,,,,,,,,2026-02-25
4939,亞電,36.15,,,,,,,,,,,,,,2026-02-25
4946,辣椒,160.0,,,,,,,,,,,,,,2026-02-25
4950,金耘國際,16.0,,,,,,,,,,,,,,2026-02-25
4951,精拓科,71.5,,,,,,,,,,,,,,2026-02-25
4953,緯軟,117.5,,,,,,,,,,,,,,2026-02-25
4966,譜瑞-KY,545.0,,,,,,,,,,,,,,2026-02-25
4971,IET-KY,490.0,,,,,,,,,,,,,,2026-02-25
4972,湯石照明,17.85,,,,,,,,,,,,,,2026-02-25
4973,廣穎,46.0,,,,,,,,,,,,,,2026-02-25
4974,亞泰,77.1,,,,,,,,,,,,,,2026-02-25
4979,華星光,421.5,,,,,,,,,,,,,,2026-02-25
4987,科誠,80.8,,,,,,,,,,,,,,2026-02-25
4991,環宇-KY,345.0,,,,,,,,,,,,,,2026-02-25
4995,晶達,42.8,,,,,,,,,,,,,,2026-02-25
5009,榮剛,35.0,,,,,,,,,,,,,,2026-02-25
5011,久陽,13.3,,,,,,,,,,,,,,2026-02-25
5013,強新,29.6,,,,,,,,,,,,,,2026-02-25
5014,建錩,11.0,,,,,,,,,,,,,,2026-02-25
5015,華祺,27.9,,,,,,,,,,,,,,2026-02-25
5016,松和,25.0,,,,,,,,,,,,,,2026-02-25
5201,凱衛,39.8,,,,,,,,,,,,,,2026-02-25
5202,力新,15.05,,,,,,,,,,,,,,2026-02-25
5205,中茂,27.6,,,,,,,,,,,,,,2026-02-25
5206,坤悅,29.95,,,,,,,,,,,,,,2026-02-25
5209,新鼎,168.5,,,,,,,,,,,,,,2026-02-25
5210,寶碩,21.75,,,,,,,,,,,,,,2026-02-25
5211,蒙恬,23.55,,,,,,,,,,,,,,2026-02-25
5212,凌網,51.8,,,,,,,,,,,,,,2026-02-25
5213,亞昕,24.6,,,,,,,,,,,,,,2026-02-25
5220,萬達光電,19.65,,,,,,,,,,,,,,2026-02-25
5223,安力-KY,30.2,,,,,,,,,,,,,,2026-02-25
5227,立凱-KY,24.65,,,,,,,,,,,,,,2026-02-25
5228,鈺鎧,24.4,,,,,,,,,,,,,,2026-02-25
5230,雷笛克光學,17.5,,,,,,,,,,,,,,2026-02-25
5236,凌陽創新,128.5,,,,,,,,,,,,,,2026-02-25
5245,智晶,30.6,,,,,,,,,,,,,,2026-02-25
5251,天鉞電,32.3,,,,,,,,,,,,,,2026-02-25
5263,智崴,99.4,,,,,,,,,,,,,,2026-02-25
5272,笙科,20.9,,,,,,,,,,,,,,2026-02-25
5274,信驊,9730.0,,,,,,,,,,,,,,2026-02-25
5276,達輝-KY,15.85,,,,,,,,,,,,,,2026-02-25
5278,尚凡*,28.8,,,,,,,,,,,,,,2026-02-25
5287,數字,163.0,,,,,,,,,,,,,,2026-02-25
5289,宜鼎,779.0,,,,,,,,,,,,,,2026-02-25
5291,邑昇,53.4,,,,,,,,,,,,,,2026-02-25
5299,杰力,78.4,,,,,,,,,,,,,,2026-02-25
5301,寶得利,10.95,,,,,,,,,,,,,,2026-02-25
5302,太欣,12.6,,,,,,,,,,,,,,2026-02-25
5309,系統電,70.3,,,,,,,,,,,,,,2026-02-25
5310,天剛,27.25,,,,,,,,,,,,,,2026-02-25
5312,寶島科,99.8,,,,,,,,,,,,,,2026-02-25
5314,世紀*,90.8,,,,,,,,,,,,,,2026-02-25
5315,光聯,24.6,,,,,,,,,,,,,,2026-02-25
5321,美而快,26.35,,,,,,,,,,,,,,2026-02-25
5324,士開,10.2,,,,,,,,,,,,,,2026-02-25
5328,華容,29.25,,,,,,,,,,,,,,2026-02-25
5340,建榮,110.0,,,,,,,,,,,,,,2026-02-25
5344,立衛,14.65,,,,,,,,,,,,,,2026-02-25
5345,馥鴻,23.35,,,,,,,,,,,,,,2026-02-25
5347,世界,133.5,,,,,,,,,,,,,,2026-02-25
5348,正能量智能,16.95,,,,,,,,,,,,,,2026-02-25
5351,鈺創,58.8,,,,,,,,,,,,,,2026-02-25
5353,台林,25.4,,,,,,,,,,,,,,2026-02-25
5355,佳總,7.48,,,,,,,,,,,,,,2026-02-25
5356,協益,25.45,,,,,,,,,,,,,,2026-02-25
5364,力麗店,13.1,,,,,,,,,,,,,,2026-02-25
5381,合正,28.0,,,,,,,,,,,,,,2026-02-25
5386,青雲,214.0,,,,,,,,,,,,,,2026-02-25
5392,能率,45.0,,,,,,,,,,,,,,2026-02-25
5398,慕康生醫,23.1,,,,,,,,,,,,,,2026-02-25
5403,中菲,110.0,,,,,,,,,,,,,,2026-02-25
5410,國眾,30.35,,,,,,,,,,,,,,2026-02-25
5425,台半,62.0,,,,,,,,,,,,,,2026-02-25
5426,振發,20.95,,,,,,,,,,,,,,2026-02-25
5432,新門,151.0,,,,,,,,,,,,,,2026-02-25
5438,東友,22.0,,,,,,,,,,,,,,2026-02-25
5439,高技,292.0,,,,,,,,,,,,,,2026-02-25
5443,均豪,91.8,,,,,,,,,,,,,,2026-02-25
5450,南良,14.15,,,,,,,,,,,,,,2026-02-25
5452,佶優,31.6,,,,,,,,,,,,,,2026-02-25
5455,昇益,27.15,,,,,,,,,,,,,,2026-02-25
5457,宣德,36.7,,,,,,,,,,,,,,2026-02-25
5460,同協,15.5,,,,,,,,,,,,,,2026-02-25
5464,霖宏,27.65,,,,,,,,,,,,,,2026-02-25
5465,富驊,29.65,,,,,,,,,,,,,,2026-02-25
5468,凱鈺,17.5,,,,,,,,,,,,,,2026-02-25
5474,聰泰,151.5,,,,,,,,,,,,,,2026-02-25
5475,德宏,212.5,,,,,,,,,,,,,,2026-02-25
5478,智冠,102.5,,,,,,,,,,,,,,2026-02-25
5481,新華,22.0,,,,,,,,,,,,,,2026-02-25
5483,中美晶,118.0,,,,,,,,,,,,,,2026-02-25
5487,通泰,28.8,,,,,,,,,,,,,,2026-02-25
5488,松普,10.2,,,,,,,,,,,,,,2026-02-25
5489,彩富,40.8,,,,,,,,,,,,,,2026-02-25
5490,同亨,25.7,,,,,,,,,,,,,,2026-02-25
5493,三聯,91.3,,,,,,,,,,,,,,2026-02-25
5498,凱崴,64.0,,,,,,,,,,,,,,2026-02-25
5508,永信建,54.6,,,,,,,,,,,,,,2026-02-25
5511,德昌,66.9,,,,,,,,,,,,,,2026-02-25
5512,力麒,8.04,,,,,,,,,,,,,,2026-02-25
5514,三豐,15.85,,,,,,,,,,,,,,2026-02-25
5516,雙喜,14.1,,,,,,,,,,,,,,2026-02-25
5520,力泰,88.8,,,,,,,,,,,,,,2026-02-25
5523,豐謙,30.55,,,,,,,,,,,,,,2026-02-25
5529,鉅陞,27.1,,,,,,,,,,,,,,2026-02-25
5530,龍巖,52.8,,,,,,,,,,,,,,2026-02-25
5536,聖暉*,723.0,,,,,,,,,,,,,,2026-02-25
5543,桓鼎-KY,26.45,,,,,,,,,,,,,,2026-02-25
5547,久舜,22.2,,,,,,,,,,,,,,2026-02-25
5548,安倉,23.3,,,,,,,,,,,,,,2026-02-25
5601,台聯櫃,36.85,,,,,,,,,,,,,,2026-02-25
5603,陸海,17.5,,,,,,,,,,,,,,2026-02-25
5604,中連,36.05,,,,,,,,,,,,,,2026-02-25
5609,中菲行,78.5,,,,,,,,,,,,,,2026-02-25
