股票代號,股票名稱,收盤價,K值,D值,KD狀態,RSI,DIF,MACD,柱狀圖,MACD狀態,BB上軌,BB中軌,BB下軌,BB位置,成交量張,5日均量張,量比,市值億,本益比,EPS,每股配息,殖利率,更新時間
2308,台達電,1180.0,30.79,39.46,K<D,55.56,41.69,54.26,-12.58,DIF<MACD,1321.86,1173.75,1025.64,52.1,9075,10346,0.88,30651.01,61.65,19.14,7.0,0.59,2026-02-09 17:23:55
2312,金寶,24.25,13.25,16.51,K<D,15.71,-0.28,0.43,-0.71,DIF<MACD,36.01,28.53,21.05,21.4,22296,38795,0.57,365.07,24.01,1.01,0.6,2.47,2026-02-09 17:23:56
2313,華通,172.5,42.85,57.93,K<D,61.61,17.11,18.47,-1.36,DIF<MACD,197.84,162.4,126.96,64.2,73312,101137,0.72,2055.89,34.57,4.99,2.4,1.39,2026-02-09 17:23:57
2314,台揚,20.65,18.14,19.86,K<D,33.33,-0.44,-0.35,-0.09,DIF<MACD,23.65,21.73,19.81,21.8,121,144,0.84,9.23,15.18,,,,2026-02-09 17:23:58
2316,楠梓電,98.0,49.39,41.7,K>D,48.32,-1.1,-1.13,0.03,黃金交叉,101.88,98.01,94.14,49.9,3380,3214,1.05,177.81,8.11,12.08,0.5,0.51,2026-02-09 17:23:59
2317,鴻海,218.5,25.87,22.74,黃金交叉,43.42,-3.27,-2.61,-0.66,DIF<MACD,235.7,223.22,210.75,31.1,30709,39000,0.79,30508.58,16.28,13.42,5.8,2.65,2026-02-09 17:24:01
2321,東訊,16.15,64.97,60.92,K>D,40.91,-0.26,-0.21,-0.05,DIF<MACD,17.81,16.72,15.63,23.8,3,4,0.68,4.84,,,,,2026-02-09 17:24:02
2323,中環,10.1,17.77,19.51,K<D,35.07,-0.12,-0.02,-0.11,DIF<MACD,11.38,10.7,10.01,6.8,4176,6863,0.61,110.02,,,0.3,2.97,2026-02-09 17:24:03
2324,仁寶,30.7,19.51,26.06,K<D,38.13,0.15,0.4,-0.25,DIF<MACD,33.53,31.92,30.31,12.2,18775,30405,0.62,1337.64,20.47,1.5,1.4,4.56,2026-02-09 17:24:05
2327,國巨*,250.0,14.04,20.36,K<D,32.75,1.33,6.93,-5.61,DIF<MACD,305.98,275.77,245.57,7.3,16306,19821,0.82,5180.99,25.03,9.99,5.0,2.0,2026-02-09 17:24:06
2328,廣宇,50.6,31.15,31.11,黃金交叉,44.76,0.42,0.79,-0.37,DIF<MACD,55.23,51.61,48.0,36.0,3410,5123,0.67,262.28,28.11,1.8,1.1,2.17,2026-02-09 17:24:07
2329,華泰,51.7,11.7,13.11,K<D,16.3,-1.11,0.55,-1.66,DIF<MACD,70.31,59.56,48.81,13.4,7970,9831,0.81,289.64,31.72,1.63,1.0,1.93,2026-02-09 17:24:08
2330,台積電,1815.0,54.54,52.19,黃金交叉,56.25,48.85,56.3,-7.45,DIF<MACD,1833.82,1765.0,1696.18,86.3,38298,30311,1.26,470675.32,27.41,66.22,20.5,1.13,2026-02-09 17:24:09
2331,精英,25.4,16.37,23.32,K<D,34.48,0.37,0.89,-0.52,DIF<MACD,30.45,27.6,24.75,11.4,2406,4124,0.58,141.58,21.34,1.19,0.21,0.83,2026-02-09 17:24:11
2332,友訊,15.3,20.66,23.25,K<D,24.49,-0.07,0.06,-0.13,DIF<MACD,17.22,16.17,15.12,8.5,1445,1967,0.73,91.33,51.0,,0.1,0.65,2026-02-09 17:24:12
2337,旺宏,88.8,60.0,68.05,K<D,59.74,9.36,9.78,-0.43,DIF<MACD,98.4,77.7,57.0,76.8,124899,247697,0.5,1646.24,7.7,,,,2026-02-09 17:24:13
2338,光罩,34.75,10.35,19.22,K<D,27.03,-0.34,0.43,-0.77,DIF<MACD,43.77,39.31,34.85,-1.2,2605,1489,1.75,96.27,115.83,,1.5,4.32,2026-02-09 17:24:14
2340,台亞,24.6,13.38,16.12,K<D,22.7,-0.62,-0.29,-0.33,DIF<MACD,29.91,26.89,23.88,11.9,1347,1544,0.87,107.72,44.73,,,,2026-02-09 17:24:15
2342,茂矽,30.85,10.16,14.06,K<D,27.99,-0.18,0.47,-0.65,DIF<MACD,38.46,34.0,29.54,14.7,1181,1397,0.85,48.61,1028.33,0.03,0.3,0.97,2026-02-09 17:24:16
2344,華邦電,107.5,24.77,34.31,K<D,46.76,4.39,7.29,-2.91,DIF<MACD,129.6,109.98,90.36,43.7,155277,237460,0.65,4837.5,9.83,,,,2026-02-09 17:24:18
2345,智邦,1305.0,72.68,55.44,K>D,62.77,11.8,5.44,6.36,黃金交叉,1265.73,1179.0,1092.27,122.6,8139,5157,1.58,7293.75,32.64,39.98,11.0,0.84,2026-02-09 17:24:19
2347,聯強,66.3,52.29,54.33,K<D,62.96,1.09,1.33,-0.23,DIF<MACD,67.62,65.93,64.24,60.9,2755,3202,0.86,1105.85,12.8,5.18,4.0,6.03,2026-02-09 17:24:20
2348,海悅,74.4,27.59,33.51,K<D,37.58,-1.32,-1.1,-0.22,DIF<MACD,81.67,77.94,74.2,2.6,518,353,1.47,112.89,15.53,4.79,9.0,12.1,2026-02-09 17:24:21
2349,錸德,13.1,18.77,18.98,K<D,26.17,-0.26,-0.02,-0.25,DIF<MACD,16.71,14.53,12.34,17.3,3011,7121,0.42,90.87,12.24,,,,2026-02-09 17:24:23
2351,順德,84.4,19.78,33.8,K<D,51.01,2.32,2.74,-0.42,DIF<MACD,97.1,85.06,73.02,47.3,1149,1297,0.89,153.73,52.75,1.6,2.5,2.96,2026-02-09 17:24:24
2352,佳世達,25.05,15.57,16.86,K<D,46.95,-0.04,0.01,-0.05,DIF<MACD,27.1,25.55,24.0,33.9,2893,3653,0.79,324.65,26.94,0.93,3.55,14.17,2026-02-09 17:24:25
2353,宏碁,26.5,49.85,46.54,K>D,48.25,-0.03,-0.09,0.07,DIF>MACD,27.79,26.49,25.19,50.4,21123,53061,0.4,796.65,19.34,1.37,1.7,6.42,2026-02-09 17:24:26
2354,鴻準,57.9,31.01,25.64,黃金交叉,44.55,-1.14,-1.11,-0.03,DIF<MACD,61.12,58.59,56.07,36.3,4136,3775,1.1,818.99,25.06,2.31,1.4,2.42,2026-02-09 17:24:27
2355,敬鵬,37.4,35.42,48.92,K<D,53.48,1.58,1.64,-0.06,DIF<MACD,42.02,37.31,32.61,50.9,15100,32961,0.46,148.66,25.44,1.47,1.85,4.95,2026-02-09 17:24:28
2356,英業達,44.8,32.23,21.33,K>D,50.0,0.08,0.34,-0.26,DIF<MACD,48.85,45.24,41.63,43.9,15825,19349,0.82,1607.19,17.92,2.5,1.7,3.79,2026-02-09 17:24:30
2357,華碩,503.0,49.98,40.61,K>D,45.07,-11.86,-14.23,2.37,DIF>MACD,523.84,508.07,492.31,33.9,3822,3505,1.09,3736.08,10.8,46.58,34.0,6.76,2026-02-09 17:24:31
2359,所羅門,126.5,15.71,20.72,K<D,45.35,-1.21,-0.02,-1.18,DIF<MACD,140.37,130.85,121.33,27.2,1213,1355,0.9,216.78,139.01,0.91,1.0,0.79,2026-02-09 17:24:32
2360,致茂,1030.0,45.03,43.66,黃金交叉,50.0,33.97,42.43,-8.45,DIF<MACD,1057.82,1001.5,945.18,75.3,2564,2597,0.99,4363.16,41.28,24.95,9.0,0.87,2026-02-09 17:24:33
2362,藍天,37.35,28.43,27.59,黃金交叉,33.64,-0.5,-0.42,-0.08,DIF<MACD,39.92,38.34,36.75,18.9,333,566,0.59,215.88,15.83,2.36,2.53,6.77,2026-02-09 17:24:35
2363,矽統,49.5,10.34,17.86,K<D,45.95,0.18,0.95,-0.77,DIF<MACD,59.22,52.45,45.68,28.2,2813,3743,0.75,254.92,33.22,1.49,0.5,1.01,2026-02-09 17:24:36
2364,倫飛,61.6,28.63,23.84,K>D,29.25,-1.25,-1.07,-0.18,DIF<MACD,67.45,64.2,60.94,10.2,99,113,0.88,32.27,16.51,3.73,,,2026-02-09 17:24:38
2365,昆盈,35.05,12.42,24.88,K<D,46.31,0.18,0.62,-0.45,DIF<MACD,41.6,37.49,33.39,20.2,5088,3604,1.41,77.65,113.06,0.31,0.6,1.71,2026-02-09 17:24:39
2367,燿華,53.5,60.14,74.57,K<D,72.74,6.38,5.96,0.42,DIF>MACD,62.14,46.06,29.98,73.1,155667,151011,1.03,377.85,41.15,1.3,0.7,1.31,2026-02-09 17:24:40
2368,金像電,797.0,79.06,76.85,黃金交叉,71.14,35.9,25.63,10.27,DIF>MACD,805.25,691.25,577.25,96.4,7338,9553,0.77,3878.91,50.22,15.87,6.0,0.75,2026-02-09 17:24:41
2369,菱生,25.25,12.91,14.92,K<D,25.85,0.04,0.67,-0.63,DIF<MACD,32.0,27.72,23.44,21.2,4679,5939,0.79,94.55,15.03,,0.3,1.19,2026-02-09 17:24:43
2371,大同,36.8,15.9,18.97,K<D,23.08,0.76,1.37,-0.61,DIF<MACD,42.46,38.86,35.26,21.4,10396,15672,0.66,752.95,8.29,4.44,3.11,8.45,2026-02-09 17:24:44
2373,震旦行,54.6,32.73,32.37,黃金交叉,46.81,-0.42,-0.43,0.01,黃金交叉,55.94,54.92,53.91,34.0,70,38,1.84,122.14,14.22,3.84,3.7,6.78,2026-02-09 17:24:45
2374,佳能,78.1,13.06,24.53,K<D,46.14,-0.21,0.8,-1.01,DIF<MACD,92.14,82.79,73.44,24.9,6896,10456,0.66,254.67,42.22,1.85,0.6,0.77,2026-02-09 17:24:47
2375,凱美,83.0,9.48,12.43,K<D,17.59,-3.21,-1.04,-2.17,DIF<MACD,112.79,95.54,78.3,13.6,735,1434,0.51,90.2,21.61,3.84,1.5,1.81,2026-02-09 17:24:48
2376,技嘉,224.0,19.4,19.1,K>D,28.12,-4.47,-3.18,-1.28,DIF<MACD,250.18,236.1,222.02,7.0,5019,3821,1.31,1500.55,13.11,17.09,10.0,4.46,2026-02-09 17:24:50
2377,微星,88.5,11.45,12.42,K<D,15.52,-2.7,-1.93,-0.77,DIF<MACD,105.3,95.78,86.27,11.7,6254,6175,1.01,747.7,16.39,5.4,5.0,5.65,2026-02-09 17:24:51
2379,瑞昱,470.5,16.21,19.15,K<D,35.24,-11.17,-6.14,-5.04,DIF<MACD,558.84,504.73,450.61,18.4,2888,3793,0.76,2425.48,15.83,29.72,25.5,5.42,2026-02-09 17:24:52
2380,虹光,4.74,33.87,38.23,K<D,20.63,-0.04,-0.0,-0.04,DIF<MACD,5.32,5.05,4.78,-7.2,309,154,2.0,10.27,,,,,2026-02-09 17:24:53
2382,廣達,284.0,43.24,37.46,黃金交叉,55.75,0.06,0.35,-0.29,DIF<MACD,290.87,281.18,271.48,64.6,12736,13113,0.97,10946.83,16.36,17.36,13.0,4.58,2026-02-09 17:24:54
2383,台光電,2080.0,78.8,74.36,黃金交叉,68.83,104.1,77.77,26.33,DIF>MACD,2078.62,1767.25,1455.88,100.2,5688,5420,1.05,7436.74,55.13,37.73,16.58,0.8,2026-02-09 17:24:55
2385,群光,120.0,65.26,52.04,K>D,52.38,0.37,0.2,0.17,DIF>MACD,120.86,118.38,115.89,82.6,2180,2971,0.73,834.39,10.74,11.17,10.0,8.33,2026-02-09 17:24:57
2387,精元,39.3,54.42,38.82,K>D,46.43,-0.19,-0.2,0.01,黃金交叉,40.46,38.91,37.35,62.7,914,483,1.89,76.05,7.69,5.11,4.0,10.18,2026-02-09 17:24:58
2388,威盛,50.9,22.05,27.57,K<D,43.27,-0.59,-0.26,-0.33,DIF<MACD,56.79,52.99,49.19,22.5,1553,1961,0.79,282.84,565.56,0.09,0.2,0.39,2026-02-09 17:24:59
2390,云辰,10.2,22.04,28.38,K<D,36.73,0.07,0.16,-0.09,DIF<MACD,11.24,10.63,10.02,15.1,171,293,0.58,19.65,,,,,2026-02-09 17:25:01
2392,正崴,39.1,35.55,35.85,K<D,43.85,0.15,0.31,-0.16,DIF<MACD,41.68,39.86,38.04,29.1,931,1278,0.73,180.96,8.32,,2.5,6.39,2026-02-09 17:25:02
2393,億光,58.3,65.0,59.04,K>D,60.93,0.82,0.72,0.1,DIF>MACD,58.7,56.55,54.41,90.8,6730,4736,1.42,258.5,11.34,5.14,5.31,9.11,2026-02-09 17:25:03
2395,研華,291.0,28.36,36.85,K<D,59.82,1.05,1.42,-0.37,DIF<MACD,302.24,289.35,276.46,56.4,2447,1868,1.31,2517.7,25.0,11.64,8.39,2.88,2026-02-09 17:25:04
2397,友通,59.9,41.91,43.01,K<D,47.97,-0.25,-0.2,-0.04,DIF<MACD,62.64,60.69,58.73,29.9,144,268,0.54,68.58,14.86,4.03,3.4,5.68,2026-02-09 17:25:05
2399,映泰,22.0,9.26,12.84,K<D,18.67,-0.79,-0.3,-0.49,DIF<MACD,28.94,25.16,21.39,8.1,1378,2115,0.65,39.18,73.33,,,,2026-02-09 17:25:07
2401,凌陽,20.9,18.81,29.49,K<D,34.21,0.1,0.33,-0.22,DIF<MACD,23.55,22.07,20.58,10.7,2322,2089,1.11,122.98,10.4,,,,2026-02-09 17:25:08
2402,毅嘉,52.9,33.53,36.68,K<D,41.12,-1.28,-0.94,-0.34,DIF<MACD,58.38,54.91,51.44,21.1,3676,5043,0.73,162.69,20.83,2.54,1.97,3.72,2026-02-09 17:25:09
2404,漢唐,898.0,19.38,20.47,K<D,15.53,-16.46,-2.61,-13.85,DIF<MACD,1161.79,993.05,824.31,21.8,2068,2158,0.96,1693.51,20.29,44.26,28.0,3.12,2026-02-09 17:25:10
2405,輔信,15.8,12.94,15.35,K<D,21.82,-0.47,-0.35,-0.12,DIF<MACD,18.25,16.91,15.58,8.2,1007,1324,0.76,54.26,,,0.17,1.08,2026-02-09 17:25:12
2406,國碩,28.7,46.08,45.09,K>D,42.6,0.75,0.95,-0.2,DIF<MACD,32.95,29.85,26.75,31.5,55002,54064,1.02,100.71,,,,,2026-02-09 17:25:13
2408,南亞科,274.5,34.42,47.08,K<D,50.56,17.92,22.77,-4.85,DIF<MACD,320.21,272.68,225.14,51.9,88411,116600,0.76,8505.73,15.68,,,,2026-02-09 17:25:14
2409,友達,15.0,52.77,41.99,K>D,37.69,0.31,0.39,-0.08,DIF<MACD,16.98,15.04,13.1,48.9,155035,257985,0.6,1132.06,20.55,0.73,1.2,8.0,2026-02-09 17:25:15
2412,中華電,132.0,16.81,26.04,K<D,41.67,0.14,0.36,-0.22,DIF<MACD,134.22,133.22,132.23,-11.3,13605,12082,1.13,10239.83,26.77,4.93,5.0,3.79,2026-02-09 17:25:17
2413,環科,39.7,31.93,38.05,K<D,36.17,0.38,1.32,-0.94,DIF<MACD,51.67,45.1,38.53,8.9,3112,8311,0.37,50.56,,,0.2,0.5,2026-02-09 17:25:18
2414,精技,40.7,33.39,32.07,黃金交叉,45.45,-0.08,-0.05,-0.03,DIF<MACD,41.35,40.9,40.44,28.3,43,64,0.68,65.83,13.26,3.07,2.5,6.14,2026-02-09 17:25:19
2415,錩新,27.5,46.58,34.53,K>D,48.31,0.06,0.13,-0.07,DIF<MACD,28.39,27.1,25.82,65.5,524,174,3.01,24.75,16.98,1.62,1.2,4.36,2026-02-09 17:25:20
2417,圓剛,37.15,19.14,29.39,K<D,40.74,-0.08,0.31,-0.39,DIF<MACD,41.91,39.52,37.14,0.2,461,519,0.89,48.96,,,0.2,0.54,2026-02-09 17:25:22
2419,仲琦,27.35,9.0,18.97,K<D,36.34,0.5,1.23,-0.72,DIF<MACD,34.36,30.94,27.52,-2.5,1754,5155,0.34,87.88,30.73,,,,2026-02-09 17:25:23
2420,新巨,50.4,21.91,23.06,K<D,36.63,-0.21,0.07,-0.28,DIF<MACD,54.43,51.81,49.2,23.0,116,160,0.73,76.93,13.77,3.66,3.5,6.94,2026-02-09 17:25:24
2421,建準,147.0,49.99,45.95,K>D,44.29,-2.65,-2.75,0.1,DIF>MACD,157.21,150.45,143.69,24.5,2050,2321,0.88,400.63,20.33,7.23,3.71,2.52,2026-02-09 17:25:25
2423,固緯,45.4,7.77,10.27,K<D,12.3,-2.07,-1.31,-0.76,DIF<MACD,58.35,51.74,45.13,2.0,550,277,1.98,65.85,16.1,2.82,2.0,4.41,2026-02-09 17:25:27
2424,隴華,35.6,21.03,36.47,K<D,52.78,0.39,0.49,-0.1,DIF<MACD,41.31,36.95,32.6,34.5,7,26,0.27,21.21,,,,,2026-02-09 17:25:28
2425,承啟,28.2,22.25,21.52,K>D,21.37,-0.56,-0.27,-0.28,DIF<MACD,32.94,30.1,27.27,16.5,135,164,0.82,27.21,,,0.15,0.53,2026-02-09 17:25:29
2426,鼎元,18.4,35.87,40.78,K<D,30.34,0.38,0.5,-0.11,DIF<MACD,20.32,18.76,17.2,38.5,918,1379,0.67,55.31,15.08,,0.1,0.54,2026-02-09 17:25:31
2427,三商電,24.95,27.3,21.41,K>D,23.88,-0.44,-0.33,-0.11,DIF<MACD,27.45,26.07,24.7,9.1,421,579,0.73,49.4,17.45,1.43,0.7,2.81,2026-02-09 17:25:32
2428,興勤,168.5,35.72,32.36,K>D,40.96,-2.48,-2.11,-0.37,DIF<MACD,182.3,173.03,163.75,25.6,189,281,0.67,215.87,14.63,11.52,6.1,3.62,2026-02-09 17:25:33
2429,銘旺科,58.4,15.39,10.88,K>D,16.22,-5.34,-4.39,-0.95,DIF<MACD,82.41,67.51,52.62,19.4,410,482,0.85,49.93,,,,,2026-02-09 17:25:34
2430,燦坤,22.5,34.27,34.5,K<D,35.29,-0.09,-0.1,0.01,DIF>MACD,22.91,22.68,22.44,12.2,190,149,1.27,26.28,22.73,0.99,1.5,6.67,2026-02-09 17:25:35
2431,聯昌,15.2,36.66,48.61,K<D,59.37,0.97,0.98,-0.01,DIF<MACD,17.98,14.58,11.19,59.1,9620,5665,1.7,16.86,,,,,2026-02-09 17:25:36
2432,倚天酷碁-創,24.5,38.02,39.82,K<D,41.3,-0.26,-0.28,0.02,DIF>MACD,25.19,24.79,24.39,14.3,18,20,0.88,15.16,14.76,1.66,1.7,6.94,2026-02-09 17:25:38
2433,互盛電,46.6,41.24,41.85,K<D,46.67,-0.18,-0.2,0.02,DIF>MACD,47.02,46.7,46.38,34.9,19,18,1.06,67.34,15.23,3.06,3.0,6.44,2026-02-09 17:25:39
2434,統懋,29.9,42.35,41.46,黃金交叉,50.0,-0.28,-0.32,0.04,DIF>MACD,30.43,29.79,29.16,58.2,18,18,0.98,11.06,,,,,2026-02-09 17:25:40
2436,偉詮電,56.8,62.7,53.63,K>D,66.32,1.43,1.12,0.3,DIF>MACD,56.17,51.34,46.52,106.5,10515,5154,2.04,111.96,31.38,1.81,1.5,2.64,2026-02-09 17:25:41
2438,翔耀,21.45,17.33,23.93,K<D,46.26,-0.15,-0.06,-0.08,DIF<MACD,23.46,22.12,20.78,25.0,128,84,1.51,13.34,,,,,2026-02-09 17:25:43
2439,美律,97.6,11.85,12.84,K<D,30.92,-1.06,-0.14,-0.93,DIF<MACD,111.74,103.58,95.42,13.4,661,843,0.78,247.8,16.29,5.99,7.29,7.47,2026-02-09 17:25:44
2440,太空梭,14.6,19.64,23.88,K<D,35.58,0.01,0.25,-0.24,DIF<MACD,17.12,15.54,13.95,20.5,207,193,1.07,20.31,,,,,2026-02-09 17:25:46
2441,超豐,89.7,21.71,16.58,黃金交叉,27.41,-0.86,0.92,-1.78,DIF<MACD,108.76,94.66,80.57,32.4,10064,7359,1.37,510.25,21.56,4.16,3.0,3.34,2026-02-09 17:25:47
2442,新美齊,21.0,20.58,19.72,K>D,32.98,-0.85,-0.8,-0.05,DIF<MACD,24.84,22.37,19.89,22.4,958,1298,0.74,57.82,25.0,0.84,0.08,0.38,2026-02-09 17:25:48
2444,兆勁,12.5,19.85,22.83,K<D,50.39,0.22,0.36,-0.15,DIF<MACD,14.43,12.97,11.51,33.9,674,622,1.08,12.7,,,,,2026-02-09 17:25:50
2449,京元電子,291.5,28.75,38.45,K<D,57.26,10.34,12.79,-2.45,DIF<MACD,311.76,284.82,257.89,62.4,20626,18670,1.1,3564.3,51.96,5.61,4.0,1.37,2026-02-09 17:25:51
2450,神腦,28.85,44.01,40.75,K>D,45.83,-0.0,0.01,-0.01,DIF<MACD,29.17,28.91,28.64,39.6,113,75,1.5,74.51,18.14,1.59,1.65,5.72,2026-02-09 17:25:52
2451,創見,223.5,20.23,26.38,K<D,40.39,3.14,8.37,-5.23,DIF<MACD,266.87,240.53,214.18,17.7,7952,11249,0.71,962.62,34.98,6.39,6.09,2.72,2026-02-09 17:25:53
2453,凌群,53.4,10.32,14.67,K<D,46.12,-0.16,0.47,-0.63,DIF<MACD,61.15,56.2,51.24,21.8,319,491,0.65,53.4,16.85,3.17,2.6,4.87,2026-02-09 17:25:54
2454,聯發科,1830.0,65.44,71.64,K<D,74.13,94.02,89.08,4.95,DIF>MACD,1935.14,1650.25,1365.36,81.5,12770,12310,1.04,29208.82,27.51,66.52,54.0,2.95,2026-02-09 17:25:56
2455,全新,173.0,51.5,46.99,K>D,43.72,4.2,5.12,-0.92,DIF<MACD,184.53,170.07,155.62,60.1,11929,17172,0.69,318.14,65.78,2.63,3.22,1.86,2026-02-09 17:25:57
2457,飛宏,28.5,11.32,13.55,K<D,36.76,-0.41,0.18,-0.59,DIF<MACD,37.42,31.28,25.13,27.4,3381,5389,0.63,121.06,,,,,2026-02-09 17:25:58
2458,義隆,118.0,38.11,38.95,K<D,51.61,-0.81,-1.1,0.28,DIF>MACD,120.04,117.67,115.31,56.9,645,1520,0.42,337.86,14.82,7.96,6.41,5.43,2026-02-09 17:26:00
2459,敦吉,65.3,13.78,18.38,K<D,30.16,-0.27,0.05,-0.32,DIF<MACD,69.21,67.1,64.98,7.6,26,42,0.63,68.95,11.92,5.48,4.0,6.13,2026-02-09 17:26:01
2460,建通,22.75,36.57,28.67,黃金交叉,48.44,0.08,0.34,-0.26,DIF<MACD,23.98,22.46,20.93,59.6,290,259,1.12,38.49,22.3,,,,2026-02-09 17:26:02
2461,光群雷,16.55,46.91,35.96,K>D,43.48,0.04,0.13,-0.09,DIF<MACD,17.6,16.71,15.81,41.2,523,266,1.97,28.37,17.61,,1.67,10.09,2026-02-09 17:26:03
2462,良得電,25.15,29.15,28.52,黃金交叉,51.04,0.39,0.57,-0.18,DIF<MACD,27.29,25.43,23.57,42.5,356,435,0.82,37.92,69.86,0.36,0.81,3.22,2026-02-09 17:26:04
2464,盟立,74.6,63.13,53.63,K>D,60.0,1.84,1.55,0.29,DIF>MACD,73.75,68.67,63.59,108.3,40040,18357,2.18,154.01,31.74,,0.35,0.47,2026-02-09 17:26:05
2465,麗臺,52.8,36.61,30.61,K>D,32.85,-1.49,-1.21,-0.27,DIF<MACD,60.04,55.7,51.36,16.6,174,256,0.68,49.6,,,,,2026-02-09 17:26:07
2466,冠西電,56.0,22.56,23.67,K<D,32.22,-1.88,-1.14,-0.74,DIF<MACD,67.74,60.86,53.98,14.7,1243,988,1.26,97.14,35.9,1.56,,,2026-02-09 17:26:08
2467,志聖,268.5,68.9,65.68,K>D,58.19,7.56,5.46,2.1,DIF>MACD,280.1,253.2,226.3,78.4,7878,6670,1.18,409.53,52.75,5.09,5.0,1.86,2026-02-09 17:26:09
2468,華經,36.5,8.18,9.61,K<D,22.52,-1.24,-0.92,-0.32,DIF<MACD,42.93,39.45,35.97,7.6,165,215,0.77,25.54,32.02,1.14,0.9,2.47,2026-02-09 17:26:11
2471,資通,51.8,34.22,24.62,黃金交叉,46.57,-0.05,0.19,-0.24,DIF<MACD,54.14,51.91,49.68,47.6,330,161,2.04,24.48,16.24,3.19,3.06,5.91,2026-02-09 17:26:12
2472,立隆電,108.5,29.77,26.88,黃金交叉,37.65,-1.16,0.18,-1.34,DIF<MACD,126.39,114.28,102.16,26.2,1352,2004,0.67,178.74,15.03,7.22,3.1,2.86,2026-02-09 17:26:13
2474,可成,195.5,26.48,33.09,K<D,33.33,-0.71,0.26,-0.96,DIF<MACD,213.18,204.55,195.92,-2.4,1775,1558,1.14,1097.71,15.08,12.96,11.49,5.88,2026-02-09 17:26:14
2476,鉅祥,82.5,20.38,15.8,K>D,16.57,-2.34,-1.34,-1.0,DIF<MACD,98.2,88.32,78.45,20.5,1065,945,1.13,178.71,21.77,3.79,3.5,4.24,2026-02-09 17:26:15
2477,美隆電,23.65,12.67,15.39,K<D,39.34,-0.22,0.08,-0.3,DIF<MACD,27.07,25.05,23.03,15.3,273,267,1.02,37.5,13.83,1.71,1.3,5.5,2026-02-09 17:26:17
2478,大毅,59.2,7.46,12.18,K<D,27.88,-0.98,0.64,-1.63,DIF<MACD,77.88,67.57,57.27,9.3,604,768,0.79,84.5,17.31,3.42,1.82,3.07,2026-02-09 17:26:18
2480,敦陽科,138.0,46.77,45.18,K>D,40.91,-2.37,-2.46,0.08,DIF>MACD,144.45,140.25,136.05,23.2,280,248,1.13,146.78,17.51,7.88,7.42,5.38,2026-02-09 17:26:19
2481,強茂,86.0,21.35,28.08,K<D,38.54,0.96,1.77,-0.8,DIF<MACD,99.2,90.25,81.29,26.3,10927,18976,0.58,328.62,31.85,2.7,1.4,1.63,2026-02-09 17:26:20
2482,連宇,17.65,32.4,36.66,K<D,39.19,0.03,0.15,-0.12,DIF<MACD,18.96,18.19,17.41,15.4,82,90,0.91,13.75,,,0.61,3.46,2026-02-09 17:26:21
2483,百容,20.1,51.02,46.17,K>D,51.61,0.22,0.22,0.0,黃金交叉,20.96,19.85,18.74,61.4,380,675,0.56,21.59,35.89,0.56,0.3,1.49,2026-02-09 17:26:23
2484,希華,26.55,21.16,31.37,K<D,37.89,1.11,1.64,-0.53,DIF<MACD,31.87,27.95,24.03,32.2,1048,1784,0.59,42.33,47.41,0.56,0.7,2.64,2026-02-09 17:26:24
2485,兆赫,39.1,47.82,67.11,K<D,54.34,3.55,3.57,-0.02,DIF<MACD,45.86,38.15,30.45,56.1,66797,90707,0.74,124.22,,,,,2026-02-09 17:26:25
2486,一詮,142.0,86.31,85.66,黃金交叉,83.56,11.81,9.23,2.58,DIF>MACD,153.22,113.96,74.7,85.7,5635,6448,0.87,329.38,710.0,0.2,0.5,0.35,2026-02-09 17:26:26
2488,漢平,46.5,53.32,47.73,黃金交叉,59.46,0.1,0.09,0.01,黃金交叉,47.07,45.86,44.66,76.3,161,97,1.66,37.2,9.49,4.9,3.2,6.88,2026-02-09 17:26:28
2489,瑞軒,23.75,67.42,58.99,K>D,65.33,1.71,1.65,0.06,DIF>MACD,26.21,20.7,15.19,77.7,10644,6204,1.72,144.87,16.61,1.43,1.0,4.21,2026-02-09 17:26:29
2491,吉祥全,17.05,13.36,10.03,K>D,22.43,-0.66,-0.45,-0.22,DIF<MACD,21.62,18.72,15.81,21.3,146,324,0.45,13.98,24.01,0.71,,,2026-02-09 17:26:30
2492,華新科,122.0,9.87,16.38,K<D,31.16,-0.77,2.66,-3.43,DIF<MACD,160.09,138.15,116.21,13.2,4623,5460,0.85,591.46,25.31,4.82,2.41,1.98,2026-02-09 17:26:31
2493,揚博,108.0,27.32,21.53,K>D,27.12,-1.83,-0.38,-1.45,DIF<MACD,128.53,114.95,101.37,24.4,504,700,0.72,193.1,24.55,4.4,4.0,3.7,2026-02-09 17:26:33
2495,普安,30.55,13.15,24.14,K<D,37.02,0.12,0.72,-0.6,DIF<MACD,36.7,33.13,29.57,13.7,2589,4035,0.64,83.57,32.16,0.95,1.3,4.26,2026-02-09 17:26:34
2496,卓越,69.7,37.38,44.9,K<D,55.88,0.33,0.4,-0.07,DIF<MACD,70.9,69.75,68.59,48.1,73,34,2.12,13.31,10.72,6.5,7.18,10.3,2026-02-09 17:26:35
2497,怡利電,45.7,6.42,11.44,K<D,16.67,-0.91,0.02,-0.93,DIF<MACD,56.14,51.0,45.85,-1.5,287,299,0.96,53.97,18.73,2.44,2.0,4.38,2026-02-09 17:26:36
