股票代號,股票名稱,收盤價,K值,D值,KD狀態,RSI,DIF,MACD,柱狀圖,MACD狀態,BB上軌,BB中軌,BB下軌,BB位置,成交量張,5日均量張,量比,市值億,本益比,EPS,每股配息,殖利率,更新時間
1568,倉佑,23.1,17.53,18.0,K<D,8.57,0.04,0.3,-0.26,DIF<MACD,26.53,24.28,22.03,23.7,107,89,1.2,23.81,20.26,1.14,1.2,5.19,2026-02-09 17:21:07
1582,信錦,67.0,17.37,22.97,K<D,49.02,0.31,0.55,-0.24,DIF<MACD,72.16,67.71,63.27,42.0,433,541,0.8,96.66,14.82,4.52,5.5,8.21,2026-02-09 17:21:08
1583,程泰,47.7,24.17,28.68,K<D,36.47,0.51,0.75,-0.23,DIF<MACD,50.98,48.32,45.66,38.4,14,21,0.66,52.18,21.98,2.17,3.03,6.35,2026-02-09 17:21:09
1587,吉茂,44.95,16.69,11.45,黃金交叉,18.21,-1.63,-0.86,-0.77,DIF<MACD,56.01,48.7,41.39,24.3,675,579,1.17,35.99,224.75,0.2,0.5,1.11,2026-02-09 17:21:10
1589,永冠-KY,16.1,10.31,15.2,K<D,29.41,-0.26,-0.06,-0.19,DIF<MACD,19.04,17.42,15.8,9.4,890,934,0.95,24.65,3.52,,,,2026-02-09 17:21:11
1590,亞德客-KY,1215.0,82.72,81.46,K>D,77.94,64.67,48.27,16.4,DIF>MACD,1256.07,1078.6,901.13,88.4,670,1335,0.5,2430.0,30.9,39.32,20.01,1.65,2026-02-09 17:21:13
1597,直得,80.2,31.43,31.44,K<D,44.26,0.89,1.48,-0.59,DIF<MACD,86.16,80.44,74.72,47.9,520,434,1.2,69.98,101.52,0.79,0.7,0.87,2026-02-09 17:21:14
1598,岱宇,20.1,44.19,42.04,K>D,43.14,-0.22,-0.23,0.02,DIF>MACD,21.97,20.55,19.14,34.0,157,155,1.01,33.43,38.65,0.52,0.5,2.49,2026-02-09 17:21:15
1603,華電,38.05,15.98,24.4,K<D,31.91,0.12,0.65,-0.53,DIF<MACD,43.76,40.57,37.38,10.5,551,675,0.82,60.44,10.34,3.68,1.5,3.94,2026-02-09 17:21:16
1604,聲寶,23.7,23.8,34.17,K<D,35.29,-0.11,-0.1,-0.01,DIF<MACD,24.2,23.97,23.73,-7.0,416,231,1.8,86.21,14.45,1.64,1.5,6.33,2026-02-09 17:21:17
1605,華新,35.85,13.87,20.72,K<D,35.01,0.14,1.2,-1.07,DIF<MACD,45.95,40.14,34.33,13.0,70776,104961,0.67,1588.63,99.58,0.36,0.5,1.39,2026-02-09 17:21:18
1608,華榮,33.0,10.19,17.51,K<D,25.38,-1.16,-0.4,-0.76,DIF<MACD,42.56,37.41,32.26,7.2,2811,4912,0.57,139.99,6.78,4.87,1.0,3.03,2026-02-09 17:21:20
1609,大亞,37.85,12.13,15.22,K<D,37.16,-0.32,0.37,-0.7,DIF<MACD,46.11,41.21,36.31,15.7,3176,5341,0.59,296.34,21.03,1.8,0.75,1.98,2026-02-09 17:21:21
1611,中電,13.1,29.71,27.18,K>D,32.73,0.0,0.1,-0.1,DIF<MACD,14.42,13.57,12.72,22.5,577,452,1.27,42.28,77.06,0.17,0.8,6.11,2026-02-09 17:21:22
1612,宏泰,35.65,23.05,27.15,K<D,31.47,0.15,0.39,-0.24,DIF<MACD,39.07,36.55,34.03,32.1,864,942,0.92,112.68,13.5,2.64,2.1,5.89,2026-02-09 17:21:23
1614,三洋電,33.45,43.14,46.5,K<D,44.26,-0.15,-0.09,-0.06,DIF<MACD,34.57,33.85,33.12,22.7,35,42,0.85,86.61,32.48,1.03,0.58,1.73,2026-02-09 17:21:25
1615,大山,47.2,18.95,22.97,K<D,31.9,-0.37,-0.1,-0.27,DIF<MACD,50.78,48.88,46.99,5.6,63,142,0.45,92.83,11.13,4.24,2.0,4.24,2026-02-09 17:21:27
1616,億泰,28.25,29.91,28.74,黃金交叉,31.07,-0.17,-0.04,-0.13,DIF<MACD,30.51,28.86,27.2,31.7,949,1281,0.74,53.53,7.53,3.75,1.8,6.37,2026-02-09 17:21:28
1617,榮星,15.9,17.72,20.53,K<D,35.96,0.21,0.42,-0.2,DIF<MACD,18.15,16.46,14.76,33.6,155,134,1.16,25.09,,,0.5,3.14,2026-02-09 17:21:29
1618,合機,43.8,14.62,19.66,K<D,44.48,0.26,0.76,-0.5,DIF<MACD,50.27,45.47,40.67,32.6,704,909,0.77,84.4,10.33,4.24,1.5,3.42,2026-02-09 17:21:31
1626,艾美特-KY,10.65,8.37,19.39,K<D,43.75,-0.12,-0.08,-0.04,DIF<MACD,11.73,11.11,10.48,13.5,78,134,0.59,15.96,,,,,2026-02-09 17:21:32
1702,南僑,37.6,43.94,37.62,K>D,49.15,-0.24,-0.25,0.0,黃金交叉,38.38,37.78,37.17,35.3,211,213,0.99,93.28,20.89,1.8,2.5,6.65,2026-02-09 17:21:33
1707,葡萄王,121.0,43.86,43.86,K<D,47.37,-0.75,-0.76,0.01,DIF>MACD,123.71,122.08,120.44,17.0,72,65,1.11,179.25,14.77,8.19,6.4,5.29,2026-02-09 17:21:34
1708,東鹼,35.0,62.73,59.5,黃金交叉,63.12,0.49,0.37,0.12,DIF>MACD,35.21,33.58,31.95,93.6,2093,1891,1.11,87.15,11.74,2.98,2.0,5.71,2026-02-09 17:21:36
1709,和益,16.75,22.72,28.49,K<D,42.42,-0.01,0.04,-0.05,DIF<MACD,17.4,17.02,16.65,13.5,210,308,0.68,79.9,16.42,1.02,0.8,4.78,2026-02-09 17:21:37
1710,東聯,12.7,17.72,26.17,K<D,50.0,0.08,0.17,-0.09,DIF<MACD,13.92,12.97,12.03,35.4,1560,1743,0.9,111.38,13.23,,,,2026-02-09 17:21:38
1711,永光,23.8,64.85,50.04,K>D,54.21,0.59,0.56,0.03,黃金交叉,24.63,22.52,20.42,80.3,25988,33360,0.78,130.37,,,0.3,1.26,2026-02-09 17:21:39
1712,興農,46.1,61.14,53.1,K>D,52.38,0.43,0.47,-0.04,DIF<MACD,46.87,45.9,44.92,60.4,323,364,0.89,193.85,17.6,2.62,2.5,5.42,2026-02-09 17:21:40
1713,國化,46.7,18.17,19.48,K<D,27.03,-0.04,0.51,-0.54,DIF<MACD,52.69,49.23,45.78,13.4,233,320,0.73,70.49,4.78,9.78,7.5,16.06,2026-02-09 17:21:42
1714,和桐,9.08,33.62,38.51,K<D,50.39,0.14,0.18,-0.04,DIF<MACD,9.3,9.15,8.99,27.7,2243,2316,0.97,89.14,21.12,0.43,0.21,2.31,2026-02-09 17:21:43
1717,長興,54.7,10.02,16.13,K<D,29.12,1.3,3.21,-1.91,DIF<MACD,72.37,62.4,52.42,11.4,16140,22983,0.7,641.22,36.71,1.49,1.2,2.19,2026-02-09 17:21:44
1718,中纖,6.98,20.94,23.74,K<D,44.22,0.0,0.03,-0.03,DIF<MACD,7.45,7.13,6.82,25.8,2163,2586,0.84,93.64,,,,,2026-02-09 17:21:46
1720,生達,60.8,33.87,32.95,黃金交叉,50.0,0.04,0.12,-0.08,DIF<MACD,62.33,61.03,59.73,41.1,174,182,0.96,108.65,12.16,5.0,2.8,4.61,2026-02-09 17:21:47
1721,三晃,17.2,38.23,36.26,K>D,34.33,0.61,0.96,-0.35,DIF<MACD,21.79,18.64,15.48,27.2,2309,2767,0.83,31.8,,,,,2026-02-09 17:21:48
1722,台肥,45.7,14.71,20.01,K<D,40.5,-0.29,-0.19,-0.1,DIF<MACD,47.87,46.65,45.42,11.3,1532,1611,0.95,447.86,29.11,1.57,2.0,4.38,2026-02-09 17:21:49
1723,中碳,73.0,42.4,51.88,K<D,59.0,0.66,0.67,-0.01,DIF<MACD,74.53,72.32,70.12,65.3,288,280,1.03,169.47,23.1,3.16,4.5,6.16,2026-02-09 17:21:51
1725,元禎,27.0,14.48,13.79,黃金交叉,26.47,-0.28,0.05,-0.32,DIF<MACD,30.8,28.41,26.03,20.3,22,56,0.4,49.09,16.77,1.61,1.25,4.63,2026-02-09 17:21:52
1726,永記,75.8,28.79,30.45,K<D,47.37,-0.04,-0.02,-0.02,DIF<MACD,76.3,75.96,75.61,27.2,16,12,1.35,122.8,13.25,5.72,3.6,4.75,2026-02-09 17:21:53
1727,中華化,40.65,17.42,20.0,K<D,26.06,-0.81,-0.05,-0.76,DIF<MACD,50.21,45.15,40.09,5.6,1289,1846,0.7,50.96,451.67,0.09,0.5,1.23,2026-02-09 17:21:54
1730,花仙子,53.1,30.53,36.64,K<D,70.59,0.1,0.05,0.05,DIF>MACD,53.48,52.79,52.11,72.3,41,36,1.13,33.58,11.99,4.43,3.0,5.65,2026-02-09 17:21:56
1731,美吾華,21.9,25.23,29.36,K<D,50.0,0.01,0.02,-0.01,DIF<MACD,22.09,21.91,21.73,46.5,112,63,1.76,29.11,16.72,1.31,1.2,5.48,2026-02-09 17:21:57
1732,毛寶,27.5,10.94,20.88,K<D,50.76,-0.06,0.08,-0.13,DIF<MACD,31.21,28.28,25.34,36.8,350,419,0.84,11.67,76.39,0.36,0.5,1.82,2026-02-09 17:21:58
1733,五鼎,30.4,68.39,51.99,K>D,60.49,-0.09,-0.24,0.14,DIF>MACD,30.39,29.57,28.76,100.6,220,203,1.09,30.38,20.27,1.5,1.2,3.95,2026-02-09 17:21:59
1734,杏輝,30.65,19.87,30.67,K<D,45.16,0.01,0.06,-0.05,DIF<MACD,31.31,30.89,30.48,20.7,158,146,1.09,58.3,16.93,1.81,0.95,3.1,2026-02-09 17:22:01
1735,日勝化,17.25,34.22,37.31,K<D,47.17,0.11,0.13,-0.02,DIF<MACD,19.06,17.36,15.67,46.6,381,1146,0.33,17.14,38.33,0.45,0.8,4.64,2026-02-09 17:22:02
1736,喬山,137.5,17.6,21.88,K<D,29.03,-2.77,-1.65,-1.12,DIF<MACD,159.61,148.4,137.19,1.4,427,439,0.97,417.04,14.72,9.34,4.0,2.91,2026-02-09 17:22:03
1737,臺鹽,31.45,19.64,32.41,K<D,45.0,-0.03,-0.01,-0.02,DIF<MACD,31.8,31.62,31.43,5.3,81,71,1.13,62.9,18.95,1.66,1.3,4.13,2026-02-09 17:22:04
1752,南光,36.4,37.14,41.94,K<D,47.37,-0.2,-0.24,0.03,DIF>MACD,36.86,36.51,36.16,34.2,49,57,0.85,36.76,14.33,2.54,1.6,4.4,2026-02-09 17:22:06
1760,寶齡富錦,61.8,13.58,20.96,K<D,41.28,-0.48,-0.05,-0.44,DIF<MACD,68.0,64.58,61.15,9.5,119,142,0.84,52.99,30.44,2.03,1.8,2.91,2026-02-09 17:22:07
1762,中化生,25.6,13.35,28.8,K<D,46.32,0.24,0.36,-0.12,DIF<MACD,27.48,26.03,24.58,35.1,59,43,1.38,19.69,56.89,,0.19,0.74,2026-02-09 17:22:08
1773,勝一,146.0,32.91,18.76,K>D,35.06,-2.08,-0.62,-1.46,DIF<MACD,166.06,150.35,134.64,36.2,1130,598,1.89,438.0,22.39,6.52,2.5,1.71,2026-02-09 17:22:09
1776,展宇,14.95,18.63,27.56,K<D,22.22,-0.08,-0.0,-0.07,DIF<MACD,15.83,15.38,14.93,2.5,26,33,0.78,8.99,83.06,0.18,0.8,5.35,2026-02-09 17:22:10
1783,和康生,44.15,17.94,24.81,K<D,27.0,0.18,0.57,-0.4,DIF<MACD,47.95,46.23,44.52,-10.8,177,97,1.83,39.59,17.05,2.59,0.83,1.88,2026-02-09 17:22:12
1786,科妍,72.6,4.6,10.34,K<D,25.95,-0.74,0.15,-0.89,DIF<MACD,83.99,78.52,73.06,-4.2,299,245,1.22,54.32,32.85,2.21,3.24,4.46,2026-02-09 17:22:13
1789,神隆,22.9,8.19,15.74,K<D,24.64,0.64,1.26,-0.61,DIF<MACD,28.28,25.23,22.18,11.8,1664,1530,1.09,181.08,95.42,0.24,0.35,1.53,2026-02-09 17:22:15
1795,美時,334.0,40.49,61.92,K<D,58.62,13.55,14.82,-1.27,DIF<MACD,376.33,332.77,289.22,51.4,2428,4319,0.56,877.78,18.52,18.03,5.78,1.73,2026-02-09 17:22:16
1802,台玻,44.55,38.89,50.68,K<D,41.36,2.79,3.46,-0.68,DIF<MACD,59.25,47.27,35.3,38.6,112561,56090,2.01,1295.54,13.26,,,,2026-02-09 17:22:18
1805,寶徠,11.85,45.48,51.01,K<D,50.0,-0.0,0.02,-0.02,DIF<MACD,12.34,12.0,11.66,27.8,28,55,0.51,15.99,5.81,2.04,,,2026-02-09 17:22:19
1806,冠軍,8.78,20.11,21.54,K<D,23.33,-0.05,-0.03,-0.02,DIF<MACD,9.28,9.0,8.72,10.8,227,277,0.82,33.94,27.44,0.32,1.0,11.39,2026-02-09 17:22:21
1808,潤隆,31.4,35.4,36.54,K<D,39.29,-0.55,-0.54,-0.01,DIF<MACD,34.1,32.31,30.51,24.7,757,761,0.99,252.37,14.74,,2.22,7.07,2026-02-09 17:22:22
1809,中釉,22.9,13.82,24.19,K<D,36.39,1.12,1.6,-0.49,DIF<MACD,29.65,24.61,19.56,33.1,2090,5614,0.37,38.25,134.71,0.17,0.25,1.09,2026-02-09 17:22:24
1810,和成,18.4,23.39,22.99,黃金交叉,24.42,0.0,0.22,-0.22,DIF<MACD,20.8,19.32,17.84,18.8,556,702,0.79,55.54,460.0,0.04,0.19,1.03,2026-02-09 17:22:25
1817,凱撒衛,38.6,46.08,46.91,K<D,51.52,0.04,0.04,-0.0,DIF<MACD,38.91,38.59,38.28,51.2,11,29,0.41,28.02,9.6,4.02,2.4,6.22,2026-02-09 17:22:26
1903,士紙,54.2,15.99,24.69,K<D,42.86,-0.33,0.13,-0.46,DIF<MACD,59.86,56.34,52.82,19.6,210,227,0.93,140.94,117.83,0.46,,,2026-02-09 17:22:27
1904,正隆,18.05,69.04,54.72,K>D,53.33,0.04,0.01,0.04,DIF>MACD,18.27,17.84,17.4,74.5,842,720,1.17,200.04,66.85,0.27,0.45,2.49,2026-02-09 17:22:29
1905,華紙,11.95,29.57,30.73,K<D,39.39,0.01,0.06,-0.05,DIF<MACD,12.6,12.24,11.88,10.2,1161,1392,0.83,131.79,,,,,2026-02-09 17:22:30
1906,寶隆,11.7,33.57,29.39,K>D,25.0,-0.08,-0.06,-0.03,DIF<MACD,12.24,11.91,11.58,18.7,117,60,1.93,17.67,97.5,0.12,0.1,0.85,2026-02-09 17:22:31
1907,永豐餘,26.15,77.86,58.89,K>D,60.98,-0.06,-0.19,0.13,DIF>MACD,26.26,25.37,24.48,93.7,1779,1244,1.43,434.19,21.79,1.2,0.8,3.06,2026-02-09 17:22:33
1909,榮成,9.81,32.89,27.87,K>D,43.45,-0.08,-0.08,-0.01,DIF<MACD,10.29,9.93,9.58,32.4,1149,1811,0.63,128.67,,,,,2026-02-09 17:22:34
2002,中鋼,20.35,58.23,63.58,K<D,63.95,0.46,0.42,0.04,DIF>MACD,21.38,19.9,18.41,65.3,37085,64601,0.57,3119.21,62.02,,0.33,1.62,2026-02-09 17:22:35
2006,東和鋼鐵,71.3,63.85,54.75,K>D,59.18,0.83,0.89,-0.06,DIF<MACD,71.85,70.49,69.12,79.8,1393,1308,1.06,520.64,11.69,6.1,4.0,5.61,2026-02-09 17:22:36
2007,燁興,8.22,22.8,33.31,K<D,52.73,0.17,0.21,-0.04,DIF<MACD,8.89,8.27,7.64,46.3,263,456,0.58,43.62,,,,,2026-02-09 17:22:38
2008,高興昌,29.2,18.95,30.9,K<D,52.22,0.05,0.09,-0.04,DIF<MACD,29.93,29.29,28.66,42.7,13,7,1.63,55.73,48.67,0.6,0.5,1.71,2026-02-09 17:22:39
2009,第一銅,43.2,9.75,17.39,K<D,37.27,-0.9,0.15,-1.06,DIF<MACD,55.09,48.71,42.32,6.9,2333,6713,0.35,155.36,130.91,0.33,0.5,1.16,2026-02-09 17:22:40
2010,春源,22.1,71.38,69.41,K>D,63.77,0.33,0.26,0.07,DIF>MACD,22.42,21.49,20.56,82.9,1281,2205,0.58,143.13,9.95,2.22,1.3,5.88,2026-02-09 17:22:42
2012,春雨,16.8,17.29,26.25,K<D,38.46,0.15,0.26,-0.11,DIF<MACD,17.58,17.11,16.65,16.2,13,31,0.41,46.83,50.91,0.33,1.0,5.95,2026-02-09 17:22:43
2013,中鋼構,41.35,12.7,19.71,K<D,37.8,-0.14,-0.03,-0.12,DIF<MACD,43.15,42.08,41.02,15.7,80,99,0.81,82.7,14.02,2.95,2.0,4.84,2026-02-09 17:22:45
2014,中鴻,18.0,47.57,57.9,K<D,60.45,0.74,0.73,0.01,DIF>MACD,20.19,17.62,15.05,57.4,7654,20821,0.37,258.4,48.32,,,,2026-02-09 17:22:46
2015,豐興,65.0,55.2,62.62,K<D,55.41,0.59,0.54,0.05,DIF>MACD,66.14,64.55,62.97,64.1,205,223,0.92,378.04,16.21,4.01,3.5,5.38,2026-02-09 17:22:47
2017,官田鋼,8.69,16.14,19.97,K<D,41.83,0.01,0.05,-0.04,DIF<MACD,9.16,8.9,8.65,7.9,610,666,0.92,37.14,,,,,2026-02-09 17:22:49
2020,美亞,24.05,44.13,46.81,K<D,54.29,0.15,0.15,-0.01,DIF<MACD,24.48,23.93,23.38,60.9,204,360,0.57,64.22,12.66,1.9,2.2,9.15,2026-02-09 17:22:50
2022,聚亨,8.51,12.63,24.05,K<D,37.8,0.07,0.14,-0.07,DIF<MACD,9.26,8.84,8.42,11.1,308,501,0.62,28.69,,,,,2026-02-09 17:22:51
2023,燁輝,14.8,15.85,23.32,K<D,50.0,0.0,0.02,-0.02,DIF<MACD,15.33,14.9,14.47,38.1,1301,1680,0.77,277.68,38.95,,,,2026-02-09 17:22:52
2024,志聯,15.8,35.69,39.38,K<D,47.5,-0.04,-0.04,-0.0,DIF<MACD,16.49,15.94,15.4,36.8,3,6,0.5,15.4,,,,,2026-02-09 17:22:54
2025,千興,12.0,23.49,30.09,K<D,33.72,0.28,0.52,-0.24,DIF<MACD,14.08,12.84,11.59,16.3,281,212,1.32,20.72,,,,,2026-02-09 17:22:55
2027,大成鋼,37.7,33.47,44.51,K<D,57.56,0.42,0.47,-0.04,DIF<MACD,39.88,37.46,35.03,55.1,14200,19414,0.73,887.4,14.39,2.62,1.1,2.92,2026-02-09 17:22:56
2028,威致,18.25,20.22,32.04,K<D,47.54,0.32,0.46,-0.14,DIF<MACD,20.37,18.88,17.38,29.1,139,196,0.71,59.13,82.95,0.22,0.6,3.29,2026-02-09 17:22:57
2029,盛餘,21.5,44.13,47.04,K<D,58.33,0.13,0.11,0.02,DIF>MACD,21.86,21.25,20.65,70.4,52,141,0.37,69.05,20.48,1.05,1.25,5.81,2026-02-09 17:22:59
2030,彰源,16.35,25.97,39.8,K<D,51.97,0.46,0.57,-0.11,DIF<MACD,17.74,16.53,15.32,42.5,801,1707,0.47,45.12,52.74,0.31,0.71,4.34,2026-02-09 17:23:00
2031,新光鋼,39.6,39.35,38.81,黃金交叉,56.41,0.23,0.23,-0.0,DIF<MACD,39.99,38.96,37.94,81.1,828,793,1.04,127.17,16.5,2.4,2.5,6.31,2026-02-09 17:23:01
2032,新鋼,16.6,27.21,32.41,K<D,51.89,0.34,0.45,-0.11,DIF<MACD,17.68,16.67,15.66,46.5,451,840,0.54,21.67,33.88,0.49,0.38,2.29,2026-02-09 17:23:03
2033,佳大,16.15,23.93,31.85,K<D,50.0,0.09,0.12,-0.02,DIF<MACD,16.77,16.25,15.72,41.0,68,134,0.51,13.03,55.69,0.29,0.2,1.24,2026-02-09 17:23:04
2034,允強,21.1,23.19,36.33,K<D,53.4,0.24,0.31,-0.07,DIF<MACD,22.65,21.45,20.24,35.6,1532,2024,0.76,111.62,26.71,,1.0,4.74,2026-02-09 17:23:05
2038,海光,15.35,25.79,34.49,K<D,54.55,0.27,0.32,-0.05,DIF<MACD,16.53,15.42,14.3,47.0,476,1438,0.33,29.8,,,0.2,1.3,2026-02-09 17:23:06
2049,上銀,235.5,21.5,28.97,K<D,50.9,6.99,9.67,-2.67,DIF<MACD,264.08,233.28,202.47,53.6,5142,4692,1.1,833.18,59.92,3.93,2.4,1.02,2026-02-09 17:23:08
2059,川湖,2910.0,8.14,12.69,K<D,12.76,-139.3,-97.27,-42.03,DIF<MACD,3727.86,3291.5,2855.14,6.3,795,857,0.93,2773.14,33.38,87.17,32.2,1.11,2026-02-09 17:23:09
2062,橋椿,21.75,29.92,25.81,黃金交叉,30.67,0.09,0.23,-0.14,DIF<MACD,23.56,22.24,20.92,31.4,171,198,0.86,43.5,30.21,0.72,1.8,8.28,2026-02-09 17:23:10
2069,運錩,18.7,19.04,34.06,K<D,44.66,0.28,0.51,-0.22,DIF<MACD,20.73,19.58,18.42,12.0,437,652,0.67,31.11,11.84,1.58,0.9,4.81,2026-02-09 17:23:11
2101,南港,34.4,17.01,19.17,K<D,19.77,-0.66,-0.47,-0.2,DIF<MACD,38.27,36.32,34.36,1.1,1260,1190,1.06,249.49,71.67,,1.77,5.15,2026-02-09 17:23:12
2102,泰豐,19.35,33.89,51.05,K<D,32.56,-0.02,0.04,-0.07,DIF<MACD,20.47,19.98,19.49,-14.5,627,449,1.4,88.93,,,,,2026-02-09 17:23:14
2103,台橡,16.1,58.5,44.67,K>D,59.14,0.02,-0.04,0.06,黃金交叉,16.07,15.28,14.5,101.7,9081,4191,2.17,132.94,134.17,0.12,0.63,3.91,2026-02-09 17:23:15
2104,國際中橡,11.0,16.73,22.38,K<D,30.88,-0.1,0.08,-0.17,DIF<MACD,12.95,11.79,10.63,15.9,1831,2914,0.63,106.7,40.74,,,,2026-02-09 17:23:16
2105,正新,30.2,28.49,28.19,K>D,33.33,-0.08,0.01,-0.09,DIF<MACD,31.97,30.86,29.75,20.2,4933,7473,0.66,978.91,19.24,1.57,2.4,7.95,2026-02-09 17:23:18
2106,建大,19.55,28.37,27.37,黃金交叉,26.87,-0.15,-0.07,-0.08,DIF<MACD,21.08,19.96,18.83,31.9,316,633,0.5,186.68,72.41,0.27,1.1,5.63,2026-02-09 17:23:19
2107,厚生,24.9,24.03,22.68,黃金交叉,46.87,0.07,0.13,-0.06,DIF<MACD,25.38,24.95,24.53,43.5,80,107,0.75,75.59,15.37,1.62,1.4,5.62,2026-02-09 17:23:20
2108,南帝,23.95,27.83,27.01,黃金交叉,49.32,0.08,0.16,-0.08,DIF<MACD,24.76,24.09,23.42,39.7,317,571,0.56,117.93,26.03,0.92,1.0,4.18,2026-02-09 17:23:21
2109,華豐,14.75,17.03,21.64,K<D,22.22,-0.07,-0.05,-0.02,DIF<MACD,15.12,14.92,14.72,7.7,105,133,0.79,41.2,11.71,1.26,1.5,10.17,2026-02-09 17:23:22
2114,鑫永銓,89.3,28.43,29.2,K<D,40.0,-0.16,-0.12,-0.04,DIF<MACD,90.31,89.68,89.05,19.9,21,18,1.18,69.65,16.39,5.45,5.0,5.6,2026-02-09 17:23:24
2115,六暉-KY,24.3,21.99,17.92,黃金交叉,17.81,-0.15,-0.02,-0.14,DIF<MACD,26.6,24.99,23.39,28.4,66,88,0.75,25.36,12.03,2.02,1.5,6.17,2026-02-09 17:23:25
2201,裕隆,30.65,23.95,23.39,K>D,37.86,-0.59,-0.6,0.0,DIF>MACD,32.67,31.47,30.26,16.1,2662,2964,0.9,325.65,23.05,1.33,1.3,4.24,2026-02-09 17:23:26
2204,中華,56.2,52.84,36.82,K>D,33.33,-0.75,-0.82,0.06,DIF>MACD,59.03,56.7,54.38,39.1,478,601,0.8,311.13,10.98,5.12,4.2,7.47,2026-02-09 17:23:28
2206,三陽工業,60.9,88.02,82.11,K>D,63.89,0.01,-0.18,0.19,DIF>MACD,60.86,59.84,58.82,101.8,744,815,0.91,474.01,10.29,5.92,3.03,4.98,2026-02-09 17:23:29
2207,和泰車,530.0,35.28,35.19,黃金交叉,43.66,-8.47,-8.79,0.31,黃金交叉,556.66,535.9,515.14,35.8,186,186,1.0,2952.64,16.16,32.8,20.0,3.77,2026-02-09 17:23:30
2208,台船,22.65,35.69,28.14,黃金交叉,49.69,0.3,0.39,-0.08,DIF<MACD,23.27,22.02,20.78,75.0,10268,5841,1.76,288.68,,,,,2026-02-09 17:23:32
2211,長榮鋼,104.0,76.29,73.65,K>D,67.86,-0.1,-0.71,0.61,DIF>MACD,104.56,101.75,98.93,90.0,679,752,0.9,433.77,12.29,8.46,5.0,4.81,2026-02-09 17:23:33
2227,裕日車,52.4,6.26,13.5,K<D,32.79,-0.58,-0.43,-0.15,DIF<MACD,55.9,53.96,52.02,9.7,44,38,1.17,157.2,30.47,1.72,3.9,7.44,2026-02-09 17:23:34
2228,劍麟,94.9,13.34,10.28,K>D,19.54,-2.93,-2.22,-0.71,DIF<MACD,110.27,100.71,91.14,19.6,158,211,0.75,75.71,14.36,6.61,9.0,9.48,2026-02-09 17:23:35
2231,為升,89.4,14.52,13.93,K>D,31.6,-1.86,-0.88,-0.98,DIF<MACD,105.59,95.88,86.17,16.6,102,440,0.23,121.51,56.94,1.57,2.07,2.32,2026-02-09 17:23:36
2233,宇隆,228.5,21.35,39.17,K<D,47.48,6.92,11.08,-4.16,DIF<MACD,281.57,244.22,206.88,28.9,1429,4942,0.29,137.76,31.0,7.37,7.0,3.06,2026-02-09 17:23:37
2236,百達-KY,113.0,59.57,61.08,K<D,59.09,0.56,0.85,-0.29,DIF<MACD,115.85,112.92,110.0,51.3,301,200,1.51,69.38,21.0,5.38,0.31,0.27,2026-02-09 17:23:39
2239,英利-KY,27.2,17.18,17.16,K>D,11.39,-1.59,-1.52,-0.07,DIF<MACD,31.52,29.2,26.88,6.8,205,158,1.3,32.02,3.56,,,,2026-02-09 17:23:40
2241,艾姆勒,29.8,7.07,7.14,K<D,4.14,-1.62,-1.25,-0.37,DIF<MACD,38.57,33.43,28.29,14.7,205,311,0.66,31.17,,,,,2026-02-09 17:23:41
2243,宏旭-KY,11.55,63.13,53.64,K>D,48.72,0.03,0.02,0.01,DIF>MACD,11.92,11.49,11.06,57.3,37,160,0.23,8.01,37.26,0.31,,,2026-02-09 17:23:42
2247,汎德永業,282.5,56.0,40.49,K>D,58.06,-1.07,-1.58,0.52,黃金交叉,284.88,275.35,265.82,87.5,371,126,2.93,228.0,14.0,20.18,25.0,8.85,2026-02-09 17:23:44
2248,華勝-KY,46.4,12.1,14.61,K<D,11.24,-0.66,-0.39,-0.26,DIF<MACD,50.74,48.53,46.33,1.6,42,27,1.57,22.09,9.15,5.07,2.73,5.88,2026-02-09 17:23:45
2250,IKKA-KY,71.0,18.03,23.03,K<D,34.62,-0.62,-0.11,-0.51,DIF<MACD,79.1,74.41,69.72,13.6,28,53,0.53,25.84,18.64,3.81,3.35,4.72,2026-02-09 17:23:47
2254,巨鎧精密-創,58.6,29.88,39.71,K<D,30.0,-0.18,-0.06,-0.12,DIF<MACD,60.14,59.36,58.59,0.4,124,97,1.27,37.36,,,,,2026-02-09 17:23:48
2258,鴻華先進-創,37.85,23.48,19.65,黃金交叉,38.82,-0.63,-0.57,-0.06,DIF<MACD,40.12,38.62,37.12,24.5,333,390,0.85,659.09,,,,,2026-02-09 17:23:49
2301,光寶科,173.5,50.95,42.44,黃金交叉,58.0,1.43,1.38,0.06,黃金交叉,176.57,167.2,157.83,83.6,26205,22885,1.15,3938.05,27.89,6.22,6.51,3.75,2026-02-09 17:23:50
2302,麗正,18.6,11.53,18.04,K<D,38.93,0.06,0.33,-0.27,DIF<MACD,21.84,19.75,17.65,22.7,517,515,1.0,30.93,24.16,0.77,0.58,3.12,2026-02-09 17:23:51
2303,聯電,62.4,17.84,24.74,K<D,41.92,2.16,3.33,-1.17,DIF<MACD,76.1,63.73,51.35,44.6,140360,127714,1.1,7855.01,18.46,3.38,2.85,4.57,2026-02-09 17:23:52
2305,全友,12.55,15.87,22.92,K<D,19.72,0.17,0.45,-0.29,DIF<MACD,15.79,14.01,12.23,9.0,572,809,0.71,25.44,,,,,2026-02-09 17:23:53
