股票代號,股票名稱,收盤價,K值,D值,RSI,DIF,MACD,柱狀圖,BB上軌,BB中軌,BB下軌,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,交易日,更新時間
1101,台泥,22.85,15.07,18.39,27.45,-0.64,-0.41,-0.23,26.67,24.45,22.24,24565,33790,0.73,1757.89,14.07,1.0,4.38,2026-03-26,2026-03-26 07:30:58
1102,亞泥,34.5,45.49,47.67,50.63,-0.25,-0.31,0.05,35.59,34.62,33.64,7004,8751,0.8,1223.56,11.54,2.2,6.38,2026-03-26,2026-03-26 07:30:59
1103,嘉泥,13.7,72.71,63.29,47.06,-0.07,-0.1,0.03,14.08,13.65,13.22,147,208,0.71,90.25,16.31,0.55,4.01,2026-03-26,2026-03-26 07:30:59
1104,環泥,29.55,56.85,55.52,58.9,-0.06,-0.1,0.04,30.37,29.4,28.43,192,399,0.48,202.91,12.68,1.7,5.75,2026-03-26,2026-03-26 07:31:00
1108,幸福,14.9,23.75,27.23,42.86,-0.05,-0.03,-0.02,15.35,15.04,14.73,205,169,1.22,60.31,6.39,0.75,5.03,2026-03-26,2026-03-26 07:31:01
1109,信大,15.25,30.27,35.05,36.84,-0.07,-0.05,-0.01,15.75,15.39,15.03,71,166,0.43,52.03,14.81,0.9,5.9,2026-03-26,2026-03-26 07:31:01
1110,東泥,15.35,34.0,33.11,34.88,-0.29,-0.24,-0.05,16.63,15.69,14.75,155,274,0.57,87.48,42.64,0.3,1.95,2026-03-26,2026-03-26 07:31:02
1201,味全,13.5,20.93,20.56,16.0,-0.25,-0.2,-0.05,14.68,13.97,13.27,343,445,0.77,68.32,33.75,0.5,3.7,2026-03-26,2026-03-26 07:31:03
1203,味王,39.55,53.53,44.84,47.31,-0.25,-0.29,0.04,41.19,39.29,37.38,32,23,1.38,94.01,19.2,1.2,3.03,2026-03-26,2026-03-26 07:31:04
1210,大成,54.0,71.48,74.38,76.47,0.71,0.56,0.15,55.18,52.49,49.79,1545,1892,0.82,451.82,12.5,2.83,5.24,2026-03-26,2026-03-26 07:31:04
1213,大飲,9.98,87.96,84.8,52.78,-0.02,-0.05,0.03,10.15,9.82,9.49,7,9,0.73,5.65,,0.35,3.51,2026-03-26,2026-03-26 07:31:05
1215,卜蜂,144.0,18.28,18.56,6.67,-1.18,0.26,-1.44,162.59,153.0,143.41,902,920,0.98,424.5,13.87,7.0,4.86,2026-03-26,2026-03-26 07:31:06
1216,統一,71.3,52.96,36.41,45.71,-0.74,-0.86,0.13,73.41,71.05,68.69,6164,10366,0.59,4051.28,20.73,3.0,4.21,2026-03-26,2026-03-26 07:31:06
1217,愛之味,10.25,36.87,29.9,41.18,-0.08,-0.08,0.0,10.47,10.26,10.06,915,542,1.69,50.69,24.4,0.25,2.44,2026-03-26,2026-03-26 07:31:07
1218,泰山,19.2,75.64,79.23,76.19,0.26,0.21,0.05,19.77,18.68,17.58,617,686,0.9,93.37,14.77,1.35,7.03,2026-03-26,2026-03-26 07:31:08
1219,福壽,13.8,60.61,50.25,63.64,0.04,0.02,0.02,13.84,13.59,13.33,735,440,1.67,47.09,30.67,0.5,3.62,2026-03-26,2026-03-26 07:31:09
1220,台榮,12.4,17.58,13.98,30.77,-0.12,-0.05,-0.07,13.36,12.82,12.29,222,153,1.45,21.87,155.0,0.7,5.65,2026-03-26,2026-03-26 07:31:09
1225,福懋油,32.75,51.3,34.57,49.75,0.55,0.63,-0.08,33.79,31.92,30.05,481,304,1.58,79.34,20.22,0.14,0.43,2026-03-26,2026-03-26 07:31:10
1227,佳格,30.3,67.29,69.75,58.97,0.2,0.15,0.04,30.72,29.87,29.03,792,1730,0.46,275.25,20.75,1.4,4.62,2026-03-26,2026-03-26 07:31:11
1229,聯華,45.2,67.58,52.36,49.66,-0.19,-0.36,0.17,45.43,44.27,43.11,2369,2056,1.15,808.5,17.59,1.3,2.88,2026-03-26,2026-03-26 07:31:11
1231,聯華食,92.8,84.44,78.48,71.07,0.19,-0.62,0.82,94.5,87.65,80.79,370,296,1.25,276.97,24.36,1.6,1.72,2026-03-26,2026-03-26 07:31:12
1232,大統益,150.0,66.24,57.69,38.46,0.41,0.63,-0.21,152.57,150.62,148.68,60,66,0.9,239.96,18.18,7.0,4.67,2026-03-26,2026-03-26 07:31:13
1233,天仁,29.35,20.84,19.43,28.67,-0.7,-0.49,-0.21,34.08,31.43,28.78,33,18,1.85,26.58,39.13,0.95,3.24,2026-03-26,2026-03-26 07:31:13
