股票代號,股票名稱,收盤價,開盤價,最高價,最低價,K值,D值,RSI,DIF,MACD,柱狀圖,BB上軌,BB中軌,BB下軌,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,交易日,更新時間
0050,元大台灣50,105.5,105.25,106.7,104.5,85.7,77.05,68.06,4.1,3.63,0.47,105.03,97.71,90.39,134889,110399,1.22,,34.52,,,2026-06-01,2026-06-01 13:06:27
0051,元大中型100,145.0,142.4,145.5,142.4,86.53,78.05,66.15,5.02,4.4,0.62,144.78,134.41,124.04,158,121,1.3,,28.52,,,2026-06-01,2026-06-01 13:06:28
0052,富邦科技,62.05,62.15,63.2,62.0,84.28,76.9,68.73,2.51,2.28,0.23,61.84,57.51,53.17,34700,33969,1.02,,36.22,,,2026-06-01,2026-06-01 13:06:29
0053,元大電子,244.75,246.15,246.15,244.05,88.1,80.82,66.36,10.28,9.37,0.91,244.47,225.95,207.42,37,25,1.43,,41.24,,,2026-06-01,2026-06-01 13:06:30
0055,元大MSCI金融,35.9,35.11,36.05,34.98,85.55,75.88,87.93,0.47,0.31,0.17,35.39,34.13,32.86,499,574,0.87,,14.5,,,2026-06-01,2026-06-01 13:06:31
0056,元大高股息,51.9,50.5,51.9,50.5,93.01,86.17,78.11,2.36,1.91,0.46,51.16,46.19,41.21,58680,56955,1.03,,20.75,,,2026-06-01,2026-06-01 13:06:32
0057,富邦摩台,313.4,311.55,314.0,311.55,89.3,79.74,67.28,11.83,10.74,1.09,311.59,291.08,270.58,19,38,0.51,,34.0,,,2026-06-01,2026-06-01 13:06:33
0061,元大寶滬深,24.98,25.25,25.25,24.83,52.88,43.77,44.41,0.19,0.23,-0.04,25.42,24.96,24.5,435,428,1.01,,20.45,,,2026-06-01,2026-06-01 13:06:34
1101,台泥,24.55,24.4,24.7,24.2,53.34,36.58,43.33,-0.12,-0.12,-0.0,25.46,24.44,23.41,35493,36235,0.98,1839.58,16.52,1.0,4.07,2026-06-01,2026-06-01 13:06:35
1102,亞泥,33.8,34.0,34.15,33.65,34.36,24.58,44.44,-0.46,-0.36,-0.1,35.95,34.36,32.77,16346,55546,0.29,1198.74,11.3,2.2,6.51,2026-06-01,2026-06-01 13:06:36
1103,嘉泥,13.3,13.45,13.45,13.0,80.52,71.96,50.0,-0.07,-0.12,0.05,13.56,13.21,12.86,605,398,1.52,87.61,15.83,0.55,4.14,2026-06-01,2026-06-01 13:06:37
1104,環泥,27.9,27.65,27.95,27.6,53.13,35.07,43.18,-0.33,-0.39,0.05,28.58,27.74,26.91,967,823,1.17,,10.94,1.7,6.09,2026-06-01,2026-06-01 13:06:38
1108,幸福,13.8,13.75,13.85,13.65,53.45,32.84,33.33,-0.27,-0.28,0.01,14.79,13.96,13.13,339,290,1.17,55.85,6.39,0.75,5.43,2026-06-01,2026-06-01 13:06:39
1109,信大,14.65,14.6,14.8,14.35,51.08,34.51,29.03,-0.23,-0.21,-0.02,15.73,14.89,14.06,147,133,1.11,49.98,14.22,0.9,6.14,2026-06-01,2026-06-01 13:06:40
1110,東泥,14.6,14.6,14.7,14.3,60.86,39.11,41.67,-0.23,-0.28,0.05,15.4,14.48,13.56,575,274,2.1,83.29,40.56,0.3,2.05,2026-06-01,2026-06-01 13:06:41
1201,味全,12.3,12.05,12.35,11.95,56.39,43.83,55.17,-0.2,-0.26,0.06,12.43,12.17,11.9,941,598,1.57,62.25,30.75,0.5,4.07,2026-06-01,2026-06-01 13:06:42
1203,味王,43.65,43.55,44.3,43.55,78.71,69.86,57.28,0.23,0.16,0.07,44.56,42.77,40.97,35,23,1.51,103.76,24.12,1.2,2.75,2026-06-01,2026-06-01 13:06:43
1210,大成,52.5,52.4,52.5,51.9,29.54,24.76,54.55,-0.29,-0.3,0.01,53.36,52.46,51.56,2900,2389,1.21,439.27,12.15,3.0,5.71,2026-06-01,2026-06-01 13:06:45
1213,大飲,8.5,8.57,8.57,8.1,44.26,37.9,45.19,-0.22,-0.23,0.01,9.15,8.58,8.01,26,21,1.21,4.81,,0.35,4.12,2026-06-01,2026-06-01 13:06:46
1215,卜蜂,121.5,125.0,125.0,120.5,24.3,42.65,35.68,-1.89,-0.91,-0.98,139.77,131.27,122.77,3325,3625,0.92,358.17,11.71,7.0,5.76,2026-06-01,2026-06-01 13:06:47
1216,統一,73.7,72.1,74.3,72.1,38.02,26.49,52.38,-0.01,0.11,-0.12,76.76,72.45,68.15,18304,23556,0.78,4187.65,21.42,3.0,4.07,2026-06-01,2026-06-01 13:06:48
1217,愛之味,9.82,9.74,9.86,9.73,65.45,50.31,57.58,-0.06,-0.11,0.05,9.86,9.58,9.3,926,829,1.12,48.56,23.38,0.25,2.55,2026-06-01,2026-06-01 13:06:49
1218,泰山,19.3,18.85,19.4,18.85,62.02,43.35,59.52,-0.05,-0.1,0.05,19.27,18.73,18.18,2219,995,2.23,93.86,14.85,1.32,6.84,2026-06-01,2026-06-01 13:06:50
1219,福壽,12.7,12.65,12.75,12.55,60.5,36.84,34.37,-0.29,-0.31,0.02,13.63,12.84,12.05,716,450,1.59,43.34,28.22,0.5,3.94,2026-06-01,2026-06-01 13:06:51
1220,台榮,11.7,11.75,11.75,11.6,14.43,12.72,12.5,-0.21,-0.19,-0.02,12.51,12.01,11.5,182,119,1.54,20.64,146.25,0.7,5.98,2026-06-01,2026-06-01 13:06:52
1225,福懋油,29.7,29.6,30.15,29.4,45.21,36.62,35.2,-0.7,-0.7,-0.0,33.24,30.37,27.49,240,180,1.33,71.95,18.33,0.14,0.47,2026-06-01,2026-06-01 13:06:53
1227,佳格,28.2,27.95,28.3,27.85,20.93,17.45,38.0,-0.37,-0.37,0.0,29.15,28.48,27.81,2464,1576,1.56,256.17,21.2,1.4,4.96,2026-06-01,2026-06-01 13:06:54
1229,聯華,40.4,40.0,40.45,40.0,75.01,55.79,49.18,-0.74,-0.98,0.24,42.3,39.97,37.65,3417,3716,0.92,722.64,15.72,1.3,3.22,2026-06-01,2026-06-01 13:06:55
1231,聯華食,86.0,85.8,86.2,84.7,39.87,38.27,48.28,-0.74,-0.81,0.07,87.65,86.14,84.63,572,421,1.36,256.67,22.57,1.6,1.86,2026-06-01,2026-06-01 13:06:56
1232,大統益,147.5,148.0,148.5,147.0,17.33,21.85,50.0,-0.41,-0.42,0.01,148.8,147.95,147.1,339,164,2.06,235.96,17.88,7.2,4.88,2026-06-01,2026-06-01 13:06:57
1233,天仁,27.8,27.9,28.0,27.6,20.3,20.82,28.21,-0.32,-0.26,-0.05,29.29,28.56,27.84,44,34,1.29,25.17,37.07,0.2,0.72,2026-06-01,2026-06-01 13:06:58
1234,黑松,34.55,34.55,34.55,34.35,81.71,64.32,45.57,-0.31,-0.41,0.11,35.5,34.35,33.2,131,174,0.76,138.85,17.27,1.65,4.78,2026-06-01,2026-06-01 13:06:59
1235,興泰,41.1,41.1,41.7,40.55,76.14,56.06,39.68,-0.8,-0.94,0.14,46.55,40.96,35.37,324,72,4.5,18.68,,0.5,1.22,2026-06-01,2026-06-01 13:07:00
1236,宏亞,24.6,24.4,24.6,24.3,62.03,51.22,42.03,-0.42,-0.49,0.08,26.7,24.73,22.75,71,32,2.22,21.32,,1.65,6.71,2026-06-01,2026-06-01 13:07:01
1240,茂生農經,57.3,57.3,57.7,57.3,22.18,25.5,40.91,-0.44,-0.37,-0.07,59.33,58.14,56.95,14,16,0.89,25.35,11.84,2.7,4.71,2026-06-01,2026-06-01 13:07:03
1256,鮮活果汁-KY,209.5,212.0,218.5,205.0,75.04,68.9,66.2,10.04,8.2,1.84,209.05,185.1,161.15,385,259,1.49,74.94,18.77,4.66,2.22,2026-06-01,2026-06-01 13:07:04
1259,安心,58.0,57.1,58.0,56.8,74.29,57.84,42.11,-0.25,-0.41,0.16,59.43,57.66,55.89,18,10,1.81,18.79,23.67,1.2,2.07,2026-06-01,2026-06-01 13:07:07
1264,德麥,267.0,270.0,270.0,260.0,29.07,31.34,22.73,-1.44,-1.26,-0.18,274.24,271.57,268.91,188,58,3.25,98.93,13.08,14.5,5.43,2026-06-01,2026-06-01 13:07:08
1268,漢來美食,169.0,168.5,171.0,168.5,64.3,67.56,73.17,3.21,2.59,0.62,174.44,162.75,151.06,41,32,1.29,71.36,16.75,7.5,4.44,2026-06-01,2026-06-01 13:07:10
1294,漢田生技,78.0,77.2,78.0,76.5,47.13,33.28,36.0,-0.73,-0.86,0.13,79.53,77.97,76.41,23,19,1.21,23.61,17.18,2.84,3.64,2026-06-01,2026-06-01 13:07:11
1295,生合,50.0,50.2,50.4,49.8,27.19,30.65,45.9,-2.15,-2.4,0.25,55.67,51.96,48.24,76,74,1.03,17.24,9.47,3.0,6.0,2026-06-01,2026-06-01 13:07:13
1301,台塑,50.0,47.9,50.3,46.4,63.9,41.02,61.58,-0.67,-0.97,0.31,51.27,47.07,42.87,65830,34342,1.92,3182.87,36.44,0.5,1.0,2026-06-01,2026-06-01 13:07:14
1303,南亞,107.5,98.7,107.5,97.5,84.5,69.36,69.91,2.91,1.14,1.77,101.93,89.73,77.53,111806,114593,0.98,8525.63,188.6,0.7,0.65,2026-06-01,2026-06-01 13:07:15
1304,台聚,13.0,12.3,13.1,12.15,54.93,35.78,53.62,-0.47,-0.57,0.1,13.54,12.57,11.61,10415,7824,1.33,139.4,,0.2,1.54,2026-06-01,2026-06-01 13:07:16
1305,華夏,12.85,12.3,12.95,12.2,51.32,32.98,47.76,-0.55,-0.64,0.09,13.67,12.73,11.78,3570,4477,0.8,74.66,,0.15,1.17,2026-06-01,2026-06-01 13:07:17
1307,三芳,32.5,31.15,32.55,30.8,44.5,25.23,52.33,-0.19,-0.25,0.06,32.67,31.57,30.47,1880,1052,1.79,129.29,11.44,2.7,8.31,2026-06-01,2026-06-01 13:07:18
1308,亞聚,13.65,13.2,13.7,13.0,56.56,39.1,53.57,-0.47,-0.58,0.11,14.01,13.36,12.7,4035,3777,1.07,81.05,50.56,0.25,1.83,2026-06-01,2026-06-01 13:07:19
1309,台達化,16.2,15.85,16.3,15.55,59.05,38.13,46.56,-0.86,-0.96,0.1,18.5,16.31,14.13,5915,7579,0.78,64.41,,0.2,1.23,2026-06-01,2026-06-01 13:07:20
1310,台苯,8.33,8.05,8.38,7.97,59.83,37.88,45.54,-0.42,-0.5,0.09,9.0,8.24,7.49,4925,4399,1.12,43.97,32.04,,,2026-06-01,2026-06-01 13:07:21
1312,國喬,12.05,11.5,12.2,11.1,65.29,40.99,56.56,-0.39,-0.59,0.2,12.39,10.99,9.6,23763,15678,1.52,135.54,18.26,,,2026-06-01,2026-06-01 13:07:22
1313,聯成,10.95,10.7,11.05,10.5,58.33,40.18,43.9,-0.25,-0.32,0.07,11.31,10.75,10.18,7104,3911,1.82,145.73,,0.1,0.91,2026-06-01,2026-06-01 13:07:23
1314,中石化,7.1,7.1,7.2,7.02,58.64,56.13,50.68,-0.14,-0.19,0.05,7.34,7.05,6.76,26962,19890,1.36,268.72,4.08,,,2026-06-01,2026-06-01 13:07:24
1315,達新,62.3,62.1,62.3,62.0,59.07,50.11,56.45,-0.07,-0.21,0.14,62.63,61.36,60.09,58,56,1.03,59.51,40.19,4.5,7.22,2026-06-01,2026-06-01 13:07:25
1316,上曜,10.35,10.15,10.45,10.05,20.08,17.73,29.63,-0.39,-0.38,-0.01,11.76,10.76,9.76,2687,2269,1.18,36.81,47.05,,,2026-06-01,2026-06-01 13:07:27
1319,東陽,87.5,91.1,92.6,86.9,69.96,69.34,61.61,1.96,0.66,1.3,89.61,81.08,72.55,18918,7783,2.43,517.54,13.61,5.0,5.71,2026-06-01,2026-06-01 13:07:28
1321,大洋,28.5,28.85,28.85,28.05,27.58,29.76,26.83,-0.7,-0.74,0.04,29.99,29.31,28.62,399,261,1.53,62.9,,0.38,1.33,2026-06-01,2026-06-01 13:07:29
1323,永裕,20.95,20.1,21.0,20.1,82.57,77.85,78.85,0.01,-0.12,0.13,20.71,19.81,18.91,286,130,2.2,19.12,80.58,0.9,4.3,2026-06-01,2026-06-01 13:07:31
1324,地球,10.35,10.3,10.5,10.15,53.43,38.76,61.54,-0.14,-0.18,0.04,10.41,10.25,10.1,146,101,1.45,7.78,,0.2,1.93,2026-06-01,2026-06-01 13:07:33
1325,恆大,26.8,27.25,27.25,26.8,27.16,26.88,47.19,0.01,0.01,0.0,27.63,26.98,26.34,428,380,1.13,22.86,,0.3,1.12,2026-06-01,2026-06-01 13:07:35
1326,台化,53.8,51.4,54.5,50.0,75.35,57.0,71.7,0.08,-0.59,0.67,52.49,46.96,41.43,74300,41173,1.8,3146.77,36.67,0.6,1.12,2026-06-01,2026-06-01 13:07:36
1336,台翰,13.55,13.4,13.65,13.25,57.94,40.1,42.86,-0.2,-0.25,0.04,14.09,13.41,12.73,222,118,1.88,10.52,19.36,0.95,7.01,2026-06-01,2026-06-01 13:07:37
1337,再生-KY,4.93,4.84,5.09,4.78,51.45,38.94,45.98,-0.14,-0.18,0.04,5.08,4.85,4.63,1358,838,1.62,13.26,,,,2026-06-01,2026-06-01 13:07:38
1338,廣華-KY,16.35,16.45,16.8,16.2,61.65,51.52,48.33,-0.03,-0.1,0.07,16.57,15.9,15.23,703,385,1.82,13.2,1.9,0.78,4.77,2026-06-01,2026-06-01 13:07:40
1339,昭輝,44.35,45.9,45.9,44.25,69.37,67.52,72.54,0.66,0.13,0.53,44.54,41.26,37.98,482,663,0.73,32.87,18.4,3.0,6.76,2026-06-01,2026-06-01 13:07:41
1340,勝悅-KY,5.47,5.42,5.51,5.35,61.53,53.5,50.0,-0.17,-0.21,0.04,5.71,5.5,5.29,375,529,0.71,8.36,,,,2026-06-01,2026-06-01 13:07:42
1341,富林-KY,62.0,61.0,62.0,61.0,48.76,45.79,57.33,0.27,0.3,-0.03,62.56,61.41,60.27,32,11,2.93,32.77,16.76,5.2,8.39,2026-06-01,2026-06-01 13:07:43
1342,八貫,92.8,91.3,93.0,91.0,36.54,35.68,39.22,-0.06,0.24,-0.3,95.8,93.33,90.86,338,271,1.25,72.38,16.6,6.0,6.47,2026-06-01,2026-06-01 13:07:44
1402,遠東新,25.05,25.6,25.6,24.65,46.49,50.38,41.21,-0.3,-0.14,-0.16,27.9,26.11,24.32,78296,145679,0.54,1340.7,16.16,1.6,6.39,2026-06-01,2026-06-01 13:07:45
