股票代號,股票名稱,收盤價,K值,D值,RSI,DIF,MACD,柱狀圖,BB上軌,BB中軌,BB下軌,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,交易日,更新時間
1101,台泥,24.55,42.88,38.96,28.26,-0.22,-0.08,-0.14,26.86,25.31,23.77,25045,23349,1.07,1888.68,15.11,1.0,4.07,2026-03-18,2026-03-18 10:36:40
1102,亞泥,34.5,58.18,51.16,30.3,-0.36,-0.39,0.03,36.2,34.95,33.69,8577,9452,0.91,1223.56,11.54,2.2,6.38,2026-03-18,2026-03-18 10:36:41
1103,嘉泥,13.65,44.73,35.6,37.5,-0.13,-0.11,-0.01,14.34,13.78,13.21,241,248,0.97,89.92,16.25,0.55,4.03,2026-03-18,2026-03-18 10:36:42
1104,環泥,29.4,70.5,64.48,41.57,-0.08,-0.15,0.07,30.56,29.51,28.46,1460,837,1.74,201.88,12.62,1.7,5.78,2026-03-18,2026-03-18 10:36:42
1108,幸福,15.0,51.48,52.55,41.38,-0.0,0.01,-0.01,15.38,15.12,14.87,588,530,1.11,60.71,6.44,0.75,5.0,2026-03-18,2026-03-18 10:36:43
1109,信大,15.45,59.54,43.35,33.33,-0.04,-0.03,-0.01,15.87,15.49,15.1,159,155,1.03,52.71,15.0,0.9,5.83,2026-03-18,2026-03-18 10:36:44
1110,東泥,15.7,55.2,52.06,36.84,-0.18,-0.14,-0.04,16.86,16.09,15.31,123,246,0.5,89.47,43.61,0.3,1.91,2026-03-18,2026-03-18 10:36:45
1201,味全,13.8,29.72,34.27,24.14,-0.15,-0.11,-0.04,14.79,14.27,13.75,488,383,1.28,69.84,24.64,0.5,3.62,2026-03-18,2026-03-18 10:36:46
1203,味王,38.95,47.44,38.53,29.29,-0.35,-0.19,-0.16,41.82,39.75,37.68,27,42,0.65,92.59,18.91,1.2,3.08,2026-03-18,2026-03-18 10:36:46
1210,大成,53.5,83.02,76.71,70.0,0.55,0.22,0.32,53.9,51.71,49.51,2321,2929,0.79,447.64,13.65,2.83,5.29,2026-03-18,2026-03-18 10:36:47
1213,大飲,9.8,77.34,68.57,51.04,-0.06,-0.09,0.03,10.18,9.82,9.46,32,10,2.97,5.55,,0.35,3.57,2026-03-18,2026-03-18 10:36:48
1215,卜蜂,152.0,20.42,33.87,52.0,1.28,2.1,-0.82,161.35,153.78,146.2,592,696,0.85,448.08,14.64,7.0,4.61,2026-03-18,2026-03-18 10:36:49
1216,統一,71.4,34.95,20.4,33.98,-0.9,-0.89,-0.02,75.41,72.11,68.81,8963,10850,0.83,4056.96,20.76,3.0,4.2,2026-03-18,2026-03-18 10:36:49
1217,愛之味,10.25,32.89,28.2,37.5,-0.08,-0.07,-0.01,10.71,10.38,10.05,741,542,1.37,50.69,24.4,0.37,3.61,2026-03-18,2026-03-18 10:36:50
1218,泰山,19.25,88.6,77.77,70.83,0.23,0.1,0.13,19.36,18.4,17.45,1049,2000,0.52,93.62,14.81,1.35,7.01,2026-03-18,2026-03-18 10:36:51
1219,福壽,13.55,39.01,40.73,48.15,0.0,0.01,-0.0,13.79,13.57,13.35,278,295,0.94,46.24,30.11,0.5,3.69,2026-03-18,2026-03-18 10:36:52
1220,台榮,12.75,9.25,16.91,36.0,-0.0,0.04,-0.05,13.28,12.98,12.68,175,132,1.32,22.49,159.38,0.7,5.49,2026-03-18,2026-03-18 10:36:53
1225,福懋油,31.2,20.3,34.07,56.98,0.72,0.84,-0.13,34.48,31.07,27.67,149,354,0.42,75.59,22.29,0.14,0.45,2026-03-18,2026-03-18 10:36:53
1227,佳格,30.25,76.93,62.06,50.75,0.13,0.05,0.09,30.6,29.7,28.8,518,808,0.64,274.8,20.72,1.4,4.63,2026-03-18,2026-03-18 10:36:54
1229,聯華,45.15,33.69,24.5,53.25,-0.41,-0.54,0.13,45.73,44.44,43.16,2649,3301,0.8,807.61,17.57,1.3,2.88,2026-03-18,2026-03-18 10:36:55
1231,聯華食,90.5,80.5,68.9,55.51,-1.0,-1.87,0.87,95.34,87.86,80.37,364,493,0.74,270.1,23.75,1.6,1.77,2026-03-18,2026-03-18 10:36:56
1232,大統益,151.0,46.91,39.37,47.37,0.79,1.06,-0.26,153.35,150.57,147.8,57,92,0.62,241.56,18.33,7.0,4.64,2026-03-18,2026-03-18 10:36:57
1233,天仁,30.5,22.31,35.12,24.58,-0.37,-0.12,-0.24,34.0,32.21,30.43,16,14,1.14,27.62,40.67,0.95,3.11,2026-03-18,2026-03-18 10:36:58
1234,黑松,36.45,51.34,44.71,38.57,-0.26,-0.23,-0.03,37.72,36.72,35.71,89,181,0.49,146.48,18.23,1.65,4.53,2026-03-18,2026-03-18 10:36:58
1235,興泰,36.6,10.71,12.3,28.61,-1.84,-1.2,-0.64,48.56,41.11,33.67,11,25,0.46,16.64,,0.5,1.37,2026-03-18,2026-03-18 10:36:59
1236,宏亞,27.3,33.02,42.7,64.71,0.38,0.47,-0.09,28.51,27.17,25.82,22,61,0.37,23.66,,0.6,2.2,2026-03-18,2026-03-18 10:37:00
1256,鮮活果汁-KY,156.0,17.7,31.83,50.41,0.53,1.67,-1.14,170.17,160.25,150.33,29,58,0.5,55.8,16.27,4.66,2.99,2026-03-18,2026-03-18 10:37:01
1301,台塑,47.3,17.55,18.02,33.33,0.23,0.65,-0.41,52.2,47.89,43.58,30608,32585,0.94,3011.0,31.92,0.5,1.06,2026-03-18,2026-03-18 10:37:01
1303,南亞,86.2,61.38,49.75,42.27,2.43,2.53,-0.1,95.22,83.27,71.31,61992,114314,0.54,6836.37,21.16,0.7,0.81,2026-03-18,2026-03-18 10:37:02
1304,台聚,12.9,41.18,44.59,51.24,0.33,0.32,0.01,13.69,12.51,11.32,6243,11788,0.53,138.33,,0.2,1.55,2026-03-18,2026-03-18 10:37:03
1305,華夏,14.05,63.12,59.82,58.39,0.53,0.41,0.12,14.52,12.84,11.15,5664,13246,0.43,81.64,,0.15,1.07,2026-03-18,2026-03-18 10:37:04
