股票代號,股票名稱,收盤價,K值,D值,RSI,DIF,MACD,柱狀圖,BB上軌,BB中軌,BB下軌,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,交易日,更新時間
1101,台泥,23.0,17.16,15.93,26.19,-0.68,-0.55,-0.13,25.84,23.94,22.04,40496,24762,1.64,1769.43,14.16,1.0,4.35,2026-03-31,2026-03-31 08:38:49
1102,亞泥,34.7,66.2,58.7,57.61,-0.15,-0.24,0.09,35.07,34.5,33.93,14520,11023,1.32,1230.66,11.61,2.2,6.34,2026-03-31,2026-03-31 08:38:50
1103,嘉泥,13.5,48.39,59.74,44.0,-0.07,-0.09,0.01,13.82,13.58,13.33,434,236,1.83,88.93,16.07,0.55,4.07,2026-03-31,2026-03-31 08:38:50
1104,環泥,29.35,54.84,58.39,44.9,-0.02,-0.06,0.04,30.27,29.36,28.45,280,539,0.52,201.54,11.51,1.7,5.79,2026-03-31,2026-03-31 08:38:51
1108,幸福,14.7,12.59,19.43,30.43,-0.07,-0.05,-0.03,15.25,14.97,14.69,466,211,2.21,59.5,6.81,0.75,5.1,2026-03-31,2026-03-31 08:38:52
1109,信大,15.2,29.6,30.11,38.46,-0.07,-0.06,-0.01,15.49,15.31,15.13,260,200,1.3,51.86,14.76,0.9,5.92,2026-03-31,2026-03-31 08:38:52
1110,東泥,15.3,52.31,44.48,36.59,-0.25,-0.25,0.0,16.21,15.53,14.85,178,137,1.3,87.19,42.5,0.3,1.96,2026-03-31,2026-03-31 08:38:53
1201,味全,13.45,24.88,21.41,15.79,-0.26,-0.23,-0.03,14.45,13.81,13.17,326,275,1.18,68.07,33.62,0.5,3.72,2026-03-31,2026-03-31 08:38:54
1203,味王,39.5,65.91,58.25,55.22,-0.1,-0.22,0.11,40.06,39.03,38.0,10,29,0.36,93.89,21.82,1.2,3.04,2026-03-31,2026-03-31 08:38:55
1210,大成,54.3,78.32,77.49,74.07,0.75,0.65,0.1,55.69,52.97,50.24,1931,2153,0.9,454.33,12.57,2.83,5.21,2026-03-31,2026-03-31 08:38:55
1213,大飲,9.61,62.75,76.9,44.58,-0.05,-0.04,-0.01,10.15,9.8,9.44,15,7,2.03,5.44,,0.35,3.64,2026-03-31,2026-03-31 08:38:56
1215,卜蜂,135.0,8.19,12.97,6.67,-2.94,-0.97,-1.97,164.56,150.68,136.79,1544,1306,1.18,397.97,13.02,7.0,5.19,2026-03-31,2026-03-31 08:38:57
1216,統一,71.0,65.26,57.53,55.71,-0.45,-0.71,0.25,72.24,70.79,69.35,12915,10237,1.26,4034.23,20.64,3.0,4.23,2026-03-31,2026-03-31 08:38:57
1217,愛之味,10.3,67.22,53.86,50.0,-0.04,-0.07,0.02,10.4,10.24,10.09,477,541,0.88,50.93,24.52,0.25,2.43,2026-03-31,2026-03-31 08:38:58
1218,泰山,19.3,79.26,79.9,77.42,0.27,0.24,0.03,19.93,18.85,17.76,1002,798,1.25,93.86,14.85,1.35,6.99,2026-03-31,2026-03-31 08:38:59
1219,福壽,13.95,72.03,67.17,73.68,0.11,0.06,0.05,14.07,13.65,13.24,853,619,1.38,47.6,31.0,0.5,3.58,2026-03-31,2026-03-31 08:39:00
1220,台榮,12.55,42.39,29.72,33.33,-0.1,-0.08,-0.02,13.21,12.73,12.25,82,129,0.64,22.14,156.88,0.7,5.58,2026-03-31,2026-03-31 08:39:00
1225,福懋油,31.3,36.92,41.68,47.06,0.43,0.57,-0.13,33.54,31.97,30.41,173,259,0.67,75.83,19.32,0.14,0.45,2026-03-31,2026-03-31 08:39:01
1227,佳格,30.75,72.97,69.74,68.0,0.23,0.18,0.05,30.92,29.96,29.0,1638,936,1.75,279.34,21.06,1.4,4.55,2026-03-31,2026-03-31 08:39:02
1229,聯華,45.05,69.67,65.01,61.61,-0.07,-0.24,0.17,45.51,44.3,43.09,3481,2191,1.59,805.82,17.53,1.3,2.89,2026-03-31,2026-03-31 08:39:02
1231,聯華食,92.3,82.48,81.27,66.39,0.52,-0.13,0.65,95.9,88.57,81.24,249,296,0.84,275.47,24.23,1.6,1.73,2026-03-31,2026-03-31 08:39:03
1232,大統益,149.0,55.43,60.18,38.46,0.23,0.48,-0.25,151.72,150.25,148.78,56,52,1.09,238.36,18.08,7.0,4.7,2026-03-31,2026-03-31 08:39:04
1233,天仁,28.65,14.0,17.28,11.43,-0.85,-0.64,-0.21,33.39,30.78,28.17,8,13,0.64,25.94,38.2,0.95,3.32,2026-03-31,2026-03-31 08:39:04
1234,黑松,35.8,31.3,31.54,31.91,-0.28,-0.29,0.01,36.73,36.11,35.5,92,107,0.86,143.87,17.9,1.65,4.61,2026-03-31,2026-03-31 08:39:05
1235,興泰,38.4,46.67,49.42,49.31,-0.84,-1.05,0.21,43.29,38.89,34.48,10,11,0.89,17.46,,0.5,1.3,2026-03-31,2026-03-31 08:39:06
1236,宏亞,26.1,20.22,27.05,6.38,-0.11,0.09,-0.2,28.42,27.15,25.88,34,39,0.85,22.62,,0.6,2.3,2026-03-31,2026-03-31 08:39:07
1256,鮮活果汁-KY,143.0,13.83,16.33,14.1,-3.17,-1.72,-1.45,172.18,156.65,141.12,109,46,2.35,51.15,12.83,4.66,3.26,2026-03-31,2026-03-31 08:39:07
1301,台塑,45.9,34.49,31.66,46.18,-0.01,0.1,-0.11,49.43,46.9,44.37,45269,36057,1.26,2921.88,36.68,0.5,1.09,2026-03-31,2026-03-31 08:39:08
1303,南亞,73.9,29.17,29.47,42.29,-0.85,0.11,-0.96,89.26,79.46,69.65,114868,83001,1.38,5860.88,129.65,0.7,0.95,2026-03-31,2026-03-31 08:39:09
1304,台聚,18.25,79.8,74.18,77.36,1.31,0.9,0.41,17.99,14.24,10.49,113298,55895,2.03,195.69,,0.2,1.1,2026-03-31,2026-03-31 08:39:09
1305,華夏,17.35,66.71,71.08,67.69,1.38,1.15,0.23,19.27,15.05,10.83,74937,40219,1.86,100.81,,0.15,0.86,2026-03-31,2026-03-31 08:39:10
1307,三芳,32.35,31.11,41.04,44.65,0.17,0.33,-0.15,35.41,33.95,32.5,3042,1720,1.77,128.69,11.39,2.7,8.35,2026-03-31,2026-03-31 08:39:11
