股票代號,股票名稱,收盤價,開盤價,最高價,最低價,K值,D值,RSI,DIF,MACD,柱狀圖,BB上軌,BB中軌,BB下軌,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,交易日,更新時間
1101,台泥,25.1,25.5,25.75,24.8,77.46,62.44,54.55,-0.15,-0.42,0.27,25.75,23.86,21.97,48796,40739,1.2,1930.99,15.45,1.0,3.98,2026-04-09,2026-04-09 07:31:16
1102,亞泥,35.9,35.6,35.9,35.5,88.29,80.43,64.58,0.13,-0.06,0.19,35.81,34.8,33.79,9951,8590,1.16,1273.22,12.01,2.2,6.13,2026-04-09,2026-04-09 07:31:17
1103,嘉泥,13.7,13.9,13.95,13.7,63.61,62.26,51.35,-0.01,-0.05,0.03,13.88,13.64,13.4,163,329,0.5,90.25,16.31,0.55,4.01,2026-04-09,2026-04-09 07:31:18
1104,環泥,29.2,29.5,29.5,29.2,24.48,36.71,45.45,-0.06,-0.04,-0.02,30.03,29.52,29.01,367,519,0.71,200.51,11.45,1.7,5.82,2026-04-09,2026-04-09 07:31:19
1108,幸福,14.8,14.85,14.9,14.75,34.31,29.42,38.89,-0.07,-0.07,-0.01,15.23,14.93,14.62,416,248,1.68,59.9,6.85,0.75,5.07,2026-04-09,2026-04-09 07:31:20
1109,信大,15.45,15.45,15.5,15.4,68.83,52.47,50.0,-0.02,-0.05,0.03,15.48,15.3,15.12,42,100,0.43,52.71,15.0,0.9,5.83,2026-04-09,2026-04-09 07:31:21
1110,東泥,15.4,15.05,15.4,15.0,49.46,38.61,45.45,-0.28,-0.29,0.01,16.16,15.29,14.42,185,276,0.67,87.76,42.78,0.3,1.95,2026-04-09,2026-04-09 07:31:22
1201,味全,13.35,13.55,13.55,13.25,48.47,45.77,30.43,-0.21,-0.22,0.01,14.17,13.64,13.12,663,405,1.64,67.56,33.38,0.5,3.75,2026-04-09,2026-04-09 07:31:23
1203,味王,39.9,39.9,39.9,39.9,65.47,67.21,64.62,0.09,-0.06,0.15,40.25,39.12,37.99,2,28,0.08,94.84,22.04,1.2,3.01,2026-04-09,2026-04-09 07:31:24
1210,大成,54.4,54.8,54.8,54.1,53.85,66.96,62.86,0.72,0.72,-0.0,55.41,53.88,52.35,1353,2230,0.61,455.17,12.59,2.83,5.2,2026-04-09,2026-04-09 07:31:25
1213,大飲,9.45,9.35,9.59,9.15,44.18,50.5,42.15,-0.13,-0.09,-0.04,10.2,9.73,9.26,12,28,0.42,5.35,,0.35,3.7,2026-04-09,2026-04-09 07:31:26
1215,卜蜂,141.0,141.0,142.5,140.5,43.65,31.8,28.85,-3.11,-2.46,-0.65,158.22,146.07,133.93,792,981,0.81,415.65,13.58,7.0,4.96,2026-04-09,2026-04-09 07:31:27
1216,統一,72.0,72.5,72.7,71.6,71.76,73.36,53.85,0.0,-0.3,0.3,73.01,71.08,69.16,7421,7674,0.97,4091.05,20.93,3.0,4.17,2026-04-09,2026-04-09 07:31:28
1217,愛之味,10.25,10.35,10.35,10.25,57.25,61.3,50.0,-0.02,-0.04,0.02,10.38,10.25,10.12,288,305,0.94,50.69,24.4,0.25,2.44,2026-04-09,2026-04-09 07:31:29
1218,泰山,19.35,19.45,19.45,19.3,66.9,76.59,54.55,0.26,0.26,-0.0,19.68,19.21,18.74,636,754,0.84,94.1,14.88,1.35,6.98,2026-04-09,2026-04-09 07:31:30
1219,福壽,13.95,13.8,14.1,13.75,46.32,52.15,66.67,0.09,0.09,0.01,14.13,13.73,13.34,1242,601,2.07,47.6,31.0,0.5,3.58,2026-04-09,2026-04-09 07:31:31
1220,台榮,12.5,12.45,12.55,12.45,34.41,35.88,40.74,-0.1,-0.09,-0.01,12.98,12.61,12.23,57,78,0.73,22.05,156.25,0.7,5.6,2026-04-09,2026-04-09 07:31:32
