股票代號,股票名稱,收盤價,K值,D值,KD狀態,RSI,DIF,MACD,柱狀圖,MACD狀態,BB上軌,BB中軌,BB下軌,BB位置,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,更新時間,交易日
2303,聯電,59.49,27.7,44.76,K<D,58.55,3.65,4.46,-0.81,DIF<MACD,76.9,62.21,47.52,40.58,183987,309837,0.77,7653.6,17.99,2.85,4.69,2026-02-03 23:28:47,
2305,全友,13.46,24.56,20.15,K<D,33.4,0.47,0.71,-0.23,DIF<MACD,16.28,13.76,11.24,37.87,851,1330,0.8,27.27,,,,2026-02-03 23:28:48,
2308,台達電,1242.51,53.67,67.84,K<D,68.72,63.19,63.36,-0.18,DIF<MACD,1334.24,1144.25,954.26,63.54,11361,11551,1.2,31560.15,63.45,7.0,0.58,2026-02-03 23:28:49,
2312,金寶,26.17,7.41,18.83,K<D,37.77,0.38,1.14,-0.76,DIF<MACD,36.37,28.25,20.13,31.03,57290,31403,1.59,388.41,25.54,0.6,2.33,2026-02-03 23:28:51,
2313,華通,183.65,75.25,73.71,K<D,78.9,19.68,18.41,1.28,DIF>MACD,197.61,149.68,101.74,84.3,130606,105955,1.05,2163.15,36.37,2.4,1.32,2026-02-03 23:28:52,
2314,台揚,20.95,17.25,14.08,K<D,40.77,-0.33,-0.18,-0.16,DIF<MACD,23.65,21.74,19.82,24.66,123,201,0.24,9.25,15.22,,,2026-02-03 23:28:53,
2316,楠梓電,96.08,34.03,28.69,黃金交叉,41.74,-1.25,-1.04,-0.21,DIF<MACD,102.03,98.23,94.43,31.03,3045,3799,0.96,175.81,8.02,0.5,0.52,2026-02-03 23:28:54,
2317,鴻海,213.82,15.95,21.74,K<D,23.24,-2.86,-1.72,-1.13,DIF<MACD,238.75,226.18,213.6,13.81,41408,60778,0.22,30229.33,16.12,5.8,2.68,2026-02-03 23:28:55,
2321,東訊,16.35,51.18,50.65,黃金交叉,31.58,-0.28,-0.15,-0.13,DIF<MACD,18.46,17.04,15.63,6.53,7,9,0.8,4.81,,,,2026-02-03 23:28:56,
2323,中環,10.49,10.94,23.34,K<D,27.42,-0.01,0.08,-0.1,DIF<MACD,11.42,10.86,10.3,0.0,6753,6825,1.36,112.2,,0.3,2.91,2026-02-03 23:28:58,
2324,仁寶,32.7,28.31,39.65,K<D,55.94,0.5,0.54,-0.03,DIF<MACD,33.78,31.71,29.64,50.44,36788,41528,1.28,1394.28,21.33,1.4,4.38,2026-02-03 23:28:59,
2327,國巨*,273.11,21.36,34.52,K<D,48.66,8.15,11.71,-3.56,DIF<MACD,310.26,273.57,236.89,40.76,22030,33761,0.6,5522.93,26.7,5.0,1.88,2026-02-03 23:29:00,
2328,廣宇,50.93,24.98,43.34,K<D,60.61,0.81,1.06,-0.26,DIF<MACD,55.62,51.04,46.46,42.78,4300,6366,0.64,263.84,28.28,1.1,2.16,2026-02-03 23:29:01,
2329,華泰,53.4,16.29,22.02,K<D,45.37,0.75,2.23,-1.48,DIF<MACD,68.93,60.61,52.28,2.37,14519,18147,0.38,299.16,32.76,1.0,1.87,2026-02-03 23:29:03,
2330,台積電,1832.22,58.92,68.27,K<D,63.6,59.17,64.3,-5.13,DIF<MACD,1833.83,1744.25,1654.67,79.11,27763,31673,1.05,466785.43,27.19,20.5,1.14,2026-02-03 23:29:04,
2331,精英,26.69,27.41,36.86,K<D,40.88,0.97,1.33,-0.37,DIF<MACD,31.42,27.1,22.78,48.74,5093,9331,0.87,147.43,22.23,0.21,0.79,2026-02-03 23:29:05,
2332,友訊,15.89,19.21,28.67,K<D,28.25,0.07,0.17,-0.1,DIF<MACD,17.36,16.09,14.82,24.88,2513,2273,0.85,93.71,52.33,0.1,0.64,2026-02-03 23:29:06,
2337,旺宏,86.0,72.65,76.44,K<D,68.25,10.63,9.84,0.79,DIF>MACD,94.58,72.36,50.14,80.29,401515,340976,1.1,1566.52,7.79,,,2026-02-03 23:29:08,
2338,光罩,39.35,25.13,38.57,K<D,49.51,0.64,1.06,-0.42,DIF<MACD,43.23,39.6,35.96,37.58,1153,2430,0.81,106.52,128.17,1.5,3.9,2026-02-03 23:29:09,
2340,台亞,25.1,17.52,19.57,K<D,30.53,-0.33,0.09,-0.42,DIF<MACD,29.82,27.44,25.05,12.27,1845,2849,1.03,111.0,46.09,,,2026-02-03 23:29:10,
2342,茂矽,31.81,8.12,21.85,K<D,47.3,0.5,1.08,-0.59,DIF<MACD,38.37,34.45,30.52,28.06,2075,3152,0.4,50.5,1068.33,0.3,0.94,2026-02-03 23:29:12,
2344,華邦電,102.93,54.27,59.56,K<D,54.27,9.02,9.89,-0.88,DIF<MACD,129.6,109.91,90.21,29.2,448969,285830,1.62,4747.5,10.07,,,2026-02-03 23:29:13,
2345,智邦,1190.57,43.84,25.28,K>D,46.64,-0.39,6.35,-6.74,DIF<MACD,1257.89,1183.25,1108.61,44.28,5506,4342,0.96,6623.06,29.62,11.0,0.93,2026-02-03 23:29:14,
2347,聯強,64.16,57.03,66.42,K<D,47.99,1.4,1.58,-0.18,DIF<MACD,68.14,65.39,62.64,68.82,3781,3971,0.55,1100.85,12.74,4.0,6.06,2026-02-03 23:29:15,
2348,海悅,76.14,27.95,19.74,K>D,24.41,-1.26,-1.02,-0.24,DIF<MACD,83.2,79.03,74.86,16.47,409,463,1.29,115.77,15.93,9.0,11.8,2026-02-03 23:29:16,
2349,錸德,13.23,5.65,3.94,K<D,3.43,-0.13,0.24,-0.37,DIF<MACD,16.91,14.91,12.92,8.39,5194,6203,1.16,91.57,12.34,,,2026-02-03 23:29:17,
2351,順德,86.87,48.48,63.72,K<D,65.13,3.31,2.69,0.62,DIF>MACD,97.1,82.63,68.16,71.86,1488,4291,0.61,160.28,55.0,2.5,2.84,2026-02-03 23:29:19,
2352,佳世達,25.34,16.77,26.12,K<D,45.53,0.02,0.03,-0.01,DIF<MACD,27.2,25.35,23.5,49.48,2964,4806,0.17,326.6,27.1,3.55,14.09,2026-02-03 23:29:20,
2353,宏碁,25.46,37.42,26.75,K>D,41.63,-0.18,-0.17,-0.0,DIF<MACD,27.78,26.47,25.16,48.23,103986,80416,1.63,787.63,19.12,1.7,6.49,2026-02-03 23:29:21,
2354,鴻準,55.13,15.46,30.81,K<D,31.81,-1.14,-0.99,-0.15,DIF<MACD,61.25,59.08,56.91,5.14,3418,5474,0.56,802.01,24.55,1.4,2.47,2026-02-03 23:29:22,
2355,敬鵬,40.57,54.3,51.33,K<D,71.47,1.61,1.42,0.19,DIF>MACD,40.79,35.83,30.86,94.4,27578,11217,2.3,158.2,27.07,1.85,4.65,2026-02-03 23:29:23,
2356,英業達,43.68,13.68,25.21,K<D,51.27,0.33,0.61,-0.28,DIF<MACD,48.94,45.03,41.12,33.24,23462,24246,1.02,1580.28,17.62,1.7,3.86,2026-02-03 23:29:25,
2357,華碩,489.79,23.5,21.16,K>D,29.58,-15.21,-16.47,1.26,DIF>MACD,542.91,514.73,486.54,33.2,3175,3744,0.44,3721.23,10.75,34.0,6.79,2026-02-03 23:29:26,
2359,所羅門,125.67,25.34,41.41,K<D,43.93,0.29,1.17,-0.88,DIF<MACD,139.75,132.05,124.35,0.0,1495,4528,0.59,215.07,134.95,1.0,0.8,2026-02-03 23:29:27,
2360,致茂,1056.85,48.16,53.89,K<D,60.35,45.34,50.6,-5.26,DIF<MACD,1064.77,987.65,910.53,78.52,3190,2504,1.35,4405.52,41.68,9.0,0.87,2026-02-03 23:29:28,
2362,藍天,36.47,20.76,28.87,K<D,24.93,-0.45,-0.31,-0.14,DIF<MACD,39.83,38.43,37.02,10.75,526,699,0.44,214.44,15.72,2.53,6.82,2026-02-03 23:29:29,
2363,矽統,50.87,19.24,45.93,K<D,54.15,1.25,1.59,-0.34,DIF<MACD,59.42,52.19,44.95,33.42,5358,22653,0.1,260.07,33.89,0.5,0.99,2026-02-03 23:29:30,
2364,倫飛,60.07,12.06,13.15,K<D,22.29,-1.26,-0.89,-0.38,DIF<MACD,68.38,65.07,61.76,0.0,101,150,0.36,32.27,16.51,,,2026-02-03 23:29:32,
2365,昆盈,36.0,38.2,56.4,K<D,55.27,0.85,0.89,-0.04,DIF<MACD,41.66,37.26,32.86,39.76,2836,9245,0.1,81.97,119.35,0.6,1.62,2026-02-03 23:29:33,
2367,燿華,54.2,85.18,85.71,黃金交叉,90.5,6.07,5.05,1.03,DIF>MACD,56.95,41.13,25.31,98.18,148851,144543,1.12,382.08,41.62,0.7,1.29,2026-02-03 23:29:34,
2368,金像電,756.84,76.24,68.79,K>D,57.07,23.17,15.6,7.57,DIF>MACD,741.43,665.2,588.97,100.0,11280,10631,1.4,3674.5,47.75,6.0,0.79,2026-02-03 23:29:35,
2369,菱生,25.41,15.05,20.92,K<D,49.61,0.71,1.31,-0.6,DIF<MACD,31.98,27.77,23.56,23.0,8567,14967,0.1,94.36,15.0,0.3,1.19,2026-02-03 23:29:36,
2371,大同,38.87,16.9,32.73,K<D,54.33,1.6,1.85,-0.25,DIF<MACD,44.97,37.72,30.46,49.18,15974,29122,0.1,784.66,8.64,3.11,8.11,2026-02-03 23:29:37,
2373,震旦行,55.75,27.03,24.65,K<D,34.46,-0.48,-0.43,-0.05,DIF<MACD,56.57,55.23,53.89,16.76,21,41,0.58,121.25,14.11,3.7,6.83,2026-02-03 23:29:38,
2374,佳能,79.68,33.71,52.59,K<D,49.4,1.47,1.83,-0.35,DIF<MACD,92.6,82.85,73.1,38.5,11476,33207,0.67,258.37,42.8,0.6,0.75,2026-02-03 23:29:40,
2375,凱美,84.39,10.49,25.22,K<D,34.18,-0.91,1.21,-2.12,DIF<MACD,110.5,97.18,83.85,1.65,2058,3096,0.49,92.7,22.21,1.5,1.76,2026-02-03 23:29:41,
2376,技嘉,232.04,19.92,26.14,K<D,18.48,-3.06,-1.82,-1.25,DIF<MACD,249.99,239.05,228.11,0.0,3247,3911,0.68,1527.35,13.34,10.0,4.39,2026-02-03 23:29:42,
2377,微星,88.76,9.81,20.48,K<D,16.44,-2.01,-1.03,-0.98,DIF<MACD,104.65,97.35,90.05,0.0,7824,10167,0.87,760.37,16.67,5.0,5.56,2026-02-03 23:29:43,
2379,瑞昱,485.22,26.06,31.0,K<D,30.96,-5.23,-0.83,-4.4,DIF<MACD,559.59,516.02,472.46,26.23,3424,4638,0.51,2510.54,16.38,25.5,5.24,2026-02-03 23:29:44,
2380,虹光,4.8,38.89,35.93,K>D,23.12,-0.01,0.02,-0.03,DIF<MACD,5.51,5.14,4.78,22.51,137,151,0.44,10.66,,,,2026-02-03 23:29:46,
2382,廣達,268.63,34.51,43.61,K<D,45.32,0.33,1.11,-0.78,DIF<MACD,290.88,281.38,271.87,33.09,13858,14646,1.19,10657.74,15.93,13.0,4.7,2026-02-03 23:29:47,
2383,台光電,1906.49,63.51,63.39,黃金交叉,62.64,65.3,52.35,12.96,DIF>MACD,1905.62,1682.5,1459.38,84.77,4097,3805,1.21,6632.28,49.26,16.58,0.89,2026-02-03 23:29:48,
2385,群光,119.36,29.31,32.06,K<D,41.88,-0.08,0.13,-0.21,DIF<MACD,120.6,117.8,115.0,41.34,2333,3045,0.85,813.53,10.47,10.0,8.55,2026-02-03 23:29:49,
2387,精元,38.35,24.54,24.93,K<D,29.89,-0.31,-0.14,-0.18,DIF<MACD,40.43,38.9,37.38,22.42,380,780,0.73,73.34,7.42,4.0,10.55,2026-02-03 23:29:50,
2388,威盛,51.72,26.66,40.65,K<D,48.33,-0.16,0.02,-0.17,DIF<MACD,56.83,52.91,49.0,42.13,1876,3560,0.71,288.95,577.78,0.2,0.38,2026-02-03 23:29:51,
2390,云辰,10.15,25.87,40.87,K<D,35.0,0.16,0.24,-0.08,DIF<MACD,11.32,10.54,9.76,47.01,335,541,0.33,19.94,,,,2026-02-03 23:29:52,
2392,正崴,38.39,24.71,39.0,K<D,46.82,0.3,0.4,-0.1,DIF<MACD,42.2,39.41,36.62,44.07,689,1076,0.49,181.43,8.34,2.5,6.38,2026-02-03 23:29:54,
2393,億光,56.34,51.15,47.02,K<D,52.05,0.61,0.64,-0.03,DIF<MACD,57.84,56.2,54.56,73.11,3889,4851,0.43,253.62,11.13,5.31,9.28,2026-02-03 23:29:55,
2395,研華,290.86,53.45,62.96,K<D,47.69,2.24,1.5,0.74,DIF>MACD,302.13,289.2,276.27,56.53,2465,4018,0.24,2509.05,24.94,8.39,2.89,2026-02-03 23:29:57,
2397,友通,59.46,27.41,31.12,K<D,26.26,-0.44,-0.23,-0.21,DIF<MACD,62.56,60.74,58.92,0.0,120,169,0.89,67.2,14.57,3.4,5.79,2026-02-03 23:29:58,
2399,映泰,23.37,11.27,16.95,K<D,29.34,-0.34,0.19,-0.54,DIF<MACD,28.61,25.75,22.88,6.2,4706,3820,1.59,41.23,77.17,,,2026-02-03 23:29:59,
2401,凌陽,21.27,27.63,45.62,K<D,44.43,0.35,0.5,-0.16,DIF<MACD,23.75,21.91,20.08,34.24,1945,2941,1.12,126.81,10.72,,,2026-02-03 23:30:00,
2402,毅嘉,57.01,40.2,40.7,黃金交叉,40.52,-0.96,-0.68,-0.28,DIF<MACD,58.71,55.82,52.93,44.59,9133,6286,1.58,170.68,21.85,1.97,3.55,2026-02-03 23:30:02,
2404,漢唐,949.36,12.3,10.59,黃金交叉,18.58,-7.82,11.32,-19.14,DIF<MACD,1158.84,1008.9,858.96,21.94,1760,2759,0.32,1765.17,21.16,28.0,2.99,2026-02-03 23:30:03,
2405,輔信,16.25,13.24,24.3,K<D,30.53,-0.37,-0.23,-0.14,DIF<MACD,18.28,17.2,16.13,1.85,1266,1958,0.26,55.64,,0.17,1.05,2026-02-03 23:30:04,
2406,國碩,28.04,19.5,30.77,K<D,36.82,0.64,1.16,-0.52,DIF<MACD,33.46,28.98,24.49,40.4,15207,12556,1.52,97.73,,,,2026-02-03 23:30:05,
2408,南亞科,276.16,65.79,76.72,K<D,59.4,26.22,26.09,0.13,DIF>MACD,320.15,264.2,208.25,66.8,177341,128807,1.46,8598.69,15.85,,,2026-02-03 23:30:07,
2409,友達,13.59,9.09,14.13,K<D,37.93,0.16,0.53,-0.37,DIF<MACD,17.2,15.1,13.0,13.64,92553,144240,0.76,1041.5,18.9,1.2,8.7,2026-02-03 23:30:09,
2412,中華電,132.35,37.61,49.57,K<D,56.83,0.43,0.52,-0.1,DIF<MACD,134.09,133.38,132.66,56.81,8627,10427,1.11,10356.19,27.08,5.0,3.75,2026-02-03 23:30:10,
2413,環科,45.24,30.95,20.51,黃金交叉,41.82,0.95,2.07,-1.13,DIF<MACD,51.15,45.2,39.25,39.98,7761,4696,1.85,56.74,,0.2,0.45,2026-02-03 23:30:11,
2414,精技,39.42,29.48,36.28,K<D,35.99,-0.07,-0.03,-0.04,DIF<MACD,41.36,40.9,40.45,10.77,94,96,1.31,65.66,13.22,2.5,6.16,2026-02-03 23:30:12,
2415,錩新,25.65,14.17,23.5,K<D,39.6,0.06,0.26,-0.2,DIF<MACD,28.37,27.05,25.72,25.77,50,83,0.17,23.63,16.2,1.2,4.57,2026-02-03 23:30:13,
2417,圓剛,37.89,27.62,41.77,K<D,40.08,0.34,0.59,-0.26,DIF<MACD,41.63,39.73,37.84,37.49,471,1961,0.49,51.33,,0.2,0.51,2026-02-03 23:30:15,
2419,仲琦,31.17,27.19,37.94,K<D,45.37,1.51,1.75,-0.23,DIF<MACD,35.35,30.5,25.66,63.4,9151,10008,1.26,102.98,36.01,,,2026-02-03 23:30:16,
2420,新巨,51.17,17.96,26.23,K<D,33.62,-0.01,0.37,-0.38,DIF<MACD,54.47,51.77,49.07,24.13,163,299,0.34,76.48,13.69,3.5,6.99,2026-02-03 23:30:17,
2421,建準,150.82,35.46,33.91,黃金交叉,42.04,-2.91,-2.47,-0.44,DIF<MACD,159.27,151.8,144.33,39.14,2279,2671,0.99,406.08,20.58,3.71,2.49,2026-02-03 23:30:19,
2423,固緯,48.62,11.01,20.91,K<D,11.92,-1.36,-0.65,-0.72,DIF<MACD,57.81,53.23,48.65,7.52,83,176,0.28,70.64,17.27,2.0,4.11,2026-02-03 23:30:20,
2424,隴華,36.89,52.71,60.69,K<D,53.55,0.66,0.24,0.42,DIF>MACD,41.51,36.03,30.55,59.76,26,156,0.63,22.52,,,,2026-02-03 23:30:21,
2425,承啟,28.69,17.6,13.22,黃金交叉,37.41,-0.35,0.03,-0.38,DIF<MACD,32.85,30.48,28.1,21.73,126,248,0.1,27.7,,0.15,0.52,2026-02-03 23:30:23,
2426,鼎元,19.02,39.78,44.36,K<D,54.8,0.54,0.54,0.0,DIF>MACD,20.57,18.36,16.15,63.13,1368,2268,0.68,57.27,15.61,0.1,0.52,2026-02-03 23:30:24,
2427,三商電,24.9,16.93,13.25,K<D,25.57,-0.34,-0.21,-0.13,DIF<MACD,27.36,26.33,25.3,1.78,363,737,0.16,50.29,17.76,0.7,2.76,2026-02-03 23:30:25,
2428,興勤,168.83,19.94,28.55,K<D,42.94,-2.41,-1.59,-0.82,DIF<MACD,182.37,173.95,165.53,14.85,402,495,1.02,217.15,14.7,6.1,3.6,2026-02-03 23:30:26,
2429,銘旺科,57.45,3.05,5.38,K<D,8.39,-4.64,-3.21,-1.44,DIF<MACD,83.21,71.15,59.09,0.0,555,733,0.44,49.42,,,,2026-02-03 23:30:28,
2430,燦坤,22.76,22.63,30.17,K<D,27.08,-0.11,-0.12,0.02,DIF>MACD,22.91,22.68,22.45,25.38,424,120,3.27,26.4,22.83,1.5,6.64,2026-02-03 23:30:29,
2431,聯昌,15.42,54.88,67.49,K<D,64.62,1.06,0.93,0.14,DIF>MACD,17.5,13.81,10.11,65.17,2591,5918,0.43,16.97,,,,2026-02-03 23:30:30,
2432,倚天酷碁-創,24.17,47.49,43.3,K>D,45.85,-0.26,-0.31,0.04,DIF>MACD,25.19,24.85,24.51,46.34,23,33,1.09,15.37,14.97,1.7,6.84,2026-02-03 23:30:31,
2433,互盛電,46.3,47.07,42.42,K>D,49.2,-0.2,-0.22,0.02,DIF>MACD,47.17,46.78,46.39,39.08,19,53,0.1,67.41,15.25,3.0,6.43,2026-02-03 23:30:33,
2434,統懋,30.13,38.29,38.2,黃金交叉,51.76,-0.33,-0.35,0.02,黃金交叉,30.97,30.0,29.04,52.21,16,32,0.14,11.06,,,,2026-02-03 23:30:34,
2436,偉詮電,50.61,34.43,55.08,K<D,52.74,0.98,1.04,-0.06,DIF<MACD,54.51,50.28,46.05,49.85,2220,5438,0.67,99.74,27.96,1.5,2.96,2026-02-03 23:30:35,
2438,翔耀,21.96,21.63,40.73,K<D,49.25,-0.07,-0.02,-0.05,DIF<MACD,23.41,22.1,20.8,34.07,46,105,0.44,13.37,,,,2026-02-03 23:30:36,
2439,美律,100.65,16.56,22.78,K<D,28.18,0.01,0.88,-0.87,DIF<MACD,111.48,103.9,96.33,29.34,869,940,1.34,253.13,16.64,7.29,7.31,2026-02-03 23:30:37,
2440,太空梭,14.21,18.62,40.76,K<D,39.44,0.24,0.49,-0.25,DIF<MACD,17.17,15.49,13.81,25.69,208,360,0.23,20.17,,,,2026-02-03 23:30:39,
2441,超豐,84.17,13.05,24.13,K<D,39.94,0.86,3.11,-2.25,DIF<MACD,107.9,95.47,83.04,6.43,7850,14890,0.68,491.48,20.77,3.0,3.47,2026-02-03 23:30:40,
2442,新美齊,21.18,5.78,9.78,K<D,14.7,-0.91,-0.72,-0.18,DIF<MACD,25.04,22.78,20.51,14.61,2094,2282,0.65,57.82,25.0,0.08,0.38,2026-02-03 23:30:41,
2444,兆勁,12.34,16.76,31.2,K<D,52.78,0.38,0.48,-0.1,DIF<MACD,14.68,12.71,10.74,58.6,529,798,0.32,12.9,,,,2026-02-03 23:30:42,
2449,京元電子,295.01,56.49,59.7,K<D,57.32,14.21,14.57,-0.37,DIF<MACD,310.51,280.35,250.19,75.45,12464,18677,0.85,3588.76,52.32,4.0,1.36,2026-02-03 23:30:43,
2450,神腦,29.41,29.06,42.42,K<D,47.43,0.0,0.02,-0.02,DIF<MACD,29.19,28.86,28.53,14.53,110,98,1.2,73.99,18.02,1.65,5.76,2026-02-03 23:30:44,
2451,創見,232.05,31.26,43.71,K<D,44.68,11.1,13.8,-2.7,DIF<MACD,265.09,244.62,224.16,16.71,14635,18152,1.06,994.92,36.21,6.09,2.64,2026-02-03 23:30:46,
2453,凌群,54.13,21.91,32.98,K<D,47.06,0.66,1.02,-0.36,DIF<MACD,61.2,56.19,51.17,36.11,467,1045,0.26,54.5,17.19,2.6,4.77,2026-02-03 23:30:47,
2454,聯發科,1810.43,85.75,82.78,黃金交叉,72.63,97.35,78.87,18.48,DIF>MACD,1871.3,1584.75,1298.2,86.91,11607,10136,1.1,28650.61,26.92,54.0,3.01,2026-02-03 23:30:48,
2455,全新,171.57,37.26,34.58,K<D,56.17,4.69,5.93,-1.25,DIF<MACD,185.58,166.28,146.97,57.2,15837,12849,1.14,316.3,65.4,3.22,1.87,2026-02-03 23:30:49,
2457,飛宏,28.98,11.73,29.71,K<D,49.27,0.21,0.76,-0.54,DIF<MACD,37.46,31.2,24.93,27.94,8150,11528,1.19,122.76,,,,2026-02-03 23:30:50,
2458,義隆,122.67,38.88,42.16,黃金交叉,60.31,-1.03,-1.41,0.38,DIF>MACD,120.05,117.7,115.35,94.35,1505,1745,0.65,342.16,15.01,6.41,5.36,2026-02-03 23:30:51,
2459,敦吉,65.25,18.76,34.18,K<D,29.91,0.07,0.34,-0.27,DIF<MACD,68.98,67.22,65.45,14.23,79,80,0.78,69.38,11.99,4.0,6.09,2026-02-03 23:30:53,
2460,建通,21.79,25.33,38.92,K<D,34.64,0.33,0.68,-0.36,DIF<MACD,24.21,22.87,21.52,0.0,322,337,0.8,35.87,20.78,,,2026-02-03 23:30:54,
2461,光群雷,16.44,18.98,28.4,K<D,22.77,0.11,0.26,-0.16,DIF<MACD,17.58,16.73,15.88,19.05,203,337,0.66,27.52,17.07,1.67,10.4,2026-02-03 23:30:55,
2462,良得電,24.94,17.91,33.18,K<D,53.36,0.53,0.71,-0.17,DIF<MACD,27.43,25.13,22.83,52.48,605,786,0.52,38.3,70.56,0.81,3.19,2026-02-03 23:30:56,
2464,盟立,67.61,34.37,42.89,K<D,51.18,1.27,1.56,-0.29,DIF<MACD,71.56,67.61,63.65,75.95,6622,5303,1.67,143.28,29.53,0.35,0.5,2026-02-03 23:30:57,
2465,麗臺,51.05,20.88,14.01,黃金交叉,23.74,-1.47,-0.92,-0.55,DIF<MACD,60.92,56.77,52.61,1.24,177,280,0.4,49.13,,,,2026-02-03 23:30:58,
2466,冠西電,59.04,29.21,20.49,K>D,39.94,-1.06,-0.53,-0.53,DIF<MACD,69.3,62.96,56.63,39.14,798,1186,1.07,105.46,38.97,,,2026-02-03 23:31:00,
2467,志聖,260.02,58.75,44.2,K>D,60.35,2.92,3.54,-0.63,DIF<MACD,269.2,250.28,231.35,100.0,7408,3485,1.73,406.48,52.56,5.0,1.88,2026-02-03 23:31:01,
2468,華經,37.71,12.12,14.53,K<D,23.47,-0.93,-0.61,-0.32,DIF<MACD,42.64,40.18,37.73,0.0,155,351,0.6,26.1,32.72,0.9,2.41,2026-02-03 23:31:02,
2471,資通,49.59,12.59,28.65,K<D,41.38,0.21,0.51,-0.3,DIF<MACD,54.33,51.82,49.32,38.77,76,133,0.98,24.05,15.96,3.06,6.01,2026-02-03 23:31:03,
2472,立隆電,107.32,20.1,25.83,K<D,30.28,-0.16,1.64,-1.8,DIF<MACD,125.88,114.65,103.42,15.23,3520,2823,0.92,178.74,15.03,3.1,2.86,2026-02-03 23:31:04,
2474,可成,206.18,21.52,17.45,黃金交叉,27.16,-0.11,0.89,-1.0,DIF<MACD,212.66,205.43,198.19,30.4,1129,2241,0.97,1139.29,15.59,11.49,5.69,2026-02-03 23:31:06,
2476,鉅祥,80.33,15.84,18.21,K<D,27.77,-1.4,-0.19,-1.22,DIF<MACD,97.41,90.2,83.0,2.74,767,1648,0.42,179.15,21.82,3.5,4.23,2026-02-03 23:31:07,
2477,美隆電,24.5,13.19,29.82,K<D,44.76,0.13,0.37,-0.24,DIF<MACD,26.86,25.31,23.76,12.85,390,299,1.75,38.14,14.06,1.3,5.41,2026-02-03 23:31:08,
2478,大毅,60.5,15.41,28.3,K<D,31.21,0.91,2.27,-1.35,DIF<MACD,76.77,68.15,59.54,5.25,940,1923,0.67,87.49,17.92,1.82,2.97,2026-02-03 23:31:09,
2480,敦陽科,136.3,46.65,32.85,K>D,34.41,-2.67,-2.64,-0.03,DIF<MACD,150.78,142.45,134.12,39.76,241,298,0.61,148.37,17.7,7.42,5.32,2026-02-03 23:31:11,
2481,強茂,89.75,31.09,42.82,K<D,53.5,2.05,2.36,-0.32,DIF<MACD,100.51,88.76,77.01,43.08,26979,30408,0.58,338.94,32.85,1.4,1.58,2026-02-03 23:31:12,
2482,連宇,17.79,32.25,36.71,K<D,34.71,0.14,0.24,-0.1,DIF<MACD,19.15,18.07,17.0,21.37,62,135,0.26,13.75,,0.61,3.46,2026-02-03 23:31:13,
2483,百容,19.53,25.29,43.35,K<D,37.1,0.14,0.25,-0.11,DIF<MACD,20.75,19.6,18.45,32.75,146,237,0.21,20.52,34.11,0.3,1.57,2026-02-03 23:31:15,
2484,希華,27.89,35.95,55.46,K<D,54.79,1.82,2.05,-0.23,DIF<MACD,33.82,26.67,19.52,55.31,1510,5292,0.1,43.84,49.11,0.7,2.55,2026-02-03 23:31:16,
2485,兆赫,41.9,83.12,82.63,K<D,68.44,3.54,3.25,0.3,DIF>MACD,45.15,34.8,24.45,87.68,81273,29255,2.38,130.73,,,,2026-02-03 23:31:17,
2486,一詮,127.31,84.85,85.65,K>D,86.32,9.67,6.56,3.11,DIF>MACD,138.34,104.85,71.35,83.77,3957,17607,0.14,299.23,645.0,0.5,0.39,2026-02-03 23:31:18,
2488,漢平,44.62,34.35,54.91,K<D,52.14,0.08,0.12,-0.04,DIF<MACD,47.09,45.83,44.57,30.17,87,164,0.83,36.4,9.29,3.2,7.03,2026-02-03 23:31:19,
2489,瑞軒,21.67,47.11,54.48,K<D,62.97,1.6,1.62,-0.02,DIF<MACD,25.29,19.28,13.28,73.93,4100,7350,0.2,130.24,14.93,1.0,4.68,2026-02-03 23:31:20,
2491,吉祥全,17.26,5.5,6.51,K<D,23.21,-0.5,-0.17,-0.33,DIF<MACD,21.44,19.03,16.63,7.68,337,439,0.4,13.9,23.87,,,2026-02-03 23:31:22,
2492,華新科,132.8,21.19,39.39,K<D,43.01,3.29,5.81,-2.51,DIF<MACD,159.83,138.32,116.82,22.08,6210,12091,0.65,625.4,26.76,2.41,1.87,2026-02-03 23:31:23,
2493,揚博,108.93,17.0,14.85,K>D,24.87,-0.61,1.29,-1.9,DIF<MACD,131.56,118.4,105.24,20.61,774,798,0.67,195.79,24.83,4.0,3.65,2026-02-03 23:31:24,
2495,普安,32.3,35.74,50.32,K<D,54.3,1.01,1.24,-0.23,DIF<MACD,36.51,33.38,30.26,36.92,5241,12908,0.1,89.04,34.26,1.3,3.99,2026-02-03 23:31:25,
2496,卓越,71.36,58.25,69.87,K<D,69.34,0.55,0.48,0.07,DIF>MACD,71.24,69.4,67.56,73.89,15,24,0.3,13.41,10.8,7.18,10.23,2026-02-03 23:31:26,
2497,怡利電,47.84,14.7,18.84,K<D,32.53,0.05,0.88,-0.84,DIF<MACD,55.44,52.15,48.86,0.0,350,393,1.31,57.04,19.8,2.0,4.14,2026-02-03 23:31:27,
2498,宏達電,45.6,12.99,29.07,K<D,35.28,-0.99,-0.82,-0.17,DIF<MACD,48.25,46.15,44.05,16.07,5209,7090,1.05,367.61,6.52,,,2026-02-03 23:31:28,
