股票代號,股票名稱,收盤價,K值,D值,KD狀態,RSI,DIF,MACD,柱狀圖,MACD狀態,BB上軌,BB中軌,BB下軌,BB位置,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,更新時間,交易日
1540,喬福,24.98,7.81,24.81,K<D,40.43,0.4,0.72,-0.33,DIF<MACD,28.73,25.28,21.83,44.84,351,458,0.34,20.9,23.51,1.6,6.54,2026-02-03 23:26:09,
1541,錩泰,23.97,14.12,26.78,K<D,59.44,0.38,0.59,-0.2,DIF<MACD,29.28,25.16,21.04,40.43,45,64,0.53,19.46,17.03,0.5,2.02,2026-02-03 23:26:10,
1558,伸興,95.06,6.73,3.14,K<D,25.2,-1.57,-0.97,-0.6,DIF<MACD,105.89,99.63,93.37,4.54,36,33,0.85,61.31,17.18,6.0,6.32,2026-02-03 23:26:11,
1560,中砂,411.95,38.07,33.07,K>D,47.05,8.82,13.21,-4.39,DIF<MACD,436.48,421.7,406.92,17.3,2027,2239,0.92,608.34,55.13,3.99,0.96,2026-02-03 23:26:12,
1563,巧新,44.99,19.63,25.14,K<D,37.58,0.2,0.67,-0.47,DIF<MACD,49.49,47.46,45.43,0.34,374,448,1.12,101.68,21.68,2.27,4.96,2026-02-03 23:26:13,
1568,倉佑,22.92,9.21,24.05,K<D,47.3,0.29,0.55,-0.26,DIF<MACD,26.66,24.2,21.74,27.27,131,142,1.28,24.17,20.57,1.2,5.12,2026-02-03 23:26:14,
1582,信錦,65.46,24.39,43.31,K<D,55.13,0.6,0.77,-0.16,DIF<MACD,72.51,67.02,61.53,41.97,643,1191,0.88,95.36,14.62,5.5,8.32,2026-02-03 23:26:15,
1583,程泰,49.38,25.61,35.68,K<D,61.76,0.83,0.87,-0.04,DIF<MACD,51.79,47.59,43.39,50.92,19,28,0.55,52.62,22.17,3.03,6.3,2026-02-03 23:26:17,
1587,吉茂,43.73,1.84,13.24,K<D,39.4,-0.97,0.11,-1.08,DIF<MACD,56.0,50.17,44.35,0.0,464,921,0.69,35.38,221.0,0.5,1.13,2026-02-03 23:26:18,
1589,永冠-KY,16.37,11.12,23.12,K<D,36.88,-0.05,0.11,-0.16,DIF<MACD,18.95,17.48,16.0,21.79,1423,1021,1.2,25.04,3.58,,,2026-02-03 23:26:19,
1590,亞德客-KY,1189.31,81.95,72.24,K>D,88.2,45.13,29.51,15.61,DIF>MACD,1149.82,1031.95,914.08,100.0,1437,1436,0.56,2350.0,29.89,20.01,1.7,2026-02-03 23:26:20,
1597,直得,76.47,26.5,40.62,K<D,47.28,1.47,2.15,-0.68,DIF<MACD,87.45,79.29,71.12,45.58,160,617,0.46,67.28,97.59,0.7,0.91,2026-02-03 23:26:21,
1598,岱宇,20.72,34.67,26.15,K>D,23.63,-0.25,-0.24,-0.01,DIF<MACD,21.99,20.49,18.98,31.75,144,284,0.1,33.51,38.75,0.5,2.48,2026-02-03 23:26:23,
1603,華電,40.9,30.75,56.55,K<D,53.15,0.88,1.02,-0.14,DIF<MACD,43.97,40.43,36.88,38.84,833,827,0.92,63.22,10.84,1.5,3.77,2026-02-03 23:26:24,
1604,聲寶,23.49,41.37,55.17,K<D,51.32,-0.08,-0.1,0.02,DIF>MACD,24.16,23.99,23.82,9.99,234,195,1.03,86.76,14.54,1.5,6.29,2026-02-03 23:26:25,
1605,華新,36.59,35.07,44.75,K<D,36.83,1.55,2.17,-0.62,DIF<MACD,45.09,40.69,36.29,0.0,209284,257362,1.0,1621.87,101.67,0.5,1.37,2026-02-03 23:26:26,
1608,華榮,33.59,22.12,40.73,K<D,29.4,-0.26,0.26,-0.52,DIF<MACD,41.6,38.38,35.17,0.0,7872,17115,0.73,144.23,6.98,1.0,2.94,2026-02-03 23:26:27,
1609,大亞,38.45,15.73,31.56,K<D,49.12,0.54,0.94,-0.4,DIF<MACD,45.96,41.31,36.67,27.91,6630,10639,0.42,304.96,21.64,0.75,1.93,2026-02-03 23:26:29,
1611,中電,12.49,8.14,20.32,K<D,25.16,0.05,0.2,-0.16,DIF<MACD,14.44,13.54,12.63,15.04,337,534,0.94,41.47,75.59,0.8,6.23,2026-02-03 23:26:30,
1612,宏泰,35.73,25.81,35.1,K<D,49.83,0.38,0.56,-0.19,DIF<MACD,39.35,36.25,33.15,36.12,734,1443,0.3,112.21,13.45,2.1,5.92,2026-02-03 23:26:31,
1614,三洋電,33.36,51.73,50.44,K<D,34.68,-0.08,-0.05,-0.03,DIF<MACD,34.59,33.95,33.32,2.29,106,140,0.71,86.35,32.38,0.58,1.74,2026-02-03 23:26:32,
1615,大山,46.71,19.77,34.76,K<D,37.0,-0.03,0.15,-0.18,DIF<MACD,50.57,49.11,47.65,10.31,197,165,1.42,94.4,11.32,2.0,4.17,2026-02-03 23:26:33,
1616,億泰,27.13,16.02,31.05,K<D,38.28,-0.1,0.06,-0.15,DIF<MACD,30.69,28.75,26.8,8.48,1088,1424,0.95,52.11,7.33,1.8,6.55,2026-02-03 23:26:35,
1617,榮星,16.55,20.54,32.02,K<D,61.64,0.48,0.58,-0.1,DIF<MACD,18.51,16.17,13.83,46.31,147,424,0.84,25.48,,0.5,3.1,2026-02-03 23:26:36,
1618,合機,44.1,25.44,38.84,K<D,60.99,0.96,1.18,-0.23,DIF<MACD,50.73,45.0,39.26,41.84,1002,2013,0.23,86.33,10.57,1.5,3.35,2026-02-03 23:26:37,
1626,艾美特-KY,10.62,26.31,48.11,K<D,44.3,-0.05,-0.08,0.03,DIF>MACD,11.72,11.14,10.57,16.47,114,442,0.42,16.26,,,,2026-02-03 23:26:38,
1702,南僑,37.43,30.2,25.94,K<D,32.07,-0.3,-0.23,-0.06,DIF<MACD,39.1,38.03,36.96,32.23,160,290,0.66,92.91,20.81,2.5,6.68,2026-02-03 23:26:39,
1707,葡萄王,125.55,39.37,36.23,黃金交叉,40.21,-0.77,-0.72,-0.04,DIF<MACD,125.0,122.69,120.38,37.09,79,87,1.33,180.73,14.9,6.4,5.25,2026-02-03 23:26:41,
1708,東鹼,33.03,47.02,53.03,K<D,59.24,0.3,0.27,0.02,DIF>MACD,34.31,33.16,32.02,71.47,794,1617,0.15,83.54,11.26,2.0,5.96,2026-02-03 23:26:42,
1709,和益,16.92,29.08,42.0,K<D,39.46,0.04,0.09,-0.04,DIF<MACD,17.38,17.03,16.68,6.31,352,308,1.39,79.9,16.42,0.8,4.78,2026-02-03 23:26:43,
1710,東聯,12.9,32.75,42.35,K<D,50.84,0.21,0.24,-0.03,DIF<MACD,13.91,12.95,12.0,34.46,2124,3767,0.63,111.38,13.23,,,2026-02-03 23:26:44,
1711,永光,21.41,21.47,14.96,黃金交叉,35.56,0.3,0.61,-0.31,DIF<MACD,24.23,22.14,20.05,35.44,10789,6893,1.34,119.14,,0.3,1.38,2026-02-03 23:26:46,
1712,興農,46.43,29.37,39.88,K<D,59.14,0.4,0.53,-0.13,DIF<MACD,46.77,45.62,44.46,49.84,389,516,0.72,192.59,17.48,2.5,5.46,2026-02-03 23:26:47,
1713,國化,47.77,21.88,18.76,黃金交叉,19.1,0.58,1.02,-0.44,DIF<MACD,52.82,49.76,46.7,17.28,257,495,0.35,72.68,4.92,7.5,15.58,2026-02-03 23:26:48,
1714,和桐,9.16,38.83,40.07,K<D,50.49,0.19,0.21,-0.03,DIF<MACD,9.55,9.07,8.59,58.35,3111,3912,0.88,89.24,21.14,0.21,2.31,2026-02-03 23:26:49,
1717,長興,57.05,15.28,26.55,K<D,41.63,3.35,4.98,-1.63,DIF<MACD,73.44,61.77,50.09,31.45,27434,46434,0.98,663.49,37.99,1.2,2.12,2026-02-03 23:26:50,
1718,中纖,6.89,20.56,26.53,K<D,44.98,0.03,0.07,-0.04,DIF<MACD,7.45,7.12,6.79,14.14,3212,5568,0.65,92.3,,,,2026-02-03 23:26:52,
1720,生達,58.72,25.11,42.9,K<D,47.51,0.18,0.26,-0.08,DIF<MACD,62.48,60.88,59.27,28.5,137,197,0.83,107.57,12.04,2.8,4.65,2026-02-03 23:26:53,
1721,三晃,17.04,6.95,21.9,K<D,46.88,0.8,1.31,-0.5,DIF<MACD,22.13,18.07,14.01,41.55,1245,1387,0.92,30.88,,,,2026-02-03 23:26:54,
1722,台肥,45.21,10.62,32.82,K<D,39.72,-0.23,-0.11,-0.12,DIF<MACD,47.8,46.71,45.62,0.0,1476,2466,0.15,447.86,29.11,2.0,4.38,2026-02-03 23:26:55,
1723,中碳,71.04,67.96,76.42,K<D,54.21,0.81,0.62,0.19,DIF>MACD,74.69,71.69,68.69,57.41,217,388,0.29,168.08,22.91,4.5,6.22,2026-02-03 23:26:56,
1725,元禎,26.35,9.65,17.33,K<D,27.5,0.03,0.38,-0.35,DIF<MACD,30.79,28.82,26.84,3.5,53,68,0.77,49.28,16.83,1.25,4.61,2026-02-03 23:26:58,
1726,永記,76.52,43.12,31.07,黃金交叉,47.19,-0.01,0.0,-0.01,DIF<MACD,76.29,75.98,75.67,75.15,6,23,0.1,123.28,13.3,3.6,4.73,2026-02-03 23:26:59,
1727,中華化,43.0,16.26,24.48,K<D,29.93,-0.12,0.73,-0.85,DIF<MACD,50.89,46.34,41.78,18.25,1942,3023,0.32,53.34,472.78,0.5,1.18,2026-02-03 23:27:00,
1730,花仙子,51.56,50.22,48.53,K<D,61.29,0.07,-0.0,0.08,DIF>MACD,53.34,52.7,52.06,76.11,27,52,0.53,33.58,11.99,3.0,5.65,2026-02-03 23:27:02,
1731,美吾華,21.87,28.58,40.68,K<D,49.24,0.03,0.03,-0.01,DIF<MACD,22.1,21.91,21.72,41.29,70,126,0.38,29.04,16.68,1.2,5.49,2026-02-03 23:27:03,
1732,毛寶,27.74,33.99,42.23,K<D,53.72,0.2,0.14,0.06,DIF>MACD,31.21,28.28,25.35,55.21,523,3364,0.1,11.97,78.33,0.5,1.77,2026-02-03 23:27:04,
1733,五鼎,29.1,23.4,24.94,K<D,40.07,-0.34,-0.32,-0.03,DIF<MACD,30.34,29.57,28.8,0.0,173,203,0.81,28.84,19.23,1.2,4.16,2026-02-03 23:27:05,
1734,杏輝,30.1,43.46,55.85,K<D,48.06,0.09,0.09,-0.01,DIF<MACD,31.4,30.84,30.28,35.29,129,232,0.19,58.39,16.96,0.95,3.09,2026-02-03 23:27:07,
1735,日勝化,18.71,48.87,25.96,K>D,44.54,0.05,0.1,-0.05,DIF<MACD,18.77,17.27,15.76,89.09,1090,352,3.53,18.39,41.11,0.8,4.32,2026-02-03 23:27:08,
1736,喬山,145.01,31.17,30.48,K>D,34.04,-1.34,-0.83,-0.51,DIF<MACD,157.92,150.03,142.13,34.06,275,768,0.73,442.82,15.63,4.0,2.74,2026-02-03 23:27:09,
1737,臺鹽,32.33,38.18,52.9,K<D,44.85,-0.01,0.0,-0.01,DIF<MACD,31.8,31.62,31.44,9.52,50,76,0.88,63.0,18.98,1.3,4.13,2026-02-03 23:27:10,
1752,南光,35.61,42.48,50.92,K<D,43.68,-0.24,-0.28,0.04,DIF>MACD,37.4,36.66,35.93,38.18,40,83,0.1,36.76,14.33,1.6,4.4,2026-02-03 23:27:11,
1760,寶齡富錦,62.5,23.47,49.11,K<D,42.3,0.15,0.27,-0.13,DIF<MACD,67.63,64.85,62.07,15.28,196,225,1.15,54.1,31.08,1.8,2.85,2026-02-03 23:27:12,
1762,中化生,25.49,46.75,54.46,K<D,55.95,0.44,0.42,0.02,DIF>MACD,27.51,25.83,24.15,62.72,40,98,0.73,20.08,58.0,0.19,0.73,2026-02-03 23:27:14,
1773,勝一,144.08,7.69,6.47,K<D,20.14,-1.28,1.37,-2.65,DIF<MACD,172.06,154.97,137.89,6.0,418,665,0.9,421.5,21.55,2.5,1.78,2026-02-03 23:27:15,
1776,展宇,15.39,30.49,37.42,K<D,34.05,-0.02,0.05,-0.07,DIF<MACD,15.78,15.44,15.1,0.0,25,41,0.23,9.05,83.61,0.8,5.32,2026-02-03 23:27:16,
1783,和康生,45.38,28.68,42.3,K<D,56.62,0.7,0.87,-0.17,DIF<MACD,47.98,46.17,44.37,53.25,59,101,0.72,41.3,17.78,0.83,1.8,2026-02-03 23:27:17,
1786,科妍,76.83,9.02,25.32,K<D,37.55,0.45,0.84,-0.39,DIF<MACD,83.04,78.93,74.83,21.58,173,443,0.72,56.94,34.43,3.24,4.26,2026-02-03 23:27:18,
1789,神隆,24.66,15.93,35.54,K<D,50.38,1.34,1.84,-0.5,DIF<MACD,28.72,25.05,21.38,45.73,1707,3747,0.54,191.36,100.83,0.35,1.45,2026-02-03 23:27:19,
1795,美時,363.2,88.1,83.33,K>D,67.52,17.98,13.51,4.46,DIF>MACD,374.91,321.15,267.39,79.19,6918,7178,1.11,951.37,20.07,5.78,1.6,2026-02-03 23:27:20,
1802,台玻,49.49,34.41,48.53,K<D,71.13,3.57,3.7,-0.13,DIF<MACD,59.16,44.39,29.62,70.84,32262,25942,1.2,1436.58,14.7,,,2026-02-03 23:27:21,
1805,寶徠,11.62,52.52,55.97,K<D,36.07,0.03,0.07,-0.04,DIF<MACD,12.37,12.03,11.7,8.0,41,62,0.7,15.93,5.78,,,2026-02-03 23:27:23,
1806,冠軍,8.62,10.39,20.05,K<D,43.98,-0.04,-0.01,-0.02,DIF<MACD,9.28,9.0,8.71,21.02,310,444,0.23,34.17,27.63,1.0,11.31,2026-02-03 23:27:24,
1808,潤隆,32.66,30.95,27.47,K>D,38.66,-0.65,-0.59,-0.06,DIF<MACD,35.58,32.92,30.26,31.77,1162,1287,1.04,256.39,14.98,2.22,6.96,2026-02-03 23:27:25,
1809,中釉,27.03,31.42,43.19,K<D,63.56,1.8,1.91,-0.1,DIF<MACD,30.35,23.54,16.74,69.05,10453,5827,1.37,44.1,155.29,0.25,0.95,2026-02-03 23:27:26,
1810,和成,18.65,12.93,17.53,K<D,45.19,0.19,0.44,-0.25,DIF<MACD,20.93,19.43,17.93,19.39,805,1628,0.43,55.84,462.5,0.19,1.03,2026-02-03 23:27:27,
1817,凱撒衛,38.08,34.34,49.92,K<D,50.79,0.04,0.06,-0.02,DIF<MACD,38.91,38.52,38.13,51.23,59,35,1.46,27.91,9.56,2.4,6.24,2026-02-03 23:27:28,
1903,士紙,54.11,27.91,43.37,K<D,48.31,0.24,0.53,-0.29,DIF<MACD,59.61,56.55,53.49,10.9,228,488,0.52,141.98,118.7,,,2026-02-03 23:27:29,
1904,正隆,17.79,25.77,27.25,K<D,41.45,-0.02,-0.0,-0.02,DIF<MACD,18.22,17.76,17.29,31.11,363,771,0.1,194.5,65.0,0.45,2.56,2026-02-03 23:27:30,
1905,華紙,12.39,28.17,32.79,K<D,41.24,0.08,0.11,-0.02,DIF<MACD,12.64,12.22,11.8,33.72,1594,2304,0.88,133.44,,,,2026-02-03 23:27:32,
1906,寶隆,11.87,14.4,28.25,K<D,16.15,-0.07,-0.03,-0.04,DIF<MACD,12.26,11.97,11.69,0.0,88,49,2.08,17.52,96.67,0.1,0.86,2026-02-03 23:27:33,
1907,永豐餘,25.22,25.21,29.82,K<D,29.0,-0.28,-0.25,-0.03,DIF<MACD,26.12,25.32,24.53,10.17,1051,912,0.81,411.77,20.67,0.8,3.23,2026-02-03 23:27:34,
1909,榮成,9.68,18.96,23.45,K<D,31.09,-0.08,-0.06,-0.02,DIF<MACD,10.3,9.95,9.6,8.29,2785,2105,0.92,125.92,,,,2026-02-03 23:27:35,
2002,中鋼,20.13,68.9,61.73,K>D,68.73,0.47,0.31,0.15,DIF>MACD,20.91,19.62,18.33,97.49,101280,165955,0.26,3165.19,62.93,0.33,1.6,2026-02-03 23:27:36,
2006,東和鋼鐵,68.58,34.64,47.42,K<D,40.54,0.82,0.99,-0.17,DIF<MACD,72.42,69.85,67.28,61.04,923,1227,1.13,511.15,11.48,4.0,5.71,2026-02-03 23:27:38,
2007,燁興,8.59,48.39,47.06,K<D,58.61,0.26,0.22,0.04,DIF>MACD,8.86,8.23,7.61,72.33,790,2221,0.39,44.52,,,,2026-02-03 23:27:39,
2008,高興昌,29.49,46.19,49.73,K<D,56.01,0.13,0.11,0.02,DIF>MACD,29.91,29.29,28.68,44.77,12,28,0.4,55.92,48.83,0.5,1.71,2026-02-03 23:27:40,
2009,第一銅,43.82,26.13,38.45,K<D,41.53,0.4,1.11,-0.71,DIF<MACD,54.09,49.71,45.33,0.0,9492,24865,0.1,162.37,136.82,0.5,1.11,2026-02-03 23:27:41,
2010,春源,21.62,65.07,55.77,K>D,69.79,0.25,0.18,0.07,DIF>MACD,21.92,21.27,20.63,100.0,2601,3092,0.99,143.46,9.98,1.3,5.87,2026-02-03 23:27:43,
2012,春雨,17.22,38.54,32.89,K>D,47.41,0.28,0.34,-0.07,DIF<MACD,17.54,17.15,16.76,36.98,58,107,0.91,47.52,51.67,1.0,5.87,2026-02-03 23:27:44,
2013,中鋼構,40.56,27.1,29.78,K<D,35.91,0.03,0.06,-0.03,DIF<MACD,43.23,42.3,41.38,21.27,183,322,0.9,83.6,14.17,2.0,4.78,2026-02-03 23:27:45,
2014,中鴻,19.05,70.24,65.06,K>D,71.55,0.88,0.57,0.31,DIF>MACD,19.63,17.24,14.84,93.46,35218,60834,0.71,279.21,52.21,,,2026-02-03 23:27:46,
2015,豐興,65.29,66.84,64.63,K>D,42.88,0.54,0.44,0.1,DIF>MACD,65.84,64.02,62.2,81.58,166,291,0.15,378.62,16.23,3.5,5.38,2026-02-03 23:27:47,
2017,官田鋼,8.88,19.3,28.45,K<D,36.48,0.06,0.08,-0.02,DIF<MACD,9.18,8.94,8.7,17.41,788,2670,0.1,37.52,,,,2026-02-03 23:27:49,
2020,美亞,24.02,42.08,48.2,K<D,43.24,0.13,0.13,0.0,DIF>MACD,24.39,23.86,23.32,38.13,339,947,0.1,63.55,12.53,2.2,9.24,2026-02-03 23:27:50,
2022,聚亨,8.62,35.31,46.36,K<D,57.78,0.17,0.18,-0.01,DIF<MACD,9.29,8.8,8.31,46.33,714,1292,0.31,29.57,,,,2026-02-03 23:27:51,
2023,燁輝,14.99,36.25,40.15,K<D,47.6,0.05,0.03,0.03,DIF>MACD,15.37,14.92,14.47,37.67,2062,4915,0.1,277.68,38.95,,,2026-02-03 23:27:52,
2024,志聯,15.7,45.33,31.15,K>D,52.82,-0.04,-0.06,0.03,DIF>MACD,16.69,16.0,15.31,47.81,16,20,0.53,15.55,,,,2026-02-03 23:27:53,
2025,千興,12.37,33.65,47.26,K<D,54.43,0.57,0.72,-0.15,DIF<MACD,14.18,12.81,11.44,33.0,309,420,0.63,21.58,,,,2026-02-03 23:27:54,
2027,大成鋼,38.71,57.16,67.92,K<D,55.94,0.65,0.41,0.24,DIF>MACD,39.71,37.17,34.62,74.15,30427,55049,0.99,897.99,14.62,1.1,2.88,2026-02-03 23:27:55,
2028,威致,19.42,46.18,46.77,K>D,40.1,0.57,0.51,0.05,DIF>MACD,20.36,18.76,17.16,55.7,288,1596,0.29,62.37,87.5,0.6,3.12,2026-02-03 23:27:57,
2029,盛餘,21.64,42.88,54.97,K<D,53.66,0.1,0.08,0.02,DIF>MACD,21.78,21.22,20.65,45.8,287,449,0.97,68.09,20.19,1.25,5.9,2026-02-03 23:27:58,
2030,彰源,16.86,52.17,58.45,K<D,56.97,0.64,0.6,0.04,DIF>MACD,17.67,16.31,14.95,69.9,3351,5171,0.86,46.09,53.87,0.71,4.25,2026-02-03 23:27:59,
2031,新光鋼,39.01,34.34,38.95,K<D,54.32,0.22,0.22,0.0,DIF>MACD,40.11,38.95,37.79,46.88,1088,2068,0.14,124.77,16.19,2.5,6.44,2026-02-03 23:28:00,
2032,新鋼,16.39,39.87,49.77,K<D,49.42,0.53,0.52,0.01,DIF>MACD,17.67,16.64,15.61,53.02,1296,3935,0.57,21.93,34.29,0.38,2.26,2026-02-03 23:28:01,
2033,佳大,15.97,34.55,33.0,K<D,54.93,0.12,0.12,0.0,DIF>MACD,16.87,16.25,15.63,41.7,188,452,0.2,12.99,55.52,0.2,1.24,2026-02-03 23:28:03,
2034,允強,21.59,47.08,52.36,K<D,58.75,0.39,0.31,0.08,DIF>MACD,22.56,21.35,20.14,74.15,2712,6413,0.56,115.85,27.72,1.0,4.57,2026-02-03 23:28:04,
2038,海光,15.75,48.8,40.3,K>D,56.31,0.41,0.3,0.11,DIF>MACD,16.46,15.31,14.17,85.82,3021,7486,0.24,31.06,,0.2,1.25,2026-02-03 23:28:05,
2049,上銀,240.64,38.65,51.94,K<D,63.26,11.55,11.48,0.07,DIF>MACD,268.76,226.7,184.64,63.4,4870,9516,1.01,827.87,59.54,2.4,1.03,2026-02-03 23:28:06,
2059,川湖,3085.08,17.96,26.02,K<D,44.26,-93.79,-61.27,-32.52,DIF<MACD,3668.25,3348.0,3027.75,14.3,1157,1016,0.9,2958.97,35.67,32.2,1.04,2026-02-03 23:28:07,
2062,橋椿,22.21,11.9,19.49,K<D,38.84,0.24,0.36,-0.12,DIF<MACD,23.82,22.03,20.24,40.46,362,331,0.87,43.4,30.14,1.8,8.29,2026-02-03 23:28:08,
2069,運錩,19.55,49.39,66.35,K<D,51.4,0.62,0.65,-0.03,DIF<MACD,20.75,19.51,18.26,38.36,1556,1399,1.54,32.28,12.28,0.9,4.64,2026-02-03 23:28:10,
2101,南港,35.62,11.58,23.41,K<D,22.48,-0.48,-0.28,-0.2,DIF<MACD,38.19,36.77,35.34,0.0,1145,1406,0.33,254.61,72.92,1.77,5.06,2026-02-03 23:28:11,
2102,泰豐,19.95,70.22,63.58,K>D,49.79,0.07,0.06,0.01,DIF>MACD,20.46,19.95,19.45,48.18,341,512,0.87,91.69,,,,2026-02-03 23:28:12,
2103,台橡,14.52,27.04,33.68,K<D,39.65,-0.1,-0.03,-0.07,DIF<MACD,15.91,15.24,14.56,0.0,3859,4400,1.11,119.32,120.42,0.63,4.36,2026-02-03 23:28:13,
2104,國際中橡,10.95,18.1,38.18,K<D,43.4,0.1,0.25,-0.15,DIF<MACD,12.91,11.82,10.74,9.97,4319,5046,1.2,106.21,40.56,,,2026-02-03 23:28:14,
2105,正新,29.35,23.1,29.59,K<D,40.73,-0.01,0.09,-0.1,DIF<MACD,32.0,30.82,29.65,6.46,11641,9298,1.72,969.18,19.04,2.4,8.03,2026-02-03 23:28:15,
2106,建大,19.51,16.46,37.76,K<D,44.54,-0.06,0.03,-0.09,DIF<MACD,21.12,19.93,18.74,11.43,1357,897,1.99,183.82,71.3,1.1,5.71,2026-02-03 23:28:16,
2107,厚生,24.47,20.49,37.55,K<D,50.97,0.14,0.19,-0.05,DIF<MACD,25.42,24.91,24.4,38.92,121,197,0.19,75.29,15.31,1.4,5.65,2026-02-03 23:28:18,
2108,南帝,22.78,20.59,32.28,K<D,37.61,0.12,0.25,-0.12,DIF<MACD,24.84,24.13,23.42,0.0,769,1586,0.8,115.47,25.49,1.0,4.26,2026-02-03 23:28:19,
2109,華豐,14.93,30.72,34.87,K<D,40.0,-0.04,-0.03,-0.01,DIF<MACD,15.08,14.96,14.84,0.0,174,169,1.18,41.34,11.75,1.5,10.14,2026-02-03 23:28:20,
2114,鑫永銓,87.47,26.22,28.65,K<D,41.75,-0.13,-0.06,-0.07,DIF<MACD,90.34,89.77,89.2,0.0,25,33,0.91,69.57,16.37,5.0,5.61,2026-02-03 23:28:21,
2115,六暉-KY,25.1,16.16,25.32,K<D,50.74,0.01,0.1,-0.09,DIF<MACD,26.58,25.0,23.42,34.2,79,80,0.62,25.52,12.1,1.5,6.13,2026-02-03 23:28:22,
2201,裕隆,31.13,10.56,17.92,K<D,29.12,-0.64,-0.58,-0.06,DIF<MACD,32.71,31.65,30.59,0.0,4012,4309,1.08,321.93,22.78,1.3,4.29,2026-02-03 23:28:23,
2204,中華,56.37,9.44,5.79,K<D,27.77,-0.99,-0.79,-0.2,DIF<MACD,59.65,57.12,54.59,1.59,675,769,1.36,304.49,10.74,4.2,7.64,2026-02-03 23:28:25,
2206,三陽工業,59.23,75.21,71.84,K>D,45.55,-0.28,-0.31,0.04,DIF>MACD,60.75,59.82,58.89,43.03,891,973,1.33,464.67,10.08,3.03,5.08,2026-02-03 23:28:26,
2207,和泰車,510.71,51.15,50.76,K<D,30.83,-8.15,-8.89,0.74,DIF>MACD,556.68,539.3,521.92,3.53,155,329,0.41,2930.36,16.04,20.0,3.8,2026-02-03 23:28:27,
2208,台船,21.9,21.54,40.76,K<D,51.22,0.43,0.51,-0.08,DIF<MACD,23.66,21.7,19.74,43.61,7069,9962,0.25,272.11,,,,2026-02-03 23:28:28,
2211,長榮鋼,101.56,68.18,63.38,K>D,57.25,-0.79,-1.3,0.51,DIF>MACD,103.51,101.37,99.23,65.71,688,1032,0.53,425.43,12.06,5.0,4.9,2026-02-03 23:28:29,
2227,裕日車,54.48,19.9,30.65,K<D,37.77,-0.41,-0.29,-0.11,DIF<MACD,55.79,54.3,52.82,4.25,31,54,0.91,159.0,30.81,3.9,7.36,2026-02-03 23:28:30,
2228,劍麟,97.95,7.1,11.7,K<D,15.42,-2.59,-1.37,-1.22,DIF<MACD,112.86,103.38,93.9,7.83,219,506,0.63,76.03,14.42,9.0,9.44,2026-02-03 23:28:31,
2231,為升,90.27,6.94,14.47,K<D,35.51,-1.07,0.13,-1.2,DIF<MACD,104.92,97.09,89.25,2.53,1158,575,1.97,120.15,56.31,2.07,2.34,2026-02-03 23:28:32,
2233,宇隆,258.77,72.9,68.84,K<D,59.96,16.05,12.48,3.56,DIF>MACD,284.54,239.6,194.66,68.83,10578,8635,0.78,157.95,35.45,7.0,2.67,2026-02-03 23:28:33,
2236,百達-KY,111.23,54.01,65.37,K<D,53.3,0.67,1.14,-0.46,DIF<MACD,116.47,113.08,109.68,24.65,193,340,0.5,68.77,20.78,0.31,0.28,2026-02-03 23:28:34,
2239,英利-KY,28.44,8.53,8.04,黃金交叉,7.43,-1.6,-1.44,-0.16,DIF<MACD,34.56,30.44,26.33,25.73,133,81,1.62,32.78,3.65,,,2026-02-03 23:28:36,
2241,艾姆勒,30.46,2.9,10.91,K<D,24.89,-1.32,-0.87,-0.45,DIF<MACD,38.17,34.31,30.45,6.04,205,390,0.96,32.22,,,,2026-02-03 23:28:37,
2243,宏旭-KY,11.08,30.76,34.59,黃金交叉,47.65,-0.02,-0.0,-0.02,DIF<MACD,11.84,11.44,11.03,41.11,153,186,0.96,7.84,36.45,,,2026-02-03 23:28:38,
2247,汎德永業,268.41,16.46,22.24,K<D,30.0,-2.22,-1.5,-0.72,DIF<MACD,283.67,275.12,266.58,7.34,87,62,1.2,215.9,13.26,25.0,9.35,2026-02-03 23:28:39,
2248,華勝-KY,48.85,10.34,14.88,K<D,25.72,-0.4,-0.21,-0.19,DIF<MACD,50.47,49.03,47.59,6.4,12,21,0.59,22.66,9.39,2.73,5.74,2026-02-03 23:28:40,
2250,IKKA-KY,72.14,23.1,26.8,K<D,38.39,-0.16,0.37,-0.53,DIF<MACD,79.2,74.32,69.44,17.59,52,102,0.1,25.94,18.71,3.35,4.7,2026-02-03 23:28:41,
2254,巨鎧精密-創,59.55,56.68,62.35,K<D,47.32,-0.0,0.02,-0.02,DIF<MACD,59.94,59.53,59.12,26.7,113,108,1.52,37.81,,,,2026-02-03 23:28:42,
2258,鴻華先進-創,36.89,10.17,11.22,K<D,18.0,-0.62,-0.48,-0.14,DIF<MACD,40.92,39.11,37.3,22.06,482,497,0.83,658.22,,,,2026-02-03 23:28:43,
2301,光寶科,171.68,36.11,39.4,K<D,49.41,1.17,1.43,-0.26,DIF<MACD,174.94,165.82,156.71,77.04,22720,21142,1.05,3869.96,27.37,6.51,3.82,2026-02-03 23:28:45,
2302,麗正,19.61,22.39,35.92,K<D,53.68,0.4,0.57,-0.16,DIF<MACD,22.06,19.57,17.07,33.22,423,1134,0.23,31.68,24.74,0.58,3.04,2026-02-03 23:28:46,
