股票代號,股票名稱,收盤價,K值,D值,RSI,DIF,MACD,柱狀圖,BB上軌,BB中軌,BB下軌,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,更新時間
1101,台泥,26.4,75.64,60.11,50.82,0.48,0.52,-0.04,26.76,25.98,25.21,34867,27866,1.25,1978.2,17.28,1.0,3.79,2026-02-27 23:48:51
1102,亞泥,35.85,75.6,68.28,55.56,-0.22,-0.36,0.14,36.2,35.41,34.62,12745,10753,1.19,1271.44,10.13,2.2,6.14,2026-02-27 23:48:53
1103,嘉泥,14.15,69.02,56.38,43.48,0.03,0.02,0.01,14.31,14.06,13.8,223,402,0.56,93.21,33.69,0.55,3.89,2026-02-27 23:48:54
