股票代號,股票名稱,收盤價,K值,D值,RSI,DIF,MACD,柱狀圖,BB上軌,BB中軌,BB下軌,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,交易日,更新時間
1101,台泥,24.8,38.26,52.97,38.89,0.19,0.4,-0.2,26.91,25.89,24.88,50564,38956,1.3,1907.91,17.2,1.0,4.03,2026-03-05,2026-03-05 16:00:07
1102,亞泥,34.3,28.62,46.92,48.61,-0.35,-0.32,-0.04,36.23,35.27,34.31,8590,10947,0.78,1216.47,9.69,2.2,6.41,2026-03-05,2026-03-05 16:00:08
1103,嘉泥,13.6,33.78,46.81,40.0,-0.06,-0.01,-0.05,14.41,14.01,13.61,246,408,0.6,89.59,32.38,0.55,4.04,2026-03-05,2026-03-05 16:00:10
1104,環泥,28.9,24.5,39.45,38.98,-0.2,-0.14,-0.06,30.41,29.68,28.95,583,773,0.75,198.45,12.4,1.7,5.88,2026-03-05,2026-03-05 16:00:11
1108,幸福,15.05,41.02,61.28,50.0,0.03,0.04,-0.02,15.33,15.13,14.93,99,285,0.35,60.91,6.46,0.75,4.98,2026-03-05,2026-03-05 16:00:12
1109,信大,15.35,32.59,51.72,50.0,0.02,0.03,-0.01,15.86,15.52,15.18,215,154,1.39,52.37,14.08,0.9,5.86,2026-03-05,2026-03-05 16:00:14
1110,東泥,15.8,32.58,49.94,43.86,-0.09,-0.02,-0.07,16.83,16.26,15.68,234,242,0.97,90.04,39.5,0.3,1.9,2026-03-05,2026-03-05 16:00:15
1201,味全,14.2,28.61,40.96,44.44,-0.05,-0.02,-0.03,14.72,14.47,14.21,225,385,0.58,71.86,25.36,0.5,3.52,2026-03-05,2026-03-05 16:00:16
1203,味王,39.75,36.72,53.0,51.09,0.22,0.23,-0.01,41.51,40.1,38.69,36,37,0.97,94.49,19.3,1.2,3.02,2026-03-05,2026-03-05 16:00:17
1210,大成,50.4,20.81,33.69,46.51,-0.21,-0.15,-0.06,51.88,51.09,50.29,1815,1754,1.03,421.7,12.86,2.83,5.62,2026-03-05,2026-03-05 16:00:18
1213,大飲,9.9,35.09,29.46,51.14,-0.11,-0.1,-0.01,10.33,9.96,9.58,5,13,0.38,5.61,1.12,0.35,3.54,2026-03-05,2026-03-05 16:00:20
1215,卜蜂,157.5,86.03,77.61,72.5,2.67,2.13,0.54,157.16,150.95,144.74,647,993,0.65,464.29,15.44,7.0,4.44,2026-03-05,2026-03-05 16:00:21
1216,統一,71.2,19.25,33.23,45.32,-0.56,-0.48,-0.08,75.13,72.98,70.84,11521,14394,0.8,4045.59,20.52,3.0,4.21,2026-03-05,2026-03-05 16:00:22
1217,愛之味,10.3,18.43,27.36,42.11,-0.05,-0.01,-0.03,10.75,10.5,10.25,434,961,0.45,50.93,38.15,0.37,3.59,2026-03-05,2026-03-05 16:00:23
1218,泰山,17.9,21.62,34.48,41.38,-0.07,-0.03,-0.04,18.61,18.21,17.82,427,853,0.5,87.05,13.77,1.35,7.54,2026-03-05,2026-03-05 16:00:25
1219,福壽,13.35,31.23,48.7,38.46,-0.01,0.01,-0.02,13.69,13.54,13.38,212,292,0.73,45.56,31.79,0.5,3.75,2026-03-05,2026-03-05 16:00:26
1220,台榮,12.9,48.06,64.46,52.17,0.09,0.1,-0.01,13.24,12.94,12.64,46,129,0.36,22.76,51.6,0.7,5.43,2026-03-05,2026-03-05 16:00:27
1225,福懋油,31.5,68.75,75.7,73.91,0.78,0.38,0.41,32.33,29.35,26.38,420,881,0.48,76.31,22.5,0.14,0.44,2026-03-05,2026-03-05 16:00:28
1227,佳格,29.5,47.43,60.58,61.76,0.04,-0.02,0.05,30.43,29.39,28.34,541,941,0.58,267.98,20.21,1.4,4.75,2026-03-05,2026-03-05 16:00:30
1229,聯華,44.0,22.56,23.65,34.62,-0.62,-0.53,-0.09,46.78,45.18,43.58,1559,2504,0.62,787.04,17.25,1.3,2.95,2026-03-05,2026-03-05 16:00:31
1231,聯華食,81.7,5.62,8.95,10.67,-3.01,-1.97,-1.05,99.58,90.95,82.31,1071,796,1.35,243.84,22.63,1.6,1.96,2026-03-05,2026-03-05 16:00:32
1232,大統益,152.0,75.19,78.54,74.07,1.68,1.39,0.29,154.12,148.65,143.18,133,128,1.04,243.16,18.91,7.0,4.61,2026-03-05,2026-03-05 16:00:33
1233,天仁,32.6,70.36,77.96,61.7,0.23,0.19,0.04,33.48,32.49,31.51,18,24,0.75,29.52,40.75,0.95,2.91,2026-03-05,2026-03-05 16:00:35
1234,黑松,36.35,34.68,48.99,35.71,-0.12,-0.08,-0.04,37.53,37.04,36.55,509,231,2.2,146.08,18.55,1.9,5.23,2026-03-05,2026-03-05 16:00:36
1235,興泰,43.1,59.52,67.64,57.06,0.35,-0.08,0.43,47.26,42.85,38.45,26,34,0.77,19.59,,0.5,1.16,2026-03-05,2026-03-05 16:00:37
1236,宏亞,27.8,71.02,69.51,77.36,0.56,0.41,0.15,27.95,26.56,25.18,184,196,0.94,24.1,,0.6,2.16,2026-03-05,2026-03-05 16:00:39
1256,鮮活果汁-KY,169.0,54.98,41.69,60.38,2.15,1.81,0.34,167.04,159.28,151.51,213,108,1.97,60.46,17.62,4.66,2.76,2026-03-05,2026-03-05 16:00:40
1301,台塑,47.4,40.65,53.83,55.9,1.43,1.64,-0.21,53.1,48.11,43.11,30879,52603,0.59,3017.36,69.46,0.5,1.05,2026-03-05,2026-03-05 16:00:41
1303,南亞,82.4,50.53,61.78,57.94,4.13,4.51,-0.38,94.28,80.46,66.64,106987,106037,1.01,6535.0,27.49,0.7,0.85,2026-03-05,2026-03-05 16:00:42
1304,台聚,11.95,53.43,61.69,59.37,0.22,0.19,0.03,12.99,11.95,10.9,6033,8864,0.68,128.14,,0.2,1.67,2026-03-05,2026-03-05 16:00:44
1305,華夏,12.05,45.32,53.93,56.44,0.17,0.17,0.01,13.02,12.13,11.24,3197,5642,0.57,70.02,,0.15,1.24,2026-03-05,2026-03-05 16:00:45
1307,三芳,34.2,57.15,63.96,61.13,0.6,0.41,0.19,36.08,32.75,29.42,1716,2204,0.78,136.05,11.59,2.7,7.89,2026-03-05,2026-03-05 16:00:46
1308,亞聚,13.65,48.74,57.67,56.07,0.12,0.11,0.02,14.58,13.75,12.92,2089,3481,0.6,81.05,50.56,0.25,1.83,2026-03-05,2026-03-05 16:00:47
1309,台達化,12.7,57.23,60.73,59.79,0.26,0.21,0.05,13.13,12.32,11.5,2516,5060,0.5,50.49,,0.2,1.57,2026-03-05,2026-03-05 16:00:48
