股票代號,股票名稱,收盤價,K值,D值,RSI,DIF,MACD,柱狀圖,BB上軌,BB中軌,BB下軌,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,交易日,更新時間
1101,台泥,25.9,67.34,66.24,42.42,0.42,0.48,-0.07,26.78,26.0,25.23,34812,29144,1.19,1940.73,17.96,1.0,3.86,2026-03-03,2026-03-03 17:44:18
1102,亞泥,35.15,53.88,63.95,50.0,-0.23,-0.32,0.09,36.21,35.4,34.59,11619,11123,1.04,1246.62,9.93,2.2,6.26,2026-03-03,2026-03-03 17:44:19
1103,嘉泥,14.0,58.82,59.33,41.67,0.02,0.01,0.0,14.31,14.06,13.8,454,370,1.23,92.23,33.33,0.55,3.93,2026-03-03,2026-03-03 17:44:20
1104,環泥,29.7,50.57,53.55,51.06,-0.07,-0.11,0.04,30.31,29.8,29.3,652,759,0.86,203.94,12.75,1.7,5.72,2026-03-03,2026-03-03 17:44:21
1108,幸福,15.2,75.63,81.9,75.0,0.06,0.05,0.01,15.31,15.14,14.97,220,210,1.05,61.52,6.52,0.75,4.93,2026-03-03,2026-03-03 17:44:23
1109,信大,15.6,64.13,69.26,57.14,0.07,0.04,0.03,15.86,15.52,15.19,163,148,1.1,53.22,14.31,0.9,5.77,2026-03-03,2026-03-03 17:44:24
1110,東泥,16.05,54.55,69.75,46.15,0.01,0.01,0.01,16.71,16.31,15.92,368,220,1.67,91.47,40.12,0.3,1.87,2026-03-03,2026-03-03 17:44:25
1201,味全,14.4,45.14,53.09,42.86,-0.01,-0.01,0.01,14.67,14.5,14.32,299,445,0.67,72.87,25.71,0.5,3.47,2026-03-03,2026-03-03 17:44:27
1203,味王,41.0,65.83,67.29,63.64,0.38,0.22,0.16,41.52,40.08,38.64,46,37,1.25,97.46,19.9,1.2,2.93,2026-03-03,2026-03-03 17:44:28
1210,大成,51.2,46.81,44.59,54.05,-0.11,-0.12,0.01,52.23,51.28,50.32,1092,1499,0.73,428.39,13.06,2.83,5.53,2026-03-03,2026-03-03 17:44:29
1213,大飲,9.98,29.3,30.19,47.03,-0.1,-0.09,-0.01,10.36,10.01,9.66,17,7,2.15,5.65,1.13,0.35,3.51,2026-03-03,2026-03-03 17:44:31
1215,卜蜂,156.0,79.08,67.8,69.23,2.24,1.93,0.31,154.98,150.32,145.67,579,899,0.64,459.87,15.29,7.0,4.49,2026-03-03,2026-03-03 17:44:32
1216,統一,73.9,40.32,46.89,59.02,-0.28,-0.46,0.18,75.06,73.2,71.34,11121,14916,0.75,4199.01,21.3,3.0,4.06,2026-03-03,2026-03-03 17:44:33
1217,愛之味,10.4,27.83,38.45,38.89,-0.01,0.0,-0.02,10.76,10.55,10.34,1206,900,1.34,51.43,38.52,0.37,3.56,2026-03-03,2026-03-03 17:44:35
