股票代號,股票名稱,收盤價,K值,D值,RSI,DIF,MACD,柱狀圖,BB上軌,BB中軌,BB下軌,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,交易日,更新時間
1101,台泥,23.55,24.27,32.03,24.07,-0.35,-0.16,-0.19,26.96,25.14,23.32,54124,32039,1.69,1811.74,14.5,1.0,4.25,2026-03-20,2026-03-22 07:30:54
1102,亞泥,34.8,56.17,53.04,39.29,-0.32,-0.37,0.04,36.12,34.85,33.59,10328,8824,1.17,1234.2,11.64,2.2,6.32,2026-03-20,2026-03-22 07:30:55
1103,嘉泥,13.65,62.34,47.86,40.48,-0.11,-0.11,0.0,14.31,13.75,13.18,191,198,0.96,89.92,16.25,0.55,4.03,2026-03-20,2026-03-22 07:30:57
1104,環泥,29.2,55.28,61.57,42.05,-0.1,-0.12,0.01,30.55,29.48,28.41,418,723,0.58,200.51,12.53,1.7,5.82,2026-03-20,2026-03-22 07:30:58
1108,幸福,14.9,33.99,43.79,36.67,-0.03,-0.0,-0.03,15.39,15.1,14.82,236,626,0.38,60.31,6.39,0.75,5.03,2026-03-20,2026-03-22 07:30:59
1109,信大,15.3,51.46,49.87,30.77,-0.04,-0.03,-0.01,15.88,15.48,15.08,210,193,1.09,52.2,14.85,0.9,5.88,2026-03-20,2026-03-22 07:31:00
1110,東泥,15.1,38.24,48.1,26.67,-0.22,-0.16,-0.07,16.84,15.98,15.11,373,264,1.41,86.05,41.94,0.3,1.99,2026-03-20,2026-03-22 07:31:02
1201,味全,13.65,21.54,28.67,20.69,-0.19,-0.13,-0.05,14.8,14.19,13.59,566,581,0.97,69.08,34.12,0.5,3.66,2026-03-20,2026-03-22 07:31:03
1203,味王,38.55,43.7,43.13,22.0,-0.37,-0.25,-0.11,41.82,39.65,37.47,5,25,0.2,91.64,18.71,1.2,3.11,2026-03-20,2026-03-22 07:31:04
1210,大成,53.8,77.79,77.2,68.75,0.61,0.36,0.25,54.32,51.97,49.62,1849,2452,0.75,450.15,12.45,2.83,5.26,2026-03-20,2026-03-22 07:31:06
1213,大飲,9.98,83.36,75.19,54.68,-0.04,-0.08,0.03,10.12,9.8,9.48,6,13,0.43,5.65,,0.35,3.51,2026-03-20,2026-03-22 07:31:07
1215,卜蜂,150.0,17.47,24.64,38.78,0.47,1.55,-1.08,161.39,153.7,146.01,646,698,0.92,442.19,14.45,7.0,4.67,2026-03-20,2026-03-22 07:31:08
1216,統一,70.2,27.26,25.39,29.27,-0.9,-0.89,-0.01,75.22,71.83,68.44,15312,11275,1.36,3988.77,20.41,3.0,4.27,2026-03-20,2026-03-22 07:31:10
