股票代號,股票名稱,收盤價,K值,D值,RSI,DIF,MACD,柱狀圖,BB上軌,BB中軌,BB下軌,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,交易日,更新時間
1101,台泥,24.25,24.61,35.94,36.9,-0.09,0.19,-0.28,27.0,25.63,24.27,22166,37094,0.6,1865.6,16.81,1.0,4.12,2026-03-10,2026-03-10 07:31:21
1102,亞泥,34.15,27.93,32.68,27.12,-0.47,-0.39,-0.09,36.26,35.08,33.9,5314,8018,0.66,1211.15,9.65,2.2,6.44,2026-03-10,2026-03-10 07:31:22
1103,嘉泥,13.35,19.42,31.73,36.11,-0.13,-0.06,-0.08,14.42,13.9,13.38,262,467,0.56,87.94,31.79,0.55,4.12,2026-03-10,2026-03-10 07:31:23
1104,環泥,28.75,22.24,25.87,39.13,-0.33,-0.21,-0.12,30.49,29.48,28.46,667,904,0.74,197.42,12.34,1.7,5.91,2026-03-10,2026-03-10 07:31:24
1108,幸福,14.9,24.67,38.45,38.89,-0.02,0.02,-0.04,15.35,15.11,14.87,358,347,1.03,60.31,6.39,0.75,5.03,2026-03-10,2026-03-10 07:31:25
1109,信大,15.3,25.0,34.15,46.67,-0.02,0.01,-0.04,15.87,15.5,15.13,125,166,0.76,52.2,14.04,0.9,5.88,2026-03-10,2026-03-10 07:31:26
1110,東泥,15.8,43.28,43.69,43.86,-0.13,-0.07,-0.06,16.85,16.21,15.57,202,262,0.77,90.04,39.5,0.3,1.9,2026-03-10,2026-03-10 07:31:27
1201,味全,14.0,24.7,29.82,35.48,-0.1,-0.05,-0.05,14.78,14.41,14.03,759,509,1.49,70.85,25.0,0.5,3.57,2026-03-10,2026-03-10 07:31:28
1203,味王,38.75,29.25,36.4,45.21,-0.08,0.13,-0.21,41.63,39.99,38.35,23,36,0.64,92.11,18.81,1.2,3.1,2026-03-10,2026-03-10 07:31:29
1210,大成,51.4,54.6,43.12,55.81,-0.1,-0.15,0.04,51.73,51.04,50.35,1283,1918,0.67,430.07,13.11,2.83,5.51,2026-03-10,2026-03-10 07:31:30
1213,大飲,9.79,44.98,37.62,46.2,-0.13,-0.11,-0.01,10.3,9.88,9.47,15,12,1.17,5.54,1.11,0.35,3.58,2026-03-10,2026-03-10 07:31:31
1215,卜蜂,156.5,73.52,79.7,66.1,3.2,2.65,0.54,161.46,152.32,143.19,807,1036,0.78,461.35,15.08,7.0,4.47,2026-03-10,2026-03-10 07:31:32
1216,統一,70.2,14.09,21.89,35.51,-0.86,-0.62,-0.24,75.39,72.72,70.06,10717,11342,0.94,3988.77,20.41,3.0,4.27,2026-03-10,2026-03-10 07:31:32
1217,愛之味,10.3,20.85,22.29,44.44,-0.07,-0.04,-0.03,10.73,10.45,10.17,297,575,0.52,50.93,38.15,0.37,3.59,2026-03-10,2026-03-10 07:31:33
1218,泰山,18.2,40.31,33.43,54.29,-0.06,-0.05,-0.01,18.44,18.14,17.84,1235,972,1.27,88.51,14.0,1.35,7.42,2026-03-10,2026-03-10 07:31:34
1219,福壽,13.65,54.3,49.92,53.57,0.03,0.02,0.01,13.79,13.57,13.34,411,462,0.89,46.58,32.5,0.5,3.66,2026-03-10,2026-03-10 07:31:35
1220,台榮,13.0,39.75,48.48,59.38,0.08,0.09,-0.01,13.29,12.97,12.65,168,232,0.72,22.93,52.0,0.7,5.38,2026-03-10,2026-03-10 07:31:36
1225,福懋油,32.05,63.01,69.9,67.91,1.1,0.71,0.38,33.97,30.03,26.08,1334,993,1.34,77.65,22.89,0.14,0.44,2026-03-10,2026-03-10 07:31:37
1227,佳格,29.55,37.6,44.5,60.56,0.0,-0.01,0.01,30.44,29.4,28.35,553,793,0.7,268.44,20.24,1.4,4.74,2026-03-10,2026-03-10 07:31:38
1229,聯華,44.1,21.45,24.01,43.31,-0.58,-0.55,-0.03,46.07,44.84,43.6,1536,3130,0.49,788.83,17.29,1.3,2.95,2026-03-10,2026-03-10 07:31:39
1231,聯華食,83.5,18.39,13.58,26.63,-3.23,-2.57,-0.66,98.59,89.17,79.75,253,641,0.39,249.21,23.19,1.6,1.92,2026-03-10,2026-03-10 07:31:40
1232,大統益,150.5,46.35,61.29,62.5,1.42,1.45,-0.03,154.49,149.4,144.31,113,121,0.93,240.76,18.26,7.0,4.65,2026-03-10,2026-03-10 07:31:41
1233,天仁,32.2,52.18,61.01,50.0,0.02,0.13,-0.11,33.57,32.46,31.34,11,17,0.65,29.16,40.25,0.95,2.95,2026-03-10,2026-03-10 07:31:42
1234,黑松,36.35,32.77,36.16,41.27,-0.24,-0.14,-0.1,37.74,36.91,36.09,207,300,0.69,146.08,18.55,1.9,5.23,2026-03-10,2026-03-10 07:31:43
1235,興泰,38.1,18.57,38.27,43.5,-0.63,-0.2,-0.43,47.61,42.43,37.25,31,30,1.02,17.32,,0.5,1.31,2026-03-10,2026-03-10 07:31:44
1236,宏亞,28.0,70.47,69.48,76.36,0.6,0.49,0.1,28.26,26.87,25.48,117,152,0.77,24.27,,0.6,2.14,2026-03-10,2026-03-10 07:31:45
1256,鮮活果汁-KY,164.0,50.93,49.31,49.12,2.29,2.06,0.23,168.4,159.95,151.5,47,90,0.52,58.67,17.08,4.66,2.84,2026-03-10,2026-03-10 07:31:46
1301,台塑,46.5,23.82,37.68,51.59,0.98,1.4,-0.42,52.39,47.73,43.07,42797,60495,0.71,2960.07,31.38,0.5,1.08,2026-03-10,2026-03-10 07:31:47
1303,南亞,77.7,23.52,38.25,53.37,2.16,3.58,-1.41,94.41,80.31,66.2,74641,82273,0.91,6162.25,22.83,0.7,0.9,2026-03-10,2026-03-10 07:31:48
1304,台聚,12.75,57.91,63.01,61.65,0.37,0.26,0.11,13.5,12.08,10.65,24734,24747,1.0,136.72,,0.2,1.57,2026-03-10,2026-03-10 07:31:49
1305,華夏,12.85,55.95,58.51,58.94,0.34,0.23,0.11,13.57,12.25,10.93,14407,15504,0.93,74.66,,0.15,1.17,2026-03-10,2026-03-10 07:31:50
