股票代號,股票名稱,收盤價,開盤價,最高價,最低價,K值,D值,RSI,DIF,MACD,柱狀圖,BB上軌,BB中軌,BB下軌,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,交易日,更新時間
0050,元大台灣50,92.5,93.0,93.5,92.45,22.32,43.64,56.36,2.99,3.8,-0.81,100.16,93.49,86.82,121367,97395,1.25,,30.27,,,2026-05-20,2026-05-20 10:31:08
0051,元大中型100,128.2,127.75,128.95,127.65,26.41,43.66,57.34,3.2,4.14,-0.94,136.1,128.73,121.36,81,97,0.83,,25.22,,,2026-05-20,2026-05-20 10:31:09
0052,富邦科技,54.45,54.75,55.0,54.4,23.81,45.71,57.53,1.91,2.38,-0.47,59.08,54.84,50.6,28818,33025,0.87,,31.78,,,2026-05-20,2026-05-20 10:31:11
0053,元大電子,212.25,213.6,214.3,211.65,27.37,50.62,55.29,7.61,9.81,-2.2,231.86,215.18,198.5,15,22,0.69,,35.76,,,2026-05-20,2026-05-20 10:31:12
0055,元大MSCI金融,33.97,33.91,34.1,33.86,45.68,46.72,56.55,0.2,0.21,-0.01,34.35,33.58,32.81,239,245,0.98,,13.72,,,2026-05-20,2026-05-20 10:31:14
0056,元大高股息,44.04,44.15,44.46,44.0,39.32,59.82,72.97,1.37,1.49,-0.12,46.91,43.18,39.45,28598,46160,0.62,,17.61,,,2026-05-20,2026-05-20 10:31:15
0057,富邦摩台,274.65,275.8,277.6,274.3,25.77,49.56,55.1,9.18,11.76,-2.58,299.74,278.8,257.86,48,29,1.62,,29.8,,,2026-05-20,2026-05-20 10:31:17
0061,元大寶滬深,24.79,24.7,24.86,24.7,30.69,50.36,60.92,0.28,0.33,-0.05,25.53,24.71,23.89,159,202,0.79,,20.3,,,2026-05-20,2026-05-20 10:31:18
1101,台泥,24.15,24.3,24.4,24.0,25.35,31.99,45.88,-0.07,0.02,-0.09,25.4,24.57,23.74,25243,28795,0.88,1809.6,16.25,1.0,4.14,2026-05-20,2026-05-20 10:31:20
1102,亞泥,34.5,35.0,35.0,34.5,32.68,32.38,38.16,-0.17,-0.1,-0.07,36.0,35.07,34.13,8317,10241,0.81,1223.56,11.54,2.2,6.38,2026-05-20,2026-05-20 10:31:21
1103,嘉泥,13.0,12.95,13.1,12.9,17.19,16.77,29.17,-0.18,-0.14,-0.04,13.81,13.33,12.85,300,336,0.89,85.64,15.48,0.55,4.23,2026-05-20,2026-05-20 10:31:23
1104,環泥,27.4,27.45,27.5,27.3,18.61,18.54,10.0,-0.43,-0.36,-0.07,29.14,28.18,27.23,605,743,0.81,,10.75,1.7,6.2,2026-05-20,2026-05-20 10:31:24
1108,幸福,13.8,13.7,13.8,13.65,16.28,18.46,16.0,-0.26,-0.19,-0.07,15.04,14.35,13.66,180,366,0.49,55.85,6.39,0.75,5.43,2026-05-20,2026-05-20 10:31:26
1109,信大,14.6,14.45,14.6,14.45,23.61,33.58,16.0,-0.17,-0.08,-0.1,15.88,15.25,14.63,87,409,0.21,49.81,14.17,0.9,6.16,2026-05-20,2026-05-20 10:31:27
1110,東泥,13.9,14.1,14.1,13.9,10.95,17.58,17.31,-0.32,-0.21,-0.11,15.75,14.83,13.91,126,185,0.68,79.21,38.61,0.3,2.16,2026-05-20,2026-05-20 10:31:29
1201,味全,12.1,12.1,12.15,12.0,17.52,14.11,29.63,-0.33,-0.33,0.0,13.1,12.41,11.73,355,439,0.81,61.23,30.25,0.5,4.13,2026-05-20,2026-05-20 10:31:30
1203,味王,41.65,41.2,41.65,40.25,27.46,30.95,37.5,-0.02,0.38,-0.4,45.13,43.06,40.98,34,23,1.46,99.0,23.01,1.2,2.88,2026-05-20,2026-05-20 10:31:32
1210,大成,53.0,53.5,53.6,52.8,55.22,48.89,43.64,-0.2,-0.26,0.05,54.28,52.97,51.66,1666,1986,0.84,443.45,12.27,3.0,5.66,2026-05-20,2026-05-20 10:31:33
1213,大飲,8.43,8.45,8.45,8.21,44.21,51.67,42.32,-0.23,-0.2,-0.03,9.33,8.84,8.35,15,19,0.77,4.77,,0.35,4.15,2026-05-20,2026-05-20 10:31:35
1215,卜蜂,142.0,141.5,144.0,139.0,74.7,62.11,54.76,-0.76,-1.6,0.84,143.98,138.85,133.72,1747,1747,1.0,418.6,13.67,7.0,4.93,2026-05-20,2026-05-20 10:31:36
1216,統一,73.4,74.8,74.8,72.7,69.3,72.71,62.32,0.82,0.48,0.34,76.74,72.09,67.44,13822,13274,1.04,4170.6,21.34,3.0,4.09,2026-05-20,2026-05-20 10:31:38
1217,愛之味,9.42,9.44,9.44,9.38,12.31,8.16,16.88,-0.16,-0.12,-0.04,10.2,9.74,9.28,399,611,0.65,46.58,22.43,0.25,2.65,2026-05-20,2026-05-20 10:31:39
1218,泰山,18.45,18.6,18.6,18.45,19.53,29.34,33.33,-0.13,-0.07,-0.06,19.26,18.82,18.38,309,534,0.58,89.73,14.19,1.35,7.32,2026-05-20,2026-05-20 10:31:41
1219,福壽,12.5,12.6,12.6,12.45,9.6,10.91,11.54,-0.32,-0.22,-0.09,14.08,13.27,12.47,704,763,0.92,42.65,27.78,0.5,4.0,2026-05-20,2026-05-20 10:31:43
1220,台榮,11.8,11.95,11.95,11.8,13.22,18.45,20.0,-0.17,-0.12,-0.04,12.69,12.28,11.87,153,144,1.06,20.82,147.5,0.7,5.93,2026-05-20,2026-05-20 10:31:44
1225,福懋油,28.8,28.7,29.0,28.7,7.68,15.54,22.07,-0.81,-0.4,-0.41,34.18,31.38,28.57,90,397,0.23,69.77,17.78,0.14,0.49,2026-05-20,2026-05-20 10:31:46
1227,佳格,28.3,28.5,28.5,28.1,14.54,13.74,26.32,-0.37,-0.33,-0.04,29.65,28.89,28.14,1208,947,1.28,257.08,21.28,1.4,4.95,2026-05-20,2026-05-20 10:31:47
1229,聯華,38.3,38.65,38.65,38.25,5.14,10.08,19.49,-1.27,-1.02,-0.25,43.91,41.04,38.18,3538,3869,0.91,685.08,14.9,1.3,3.39,2026-05-20,2026-05-20 10:31:49
1231,聯華食,86.6,87.4,87.8,86.2,51.25,41.88,42.65,-0.8,-0.91,0.11,88.5,86.83,85.15,289,292,0.99,258.46,22.73,1.6,1.85,2026-05-20,2026-05-20 10:31:50
1232,大統益,149.0,148.0,149.0,147.5,54.6,36.21,50.0,-0.37,-0.45,0.07,149.95,148.5,147.05,75,65,1.15,238.36,18.08,7.0,4.7,2026-05-20,2026-05-20 10:31:52
1233,天仁,28.55,28.55,28.6,28.55,15.19,24.2,34.37,-0.22,-0.26,0.04,29.04,28.74,28.44,9,17,0.55,25.85,38.07,0.2,0.7,2026-05-20,2026-05-20 10:31:53
1234,黑松,33.75,34.0,34.05,33.45,18.31,15.67,25.81,-0.54,-0.42,-0.12,36.21,34.84,33.46,110,280,0.39,135.63,16.88,1.65,4.89,2026-05-20,2026-05-20 10:31:55
1235,興泰,37.0,39.7,39.8,36.8,15.07,23.96,29.88,-0.91,-0.06,-0.85,48.12,43.01,37.9,65,26,2.45,16.82,,0.5,1.35,2026-05-20,2026-05-20 10:31:56
1236,宏亞,23.7,23.9,23.9,23.45,15.71,23.08,24.69,-0.63,-0.4,-0.23,27.15,25.29,23.42,43,41,1.04,20.54,,1.65,6.96,2026-05-20,2026-05-20 10:31:58
1240,茂生農經,58.1,58.1,58.1,58.1,40.71,43.24,33.33,-0.3,-0.23,-0.07,59.78,58.74,57.71,1,7,0.15,25.7,12.0,2.7,4.65,2026-05-20,2026-05-20 10:32:00
1256,鮮活果汁-KY,183.0,185.0,189.0,183.0,56.92,64.61,66.95,7.51,6.5,1.02,194.44,171.75,149.06,111,132,0.84,65.46,16.4,4.66,2.55,2026-05-20,2026-05-20 10:32:02
1259,安心,57.0,57.0,57.2,56.7,37.45,49.83,47.97,-0.42,-0.43,0.01,59.91,58.11,56.31,25,19,1.26,18.46,23.27,1.2,2.11,2026-05-19,2026-05-20 10:32:04
1264,德麥,273.0,272.0,273.0,272.0,52.16,40.49,42.11,-1.31,-1.6,0.29,276.0,272.88,269.75,17,26,0.64,101.15,13.36,14.5,5.31,2026-05-20,2026-05-20 10:32:06
1268,漢來美食,168.0,160.0,169.0,160.0,83.75,77.86,86.49,1.26,0.31,0.95,163.75,157.38,151.0,522,161,3.23,70.94,16.63,7.5,4.46,2026-05-20,2026-05-20 10:32:08
1294,漢田生技,77.8,79.0,79.0,77.8,19.23,20.32,37.5,-0.97,-0.9,-0.07,81.41,79.0,76.6,8,19,0.46,23.55,17.14,2.84,3.65,2026-05-20,2026-05-20 10:32:10
1295,生合,51.4,50.9,51.5,50.7,20.44,18.0,32.53,-2.77,-2.79,0.02,60.28,54.49,48.7,37,60,0.62,17.72,9.73,3.0,5.84,2026-05-20,2026-05-20 10:32:12
1301,台塑,45.4,45.95,46.1,45.0,7.87,10.04,20.53,-1.07,-0.47,-0.59,53.62,49.04,44.46,18840,15695,1.2,2890.05,33.09,0.5,1.1,2026-05-20,2026-05-20 10:32:14
1303,南亞,80.8,82.3,82.8,80.4,7.03,13.94,30.58,-0.51,0.82,-1.32,95.09,87.93,80.76,44985,56085,0.8,6408.1,141.75,0.7,0.87,2026-05-20,2026-05-20 10:32:15
1304,台聚,12.15,12.15,12.3,11.95,10.66,10.06,33.67,-0.67,-0.56,-0.11,14.91,13.3,11.7,4629,5428,0.85,130.28,,0.2,1.65,2026-05-20,2026-05-20 10:32:17
1305,華夏,12.45,12.5,12.6,12.2,13.05,12.29,35.09,-0.73,-0.65,-0.07,15.26,13.54,11.82,2721,3310,0.82,72.34,,0.15,1.2,2026-05-20,2026-05-20 10:32:18
1307,三芳,31.35,31.65,31.7,31.35,24.78,37.57,50.0,-0.14,-0.16,0.02,32.46,31.7,30.94,539,603,0.89,124.72,11.04,2.7,8.61,2026-05-20,2026-05-20 10:32:20
1308,亞聚,13.1,13.2,13.2,12.9,15.12,11.62,32.1,-0.72,-0.68,-0.04,15.76,14.05,12.34,1681,2611,0.64,77.78,48.52,0.25,1.91,2026-05-20,2026-05-20 10:32:21
1309,台達化,15.55,15.5,15.8,15.25,9.31,8.94,32.29,-1.1,-0.8,-0.3,21.44,17.9,14.36,3653,7058,0.52,61.82,,0.2,1.29,2026-05-20,2026-05-20 10:32:23
1310,台苯,7.98,7.98,8.03,7.94,6.52,5.44,17.81,-0.6,-0.54,-0.06,10.24,8.86,7.49,1608,3171,0.51,42.12,30.69,,,2026-05-20,2026-05-20 10:32:24
1312,國喬,10.4,10.6,10.6,10.3,4.82,5.42,26.51,-0.73,-0.61,-0.12,13.49,11.71,9.94,3930,4894,0.8,116.98,15.76,,,2026-05-20,2026-05-20 10:32:26
1313,聯成,10.5,10.5,10.55,10.35,13.33,19.31,31.71,-0.39,-0.35,-0.04,11.85,11.04,10.24,1830,3108,0.59,139.74,,0.15,1.43,2026-05-20,2026-05-20 10:32:27
1314,中石化,7.02,6.96,7.03,6.94,31.36,19.4,33.86,-0.26,-0.26,0.0,7.73,7.21,6.7,10216,20323,0.5,265.7,4.03,,,2026-05-20,2026-05-20 10:32:29
1315,達新,60.4,60.4,60.4,60.3,14.39,16.53,27.45,-0.36,-0.15,-0.21,63.58,61.86,60.15,5,18,0.28,57.7,38.97,4.5,7.45,2026-05-20,2026-05-20 10:32:30
1316,上曜,10.6,10.45,10.75,10.25,17.81,23.09,38.6,-0.35,-0.31,-0.04,11.8,11.12,10.44,2754,2511,1.1,37.88,48.18,,,2026-05-20,2026-05-20 10:32:32
1319,東陽,80.6,80.0,81.2,79.5,75.83,73.57,73.77,-0.14,-0.81,0.67,82.65,77.7,72.75,2093,2176,0.96,476.73,12.53,5.0,6.2,2026-05-20,2026-05-20 10:32:34
1321,大洋,29.6,29.45,29.75,29.35,39.2,28.79,26.42,-0.81,-0.87,0.06,31.94,30.14,28.33,203,155,1.31,65.32,,0.38,1.28,2026-05-20,2026-05-20 10:32:35
1323,永裕,19.9,19.9,19.95,19.75,66.19,44.48,41.54,-0.3,-0.29,-0.01,21.87,20.07,18.27,62,83,0.75,18.16,76.54,0.9,4.52,2026-05-20,2026-05-20 10:32:37
1324,地球,10.2,10.25,10.25,10.15,22.1,19.59,25.0,-0.22,-0.2,-0.02,11.16,10.48,9.81,28,102,0.28,7.66,,0.2,1.96,2026-05-20,2026-05-20 10:32:38
1325,恆大,26.95,27.9,27.9,26.7,31.77,37.36,51.18,0.03,-0.05,0.08,27.81,26.7,25.59,631,635,0.99,22.98,,0.3,1.11,2026-05-20,2026-05-20 10:32:40
1326,台化,44.55,45.0,45.25,44.25,13.03,13.42,20.0,-0.97,-0.24,-0.73,54.18,48.55,42.92,12806,15743,0.81,2605.74,30.36,0.5,1.12,2026-05-20,2026-05-20 10:32:41
1336,台翰,12.95,13.2,13.2,12.9,7.57,8.63,23.53,-0.28,-0.21,-0.07,14.37,13.7,13.04,174,134,1.3,10.05,18.5,0.95,7.34,2026-05-20,2026-05-20 10:32:43
1337,再生-KY,4.67,4.88,4.88,4.64,15.18,16.49,24.73,-0.21,-0.21,-0.01,5.33,5.0,4.67,1126,597,1.88,12.56,,,,2026-05-20,2026-05-20 10:32:45
1338,廣華-KY,15.9,16.1,16.6,15.5,33.2,28.69,40.0,-0.17,-0.11,-0.05,17.25,16.18,15.11,260,208,1.25,12.84,1.84,0.78,4.91,2026-05-20,2026-05-20 10:32:46
1339,昭輝,40.45,40.45,40.7,40.35,24.32,23.21,40.67,-0.28,-0.24,-0.04,43.37,41.09,38.81,91,184,0.5,29.98,16.78,3.0,7.42,2026-05-20,2026-05-20 10:32:48
1340,勝悅-KY,5.43,5.4,5.43,5.33,31.07,23.76,31.63,-0.26,-0.27,0.01,6.13,5.68,5.22,79,215,0.37,8.3,,,,2026-05-20,2026-05-20 10:32:49
1341,富林-KY,61.0,60.3,61.0,60.3,17.96,23.67,50.0,0.26,0.37,-0.11,61.95,61.1,60.26,10,8,1.25,32.24,16.49,5.2,8.52,2026-05-20,2026-05-20 10:32:51
1342,八貫,92.0,91.9,92.3,91.0,27.77,35.95,44.53,0.44,0.9,-0.46,98.73,94.22,89.71,178,225,0.79,71.76,16.46,6.0,6.52,2026-05-20,2026-05-20 10:32:52
1402,遠東新,26.75,26.2,26.75,26.05,63.26,64.24,59.46,-0.01,-0.09,0.08,26.89,26.17,25.45,15680,21890,0.72,1431.69,17.26,1.6,5.98,2026-05-20,2026-05-20 10:32:54
1409,新纖,16.65,16.85,16.9,16.6,18.14,29.32,44.07,0.1,0.17,-0.07,17.37,16.87,16.37,2960,6407,0.46,266.39,13.99,0.6,3.6,2026-05-20,2026-05-20 10:32:55
