股票代號,股票名稱,收盤價,K值,D值,RSI,DIF,MACD,柱狀圖,BB上軌,BB中軌,BB下軌,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,交易日,更新時間
1101,台泥,24.6,38.3,35.85,34.37,-0.17,0.0,-0.17,26.86,25.41,23.97,26435,23451,1.13,1892.52,15.14,1.0,4.07,2026-03-16,2026-03-16 10:40:45
1102,亞泥,34.65,53.4,42.84,37.68,-0.39,-0.41,0.02,36.28,35.03,33.78,8949,9201,0.97,1228.88,9.79,2.2,6.35,2026-03-16,2026-03-16 10:40:46
1103,嘉泥,13.5,30.2,28.9,33.33,-0.14,-0.1,-0.04,14.35,13.8,13.25,210,287,0.73,88.93,32.14,0.55,4.07,2026-03-16,2026-03-16 10:40:46
1104,環泥,29.9,72.26,55.25,49.4,-0.1,-0.19,0.09,30.57,29.52,28.47,525,757,0.69,205.32,12.83,1.7,5.69,2026-03-16,2026-03-16 10:40:47
1108,幸福,15.25,65.82,51.03,52.0,0.02,0.01,0.0,15.37,15.13,14.9,217,224,0.97,61.72,6.55,0.75,4.92,2026-03-16,2026-03-16 10:40:48
1109,信大,15.3,30.84,30.1,36.0,-0.05,-0.02,-0.03,15.87,15.49,15.1,64,126,0.51,52.2,14.85,0.9,5.88,2026-03-16,2026-03-16 10:40:48
1110,東泥,15.85,56.92,50.24,35.42,-0.14,-0.11,-0.03,16.84,16.15,15.46,367,219,1.67,90.33,39.62,0.3,1.89,2026-03-16,2026-03-16 10:40:49
1201,味全,13.95,38.3,36.11,27.59,-0.13,-0.09,-0.04,14.79,14.33,13.87,400,377,1.06,70.6,24.91,0.5,3.58,2026-03-16,2026-03-16 10:40:50
1203,味王,38.5,32.25,31.87,26.23,-0.33,-0.1,-0.23,41.79,39.82,37.85,68,44,1.55,91.52,18.69,1.2,3.12,2026-03-16,2026-03-16 10:40:51
1210,大成,53.7,80.49,67.26,69.09,0.35,0.06,0.29,53.11,51.44,49.76,2418,2517,0.96,449.31,13.7,2.83,5.27,2026-03-16,2026-03-16 10:40:51
1213,大飲,9.8,66.06,57.6,46.35,-0.09,-0.1,0.01,10.22,9.84,9.46,5,7,0.69,5.55,1.11,0.35,3.57,2026-03-16,2026-03-16 10:40:52
1215,卜蜂,152.5,31.52,48.46,57.41,1.93,2.49,-0.56,161.73,153.38,145.02,721,840,0.86,449.55,14.69,7.0,4.59,2026-03-16,2026-03-16 10:40:53
1216,統一,70.5,9.91,11.33,29.46,-1.05,-0.85,-0.2,75.74,72.37,69.0,9966,10060,0.99,4005.82,20.49,3.0,4.26,2026-03-16,2026-03-16 10:40:54
1217,愛之味,10.2,24.01,24.11,30.77,-0.08,-0.06,-0.02,10.72,10.4,10.08,571,458,1.25,50.44,37.78,0.37,3.63,2026-03-16,2026-03-16 10:40:54
