股票代號,股票名稱,收盤價,K值,D值,KD狀態,RSI,DIF,MACD,柱狀圖,MACD狀態,BB上軌,BB中軌,BB下軌,BB位置,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,更新時間,交易日
1225,福懋油,28.2,32.62,44.05,K<D,47.69,-0.23,-0.25,0.02,DIF>MACD,28.87,28.37,27.86,33.3,94,141,0.67,68.32,20.14,0.14,0.5,2026-02-03 23:23:58,
1227,佳格,28.7,21.23,25.08,K<D,21.21,-0.34,-0.31,-0.03,DIF<MACD,29.96,29.36,28.75,-4.5,684,873,0.78,260.72,19.66,1.4,4.88,2026-02-03 23:23:59,
1229,聯華,45.2,14.64,24.11,K<D,21.13,-0.36,-0.25,-0.11,DIF<MACD,47.41,46.43,45.45,-12.5,1476,1809,0.82,808.5,17.73,1.3,2.88,2026-02-03 23:24:00,
1231,聯華食,93.5,30.72,36.53,K<D,40.79,-0.79,-0.86,0.06,DIF>MACD,95.81,94.51,93.22,10.7,296,351,0.84,279.05,25.9,1.6,1.71,2026-02-03 23:24:01,
1232,大統益,145.5,24.73,33.45,K<D,45.0,0.17,0.22,-0.05,DIF<MACD,147.27,145.6,143.93,47.0,51,57,0.9,232.76,18.12,7.0,4.81,2026-02-03 23:24:03,
1233,天仁,32.05,18.14,25.82,K<D,35.29,0.03,0.07,-0.04,DIF<MACD,32.42,32.19,31.96,19.7,26,33,0.77,29.02,40.06,0.95,2.96,2026-02-03 23:24:04,
1234,黑松,36.95,33.93,30.43,K>D,35.71,-0.18,-0.17,-0.01,DIF<MACD,37.59,37.17,36.76,23.2,33,75,0.45,148.49,18.85,1.9,5.14,2026-02-03 23:24:05,
1235,興泰,40.65,56.98,52.59,K>D,29.33,-1.18,-1.25,0.06,DIF>MACD,46.99,43.14,39.29,17.6,13,9,1.48,18.48,,0.5,1.23,2026-02-03 23:24:06,
1236,宏亞,26.35,79.46,73.97,K>D,76.79,0.23,0.06,0.17,DIF>MACD,26.54,25.3,24.06,92.2,197,193,1.02,22.84,,0.6,2.28,2026-02-03 23:24:07,
1256,鮮活果汁-KY,158.0,25.56,25.16,黃金交叉,37.33,2.78,3.7,-0.92,DIF<MACD,167.66,159.05,150.44,43.9,31,60,0.53,56.52,16.48,4.66,2.95,2026-02-03 23:24:08,
1301,台塑,44.95,45.45,62.36,K<D,59.03,1.76,1.71,0.05,DIF>MACD,51.18,44.23,37.28,55.2,27766,56612,0.49,2861.4,79.87,0.5,1.11,2026-02-03 23:24:10,
1303,南亞,73.0,32.34,49.79,K<D,60.34,3.81,4.53,-0.72,DIF<MACD,85.58,72.51,59.44,51.9,62745,81229,0.77,5789.5,35.38,0.7,0.96,2026-02-03 23:24:11,
1304,台聚,11.05,27.68,44.79,K<D,44.19,0.12,0.19,-0.07,DIF<MACD,12.58,11.64,10.71,18.3,4751,8115,0.59,118.49,,0.2,1.81,2026-02-03 23:24:12,
1305,華夏,11.4,28.02,46.8,K<D,47.96,0.2,0.26,-0.07,DIF<MACD,12.92,11.93,10.94,23.2,2341,5189,0.45,66.24,,0.15,1.32,2026-02-03 23:24:13,
1307,三芳,31.05,25.0,38.38,K<D,39.62,-0.22,-0.11,-0.11,DIF<MACD,33.07,31.98,30.89,7.5,525,781,0.67,123.52,10.53,2.7,8.7,2026-02-03 23:24:14,
1308,亞聚,13.0,26.66,41.47,K<D,39.73,0.05,0.13,-0.07,DIF<MACD,14.42,13.64,12.86,9.0,1240,2688,0.46,77.19,48.15,0.25,1.92,2026-02-03 23:24:15,
1309,台達化,11.75,31.78,45.37,K<D,48.68,0.16,0.21,-0.05,DIF<MACD,12.72,11.93,11.14,38.6,904,1903,0.48,46.72,,0.2,1.7,2026-02-03 23:24:16,
1310,台苯,8.83,37.14,45.31,K<D,47.4,0.05,0.06,-0.01,DIF<MACD,9.21,8.91,8.6,37.4,1577,2790,0.57,46.61,33.96,,,2026-02-03 23:24:18,
1312,國喬,12.65,30.03,44.15,K<D,48.0,0.34,0.46,-0.12,DIF<MACD,14.2,13.09,11.99,30.0,5790,8705,0.67,145.11,19.17,,,2026-02-03 23:24:19,
1313,聯成,10.2,33.08,51.26,K<D,45.83,0.1,0.14,-0.03,DIF<MACD,11.47,10.63,9.78,24.8,3406,5998,0.57,135.75,,0.15,1.47,2026-02-03 23:24:20,
1314,中石化,7.84,15.88,28.04,K<D,40.38,-0.01,0.02,-0.03,DIF<MACD,8.4,8.11,7.81,4.4,12952,22258,0.58,296.73,4.51,,,2026-02-03 23:24:21,
1315,達新,64.4,41.57,44.25,K<D,57.5,0.02,0.04,-0.02,DIF<MACD,65.12,64.34,63.55,54.1,7,17,0.42,61.52,39.27,4.5,6.99,2026-02-03 23:24:22,
1316,上曜,13.7,13.77,15.9,K<D,20.0,-0.32,-0.28,-0.05,DIF<MACD,15.02,14.32,13.63,5.2,1686,2360,0.71,46.49,62.27,,,2026-02-03 23:24:23,
1319,東陽,111.0,41.73,50.99,K<D,65.35,3.62,3.65,-0.03,DIF<MACD,119.82,105.57,91.32,69.1,2329,3411,0.68,656.54,17.0,5.3,4.77,2026-02-03 23:24:25,
1321,大洋,33.2,28.28,33.07,K<D,32.5,-0.47,-0.44,-0.03,DIF<MACD,35.26,33.92,32.59,22.9,98,165,0.59,73.27,,0.38,1.14,2026-02-03 23:24:26,
1323,永裕,18.65,39.42,48.26,K<D,40.62,-0.17,-0.16,-0.01,DIF<MACD,19.5,18.94,18.39,23.7,31,59,0.53,17.02,186.5,0.9,4.83,2026-02-03 23:24:27,
1324,地球,10.6,21.25,27.38,K<D,32.35,-0.02,0.05,-0.07,DIF<MACD,11.49,11.03,10.58,2.4,43,45,0.96,7.96,,0.2,1.89,2026-02-03 23:24:28,
1325,恆大,30.15,33.53,40.96,K<D,50.81,0.17,0.05,0.12,DIF>MACD,33.66,30.38,27.1,46.5,1221,3457,0.35,25.71,,0.3,1.0,2026-02-03 23:24:29,
1326,台化,39.4,59.47,72.05,K<D,69.13,2.34,1.86,0.48,DIF>MACD,44.47,36.15,27.83,69.5,24312,63674,0.38,2304.51,44.73,0.5,1.27,2026-02-03 23:24:30,
1337,再生-KY,5.49,40.46,57.08,K<D,60.98,0.21,0.19,0.02,DIF>MACD,6.21,5.28,4.34,61.4,1115,1682,0.66,14.77,,,,2026-02-03 23:24:32,
1338,廣華-KY,19.7,9.23,14.93,K<D,42.31,-0.14,-0.06,-0.09,DIF<MACD,21.15,20.32,19.49,12.7,106,111,0.96,15.91,2.29,0.78,3.96,2026-02-03 23:24:33,
1339,昭輝,42.8,27.53,29.68,K<D,55.41,-0.2,-0.09,-0.1,DIF<MACD,46.11,43.26,40.41,41.9,46,54,0.86,31.73,20.78,3.0,7.01,2026-02-03 23:24:34,
1340,勝悅-KY,6.49,18.18,31.51,K<D,39.82,-0.12,-0.08,-0.04,DIF<MACD,7.21,6.83,6.45,5.0,109,169,0.64,9.92,,,,2026-02-03 23:24:35,
1341,富林-KY,58.6,54.22,50.11,黃金交叉,49.18,-0.04,-0.05,0.01,黃金交叉,59.13,58.17,57.2,72.6,2,3,0.63,30.97,14.69,5.2,8.87,2026-02-03 23:24:36,
1342,八貫,94.1,33.49,34.17,K<D,43.21,1.08,1.6,-0.51,DIF<MACD,97.37,94.91,92.45,33.5,102,163,0.62,73.4,17.43,4.79,5.09,2026-02-03 23:24:37,
1402,遠東新,27.8,25.48,32.18,K<D,43.06,-0.03,0.06,-0.09,DIF<MACD,28.92,28.29,27.66,10.9,5262,9423,0.56,1487.88,16.75,1.6,5.76,2026-02-03 23:24:39,
1409,新纖,14.7,16.53,28.15,K<D,38.18,-0.04,0.03,-0.07,DIF<MACD,15.76,15.15,14.54,13.0,2366,3254,0.73,237.22,12.25,0.6,4.08,2026-02-03 23:24:40,
1410,南染,33.3,12.11,12.33,K<D,29.03,-0.19,-0.16,-0.03,DIF<MACD,34.28,33.79,33.3,-0.2,38,46,0.81,20.65,59.46,0.51,1.53,2026-02-03 23:24:41,
1413,宏洲,9.8,34.74,46.88,K<D,46.21,-0.02,-0.02,0.0,DIF>MACD,10.08,9.92,9.77,10.6,9,19,0.46,12.95,22.27,,,2026-02-03 23:24:42,
1414,東和,19.15,55.33,61.71,K<D,55.95,0.18,0.21,-0.02,DIF<MACD,20.11,19.31,18.51,39.8,1083,620,1.75,34.13,147.31,0.26,1.36,2026-02-03 23:24:43,
1416,廣豐,11.75,42.27,46.79,K<D,43.75,-0.01,-0.01,-0.0,DIF<MACD,11.91,11.76,11.62,45.0,45,420,0.11,21.78,15.06,0.56,4.77,2026-02-03 23:24:44,
1417,嘉裕,8.55,31.63,44.91,K<D,19.61,-0.04,-0.02,-0.03,DIF<MACD,8.94,8.79,8.64,-31.6,178,119,1.49,16.24,,,,2026-02-03 23:24:45,
1418,東華,19.85,26.35,31.84,K<D,46.67,-0.01,0.01,-0.02,DIF<MACD,20.15,19.94,19.73,28.2,19,20,0.97,10.78,,,,2026-02-03 23:24:47,
1419,新紡,70.4,29.41,47.15,K<D,44.87,0.75,1.62,-0.87,DIF<MACD,80.59,74.22,67.84,20.1,427,372,1.15,210.66,15.78,1.5,2.13,2026-02-03 23:24:48,
1423,利華,38.0,32.85,37.2,K<D,36.67,-0.09,-0.08,-0.01,DIF<MACD,38.49,38.14,37.78,30.8,9,13,0.65,37.87,8.94,0.8,2.11,2026-02-03 23:24:49,
1432,大魯閣,18.5,53.29,55.86,K<D,60.0,0.11,0.1,0.01,DIF>MACD,18.79,18.26,17.72,72.6,139,217,0.64,19.98,,,,2026-02-03 23:24:50,
1434,福懋,16.95,52.16,56.84,K<D,60.0,0.27,0.25,0.02,DIF>MACD,17.54,16.57,15.61,69.5,3255,4315,0.75,285.18,48.43,0.8,4.72,2026-02-03 23:24:51,
1435,中福,21.5,60.87,56.21,K>D,46.97,-0.32,-0.38,0.06,DIF>MACD,22.37,21.5,20.63,50.0,14,7,1.91,30.05,,,,2026-02-03 23:24:52,
1436,華友聯,59.9,22.51,26.32,K<D,30.77,-0.71,-0.52,-0.19,DIF<MACD,63.39,61.68,59.97,-2.2,190,238,0.8,103.45,9.9,7.53,12.57,2026-02-03 23:24:54,
1437,勤益控,32.2,44.06,56.31,K<D,47.2,-0.15,-0.16,0.0,DIF>MACD,33.0,32.45,31.9,27.7,98,97,1.01,65.0,15.41,1.83,5.68,2026-02-03 23:24:55,
1438,三地開發,31.75,35.8,44.06,K<D,33.77,-0.31,-0.24,-0.07,DIF<MACD,33.66,32.93,32.19,-30.4,32,28,1.13,35.31,,,,2026-02-03 23:24:56,
1439,雋揚,29.9,66.97,54.78,K>D,26.92,0.2,0.29,-0.09,DIF<MACD,30.63,29.94,29.25,47.3,12,25,0.47,27.51,10.76,0.3,1.0,2026-02-03 23:24:57,
1440,南紡,13.3,27.59,44.78,K<D,47.22,0.02,0.04,-0.02,DIF<MACD,14.02,13.55,13.07,24.2,796,1342,0.59,220.36,63.33,0.3,2.26,2026-02-03 23:24:59,
1441,大東,9.96,7.77,17.43,K<D,27.63,-0.12,-0.1,-0.03,DIF<MACD,10.52,10.22,9.93,5.5,17,30,0.57,7.15,,,,2026-02-03 23:25:00,
1442,名軒,29.5,55.99,44.5,K>D,41.43,-0.31,-0.36,0.05,DIF>MACD,30.72,29.8,28.88,33.9,692,657,1.05,108.03,7.78,4.5,15.25,2026-02-03 23:25:01,
1443,立益物流,27.25,58.47,59.24,K<D,50.57,0.01,-0.03,0.04,DIF>MACD,27.46,27.01,26.55,77.2,4,16,0.26,36.88,35.39,,,2026-02-03 23:25:03,
1444,力麗,6.27,30.51,44.85,K<D,53.73,0.11,0.11,0.0,DIF>MACD,6.89,6.32,5.75,45.5,467,1380,0.34,61.72,22.39,,,2026-02-03 23:25:04,
1445,大宇,15.55,77.77,76.3,K>D,82.18,0.45,0.24,0.21,DIF>MACD,15.68,13.5,11.33,97.1,609,248,2.46,20.32,,0.5,3.22,2026-02-03 23:25:05,
1446,宏和,16.75,10.37,14.51,K<D,25.93,-0.32,-0.21,-0.12,DIF<MACD,18.71,17.68,16.65,4.8,86,212,0.41,23.07,5.94,2.0,11.94,2026-02-03 23:25:06,
1447,力鵬,5.41,32.4,45.85,K<D,53.85,0.05,0.03,0.01,DIF>MACD,5.94,5.38,4.82,52.3,752,2553,0.29,45.64,15.03,,,2026-02-03 23:25:07,
1449,佳和,11.15,10.08,13.55,K<D,23.26,0.02,0.17,-0.16,DIF<MACD,12.76,11.81,10.87,15.0,492,575,0.85,14.17,5.52,0.33,2.96,2026-02-03 23:25:08,
1451,年興,17.55,24.16,37.24,K<D,50.0,0.11,0.14,-0.04,DIF<MACD,18.33,17.69,17.05,39.0,59,98,0.6,34.75,9.97,1.0,5.7,2026-02-03 23:25:09,
1452,宏益,11.75,29.44,38.51,K<D,50.0,0.01,0.01,-0.0,DIF<MACD,12.06,11.81,11.55,38.7,31,75,0.41,15.59,5.93,0.5,4.26,2026-02-03 23:25:11,
1453,大將,13.05,59.79,57.32,K>D,59.14,0.24,0.12,0.12,DIF>MACD,13.63,12.52,11.41,73.8,156,609,0.26,14.78,,,,2026-02-03 23:25:12,
1454,台富,16.6,88.56,82.39,K>D,91.11,0.52,0.12,0.39,DIF>MACD,15.46,13.3,11.14,126.6,3158,1108,2.85,20.27,,0.25,1.51,2026-02-03 23:25:13,
1455,集盛,8.47,37.33,52.83,K<D,57.52,0.31,0.3,0.01,DIF>MACD,9.88,8.38,6.87,53.0,1182,1894,0.62,45.03,11.76,,,2026-02-03 23:25:14,
1456,怡華,13.1,73.47,58.33,K>D,45.71,0.01,0.03,-0.01,DIF<MACD,13.6,13.14,12.67,46.0,4,15,0.27,12.28,10.31,,,2026-02-03 23:25:15,
1457,宜進,15.05,20.94,30.7,K<D,35.14,-0.14,-0.12,-0.02,DIF<MACD,15.83,15.42,15.01,5.4,67,84,0.79,35.14,35.83,1.0,6.64,2026-02-03 23:25:16,
1459,聯發,11.7,35.44,44.82,K<D,46.67,-0.01,-0.0,-0.01,DIF<MACD,11.98,11.8,11.62,22.8,69,137,0.51,37.15,5.52,,,2026-02-03 23:25:17,
1460,宏遠,6.55,63.85,73.33,K<D,57.81,0.1,0.11,-0.01,DIF<MACD,6.75,6.52,6.28,57.4,372,608,0.61,44.18,10.08,,,2026-02-03 23:25:19,
1463,強盛新,17.8,78.2,60.13,K>D,60.61,-0.24,-0.34,0.1,DIF>MACD,17.84,17.46,17.08,95.1,43,49,0.87,30.54,4.7,2.1,11.8,2026-02-03 23:25:20,
1464,得力,11.1,12.49,22.55,K<D,34.48,0.01,0.08,-0.07,DIF<MACD,12.02,11.47,10.92,16.5,275,406,0.68,47.05,28.46,0.5,4.5,2026-02-03 23:25:21,
1465,偉全,12.35,32.52,44.96,K<D,33.33,-0.06,-0.06,-0.01,DIF<MACD,12.62,12.5,12.37,-6.0,24,41,0.59,12.8,,0.6,4.86,2026-02-03 23:25:23,
1466,聚隆,14.75,59.26,58.92,黃金交叉,57.78,0.12,0.07,0.05,DIF>MACD,14.92,14.38,13.85,84.1,173,247,0.7,16.4,,,,2026-02-03 23:25:24,
1467,南緯,7.44,13.95,23.64,K<D,28.57,0.05,0.13,-0.08,DIF<MACD,8.25,7.83,7.4,4.4,139,237,0.59,17.38,,,,2026-02-03 23:25:25,
1468,昶和,12.85,65.11,71.94,K<D,68.0,0.32,0.28,0.04,DIF>MACD,13.6,12.39,11.18,69.0,37,43,0.86,20.61,128.5,,,2026-02-03 23:25:26,
1471,首利,12.85,53.28,64.04,K<D,66.52,1.0,0.88,0.11,DIF>MACD,14.48,11.17,7.86,75.3,1151,3565,0.32,19.33,,,,2026-02-03 23:25:27,
1472,三洋實業,87.6,34.05,34.51,K<D,39.19,-0.53,-0.48,-0.04,DIF<MACD,90.14,88.18,86.22,35.2,3,18,0.16,45.98,13.84,3.0,3.42,2026-02-03 23:25:28,
1473,台南,25.1,38.79,58.2,K<D,59.2,0.33,0.35,-0.03,DIF<MACD,27.62,25.18,22.74,48.4,148,206,0.72,36.68,20.24,2.0,7.97,2026-02-03 23:25:29,
1474,弘裕,10.3,32.6,41.74,K<D,52.17,-0.12,-0.15,0.02,DIF>MACD,10.58,10.36,10.13,37.6,137,108,1.27,13.38,31.21,0.4,3.88,2026-02-03 23:25:31,
1475,業旺,30.85,14.15,20.99,K<D,33.64,-0.1,-0.05,-0.06,DIF<MACD,33.61,32.14,30.68,5.9,74,33,2.2,20.37,8.99,3.6,11.67,2026-02-03 23:25:32,
1476,儒鴻,406.5,28.27,31.13,K<D,49.63,0.72,2.0,-1.28,DIF<MACD,425.81,407.9,389.99,46.1,602,479,1.26,1115.3,19.78,17.0,4.18,2026-02-03 23:25:33,
1477,聚陽,315.0,22.28,22.06,黃金交叉,42.5,2.24,4.06,-1.83,DIF<MACD,335.85,317.18,298.5,44.2,748,937,0.8,777.09,21.01,16.1,5.11,2026-02-03 23:25:34,
1503,士電,216.5,37.22,58.14,K<D,58.01,13.51,13.81,-0.3,DIF<MACD,256.78,208.47,160.17,58.3,4958,10157,0.49,1127.9,34.42,4.5,2.08,2026-02-03 23:25:36,
1504,東元,81.7,16.78,22.81,K<D,36.83,-1.17,-0.59,-0.59,DIF<MACD,91.9,85.38,78.86,21.8,12915,20376,0.63,1915.57,32.17,2.2,2.69,2026-02-03 23:25:37,
1506,正道,11.8,26.22,35.82,K<D,50.59,0.11,0.19,-0.09,DIF<MACD,13.4,12.32,11.24,25.8,214,295,0.73,35.45,147.5,,,2026-02-03 23:25:38,
1512,瑞利,8.0,14.33,28.64,K<D,59.88,0.13,0.17,-0.04,DIF<MACD,9.11,7.97,6.83,51.4,93,105,0.89,7.85,,,,2026-02-03 23:25:39,
1513,中興電,169.0,39.29,55.58,K<D,57.32,5.86,6.64,-0.78,DIF<MACD,194.64,165.18,135.71,56.5,7693,14304,0.54,834.99,21.89,4.6,2.72,2026-02-03 23:25:41,
1514,亞力,126.0,34.61,51.22,K<D,61.01,7.18,7.91,-0.73,DIF<MACD,153.44,119.95,86.46,59.0,9052,11413,0.79,341.3,43.15,1.7,1.35,2026-02-03 23:25:42,
1515,力山,26.1,13.9,19.77,K<D,34.65,-0.3,-0.09,-0.22,DIF<MACD,29.17,27.47,25.76,10.1,305,428,0.71,47.36,8.42,1.0,3.83,2026-02-03 23:25:43,
1516,川飛,21.65,30.75,40.79,K<D,45.88,0.17,0.28,-0.12,DIF<MACD,22.84,21.95,21.06,33.2,27,31,0.88,8.66,,,,2026-02-03 23:25:44,
1517,利奇,12.0,24.59,36.21,K<D,53.77,0.22,0.3,-0.08,DIF<MACD,13.61,12.03,10.44,49.2,493,466,1.06,26.4,1.82,0.2,1.67,2026-02-03 23:25:45,
1519,華城,947.0,25.54,43.9,K<D,57.03,50.79,59.66,-8.88,DIF<MACD,1143.02,936.1,729.18,52.6,5958,4097,1.45,2991.39,69.84,9.0,0.95,2026-02-03 23:25:47,
1521,大億,26.45,18.53,32.37,K<D,60.99,0.66,0.87,-0.21,DIF<MACD,30.93,26.44,21.96,50.1,8,51,0.17,20.16,41.98,1.0,3.78,2026-02-03 23:25:48,
1522,堤維西,49.0,18.07,30.59,K<D,54.55,0.59,0.84,-0.24,DIF<MACD,54.21,49.15,44.1,48.5,623,1323,0.47,152.86,51.04,3.0,6.12,2026-02-03 23:25:49,
1524,耿鼎,33.1,25.06,45.45,K<D,63.44,1.21,1.34,-0.13,DIF<MACD,37.2,32.83,28.45,53.1,1498,2646,0.57,54.72,13.03,2.3,6.95,2026-02-03 23:25:50,
1525,江申,62.5,21.89,31.75,K<D,46.09,-0.18,-0.17,-0.01,DIF<MACD,64.55,63.23,61.9,22.5,19,31,0.61,45.88,16.19,3.1,4.96,2026-02-03 23:25:51,
1526,日馳,21.35,32.1,44.2,K<D,63.2,1.05,1.13,-0.08,DIF<MACD,24.89,19.82,14.74,65.1,727,382,1.9,12.81,,,,2026-02-03 23:25:52,
1527,鑽全,34.15,18.19,28.5,K<D,53.37,0.36,0.59,-0.24,DIF<MACD,38.01,34.74,31.47,41.0,187,273,0.69,47.32,24.93,2.2,6.44,2026-02-03 23:25:53,
1528,恩德,27.1,22.61,30.44,K<D,57.14,1.95,2.5,-0.54,DIF<MACD,33.26,26.64,20.01,53.5,2571,2667,0.96,51.85,,0.1,0.37,2026-02-03 23:25:55,
1529,樂事綠能,23.4,20.97,39.62,K<D,57.84,1.21,1.41,-0.2,DIF<MACD,28.32,23.14,17.96,52.5,1034,1753,0.59,36.29,31.2,0.2,0.85,2026-02-03 23:25:56,
1530,亞崴,28.95,37.28,42.39,K<D,55.12,0.48,0.52,-0.04,DIF<MACD,30.77,28.74,26.71,55.2,36,58,0.63,27.39,48.25,1.53,5.28,2026-02-03 23:25:57,
1531,高林股,12.05,11.49,24.28,K<D,47.06,0.06,0.12,-0.06,DIF<MACD,12.85,12.29,11.73,28.8,77,64,1.2,21.94,12.82,0.4,3.32,2026-02-03 23:25:58,
1532,勤美,24.1,13.4,16.61,K<D,20.41,-0.52,-0.45,-0.07,DIF<MACD,26.07,25.07,24.07,1.3,753,694,1.09,100.32,120.5,1.73,7.18,2026-02-03 23:26:00,
1533,車王電,30.6,13.56,19.05,K<D,36.45,-0.39,-0.19,-0.2,DIF<MACD,33.87,32.1,30.34,7.2,82,130,0.63,30.16,51.86,,,2026-02-03 23:26:01,
1535,中宇,49.65,13.65,20.69,K<D,17.89,-0.6,-0.31,-0.29,DIF<MACD,54.66,52.62,50.59,-23.1,202,132,1.53,61.44,12.51,3.0,6.04,2026-02-03 23:26:02,
1536,和大,59.8,25.94,44.12,K<D,54.15,1.02,1.38,-0.35,DIF<MACD,68.68,60.51,52.35,45.6,1478,4007,0.37,166.82,398.67,0.8,1.34,2026-02-03 23:26:04,
1537,廣隆,122.5,24.41,33.46,K<D,36.36,-0.24,-0.08,-0.16,DIF<MACD,125.27,123.7,122.13,11.8,49,68,0.72,100.53,14.87,10.5,8.57,2026-02-03 23:26:05,
1538,正峰,25.85,32.06,41.9,K<D,32.26,0.0,0.04,-0.04,DIF<MACD,26.62,26.25,25.88,-4.3,2,4,0.46,8.35,,,,2026-02-03 23:26:06,
1539,巨庭,18.0,13.43,26.34,K<D,52.8,0.27,0.5,-0.23,DIF<MACD,21.54,18.71,15.88,37.5,129,172,0.76,11.77,72.0,0.85,4.72,2026-02-03 23:26:07,
1540,喬福,24.45,12.35,23.79,K<D,44.03,0.4,0.72,-0.33,DIF<MACD,28.73,25.28,21.83,38.0,351,458,0.77,20.9,23.51,1.6,6.54,2026-02-03 23:26:09,
1541,錩泰,24.7,10.4,22.85,K<D,57.73,0.38,0.59,-0.2,DIF<MACD,29.28,25.16,21.04,44.5,45,64,0.71,19.46,17.03,0.5,2.02,2026-02-03 23:26:10,
1558,伸興,95.0,2.0,3.71,K<D,24.0,-1.57,-0.97,-0.6,DIF<MACD,105.89,99.63,93.37,13.0,36,33,1.08,61.31,17.18,6.0,6.32,2026-02-03 23:26:11,
1560,中砂,414.0,33.38,32.0,K>D,44.63,8.82,13.21,-4.39,DIF<MACD,436.48,421.7,406.92,23.9,2027,2239,0.91,608.34,55.13,3.99,0.96,2026-02-03 23:26:12,
1563,巧新,45.75,17.13,23.83,K<D,40.88,0.2,0.67,-0.47,DIF<MACD,49.49,47.46,45.43,7.8,374,448,0.84,101.68,21.68,2.27,4.96,2026-02-03 23:26:13,
1568,倉佑,23.45,12.91,23.13,K<D,50.35,0.29,0.55,-0.26,DIF<MACD,26.66,24.2,21.74,34.8,131,142,0.92,24.17,20.57,1.2,5.12,2026-02-03 23:26:14,
1582,信錦,66.1,21.81,41.28,K<D,51.23,0.6,0.77,-0.16,DIF<MACD,72.51,67.02,61.53,41.6,643,1191,0.54,95.36,14.62,5.5,8.32,2026-02-03 23:26:15,
1583,程泰,48.1,30.36,38.31,K<D,59.26,0.83,0.87,-0.04,DIF<MACD,51.79,47.59,43.39,56.0,19,28,0.69,52.62,22.17,3.03,6.3,2026-02-03 23:26:17,
