股票代號,股票名稱,收盤價,開盤價,最高價,最低價,K值,D值,RSI,DIF,MACD,柱狀圖,BB上軌,BB中軌,BB下軌,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,交易日,更新時間
1101,台泥,25.1,25.1,25.15,24.85,58.41,63.15,71.84,0.17,-0.02,0.2,26.12,23.98,21.84,18110,24493,0.74,1930.99,15.45,1.0,3.98,2026-04-17,2026-04-17 10:08:48
1102,亞泥,35.7,35.65,35.8,35.3,64.83,70.12,68.18,0.18,0.11,0.07,36.19,35.1,34.01,12290,9850,1.25,1266.12,11.94,2.2,6.16,2026-04-17,2026-04-17 10:08:49
1103,嘉泥,14.0,13.95,14.0,13.85,81.21,74.46,58.82,0.05,0.01,0.04,14.03,13.73,13.43,265,227,1.16,92.23,16.67,0.55,3.93,2026-04-17,2026-04-17 10:08:50
1104,環泥,29.35,29.45,29.45,28.95,36.68,30.34,46.0,-0.07,-0.06,-0.0,29.79,29.4,29.0,1354,839,1.61,201.54,11.51,1.7,5.79,2026-04-17,2026-04-17 10:08:50
1108,幸福,14.9,14.85,14.9,14.8,61.45,52.06,50.0,-0.04,-0.06,0.01,14.97,14.85,14.72,134,286,0.47,60.31,6.9,0.75,5.03,2026-04-17,2026-04-17 10:08:51
1109,信大,15.5,15.45,15.6,15.35,71.25,71.5,72.73,0.02,-0.01,0.03,15.55,15.33,15.1,185,143,1.29,52.88,15.05,0.9,5.81,2026-04-17,2026-04-17 10:08:52
1110,東泥,15.85,15.85,16.0,15.5,84.07,75.03,57.81,-0.02,-0.16,0.14,16.03,15.23,14.42,174,198,0.88,90.33,44.03,0.3,1.89,2026-04-17,2026-04-17 10:08:53
1201,味全,13.4,13.3,13.4,13.3,27.63,29.11,45.0,-0.18,-0.2,0.02,13.68,13.45,13.21,317,447,0.71,67.81,33.5,0.5,3.73,2026-04-17,2026-04-17 10:08:53
1203,味王,43.4,43.3,43.8,43.0,92.42,87.58,88.12,0.83,0.4,0.43,43.02,40.11,37.2,93,70,1.33,103.16,23.98,1.2,2.76,2026-04-17,2026-04-17 10:08:54
1210,大成,54.2,54.9,54.9,54.2,28.09,38.98,52.08,0.53,0.63,-0.1,55.24,54.31,53.38,1910,2342,0.82,453.5,12.55,2.83,5.22,2026-04-17,2026-04-17 10:08:55
1213,大飲,9.33,9.09,9.36,9.09,51.03,48.39,31.43,-0.14,-0.12,-0.02,10.13,9.6,9.07,16,15,1.03,5.28,,0.35,3.75,2026-04-17,2026-04-17 10:08:55
