股票代號,股票名稱,收盤價,開盤價,最高價,最低價,K值,D值,RSI,DIF,MACD,柱狀圖,BB上軌,BB中軌,BB下軌,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,交易日,更新時間
0050,元大台灣50,108.8,107.2,108.95,106.9,73.05,61.31,66.62,2.44,2.64,-0.21,112.05,105.53,99.01,73053,106016,0.69,,31.77,,,2026-07-02,2026-07-02 11:01:50
0051,元大中型100,148.35,145.4,148.35,145.4,76.71,66.31,66.79,3.07,3.36,-0.29,153.02,144.33,135.63,56,63,0.9,,29.18,,,2026-07-02,2026-07-02 11:01:51
0052,富邦科技,64.1,63.0,64.2,62.95,72.87,60.85,68.29,1.49,1.57,-0.08,66.04,61.83,57.62,26859,25256,1.06,,37.41,,,2026-07-02,2026-07-02 11:01:52
0053,元大電子,248.5,247.0,248.5,246.3,74.21,61.76,66.11,4.98,5.38,-0.41,255.57,240.83,226.1,29,19,1.53,,41.87,,,2026-07-02,2026-07-02 11:01:53
0055,元大MSCI金融,41.18,41.5,41.76,40.93,72.61,66.05,59.6,1.49,1.8,-0.31,44.35,41.21,38.07,580,565,1.03,,16.63,,,2026-07-02,2026-07-02 11:01:54
0056,元大高股息,52.6,51.85,52.65,51.75,75.02,64.62,65.56,1.32,1.6,-0.28,54.6,51.92,49.24,57573,41025,1.4,,21.03,,,2026-07-02,2026-07-02 11:01:55
0057,富邦摩台,321.65,318.5,321.7,318.5,74.14,61.97,67.2,7.12,7.54,-0.42,331.66,312.21,292.76,43,12,3.58,,34.9,,,2026-07-02,2026-07-02 11:01:56
0061,元大寶滬深,25.03,25.87,25.87,25.03,31.94,48.23,59.41,0.17,0.18,-0.01,26.11,25.12,24.13,285,452,0.63,,20.49,,,2026-07-02,2026-07-02 11:01:56
1101,台泥,23.1,23.0,23.3,22.9,10.45,17.87,33.8,-0.2,-0.06,-0.14,25.1,24.18,23.25,25910,34431,0.75,1730.93,15.54,0.8,3.46,2026-07-02,2026-07-02 11:01:58
1102,亞泥,36.4,35.35,36.45,35.2,52.71,50.25,67.27,0.33,0.3,0.03,36.82,35.24,33.66,25120,32765,0.77,1290.95,12.17,2.3,6.32,2026-07-02,2026-07-02 11:01:58
1103,嘉泥,13.4,13.35,13.45,13.3,20.04,30.39,47.37,0.01,0.04,-0.04,13.88,13.54,13.21,237,318,0.75,88.27,15.95,0.55,4.1,2026-07-02,2026-07-02 11:02:00
