股票代號,股票名稱,收盤價,開盤價,最高價,最低價,K值,D值,RSI,DIF,MACD,柱狀圖,BB上軌,BB中軌,BB下軌,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,交易日,更新時間
0050,元大台灣50,106.25,105.6,106.25,105.0,72.33,62.19,56.85,0.82,0.6,0.22,107.88,104.7,101.52,68911,69599,0.99,,32.21,,,2026-08-31,2026-08-31 07:31:32
0051,元大中型100,144.75,145.8,145.85,143.6,68.77,60.45,57.85,1.38,0.99,0.39,147.59,142.69,137.8,37,32,1.18,,24.21,,,2026-08-31,2026-08-31 07:31:33
0052,富邦科技,61.85,61.35,61.9,61.0,70.28,61.53,55.71,0.42,0.26,0.15,62.9,61.08,59.26,12889,12610,1.02,,33.48,,,2026-08-31,2026-08-31 07:31:34
0053,元大電子,240.45,238.7,240.45,238.0,67.87,63.31,54.45,2.26,1.82,0.45,246.43,238.06,229.7,40,40,1.0,,35.34,,,2026-08-31,2026-08-31 07:31:35
0055,元大MSCI金融,45.95,45.11,46.0,45.1,85.38,74.47,68.24,0.61,0.51,0.1,45.35,44.11,42.87,425,335,1.27,,18.47,,,2026-08-31,2026-08-31 07:31:36
0056,元大高股息,54.6,53.5,54.65,53.5,77.38,64.05,71.7,0.85,0.69,0.16,54.48,52.53,50.57,56317,32230,1.75,,21.36,,,2026-08-31,2026-08-31 07:31:37
0057,富邦摩台,316.6,315.25,316.6,315.2,73.82,65.44,54.56,2.61,1.97,0.63,322.7,312.96,303.22,27,12,2.27,,31.82,,,2026-08-31,2026-08-31 07:31:38
0061,元大寶滬深,24.26,24.15,24.36,24.1,33.22,32.29,35.2,-0.16,-0.12,-0.04,25.34,24.67,23.99,61,80,0.76,,19.86,,,2026-08-31,2026-08-31 07:31:39
1101,台泥,24.4,24.3,24.45,24.05,30.06,36.73,45.61,0.13,0.16,-0.04,24.96,24.33,23.71,496478,120671,4.11,1828.34,21.53,0.8,3.28,2026-08-31,2026-08-31 07:31:40
1102,亞泥,34.55,34.4,34.7,34.3,76.95,83.18,70.19,0.54,0.42,0.12,35.87,33.66,31.45,7810,8498,0.92,1225.34,9.12,2.3,6.66,2026-08-31,2026-08-31 07:31:41
1103,嘉泥,13.2,13.2,13.2,13.1,44.53,48.14,50.0,0.03,0.03,-0.0,13.35,13.15,12.96,343,257,1.33,92.58,9.36,0.52,3.94,2026-08-31,2026-08-31 07:31:42
1104,環泥,26.65,26.45,26.8,26.45,60.21,60.95,50.0,-0.03,-0.03,0.0,26.9,26.6,26.3,8826,2367,3.73,183.0,9.87,1.85,6.94,2026-08-31,2026-08-31 07:31:43
1108,幸福,11.7,11.75,11.75,11.65,28.76,31.74,40.0,-0.13,-0.15,0.02,12.11,11.84,11.56,136,147,0.92,47.35,17.46,1.0,8.55,2026-08-31,2026-08-31 07:31:44
1109,信大,13.45,13.5,13.6,13.4,31.64,39.58,45.45,-0.04,-0.04,-0.0,13.72,13.57,13.41,108,84,1.29,45.89,19.49,0.9,6.69,2026-08-31,2026-08-31 07:31:45
1110,東泥,15.95,15.85,15.95,15.8,45.2,41.31,41.03,0.03,0.07,-0.04,16.43,16.03,15.63,304,138,2.2,90.99,25.32,0.3,1.88,2026-08-31,2026-08-31 07:31:45
1201,味全,12.25,12.25,12.3,12.15,31.88,42.02,56.25,0.01,0.01,-0.0,12.46,12.22,11.99,371,379,0.98,61.99,20.08,0.21,1.71,2026-08-31,2026-08-31 07:31:46
1203,味王,44.1,44.65,44.65,44.1,51.61,52.95,42.75,-0.28,-0.2,-0.08,48.61,45.6,42.58,20,18,1.13,104.83,21.0,1.0,2.27,2026-08-31,2026-08-31 07:31:47
1210,大成,51.4,52.1,52.2,51.4,25.2,39.57,28.81,-0.33,-0.24,-0.09,53.66,52.55,51.44,2187,1255,1.74,430.07,12.66,3.0,5.84,2026-08-31,2026-08-31 07:31:48
1213,大飲,7.31,7.7,7.7,7.31,38.86,34.08,35.8,-0.06,-0.08,0.02,7.84,7.43,7.02,4,27,0.15,4.14,,0.35,4.79,2026-08-31,2026-08-31 07:31:49
