股票代號,股票名稱,收盤價,K值,D值,RSI,DIF,MACD,柱狀圖,BB上軌,BB中軌,BB下軌,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,交易日,更新時間
1101,台泥,22.8,14.49,17.09,32.56,-0.67,-0.46,-0.2,26.41,24.27,22.14,13384,25674,0.52,1754.05,14.04,1.0,4.39,2026-03-27,2026-03-27 08:09:37
1102,亞泥,34.55,50.96,48.77,55.41,-0.23,-0.29,0.06,35.33,34.55,33.77,10889,8869,1.23,1225.34,11.56,2.2,6.37,2026-03-27,2026-03-27 08:09:37
1103,嘉泥,13.75,77.64,68.07,65.38,-0.06,-0.09,0.03,13.99,13.63,13.27,84,186,0.45,90.58,16.37,0.55,4.0,2026-03-27,2026-03-27 08:09:38
1104,環泥,29.7,62.9,57.98,73.02,-0.03,-0.08,0.05,30.31,29.38,28.45,959,507,1.89,203.94,11.65,1.7,5.72,2026-03-27,2026-03-27 08:09:39
1108,幸福,14.85,20.0,24.82,48.0,-0.06,-0.04,-0.02,15.31,15.01,14.72,97,141,0.69,60.1,6.37,0.75,5.05,2026-03-27,2026-03-27 08:09:40
1109,信大,15.2,24.94,31.68,46.67,-0.07,-0.05,-0.02,15.65,15.36,15.06,263,176,1.5,51.86,14.76,0.9,5.92,2026-03-27,2026-03-27 08:09:40
1110,東泥,15.35,41.5,35.91,36.59,-0.28,-0.25,-0.03,16.44,15.62,14.8,15,202,0.08,87.48,42.64,0.3,1.95,2026-03-27,2026-03-27 08:09:41
1201,味全,13.4,18.72,19.95,20.0,-0.26,-0.21,-0.05,14.6,13.91,13.23,237,382,0.62,67.81,33.5,0.5,3.73,2026-03-27,2026-03-27 08:09:42
1203,味王,39.55,60.45,50.04,61.11,-0.19,-0.27,0.08,40.88,39.2,37.52,27,27,0.99,94.01,19.2,1.2,3.03,2026-03-27,2026-03-27 08:09:43
1210,大成,54.3,75.43,74.73,77.78,0.73,0.6,0.14,55.36,52.66,49.95,3357,2195,1.53,454.33,12.57,2.83,5.21,2026-03-27,2026-03-27 08:09:43
1213,大飲,9.98,91.22,86.94,69.09,-0.01,-0.04,0.03,10.16,9.82,9.49,4,9,0.43,5.65,,0.35,3.51,2026-03-27,2026-03-27 08:09:44
1215,卜蜂,142.5,13.58,16.9,7.69,-1.59,-0.04,-1.54,163.18,152.5,141.82,1233,1035,1.19,420.08,13.73,7.0,4.91,2026-03-27,2026-03-27 08:09:45
1216,統一,72.0,63.74,45.52,59.09,-0.6,-0.83,0.23,73.33,71.02,68.72,9217,9150,1.01,4091.05,20.93,3.0,4.17,2026-03-27,2026-03-27 08:09:45
1217,愛之味,10.3,51.24,37.01,61.54,-0.07,-0.08,0.01,10.43,10.25,10.08,327,480,0.68,50.93,24.52,0.25,2.43,2026-03-27,2026-03-27 08:09:46
