股票代號,股票名稱,收盤價,K值,D值,RSI,DIF,MACD,柱狀圖,BB上軌,BB中軌,BB下軌,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,交易日,更新時間
1101,台泥,25.1,36.3,34.93,45.92,-0.1,0.08,-0.19,26.87,25.52,24.18,24978,26296,0.95,1930.99,17.4,1.0,3.98,2026-03-12,2026-03-12 07:31:24
1102,亞泥,34.75,37.62,33.16,41.1,-0.46,-0.42,-0.04,36.3,35.03,33.76,13507,8733,1.55,1232.43,9.82,2.2,6.33,2026-03-12,2026-03-12 07:31:25
1103,嘉泥,13.6,27.34,28.82,41.46,-0.13,-0.09,-0.05,14.37,13.85,13.33,223,361,0.62,89.59,32.38,0.55,4.04,2026-03-12,2026-03-12 07:31:26
1104,環泥,29.8,52.35,37.51,54.02,-0.21,-0.23,0.01,30.52,29.49,28.47,846,949,0.89,204.63,12.79,1.7,5.7,2026-03-12,2026-03-12 07:31:27
1108,幸福,15.1,40.59,38.59,47.83,-0.01,0.01,-0.02,15.35,15.12,14.89,123,271,0.45,61.12,6.48,0.75,4.97,2026-03-12,2026-03-12 07:31:28
1109,信大,15.35,26.54,29.79,50.0,-0.04,-0.0,-0.03,15.87,15.49,15.11,147,138,1.07,52.37,14.08,0.9,5.86,2026-03-12,2026-03-12 07:31:29
1110,東泥,15.85,47.52,45.37,38.46,-0.14,-0.1,-0.05,16.85,16.19,15.53,164,229,0.71,90.33,39.62,0.3,1.89,2026-03-12,2026-03-12 07:31:30
1201,味全,14.15,37.52,32.71,37.93,-0.11,-0.07,-0.04,14.77,14.37,13.97,278,435,0.64,71.61,25.27,0.5,3.53,2026-03-12,2026-03-12 07:31:31
1203,味王,38.4,28.47,32.75,42.86,-0.22,0.02,-0.24,41.71,39.94,38.16,59,36,1.6,91.28,18.64,1.2,3.12,2026-03-12,2026-03-12 07:31:32
1210,大成,52.9,67.52,55.61,68.52,0.09,-0.09,0.17,52.27,51.19,50.11,4576,2371,1.93,442.62,13.49,2.83,5.35,2026-03-12,2026-03-12 07:31:33
1213,大飲,9.8,59.36,48.36,44.74,-0.11,-0.12,0.01,10.24,9.85,9.46,3,6,0.5,5.55,1.11,0.35,3.57,2026-03-12,2026-03-12 07:31:34
