股票代號,股票名稱,收盤價,開盤價,最高價,最低價,K值,D值,RSI,DIF,MACD,柱狀圖,BB上軌,BB中軌,BB下軌,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,交易日,更新時間
0050,元大台灣50,101.45,101.3,101.6,100.05,48.54,45.96,39.24,-0.49,0.03,-0.52,110.17,104.63,99.1,109387,89911,1.22,,30.76,,,2026-07-27,2026-07-27 07:30:55
0051,元大中型100,137.0,136.5,137.0,135.0,46.72,43.43,38.78,-1.42,-0.63,-0.8,151.98,142.65,133.33,64,55,1.17,,22.91,,,2026-07-27,2026-07-27 07:30:56
0052,富邦科技,59.3,59.2,59.45,58.5,45.63,43.41,37.82,-0.44,-0.09,-0.35,65.38,61.55,57.73,15978,21683,0.74,,32.1,,,2026-07-27,2026-07-27 07:30:57
0053,元大電子,227.15,227.05,227.15,224.2,48.73,45.45,40.72,-2.43,-1.24,-1.19,253.29,236.93,220.57,27,27,0.99,,33.38,,,2026-07-27,2026-07-27 07:30:58
0055,元大MSCI金融,43.29,42.5,43.3,42.5,73.14,59.2,58.52,0.64,0.75,-0.11,43.3,42.24,41.17,505,261,1.93,,17.4,,,2026-07-27,2026-07-27 07:30:59
0056,元大高股息,50.0,50.15,50.25,49.32,58.21,53.21,45.81,0.1,0.31,-0.21,52.45,50.76,49.06,58364,46872,1.25,,19.56,,,2026-07-27,2026-07-27 07:31:00
0057,富邦摩台,301.4,299.95,301.95,299.95,46.72,45.94,37.94,-1.53,0.13,-1.66,329.04,312.3,295.56,9,5,1.66,,30.29,,,2026-07-27,2026-07-27 07:31:00
0061,元大寶滬深,24.83,24.82,25.0,24.8,60.48,55.35,49.01,-0.06,-0.06,-0.01,25.81,25.01,24.22,32,254,0.13,,20.33,,,2026-07-27,2026-07-27 07:31:01
1101,台泥,24.4,24.05,24.5,23.9,79.52,71.04,61.36,0.17,0.05,0.12,24.47,23.45,22.44,34486,19491,1.77,1828.34,18.17,0.8,3.28,2026-07-27,2026-07-27 07:31:02
1102,亞泥,33.1,33.1,33.15,32.7,54.5,48.97,42.03,-0.03,0.02,-0.05,34.28,33.1,31.92,7614,10786,0.71,1173.91,11.07,2.3,6.95,2026-07-27,2026-07-27 07:31:03
1103,嘉泥,13.25,13.25,13.5,13.15,61.41,58.87,62.99,0.05,0.03,0.02,13.28,13.03,12.78,1012,723,1.4,87.29,15.77,0.52,3.92,2026-07-27,2026-07-27 07:31:04
1104,環泥,26.7,26.95,26.95,26.65,31.42,27.92,33.96,-0.07,-0.02,-0.05,27.56,26.93,26.29,342,492,0.7,183.34,10.47,1.85,6.93,2026-07-27,2026-07-27 07:31:05
1108,幸福,12.1,12.2,12.2,12.0,12.2,12.52,20.35,-0.18,-0.13,-0.05,13.17,12.56,11.95,419,260,1.61,48.97,5.6,1.0,8.26,2026-07-27,2026-07-27 07:31:06
1109,信大,13.8,13.8,13.85,13.8,47.74,51.5,50.2,0.01,0.0,0.01,13.94,13.79,13.63,94,115,0.83,47.08,13.4,0.9,6.52,2026-07-27,2026-07-27 07:31:07
1110,東泥,16.0,16.0,16.05,15.85,61.64,64.85,63.83,0.24,0.24,-0.0,16.29,15.75,15.21,165,157,1.05,91.27,44.44,0.3,1.88,2026-07-27,2026-07-27 07:31:08
1201,味全,12.3,12.55,12.55,12.25,43.92,52.0,53.41,0.06,0.06,-0.0,12.6,12.34,12.08,271,356,0.76,62.25,30.75,0.21,1.71,2026-07-27,2026-07-27 07:31:09
1203,味王,47.2,46.8,47.2,46.65,84.58,84.13,77.56,1.08,0.78,0.31,48.22,44.7,41.19,26,24,1.07,112.2,26.08,1.2,2.54,2026-07-27,2026-07-27 07:31:10
1210,大成,58.1,57.8,58.2,57.7,46.13,41.13,48.72,0.62,0.73,-0.11,59.17,57.48,55.78,1312,1544,0.85,486.13,13.45,3.0,5.16,2026-07-27,2026-07-27 07:31:11
1213,大飲,7.24,7.24,7.24,7.24,44.33,50.65,39.61,-0.2,-0.2,-0.01,8.1,7.61,7.12,13,11,1.14,4.1,,0.35,4.83,2026-07-27,2026-07-27 07:31:11
1215,卜蜂,105.5,109.5,109.5,105.0,23.26,31.56,28.57,-2.46,-2.35,-0.11,115.32,111.28,107.23,2099,1013,2.07,311.0,11.38,7.0,6.64,2026-07-27,2026-07-27 07:31:12
1216,統一,77.1,78.7,79.0,77.1,41.09,54.27,43.66,0.69,1.02,-0.32,81.06,77.71,74.36,14199,20086,0.71,4380.83,22.41,3.0,3.89,2026-07-27,2026-07-27 07:31:13
1217,愛之味,9.98,9.98,9.99,9.92,36.21,34.82,48.21,0.03,0.03,-0.01,10.16,9.98,9.81,362,320,1.13,49.35,23.76,0.25,2.51,2026-07-27,2026-07-27 07:31:14
1218,泰山,15.8,16.05,16.05,15.7,19.62,22.91,28.36,-0.43,-0.37,-0.06,17.96,16.7,15.43,2051,1348,1.52,76.84,9.94,1.32,8.35,2026-07-27,2026-07-27 07:31:15
1219,福壽,11.65,11.85,11.85,11.6,24.79,30.42,35.56,-0.19,-0.15,-0.04,12.7,12.08,11.47,465,643,0.72,39.75,25.89,0.5,4.29,2026-07-27,2026-07-27 07:31:16
1220,台榮,11.3,11.4,11.4,11.25,60.72,59.92,31.84,-0.05,-0.06,0.01,11.66,11.39,11.12,67,45,1.48,19.93,141.25,0.2,1.77,2026-07-27,2026-07-27 07:31:17
1225,福懋油,26.65,26.65,26.75,26.1,36.76,34.81,30.38,-0.84,-0.85,0.01,29.39,27.52,25.65,116,73,1.58,64.56,16.45,0.14,0.53,2026-07-27,2026-07-27 07:31:18
1227,佳格,29.2,29.4,29.5,29.2,72.47,65.98,58.45,0.31,0.29,0.02,29.42,28.64,27.85,638,1401,0.46,265.26,21.95,1.34,4.59,2026-07-27,2026-07-27 07:31:19
1229,聯華,41.7,42.5,42.6,41.25,60.28,53.67,60.73,0.52,0.42,0.09,42.05,40.66,39.28,2453,4535,0.54,760.82,16.55,1.8,4.32,2026-07-27,2026-07-27 07:31:20
1231,聯華食,91.0,93.5,93.5,91.0,75.16,73.36,58.82,1.13,0.8,0.33,93.37,89.0,84.64,497,395,1.26,271.59,23.88,1.5,1.65,2026-07-27,2026-07-27 07:31:21
1232,大統益,153.5,154.0,155.0,152.5,23.39,37.42,57.0,3.34,3.55,-0.2,166.05,151.28,136.5,326,389,0.84,245.56,17.81,7.2,4.69,2026-07-27,2026-07-27 07:31:22
1233,天仁,29.05,29.05,29.05,29.0,62.24,60.67,62.3,0.29,0.18,0.12,29.3,28.31,27.31,11,17,0.63,26.3,38.73,0.2,0.69,2026-07-27,2026-07-27 07:31:22
1234,黑松,33.8,33.7,33.9,33.65,63.05,62.09,59.62,0.12,0.1,0.02,34.02,33.45,32.88,101,103,0.98,135.83,20.12,1.65,4.88,2026-07-27,2026-07-27 07:31:23
1235,興泰,37.0,36.4,37.0,36.1,50.56,49.49,55.0,-0.37,-0.52,0.15,37.71,36.55,35.38,26,21,1.22,16.82,,0.5,1.35,2026-07-27,2026-07-27 07:31:24
1236,宏亞,23.5,23.55,23.55,23.35,42.32,36.87,37.57,-0.11,-0.07,-0.04,24.76,23.81,22.85,39,34,1.14,20.37,,1.65,7.02,2026-07-27,2026-07-27 07:31:25
1240,茂生農經,54.5,54.7,55.2,54.5,33.27,54.38,44.54,-0.04,0.01,-0.04,55.59,55.01,54.43,17,8,1.96,24.11,11.26,3.0,5.5,2026-07-27,2026-07-27 07:31:27
1256,鮮活果汁-KY,184.5,184.0,184.5,182.5,31.52,31.74,38.02,1.46,2.39,-0.93,199.46,187.08,174.71,18,54,0.34,66.0,16.53,6.6,3.58,2026-07-27,2026-07-27 07:31:27
1259,安心,59.9,60.8,60.8,59.4,85.84,85.44,66.99,0.78,0.58,0.2,60.97,58.32,55.66,7,23,0.3,19.4,24.45,1.2,2.0,2026-07-24,2026-07-27 07:31:29
1264,德麥,257.5,257.5,258.0,257.5,55.56,58.87,55.7,0.68,0.57,0.11,259.62,256.78,253.94,8,16,0.53,95.41,12.6,15.0,5.83,2026-07-27,2026-07-27 07:31:30
1268,漢來美食,172.5,172.0,173.0,172.0,61.02,62.28,52.27,1.3,0.95,0.35,175.96,169.85,163.74,20,27,0.73,72.84,17.08,7.5,4.35,2026-07-27,2026-07-27 07:31:31
1294,漢田生技,55.8,56.0,56.0,55.8,31.72,26.7,30.53,-1.62,-1.49,-0.13,63.58,58.53,53.48,7,12,0.62,20.27,14.76,3.0,5.38,2026-07-27,2026-07-27 07:31:32
1295,生合,48.6,47.5,48.6,47.2,26.78,24.65,47.8,-0.3,-0.28,-0.03,50.89,48.98,47.08,25,22,1.17,16.8,9.24,2.99,6.15,2026-07-27,2026-07-27 07:31:33
1301,台塑,61.7,62.3,62.5,59.8,42.49,54.56,57.33,3.03,3.23,-0.2,68.27,60.57,52.88,38113,77099,0.49,3927.66,29.12,0.5,0.81,2026-07-27,2026-07-27 07:31:34
1303,南亞,174.0,173.5,179.0,166.0,25.56,41.57,52.61,12.68,18.13,-5.45,224.85,191.51,158.17,73184,100084,0.73,13799.63,305.26,0.8,0.46,2026-07-27,2026-07-27 07:31:35
1304,台聚,12.25,12.7,12.75,11.95,20.1,21.96,29.02,-0.11,0.02,-0.13,14.8,13.48,12.17,8580,6965,1.23,131.36,,0.15,1.22,2026-07-27,2026-07-27 07:31:36
1305,華夏,11.85,12.35,12.35,11.65,24.41,26.55,28.18,-0.2,-0.1,-0.09,14.21,12.92,11.63,4486,3115,1.44,68.85,,0.1,0.84,2026-07-27,2026-07-27 07:31:37
1307,三芳,31.45,32.05,32.1,31.3,42.58,45.74,35.51,-0.08,0.03,-0.11,33.42,32.4,31.38,664,514,1.29,125.11,11.52,2.2,7.0,2026-07-27,2026-07-27 07:31:39
1308,亞聚,13.3,14.0,14.0,13.15,20.81,24.42,31.3,0.01,0.14,-0.13,15.49,14.42,13.35,3953,3182,1.24,78.97,49.26,0.2,1.5,2026-07-27,2026-07-27 07:31:40
1309,台達化,13.85,14.5,14.55,13.65,26.58,28.98,38.43,-0.18,-0.18,0.0,15.9,14.78,13.65,5821,7583,0.77,55.07,,0.15,1.08,2026-07-27,2026-07-27 07:31:41
1310,台苯,8.97,8.97,9.01,8.97,12.77,17.48,19.48,0.02,0.21,-0.19,11.62,10.42,9.21,5630,4765,1.18,47.35,34.5,,,2026-07-27,2026-07-27 07:31:42
1312,國喬,12.25,12.95,12.95,11.95,30.5,34.33,32.99,-0.08,0.04,-0.12,14.84,13.56,12.28,22716,28014,0.81,186.79,18.56,,,2026-07-27,2026-07-27 07:31:43
1313,聯成,11.3,11.8,11.8,11.1,23.67,26.39,28.92,-0.01,0.17,-0.17,13.86,12.53,11.2,7211,5309,1.36,150.39,,0.1,0.88,2026-07-27,2026-07-27 07:31:44
1314,中石化,8.04,8.21,8.21,7.92,9.2,12.5,18.08,0.01,0.16,-0.15,10.12,8.86,7.61,34238,35245,0.97,304.3,4.62,,,2026-07-27,2026-07-27 07:31:45
1315,達新,64.5,63.7,64.5,63.6,49.81,52.03,58.62,0.5,0.55,-0.05,65.27,63.83,62.38,21,19,1.09,61.61,41.61,4.5,6.98,2026-07-27,2026-07-27 07:31:45
1316,上曜,10.15,10.25,10.25,10.1,38.22,38.45,43.33,-0.1,-0.1,-0.0,10.78,10.37,9.95,562,878,0.64,36.1,46.14,,,2026-07-27,2026-07-27 07:31:46
1319,東陽,73.0,72.7,73.1,72.0,22.78,23.97,25.53,-2.59,-2.58,-0.01,78.7,75.11,71.52,1490,1906,0.78,431.78,13.11,5.0,6.85,2026-07-27,2026-07-27 07:31:47
1321,大洋,32.55,32.2,32.6,32.2,82.05,74.29,63.77,0.36,0.33,0.03,32.57,31.71,30.85,243,129,1.88,71.83,,0.38,1.17,2026-07-27,2026-07-27 07:31:48
1323,永裕,19.9,19.75,19.95,19.7,34.84,36.95,41.94,0.03,0.08,-0.05,20.6,20.09,19.57,17,52,0.34,18.16,76.54,0.9,4.52,2026-07-27,2026-07-27 07:31:49
1324,地球,10.35,10.15,10.35,10.15,59.69,48.74,35.71,-0.05,-0.04,-0.01,10.72,10.41,10.1,44,54,0.82,7.78,,0.2,1.93,2026-07-27,2026-07-27 07:31:50
1325,恆大,27.75,27.85,28.75,27.35,69.72,66.99,73.68,0.47,0.06,0.41,27.94,25.4,22.85,959,1764,0.54,23.67,,0.3,1.08,2026-07-27,2026-07-27 07:31:51
1326,台化,65.0,65.9,67.4,62.6,40.35,52.55,52.25,3.48,3.82,-0.34,74.41,65.09,55.77,50739,91593,0.55,3801.86,406.25,0.6,0.92,2026-07-27,2026-07-27 07:31:52
1336,台翰,15.45,15.6,15.6,15.2,43.33,48.04,58.26,0.39,0.34,0.05,16.63,15.0,13.38,136,636,0.22,11.99,22.07,0.26,1.68,2026-07-27,2026-07-27 07:31:53
1337,再生-KY,4.79,4.86,4.86,4.76,10.55,11.43,25.64,-0.05,-0.02,-0.03,5.49,5.06,4.63,444,316,1.4,12.88,,,,2026-07-27,2026-07-27 07:31:54
1338,廣華-KY,15.5,15.7,15.7,15.35,20.68,28.79,21.15,-0.18,-0.05,-0.13,17.48,16.48,15.49,79,69,1.14,12.52,1.8,0.31,2.0,2026-07-27,2026-07-27 07:31:55
1339,昭輝,44.55,44.3,44.9,43.95,54.17,52.14,43.43,0.24,0.29,-0.05,45.62,44.58,43.53,59,69,0.85,33.02,18.49,2.5,5.61,2026-07-27,2026-07-27 07:31:55
1340,勝悅-KY,5.28,5.3,5.31,5.25,45.22,30.53,25.84,-0.09,-0.08,-0.01,5.82,5.4,4.98,80,240,0.33,8.07,,,,2026-07-27,2026-07-27 07:31:56
1341,富林-KY,58.7,58.7,58.7,58.7,59.27,57.75,62.79,0.17,0.16,0.0,60.2,58.63,57.06,1,2,0.38,31.02,15.86,4.0,6.81,2026-07-27,2026-07-27 07:31:57
1342,八貫,110.0,110.0,110.5,108.0,31.72,41.57,43.75,0.76,1.61,-0.86,118.43,113.08,107.72,372,282,1.32,85.8,19.68,6.0,5.45,2026-07-27,2026-07-27 07:31:58
1402,遠東新,27.45,27.45,27.7,27.4,63.0,61.37,54.58,0.23,0.24,-0.0,28.29,27.08,25.86,16654,19228,0.87,1469.15,16.15,1.25,4.55,2026-07-27,2026-07-27 07:31:59
