股票代號,股票名稱,收盤價,K值,D值,RSI,DIF,MACD,柱狀圖,BB上軌,BB中軌,BB下軌,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,交易日,更新時間
1101,台泥,26.35,76.86,65.7,47.46,0.46,0.5,-0.04,26.78,25.99,25.2,24686,28217,0.87,1974.45,18.27,1.0,3.8,2026-03-02,2026-03-02 10:09:31
1102,亞泥,35.7,70.4,68.98,54.69,-0.2,-0.34,0.14,36.22,35.42,34.62,11568,10957,1.06,1266.12,10.08,2.2,6.16,2026-03-02,2026-03-02 10:09:32
1103,嘉泥,14.05,66.01,59.59,41.67,0.02,0.01,0.01,14.31,14.06,13.8,219,384,0.57,92.56,33.45,0.55,3.91,2026-03-02,2026-03-02 10:09:32
1104,環泥,29.9,59.95,55.03,47.06,-0.06,-0.12,0.06,30.32,29.82,29.31,655,876,0.75,205.32,12.83,1.7,5.69,2026-03-02,2026-03-02 10:09:33
1108,幸福,15.3,88.44,85.03,75.0,0.07,0.05,0.02,15.31,15.14,14.96,271,235,1.16,61.92,6.57,0.75,4.9,2026-03-02,2026-03-02 10:09:34
1109,信大,15.8,76.96,71.83,66.67,0.08,0.03,0.05,15.85,15.51,15.18,66,167,0.4,53.9,14.5,0.9,5.7,2026-03-02,2026-03-02 10:09:34
1110,東泥,16.5,78.25,77.35,56.82,0.05,0.01,0.04,16.7,16.33,15.95,171,197,0.87,94.03,41.25,0.3,1.82,2026-03-02,2026-03-02 10:09:35
1201,味全,14.5,56.6,57.06,51.72,0.0,-0.01,0.02,14.68,14.49,14.31,350,480,0.73,73.38,25.89,0.5,3.45,2026-03-02,2026-03-02 10:09:36
1203,味王,41.35,70.97,68.02,63.11,0.37,0.18,0.19,41.39,40.01,38.63,28,41,0.69,98.29,20.07,1.2,2.9,2026-03-02,2026-03-02 10:09:36
1210,大成,51.4,46.89,43.47,46.51,-0.11,-0.12,0.01,52.41,51.34,50.26,1421,1750,0.81,430.07,13.11,2.83,5.51,2026-03-02,2026-03-02 10:09:37
1213,大飲,9.72,21.95,30.64,39.2,-0.11,-0.09,-0.02,10.37,10.02,9.67,8,6,1.16,5.5,1.1,0.35,3.6,2026-03-02,2026-03-02 10:09:38
1215,卜蜂,155.5,72.98,62.15,61.9,1.97,1.85,0.12,153.97,150.1,146.23,922,1058,0.87,458.4,15.25,7.0,4.5,2026-03-02,2026-03-02 10:09:39
1216,統一,73.6,40.48,50.18,54.76,-0.33,-0.51,0.18,75.09,73.21,71.33,12569,16709,0.75,4181.96,21.21,3.0,4.08,2026-03-02,2026-03-02 10:09:39
1217,愛之味,10.45,35.5,43.76,44.44,-0.0,0.01,-0.01,10.76,10.56,10.36,476,890,0.54,51.68,38.7,0.37,3.54,2026-03-02,2026-03-02 10:09:40
1218,泰山,18.15,50.68,49.16,40.0,-0.01,-0.01,-0.0,18.62,18.28,17.95,638,745,0.86,88.27,13.96,1.35,7.44,2026-03-02,2026-03-02 10:09:41
1219,福壽,13.55,62.08,70.45,54.55,0.03,0.02,0.01,13.67,13.54,13.42,342,324,1.06,46.24,32.26,0.5,3.69,2026-03-02,2026-03-02 10:09:41
1220,台榮,13.2,84.16,77.57,65.0,0.13,0.1,0.03,13.24,12.9,12.55,121,176,0.69,23.28,52.8,0.7,5.3,2026-03-02,2026-03-02 10:09:42
1225,福懋油,32.6,90.28,79.77,83.87,0.42,0.06,0.36,30.81,28.85,26.89,1711,537,3.18,78.98,23.29,0.14,0.43,2026-03-02,2026-03-02 10:09:43
1227,佳格,29.85,74.37,70.72,61.02,0.07,-0.09,0.16,30.35,29.33,28.31,618,1481,0.42,271.16,20.45,1.4,4.69,2026-03-02,2026-03-02 10:09:43
1229,聯華,44.75,30.61,25.7,26.67,-0.52,-0.49,-0.03,47.09,45.57,44.04,2142,2546,0.84,800.45,17.55,1.3,2.91,2026-03-02,2026-03-02 10:09:44
1231,聯華食,85.8,9.77,14.07,12.4,-2.01,-1.25,-0.76,98.31,92.65,86.98,683,988,0.69,256.07,23.77,1.6,1.86,2026-03-02,2026-03-02 10:09:45
1232,大統益,153.0,89.08,80.14,72.0,1.69,1.09,0.6,153.01,147.75,142.49,190,131,1.45,244.76,19.03,7.0,4.58,2026-03-02,2026-03-02 10:09:46
1233,天仁,33.3,87.71,83.31,82.86,0.27,0.14,0.13,33.32,32.39,31.47,36,52,0.69,30.15,41.62,0.95,2.85,2026-03-02,2026-03-02 10:09:46
1234,黑松,37.3,63.77,66.05,58.06,-0.02,-0.09,0.06,37.39,37.08,36.76,124,148,0.83,149.9,19.03,1.9,5.09,2026-03-02,2026-03-02 10:09:47
1235,興泰,47.8,80.76,64.01,66.23,0.24,-0.56,0.81,46.18,42.26,38.35,44,48,0.9,21.73,,0.5,1.05,2026-03-02,2026-03-02 10:09:48
1236,宏亞,27.45,73.31,64.72,79.17,0.37,0.31,0.07,27.38,26.16,24.94,145,85,1.7,23.79,,0.6,2.19,2026-03-02,2026-03-02 10:09:48
1256,鮮活果汁-KY,160.0,27.48,24.82,46.75,1.17,1.85,-0.68,163.87,158.2,152.53,111,61,1.82,57.24,16.68,4.66,2.91,2026-03-02,2026-03-02 10:09:49
1301,台塑,50.7,71.01,66.12,53.15,1.97,1.63,0.34,53.26,47.73,42.21,87707,64205,1.37,3227.43,74.29,0.5,0.99,2026-03-02,2026-03-02 10:09:50
