股票代號,股票名稱,收盤價,開盤價,最高價,最低價,K值,D值,RSI,DIF,MACD,柱狀圖,BB上軌,BB中軌,BB下軌,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,交易日,更新時間
1101,台泥,24.6,25.4,25.45,24.55,63.2,68.46,69.52,0.12,-0.12,0.24,25.97,23.92,21.87,33590,36830,0.91,,,,,2026-04-15,2026-04-15 07:31:14
1102,亞泥,35.35,35.55,35.6,35.15,70.87,77.64,60.32,0.16,0.07,0.09,36.08,35.0,33.92,9013,9711,0.93,,,,,2026-04-15,2026-04-15 07:31:15
1103,嘉泥,13.85,13.9,14.0,13.8,72.01,70.71,57.14,0.03,-0.01,0.03,13.97,13.7,13.43,240,236,1.02,,,,,2026-04-15,2026-04-15 07:31:16
1104,環泥,29.3,29.15,29.75,29.15,23.6,25.73,45.1,-0.08,-0.06,-0.02,29.83,29.42,29.0,813,649,1.25,,,,,2026-04-15,2026-04-15 07:31:17
1108,幸福,14.8,14.85,14.95,14.8,48.26,44.97,46.67,-0.06,-0.06,0.01,15.01,14.86,14.7,218,402,0.54,,,,,2026-04-15,2026-04-15 07:31:17
1109,信大,15.5,15.45,15.6,15.4,78.17,71.86,77.78,0.01,-0.02,0.03,15.54,15.32,15.11,148,94,1.57,,,,,2026-04-15,2026-04-15 07:31:18
1110,東泥,15.7,15.55,15.75,15.45,79.16,64.15,62.12,-0.13,-0.23,0.1,15.91,15.19,14.48,184,169,1.09,,,,,2026-04-15,2026-04-15 07:31:19
1201,味全,13.35,13.35,13.4,13.25,27.78,33.43,44.44,-0.19,-0.21,0.01,13.84,13.5,13.16,547,505,1.08,,,,,2026-04-15,2026-04-15 07:31:20
1203,味王,42.1,41.85,42.1,41.85,90.36,80.95,87.5,0.53,0.2,0.33,41.79,39.67,37.55,58,42,1.35,,,,,2026-04-15,2026-04-15 07:31:21
1210,大成,54.8,54.2,54.9,54.2,40.83,46.9,60.0,0.61,0.67,-0.06,55.21,54.24,53.27,2398,2106,1.14,,,,,2026-04-15,2026-04-15 07:31:22
1213,大飲,9.29,9.3,9.46,9.29,43.93,47.25,34.53,-0.13,-0.11,-0.02,10.18,9.66,9.14,13,8,1.58,,,,,2026-04-15,2026-04-15 07:31:23
1215,卜蜂,143.0,144.5,144.5,142.5,74.96,64.6,42.0,-1.98,-2.35,0.37,153.22,144.1,134.98,1032,1112,0.93,,,,,2026-04-15,2026-04-15 07:31:24
