股票代號,股票名稱,收盤價,K值,D值,RSI,DIF,MACD,柱狀圖,BB上軌,BB中軌,BB下軌,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,交易日,更新時間
1101,台泥,25.15,36.61,47.52,41.33,0.12,0.32,-0.2,26.92,25.85,24.78,19734,35893,0.55,1934.84,17.44,1.0,3.98,2026-03-06,2026-03-08 07:30:50
1102,亞泥,34.45,24.21,39.35,41.27,-0.4,-0.34,-0.05,36.22,35.21,34.2,6953,9780,0.71,1221.79,9.73,2.2,6.39,2026-03-06,2026-03-08 07:30:51
1103,嘉泥,13.8,37.11,43.57,41.94,-0.06,-0.02,-0.04,14.4,13.99,13.58,248,412,0.6,90.91,32.86,0.55,3.99,2026-03-06,2026-03-08 07:30:51
1104,環泥,28.9,20.14,33.02,32.08,-0.24,-0.16,-0.08,30.43,29.63,28.83,653,754,0.87,198.45,12.4,1.7,5.88,2026-03-06,2026-03-08 07:30:52
1108,幸福,15.1,38.46,53.67,50.0,0.02,0.04,-0.02,15.33,15.13,14.93,240,289,0.83,61.12,6.48,0.75,4.97,2026-03-06,2026-03-08 07:30:53
1109,信大,15.5,31.25,44.89,53.85,0.02,0.03,-0.01,15.86,15.52,15.19,109,147,0.74,52.88,14.22,0.9,5.81,2026-03-06,2026-03-08 07:30:54
1110,東泥,16.0,35.61,45.16,43.86,-0.1,-0.04,-0.06,16.83,16.24,15.65,185,240,0.77,91.18,40.0,0.3,1.88,2026-03-06,2026-03-08 07:30:55
1201,味全,14.35,31.89,37.94,48.28,-0.05,-0.03,-0.02,14.72,14.46,14.2,243,350,0.7,72.62,25.62,0.5,3.48,2026-03-06,2026-03-08 07:30:55
1203,味王,39.8,29.74,45.24,49.62,0.16,0.22,-0.06,41.51,40.1,38.68,20,33,0.6,94.61,19.32,1.2,3.02,2026-03-06,2026-03-08 07:30:56
1210,大成,51.3,34.24,33.87,53.06,-0.17,-0.15,-0.02,51.82,51.07,50.31,1476,1667,0.89,429.23,13.09,2.83,5.52,2026-03-06,2026-03-08 07:30:57
1213,大飲,9.86,45.14,34.68,46.15,-0.1,-0.1,-0.0,10.28,9.94,9.59,4,13,0.3,5.58,1.12,0.35,3.55,2026-03-06,2026-03-08 07:30:58
1215,卜蜂,163.5,90.69,81.97,78.0,3.27,2.33,0.94,159.97,151.65,143.33,1039,910,1.14,481.98,15.75,7.0,4.28,2026-03-06,2026-03-08 07:30:58
1216,統一,71.9,20.86,29.11,49.3,-0.62,-0.52,-0.1,75.13,72.93,70.73,8923,11065,0.81,4085.37,20.72,3.0,4.17,2026-03-06,2026-03-08 07:30:59
1217,愛之味,10.4,24.41,26.37,45.0,-0.05,-0.02,-0.03,10.72,10.49,10.25,334,721,0.46,51.43,38.52,0.37,3.56,2026-03-06,2026-03-08 07:31:00
1218,泰山,18.1,27.23,32.06,46.87,-0.06,-0.04,-0.03,18.54,18.19,17.84,433,780,0.56,88.02,13.92,1.35,7.46,2026-03-06,2026-03-08 07:31:01
1219,福壽,13.5,35.63,44.35,50.0,-0.01,0.01,-0.02,13.69,13.54,13.39,149,274,0.54,46.07,32.14,0.5,3.7,2026-03-06,2026-03-08 07:31:01
1220,台榮,12.9,39.45,56.12,52.17,0.08,0.1,-0.02,13.23,12.95,12.66,87,98,0.89,22.76,51.6,0.7,5.43,2026-03-06,2026-03-08 07:31:02
1225,福懋油,32.8,70.44,73.95,76.47,0.92,0.49,0.43,32.88,29.56,26.25,503,913,0.55,79.46,23.43,0.14,0.43,2026-03-06,2026-03-08 07:31:03
1227,佳格,29.6,41.76,54.31,62.32,0.03,-0.01,0.04,30.44,29.39,28.34,507,743,0.68,268.89,20.27,1.4,4.73,2026-03-06,2026-03-08 07:31:04
1229,聯華,45.25,32.18,26.49,51.49,-0.53,-0.54,0.0,46.51,45.1,43.69,4771,2892,1.65,809.4,17.75,1.3,2.87,2026-03-06,2026-03-08 07:31:05
1231,聯華食,84.5,13.7,10.53,22.09,-3.05,-2.2,-0.85,99.26,90.41,81.56,616,701,0.88,252.19,23.41,1.6,1.89,2026-03-06,2026-03-08 07:31:05
1232,大統益,151.5,66.79,74.62,68.0,1.63,1.42,0.21,154.35,148.95,143.55,62,119,0.52,242.36,18.39,7.0,4.62,2026-03-06,2026-03-08 07:31:06
1233,天仁,32.4,62.55,72.82,55.1,0.18,0.18,-0.0,33.48,32.5,31.53,10,21,0.47,29.34,40.5,0.95,2.93,2026-03-06,2026-03-08 07:31:07
1234,黑松,36.45,32.38,43.45,35.71,-0.15,-0.1,-0.06,37.57,37.01,36.45,79,217,0.36,146.48,18.6,1.9,5.21,2026-03-06,2026-03-08 07:31:08
1235,興泰,41.65,40.22,58.5,52.15,0.14,-0.03,0.17,47.25,42.87,38.49,17,29,0.58,18.93,,0.5,1.2,2026-03-06,2026-03-08 07:31:08
1236,宏亞,27.75,69.76,69.59,74.0,0.57,0.44,0.13,27.99,26.7,25.41,101,188,0.54,24.05,,0.6,2.16,2026-03-06,2026-03-08 07:31:09
1256,鮮活果汁-KY,166.5,58.87,47.41,57.66,2.43,1.89,0.55,168.08,159.7,151.32,57,108,0.52,59.56,17.36,4.66,2.8,2026-03-06,2026-03-08 07:31:10
1301,台塑,50.2,42.95,50.21,57.74,1.45,1.58,-0.13,52.98,48.07,43.16,38588,46595,0.83,3195.6,73.56,0.5,1.0,2026-03-06,2026-03-08 07:31:11
1303,南亞,82.3,40.87,54.81,54.3,3.69,4.27,-0.58,94.43,80.6,66.76,82319,95877,0.86,6527.07,27.45,0.7,0.85,2026-03-06,2026-03-08 07:31:11
1304,台聚,13.1,66.8,63.4,63.89,0.27,0.2,0.07,13.14,11.99,10.83,23918,12453,1.92,140.47,,0.2,1.53,2026-03-06,2026-03-08 07:31:12
1305,華夏,13.25,60.32,56.06,62.39,0.23,0.17,0.06,13.18,12.17,11.16,14437,7645,1.89,76.99,,0.15,1.13,2026-03-06,2026-03-08 07:31:13
1307,三芳,35.25,60.71,62.88,62.46,0.69,0.46,0.22,36.39,32.88,29.37,4777,2690,1.78,140.23,11.95,2.7,7.66,2026-03-06,2026-03-08 07:31:14
1308,亞聚,15.0,65.83,60.39,62.4,0.2,0.11,0.08,14.78,13.79,12.8,13398,5766,2.32,89.06,55.56,0.25,1.67,2026-03-06,2026-03-08 07:31:14
1309,台達化,13.95,71.48,64.31,64.55,0.35,0.23,0.12,13.48,12.39,11.29,11013,6961,1.58,55.46,,0.2,1.43,2026-03-06,2026-03-08 07:31:15
1310,台苯,10.65,71.17,67.62,79.33,0.28,0.15,0.13,10.13,9.21,8.3,10376,12909,0.8,56.22,40.96,,,2026-03-06,2026-03-08 07:31:16
1312,國喬,14.05,56.71,52.54,58.7,0.17,0.18,-0.0,14.09,13.13,12.17,29278,14037,2.09,161.17,21.29,,,2026-03-06,2026-03-08 07:31:17
1313,聯成,13.5,85.84,79.86,77.98,0.56,0.29,0.26,13.07,11.19,9.31,44272,32695,1.35,179.66,,0.15,1.11,2026-03-06,2026-03-08 07:31:18
1314,中石化,8.92,65.55,58.34,67.6,0.11,0.05,0.05,8.67,8.14,7.61,133895,54886,2.44,337.61,5.13,,,2026-03-06,2026-03-08 07:31:18
1315,達新,63.5,18.1,36.26,40.82,-0.08,0.07,-0.15,65.76,64.49,63.22,18,28,0.64,60.66,38.72,4.5,7.09,2026-03-06,2026-03-08 07:31:19
1316,上曜,13.2,24.37,27.1,36.36,-0.35,-0.3,-0.04,14.46,13.66,12.87,1289,2356,0.55,45.82,60.0,,,2026-03-06,2026-03-08 07:31:20
1319,東陽,93.0,10.79,10.29,13.96,-2.71,-1.05,-1.67,115.69,102.95,90.21,1459,2661,0.55,550.07,14.24,5.3,5.7,2026-03-06,2026-03-08 07:31:21
1321,大洋,34.05,72.66,73.58,60.0,-0.06,-0.19,0.12,34.15,33.44,32.73,161,126,1.28,75.14,,0.38,1.12,2026-03-06,2026-03-08 07:31:21
1323,永裕,18.7,80.7,71.34,51.85,-0.1,-0.12,0.02,18.83,18.68,18.54,80,74,1.08,17.07,187.0,0.9,4.81,2026-03-06,2026-03-08 07:31:22
1324,地球,10.8,46.95,40.24,56.25,-0.07,-0.07,-0.0,10.95,10.65,10.34,240,118,2.03,8.11,,0.2,1.85,2026-03-06,2026-03-08 07:31:23
1325,恆大,27.9,14.17,12.1,28.18,-0.7,-0.45,-0.25,33.5,29.83,26.16,214,386,0.55,23.79,,0.3,1.08,2026-03-06,2026-03-08 07:31:24
1326,台化,46.0,42.56,54.12,59.82,2.58,2.73,-0.15,50.35,43.57,36.79,46387,57975,0.8,2690.55,48.65,0.5,1.09,2026-03-06,2026-03-08 07:31:25
1337,再生-KY,5.77,56.59,43.78,57.89,0.05,0.06,-0.0,5.83,5.44,5.06,1563,663,2.36,15.52,,,,2026-03-06,2026-03-08 07:31:25
1338,廣華-KY,17.25,12.18,13.05,12.31,-0.74,-0.53,-0.21,20.9,18.96,17.03,151,271,0.56,13.93,2.0,0.78,4.52,2026-03-06,2026-03-08 07:31:26
1339,昭輝,42.15,33.54,45.95,45.98,-0.26,-0.15,-0.11,44.61,43.03,41.45,30,62,0.48,31.24,20.46,3.0,7.12,2026-03-06,2026-03-08 07:31:27
1340,勝悅-KY,7.27,52.49,51.04,65.65,0.02,-0.0,0.02,7.42,6.87,6.33,472,211,2.24,11.12,,,,2026-03-06,2026-03-08 07:31:28
1341,富林-KY,60.0,47.27,62.76,55.79,0.59,0.68,-0.09,63.06,59.85,56.63,4,6,0.61,31.71,15.04,5.2,8.67,2026-03-06,2026-03-08 07:31:28
1342,八貫,97.2,19.04,31.2,54.27,1.22,1.89,-0.68,105.4,98.46,91.52,305,566,0.54,75.82,17.39,6.0,6.17,2026-03-06,2026-03-08 07:31:29
1402,遠東新,29.25,29.78,38.92,58.97,0.13,0.08,0.05,29.23,28.34,27.45,18574,33313,0.56,1565.49,17.62,1.6,5.47,2026-03-06,2026-03-08 07:31:30
1409,新纖,15.55,48.79,47.07,54.55,-0.01,0.0,-0.01,15.81,15.16,14.51,8868,5841,1.52,250.93,12.96,0.6,3.86,2026-03-06,2026-03-08 07:31:31
1410,南染,33.1,30.53,39.57,51.61,-0.14,-0.14,-0.0,33.85,33.42,33.0,18,29,0.61,20.52,59.11,0.51,1.54,2026-03-06,2026-03-08 07:31:31
1413,宏洲,9.8,34.51,45.77,42.74,-0.03,-0.0,-0.02,10.18,9.95,9.71,9,22,0.41,12.95,22.27,,,2026-03-06,2026-03-08 07:31:32
1414,東和,20.9,86.71,86.71,90.91,0.34,0.25,0.08,20.67,19.78,18.89,386,439,0.88,37.24,160.77,0.26,1.24,2026-03-06,2026-03-08 07:31:33
1416,廣豐,11.7,48.09,43.81,43.75,-0.03,-0.02,-0.01,11.87,11.73,11.58,271,223,1.21,21.69,15.0,0.56,4.79,2026-03-06,2026-03-08 07:31:34
1417,嘉裕,8.83,62.86,52.84,60.0,-0.02,-0.03,0.0,8.94,8.75,8.57,214,218,0.98,16.77,,,,2026-03-06,2026-03-08 07:31:34
1418,東華,19.25,21.82,31.28,40.91,-0.14,-0.1,-0.05,20.2,19.67,19.14,6,24,0.24,10.45,,,,2026-03-06,2026-03-08 07:31:35
1419,新紡,65.4,20.69,17.31,34.97,-1.89,-1.39,-0.5,76.47,69.18,61.89,92,219,0.42,195.7,14.66,1.5,2.29,2026-03-06,2026-03-08 07:31:36
1423,利華,38.05,41.52,47.62,51.16,-0.02,-0.01,-0.0,38.44,38.1,37.77,24,29,0.81,37.92,8.95,0.8,2.1,2026-03-06,2026-03-08 07:31:37
1432,大魯閣,17.2,21.67,29.29,27.38,-0.2,-0.03,-0.18,19.67,18.45,17.23,763,604,1.26,18.58,,,,2026-03-06,2026-03-08 07:31:37
1434,福懋,17.6,37.23,50.12,51.85,0.27,0.35,-0.08,18.43,17.49,16.56,1719,3047,0.56,296.12,50.29,0.8,4.55,2026-03-06,2026-03-08 07:31:38
1435,中福,20.8,23.74,42.72,45.78,-0.01,0.1,-0.1,23.89,21.82,19.76,5,9,0.56,29.07,,,,2026-03-06,2026-03-08 07:31:39
1436,華友聯,54.9,20.07,22.43,26.77,-1.86,-1.55,-0.31,62.9,58.03,53.17,144,335,0.43,106.59,11.49,7.53,13.72,2026-03-06,2026-03-08 07:31:40
1437,勤益控,32.05,31.9,51.57,49.06,-0.06,-0.04,-0.02,33.38,32.51,31.64,64,86,0.74,64.7,15.33,1.83,5.71,2026-03-06,2026-03-08 07:31:40
1438,三地開發,31.9,27.93,43.2,52.17,-0.19,-0.07,-0.11,35.29,32.51,29.73,14,30,0.45,35.47,,,,2026-03-06,2026-03-08 07:31:41
1439,雋揚,27.9,31.4,39.56,25.32,-0.33,-0.09,-0.24,30.84,29.49,28.13,12,58,0.21,25.67,10.04,0.3,1.08,2026-03-06,2026-03-08 07:31:42
1440,南紡,13.05,23.99,19.96,34.21,-0.16,-0.1,-0.06,14.0,13.36,12.72,1089,1810,0.6,216.21,62.14,0.3,2.3,2026-03-06,2026-03-08 07:31:42
1441,大東,10.0,15.7,29.42,51.22,-0.06,-0.07,0.01,10.16,10.03,9.9,12,24,0.5,7.17,,,,2026-03-06,2026-03-08 07:31:43
1442,名軒,27.75,18.17,20.52,25.84,-0.59,-0.4,-0.19,30.88,29.11,27.35,257,545,0.47,101.62,7.32,4.5,16.22,2026-03-06,2026-03-08 07:31:44
1443,立益物流,26.25,28.48,34.5,39.64,-0.15,-0.05,-0.09,27.94,26.94,25.94,11,23,0.47,35.53,34.09,,,2026-03-06,2026-03-08 07:31:45
1444,力麗,6.27,36.46,37.24,43.37,-0.02,0.01,-0.03,6.67,6.35,6.02,1169,937,1.25,61.72,22.39,,,2026-03-06,2026-03-08 07:31:45
1445,大宇,13.3,6.92,16.22,22.78,-0.06,0.23,-0.29,16.25,14.71,13.18,13,50,0.26,17.38,,0.5,3.76,2026-03-06,2026-03-08 07:31:46
1446,宏和,15.45,15.48,17.32,26.32,-0.54,-0.46,-0.08,17.58,16.42,15.26,116,231,0.5,21.28,5.48,2.0,12.94,2026-03-06,2026-03-08 07:31:47
