股票代號,股票名稱,收盤價,開盤價,最高價,最低價,K值,D值,RSI,DIF,MACD,柱狀圖,BB上軌,BB中軌,BB下軌,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,交易日,更新時間
1101,台泥,25.4,24.1,25.7,23.7,75.89,54.93,58.12,-0.27,-0.49,0.21,25.63,23.82,22.01,65385,39067,1.67,1954.07,15.64,1.0,3.94,2026-04-08,2026-04-08 08:43:49
1102,亞泥,35.6,35.85,35.85,35.25,82.44,76.5,60.87,0.06,-0.1,0.17,35.62,34.71,33.81,8232,9505,0.87,1262.58,11.91,2.2,6.18,2026-04-08,2026-04-08 08:43:49
1103,嘉泥,13.9,13.7,13.95,13.65,68.15,61.58,60.0,-0.01,-0.05,0.04,13.89,13.62,13.35,681,384,1.77,91.57,16.55,0.55,3.96,2026-04-08,2026-04-08 08:43:50
1104,環泥,29.25,29.4,29.55,29.05,30.94,42.83,40.82,-0.05,-0.04,-0.01,30.1,29.5,28.9,1518,502,3.02,200.85,11.47,1.7,5.81,2026-04-08,2026-04-08 08:43:51
1108,幸福,14.85,14.9,14.95,14.8,34.79,26.98,41.18,-0.07,-0.07,-0.01,15.23,14.93,14.63,233,258,0.9,60.1,6.88,0.75,5.05,2026-04-08,2026-04-08 08:43:52
1109,信大,15.45,15.3,15.5,15.3,58.8,44.29,53.33,-0.04,-0.06,0.02,15.46,15.3,15.13,183,143,1.28,52.71,15.0,0.9,5.83,2026-04-08,2026-04-08 08:43:52
1110,東泥,15.0,14.6,15.0,14.6,32.19,33.18,42.86,-0.33,-0.29,-0.04,16.21,15.31,14.41,186,275,0.68,85.48,41.67,0.3,2.0,2026-04-08,2026-04-08 08:43:53
1201,味全,13.55,13.65,13.65,13.55,60.2,44.42,31.82,-0.21,-0.22,0.02,14.21,13.68,13.15,396,337,1.18,68.57,33.88,0.5,3.69,2026-04-08,2026-04-08 08:43:54
1203,味王,40.3,40.0,40.75,39.95,73.2,68.08,76.56,0.06,-0.1,0.16,40.14,39.06,37.99,47,30,1.59,95.8,22.27,1.2,2.98,2026-04-08,2026-04-08 08:43:55
1210,大成,54.5,55.3,55.5,54.3,65.55,73.51,55.0,0.76,0.72,0.04,55.6,53.73,51.86,2603,2348,1.11,456.01,12.62,2.83,5.19,2026-04-08,2026-04-08 08:43:55
1213,大飲,9.32,9.49,9.49,9.08,43.31,53.67,35.22,-0.13,-0.08,-0.05,10.2,9.75,9.3,26,29,0.88,5.28,,0.35,3.76,2026-04-08,2026-04-08 08:43:56
1215,卜蜂,141.0,141.5,143.5,140.0,35.47,25.88,28.85,-3.22,-2.32,-0.9,159.59,146.85,134.11,1127,1125,1.0,415.65,13.57,7.0,4.96,2026-04-08,2026-04-08 08:43:57
1216,統一,72.7,73.3,73.3,72.0,80.86,74.16,61.84,-0.04,-0.4,0.36,72.91,70.99,69.08,8269,8772,0.94,4130.82,21.13,3.0,4.13,2026-04-08,2026-04-08 08:43:58
1217,愛之味,10.3,10.35,10.4,10.3,65.87,63.32,53.85,-0.02,-0.04,0.02,10.39,10.25,10.12,417,343,1.22,50.93,24.52,0.25,2.43,2026-04-08,2026-04-08 08:43:58
1218,泰山,19.45,19.6,19.6,19.4,78.13,81.43,63.64,0.27,0.26,0.01,19.8,19.15,18.51,1022,828,1.23,94.59,14.96,1.35,6.94,2026-04-08,2026-04-08 08:43:59
1219,福壽,13.8,13.9,13.9,13.65,44.48,55.06,61.9,0.09,0.08,0.01,14.1,13.72,13.34,492,523,0.94,47.09,30.67,0.5,3.62,2026-04-08,2026-04-08 08:44:00
1220,台榮,12.45,12.4,12.55,12.4,33.44,36.61,37.04,-0.11,-0.09,-0.01,13.04,12.63,12.22,71,82,0.86,21.96,155.62,0.7,5.62,2026-04-08,2026-04-08 08:44:01
1225,福懋油,32.2,33.05,33.05,32.1,42.19,40.18,58.45,0.43,0.48,-0.05,33.02,31.86,30.71,224,224,1.0,78.01,19.88,0.14,0.43,2026-04-08,2026-04-08 08:44:01
1227,佳格,30.3,30.8,30.8,30.2,55.39,67.23,50.0,0.25,0.24,0.01,31.14,30.21,29.27,994,1059,0.94,275.25,22.78,1.4,4.62,2026-04-08,2026-04-08 08:44:02
1229,聯華,44.9,45.1,45.3,44.7,54.85,60.94,55.43,0.02,-0.1,0.12,45.6,44.46,43.33,1961,1880,1.04,803.14,17.47,1.3,2.9,2026-04-08,2026-04-08 08:44:03
1231,聯華食,93.0,93.4,93.8,92.6,87.07,86.8,68.75,0.87,0.41,0.46,95.31,90.65,85.98,337,266,1.27,277.56,24.41,1.6,1.72,2026-04-08,2026-04-08 08:44:04
1232,大統益,150.0,149.5,150.5,149.5,49.71,50.6,50.0,0.08,0.25,-0.16,150.96,149.9,148.84,83,62,1.33,239.96,18.2,7.0,4.67,2026-04-08,2026-04-08 08:44:04
1233,天仁,29.25,29.05,29.25,29.05,21.28,14.6,32.22,-0.87,-0.8,-0.07,32.54,30.07,27.59,31,15,2.02,26.49,39.0,0.95,3.25,2026-04-08,2026-04-08 08:44:05
1234,黑松,35.85,35.9,36.3,35.6,26.57,29.86,45.1,-0.25,-0.27,0.02,36.57,36.02,35.47,274,127,2.15,144.07,17.93,1.65,4.6,2026-04-08,2026-04-08 08:44:06
1235,興泰,41.25,38.75,41.25,38.7,44.25,38.25,65.33,-0.62,-0.9,0.27,41.34,38.23,35.11,62,21,2.97,18.75,,0.5,1.21,2026-04-08,2026-04-08 08:44:07
1236,宏亞,25.55,25.1,25.6,25.1,17.76,19.74,2.7,-0.29,-0.1,-0.19,28.24,26.75,25.26,38,32,1.18,22.15,,0.6,2.35,2026-04-08,2026-04-08 08:44:07
