股票代號,股票名稱,收盤價,K值,D值,RSI,DIF,MACD,柱狀圖,BB上軌,BB中軌,BB下軌,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,交易日,更新時間
1101,台泥,23.0,15.0,20.04,33.02,-0.61,-0.36,-0.25,26.91,24.64,22.37,27414,36207,0.76,1769.43,14.16,1.0,4.35,2026-03-25,2026-03-25 08:08:00
1102,亞泥,34.5,46.8,48.76,52.44,-0.28,-0.34,0.06,35.79,34.68,33.57,9488,9239,1.03,1223.56,11.54,2.2,6.38,2026-03-25,2026-03-25 08:08:01
1103,嘉泥,13.75,71.56,58.58,54.05,-0.09,-0.11,0.02,14.15,13.67,13.19,200,206,0.97,90.58,16.37,0.55,4.0,2026-03-25,2026-03-25 08:08:02
1104,環泥,29.6,55.28,54.86,59.72,-0.07,-0.1,0.03,30.45,29.43,28.4,390,442,0.88,203.26,12.7,1.7,5.74,2026-03-25,2026-03-25 08:08:03
1108,幸福,15.0,25.63,28.97,48.15,-0.05,-0.03,-0.02,15.37,15.05,14.74,156,245,0.64,60.71,6.44,0.75,5.0,2026-03-25,2026-03-25 08:08:04
1109,信大,15.25,31.12,37.43,45.45,-0.07,-0.05,-0.02,15.83,15.42,15.01,181,211,0.86,52.03,14.81,0.9,5.9,2026-03-25,2026-03-25 08:08:05
1110,東泥,15.15,26.92,32.67,34.88,-0.31,-0.23,-0.08,16.73,15.75,14.76,190,262,0.72,86.34,42.08,0.3,1.98,2026-03-25,2026-03-25 08:08:07
1201,味全,13.45,17.11,20.38,22.22,-0.25,-0.18,-0.06,14.74,14.03,13.31,261,567,0.46,68.07,33.62,0.5,3.72,2026-03-25,2026-03-25 08:08:08
1203,味王,39.2,43.15,40.49,43.68,-0.33,-0.3,-0.02,41.41,39.36,37.3,60,20,2.89,93.18,19.03,1.2,3.06,2026-03-25,2026-03-25 08:08:09
1210,大成,53.8,71.93,75.84,79.31,0.69,0.52,0.18,55.0,52.34,49.68,2271,2111,1.08,450.15,12.45,2.83,5.26,2026-03-25,2026-03-25 08:08:10
1213,大飲,9.71,83.08,83.22,45.08,-0.03,-0.05,0.02,10.13,9.81,9.48,5,13,0.38,5.5,,0.35,3.6,2026-03-25,2026-03-25 08:08:11
1215,卜蜂,146.0,19.09,18.7,28.3,-0.74,0.6,-1.34,162.02,153.35,144.68,1768,949,1.86,430.39,14.07,7.0,4.79,2026-03-25,2026-03-25 08:08:12
1216,統一,70.7,37.14,28.14,46.48,-0.86,-0.9,0.04,74.09,71.22,68.35,9528,11348,0.84,4017.18,20.55,3.0,4.24,2026-03-25,2026-03-25 08:08:13
1217,愛之味,10.15,25.3,26.41,41.18,-0.09,-0.08,-0.01,10.52,10.28,10.03,287,509,0.57,50.19,24.17,0.25,2.46,2026-03-25,2026-03-25 08:08:14
1218,泰山,19.2,78.46,81.03,78.26,0.26,0.2,0.06,19.71,18.63,17.55,626,727,0.86,93.37,14.77,1.35,7.03,2026-03-25,2026-03-25 08:08:16
1219,福壽,13.75,52.02,45.07,66.67,0.03,0.02,0.01,13.81,13.58,13.34,338,348,0.97,46.92,30.56,0.5,3.64,2026-03-25,2026-03-25 08:08:17
1220,台榮,12.45,16.37,12.17,32.0,-0.1,-0.04,-0.07,13.37,12.86,12.35,89,154,0.58,21.96,155.62,0.7,5.62,2026-03-25,2026-03-25 08:08:18
1225,福懋油,31.5,26.94,26.2,50.0,0.49,0.65,-0.16,33.89,31.75,29.61,131,231,0.57,76.31,19.44,0.14,0.44,2026-03-25,2026-03-25 08:08:19
1227,佳格,30.2,68.93,70.98,58.97,0.19,0.14,0.05,30.7,29.87,29.04,755,1692,0.45,274.34,20.68,1.4,4.64,2026-03-25,2026-03-25 08:08:20
1229,聯華,44.75,54.62,44.76,54.6,-0.28,-0.4,0.12,45.34,44.24,43.15,1526,1990,0.77,800.45,17.41,1.3,2.91,2026-03-25,2026-03-25 08:08:21
1231,聯華食,91.6,78.24,75.5,73.24,-0.08,-0.84,0.75,93.82,87.4,80.98,359,275,1.31,273.38,24.04,1.6,1.75,2026-03-25,2026-03-25 08:08:22
1232,大統益,150.5,66.03,53.42,38.46,0.47,0.69,-0.22,152.66,150.7,148.74,34,67,0.52,240.76,18.24,7.0,4.65,2026-03-25,2026-03-25 08:08:23
1233,天仁,30.3,21.74,18.72,32.03,-0.64,-0.44,-0.19,34.25,31.64,29.03,10,13,0.76,27.44,40.4,0.95,3.14,2026-03-25,2026-03-25 08:08:27
1234,黑松,35.85,22.59,27.17,42.86,-0.33,-0.29,-0.05,37.47,36.39,35.3,97,125,0.78,144.07,17.93,1.65,4.6,2026-03-25,2026-03-25 08:08:28
1235,興泰,40.8,54.87,39.38,43.07,-1.1,-1.35,0.25,47.97,40.34,32.71,17,39,0.46,18.55,,0.5,1.23,2026-03-25,2026-03-25 08:08:29
1236,宏亞,26.5,36.15,37.59,24.0,0.12,0.3,-0.18,28.34,27.31,26.29,99,57,1.73,22.97,,0.6,2.26,2026-03-25,2026-03-25 08:08:30
1256,鮮活果汁-KY,152.0,13.22,12.56,32.29,-1.99,-0.33,-1.66,171.87,158.85,145.83,54,42,1.29,54.37,13.64,4.66,3.07,2026-03-25,2026-03-25 08:08:31
1301,台塑,45.65,16.55,19.29,44.99,-0.16,0.24,-0.4,52.36,47.76,43.16,16744,37836,0.44,2905.96,34.3,0.5,1.1,2026-03-25,2026-03-25 08:08:32
1303,南亞,76.0,24.79,33.79,44.2,-0.2,1.31,-1.51,94.73,82.3,69.87,50666,60335,0.84,6027.42,133.33,0.7,0.92,2026-03-25,2026-03-25 08:08:33
1304,台聚,14.45,63.31,65.18,62.5,0.8,0.58,0.22,15.73,13.33,10.94,25686,48386,0.53,154.95,,0.2,1.38,2026-03-25,2026-03-25 08:08:35
1305,華夏,16.05,72.68,77.34,66.67,1.25,0.87,0.37,17.82,14.08,10.34,24011,33486,0.72,93.26,,0.15,0.93,2026-03-25,2026-03-25 08:08:36
1307,三芳,33.95,48.05,50.2,48.59,0.38,0.42,-0.05,35.88,34.21,32.54,783,1589,0.49,135.06,11.95,2.7,7.95,2026-03-25,2026-03-25 08:08:37
1308,亞聚,16.45,59.14,62.02,62.61,0.81,0.57,0.24,17.67,15.16,12.66,17494,26980,0.65,97.67,60.93,0.25,1.52,2026-03-25,2026-03-25 08:08:38
1309,台達化,18.35,74.55,81.07,71.0,1.7,1.25,0.45,20.09,15.25,10.4,19934,28046,0.71,72.96,,0.2,1.09,2026-03-25,2026-03-25 08:08:39
1310,台苯,10.6,32.34,50.77,57.5,0.57,0.64,-0.07,12.91,10.88,8.85,14843,26226,0.57,55.95,40.77,,,2026-03-25,2026-03-25 08:08:41
1312,國喬,13.2,30.34,41.7,54.0,0.22,0.26,-0.04,14.68,13.69,12.7,14512,30720,0.47,150.68,20.0,,,2026-03-25,2026-03-25 08:08:42
1313,聯成,12.25,27.03,35.92,49.43,0.42,0.49,-0.07,13.74,12.5,11.27,8426,16271,0.52,163.03,,0.15,1.22,2026-03-25,2026-03-25 08:08:43
1314,中石化,8.19,11.47,20.12,50.94,0.04,0.11,-0.07,9.32,8.55,7.78,41338,67069,0.62,309.98,4.71,,,2026-03-25,2026-03-25 08:08:44
1315,達新,63.8,46.11,39.42,50.68,-0.24,-0.19,-0.05,65.55,63.99,62.43,12,18,0.66,60.95,41.16,4.5,7.05,2026-03-25,2026-03-25 08:08:46
1316,上曜,12.55,29.62,32.76,42.11,-0.37,-0.36,-0.01,13.74,12.93,12.12,1493,1826,0.82,43.56,57.05,,,2026-03-25,2026-03-25 08:08:47
1319,東陽,85.1,29.48,17.77,29.41,-4.82,-4.67,-0.15,100.65,88.85,77.06,2302,2328,0.99,503.35,13.23,5.3,6.23,2026-03-25,2026-03-25 08:08:48
1321,大洋,33.9,48.08,38.31,51.64,-0.11,-0.14,0.02,34.26,33.45,32.65,492,212,2.32,74.81,,0.38,1.12,2026-03-25,2026-03-25 08:08:49
1323,永裕,19.1,81.38,84.94,62.16,0.08,0.01,0.07,19.26,18.76,18.26,136,67,2.02,17.43,73.46,0.9,4.71,2026-03-25,2026-03-25 08:08:50
1324,地球,10.4,26.59,27.01,48.15,-0.07,-0.08,0.01,10.74,10.49,10.24,51,165,0.31,7.81,,0.2,1.92,2026-03-25,2026-03-25 08:08:51
1325,恆大,27.1,29.96,36.41,47.71,-0.64,-0.7,0.07,29.15,27.63,26.1,205,407,0.5,23.11,,0.3,1.11,2026-03-25,2026-03-25 08:08:52
1326,台化,42.85,35.32,40.48,47.12,0.72,1.22,-0.49,49.86,45.03,40.2,29543,41517,0.71,2506.3,40.02,0.5,1.17,2026-03-25,2026-03-25 08:08:53
1337,再生-KY,6.16,56.72,61.16,69.04,0.23,0.2,0.03,6.58,5.84,5.1,1049,1810,0.58,16.57,,,,2026-03-25,2026-03-25 08:08:54
1338,廣華-KY,14.4,16.22,18.24,21.65,-1.16,-1.12,-0.04,18.94,16.13,13.32,189,233,0.81,11.63,1.67,0.78,5.42,2026-03-25,2026-03-25 08:08:56
1339,昭輝,41.2,52.0,50.82,39.42,-0.5,-0.51,0.0,43.83,41.86,39.9,43,48,0.89,30.54,17.1,3.0,7.28,2026-03-25,2026-03-25 08:08:57
1340,勝悅-KY,6.89,16.61,27.1,52.74,-0.01,0.03,-0.04,7.51,7.08,6.66,87,153,0.57,10.54,,,,2026-03-25,2026-03-25 08:08:58
1341,富林-KY,58.4,55.09,55.65,43.33,-0.28,-0.1,-0.17,62.38,59.5,56.62,5,6,0.83,30.86,15.78,5.2,8.9,2026-03-25,2026-03-25 08:08:59
1342,八貫,85.6,22.62,20.1,23.47,-1.45,-0.79,-0.66,96.42,89.56,82.7,169,309,0.55,66.77,15.31,6.0,7.01,2026-03-25,2026-03-25 08:09:00
1402,遠東新,25.95,9.29,7.92,30.69,-0.6,-0.37,-0.23,29.96,27.71,25.46,16618,22056,0.75,1388.87,16.74,1.6,6.17,2026-03-25,2026-03-25 08:09:01
1409,新纖,15.7,34.07,50.67,57.41,0.23,0.24,-0.01,16.98,15.68,14.38,4965,6466,0.77,253.36,13.19,0.6,3.82,2026-03-25,2026-03-25 08:09:02
1410,南染,31.3,17.8,16.16,31.93,-0.6,-0.52,-0.08,34.12,32.29,30.45,96,60,1.58,19.41,55.89,0.51,1.63,2026-03-25,2026-03-25 08:09:03
1413,宏洲,9.68,43.41,38.82,45.1,-0.08,-0.08,-0.0,10.09,9.76,9.43,32,22,1.41,12.79,21.51,,,2026-03-25,2026-03-25 08:09:04
1414,東和,17.6,5.87,10.98,21.0,-0.45,-0.11,-0.34,21.7,19.62,17.54,469,249,1.88,31.36,135.38,0.2,1.14,2026-03-25,2026-03-25 08:09:05
1416,廣豐,11.6,55.55,59.08,48.39,-0.04,-0.03,-0.01,11.86,11.63,11.4,710,325,2.18,21.5,14.32,0.56,4.83,2026-03-25,2026-03-25 08:09:07
1417,嘉裕,9.17,71.79,72.64,72.34,0.09,0.03,0.06,9.2,8.8,8.4,216,396,0.55,17.42,14.79,,,2026-03-25,2026-03-25 08:09:08
1418,東華,19.05,34.56,31.36,43.28,-0.21,-0.24,0.03,19.81,19.06,18.31,11,37,0.3,10.35,,,,2026-03-25,2026-03-25 08:09:09
1419,新紡,62.4,45.07,33.17,41.98,-2.25,-2.32,0.07,68.21,63.54,58.86,74,116,0.64,186.72,15.22,1.5,2.4,2026-03-25,2026-03-25 08:09:10
1423,利華,40.2,34.94,41.87,68.18,0.49,0.45,0.04,41.43,39.29,37.15,49,81,0.6,40.06,9.28,0.8,1.99,2026-03-25,2026-03-25 08:09:11
